NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
41	150.229	13.514	31.513	8.289	0.053	0.995	130000.0
42	155.406	13.914	31.941	8.404	0.054	0.995	70000.0
43	166.181	14.944	34.157	8.962	0.054	0.994	80000.0
44	158.284	14.219	33.284	8.734	0.053	0.994	70000.0
45	161.182	14.512	34.324	8.998	0.053	0.994	70000.0
46	167.445	15.182	35.111	9.24	0.054	0.994	120000.0
47	164.824	14.659	34.192	8.939	0.053	0.994	90000.0
48	155.199	13.818	32.062	8.417	0.054	0.995	100000.0
49	161.554	14.659	33.724	8.902	0.054	0.994	70000.0
50	169.562	15.104	35.504	9.262	0.054	0.993	70000.0
51	158.536	14.195	32.825	8.636	0.054	0.994	70000.0
52	168.455	15.307	35.696	9.367	0.053	0.994	120000.0
53	158.738	14.206	33.288	8.708	0.053	0.994	90000.0
54	153.679	13.779	32.184	8.457	0.053	0.995	130000.0
55	154.898	13.959	32.189	8.502	0.053	0.995	140000.0
56	168.13	14.965	35.016	9.117	0.053	0.994	110000.0
57	161.693	14.437	33.497	8.764	0.054	0.994	70000.0
58	154.548	13.828	31.678	8.337	0.054	0.995	70000.0
59	163.489	14.718	34.314	8.971	0.054	0.994	120000.0
60	158.04	14.157	32.903	8.676	0.054	0.994	130000.0
61	162.662	14.641	33.713	8.869	0.053	0.994	80000.0
62	170.186	15.241	35.48	9.317	0.053	0.993	120000.0
63	160.978	14.502	33.347	8.73	0.053	0.994	180000.0
64	162.007	14.579	33.74	8.84	0.053	0.994	70000.0
65	164.808	14.472	33.441	8.724	0.055	0.994	120000.0
66	170.855	15.295	35.462	9.31	0.054	0.993	60000.0
67	158.426	14.358	32.724	8.651	0.053	0.994	80000.0
68	158.14	14.177	32.525	8.563	0.054	0.994	90000.0
69	158.5	14.509	32.613	8.637	0.053	0.994	100000.0
70	156.084	13.99	32.62	8.555	0.054	0.994	70000.0
71	152.894	13.76	31.661	8.37	0.054	0.995	100000.0
72	166.661	14.981	34.003	8.937	0.054	0.994	80000.0
73	167.385	14.847	33.992	8.872	0.055	0.994	130000.0
74	156.999	14.115	32.24	8.507	0.054	0.995	70000.0
75	163.994	14.735	34.102	8.924	0.054	0.994	100000.0
76	159.541	14.209	32.859	8.615	0.054	0.994	110000.0
77	166.988	14.91	35.068	9.165	0.054	0.994	80000.0
78	159.871	14.279	32.469	8.527	0.054	0.994	70000.0
79	160.271	14.323	33.437	8.77	0.054	0.994	130000.0
80	161.177	14.439	33.411	8.748	0.053	0.994	90000.0
81	167.342	15.215	34.877	9.199	0.054	0.994	100000.0
82	161.27	14.41	33.343	8.756	0.054	0.994	80000.0
83	164.389	14.851	33.84	8.872	0.053	0.994	150000.0
84	168.849	15.222	34.658	9.105	0.053	0.994	60000.0
85	163.809	14.712	33.924	8.953	0.053	0.994	90000.0
86	160.867	14.469	33.289	8.774	0.053	0.994	90000.0
87	168.185	15.135	34.729	9.092	0.055	0.994	160000.0
88	165.288	14.883	33.907	8.917	0.054	0.994	110000.0
89	166.188	14.927	34.857	9.147	0.054	0.994	90000.0
90	169.234	15.312	34.659	9.128	0.054	0.994	90000.0
91	162.946	14.44	33.051	8.629	0.054	0.994	100000.0
92	155.438	13.921	32.027	8.426	0.054	0.995	180000.0
93	167.38	15.222	35.059	9.242	0.053	0.994	80000.0
94	163.0	14.682	34.364	9.036	0.053	0.994	120000.0
95	160.079	14.281	32.781	8.598	0.054	0.994	150000.0
96	161.645	14.693	33.626	8.88	0.053	0.994	40000.0
97	168.169	15.179	34.908	9.154	0.053	0.994	90000.0
98	158.672	13.891	32.038	8.368	0.056	0.994	80000.0
99	161.715	14.603	33.648	8.877	0.054	0.994	80000.0
100	154.668	14.004	31.97	8.444	0.054	0.995	120000.0
