Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S
45aedf22-c622-11e3-bf01-24c6515278c0	282	109	2	57	55	0	34	1	0	7	11	0	19	7	7	1	0	7	7
45d0ccb2-641f-4348-b3a8-61f4113cd85b	141	211	28	115	0	0	60	0	0	143	0	20	51	0	1	3	2	0	3
45e16b70-c3ec-493e-86d1-505ffdf5056c	29	107	416	0	383	424	91	66	216	109	208	349	130	260	11	21	30	25	51
460f7427-ebcf-404b-9e9e-e0278d0bca95	23	134	517	0	433	489	30	209	64	51	157	44	87	157	73	73	30	49	50
461df2ae-fcf1-4b93-be0a-c14954fe7c42	211	101	6	111	68	0	35	0	33	13	32	9	17	50	0	3	0	8	0
4624fd20-e2ad-4826-b606-a694b04e1076	335	22	0	83	10	2	16	3	0	0	0	0	27	0	1	4	0	2	4
463bf060-8ba6-4a73-8173-172025f7b527	302	94	3	56	30	0	18	0	8	0	2	3	31	0	3	2	0	0	1
4652ae03-b096-42d0-bdfa-3f6281d4f023	107	102	19	191	87	241	15	64	16	0	22	43	0	140	2	9	13	8	5
46693a2b-5105-4770-a9e1-031dfedeb694	2	224	98	224	190	152	11	0	0	0	168	16	0	0	19	11	6	6	5
4679f37a-4f09-449b-a1d8-1f02847996da	0	325	207	56	66	0	133	0	32	0	62	131	72	69	13	15	6	0	0
467ef778-f481-44f3-9768-b9900252d2ba	0	201	170	185	46	15	113	0	25	48	38	44	53	50	14	10	22	3	0
468083cb-95c3-47c1-9d96-79bcf7bf3f26	263	134	0	75	41	4	33	0	1	0	9	9	22	0	10	0	0	3	5
469eddf2-6e02-46bf-820f-6296a2b776e2	357	5	8	59	0	2	17	2	1	5	0	0	24	0	0	1	2	1	0
46d35b82-e1b7-4d35-be5e-3a70fd47e421	287	65	17	81	51	0	22	0	14	0	16	0	22	1	5	2	0	0	4
46e166fe-3b20-49ad-98db-42c854c61c93	188	183	9	105	55	0	93	0	0	6	0	0	14	0	3	0	5	4	0
46e503ae-461d-443a-869b-f261c5570de1	423	0	3	2	1	0	0	1	0	0	0	0	31	0	0	0	0	0	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	0	172	98	252	17	0	133	0	0	0	0	53	43	34	12	11	3	0	0
47050918-c623-11e3-bf01-24c6515278c0	354	54	0	38	0	1	10	2	0	24	4	0	27	0	1	3	0	0	0
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	428	0	3	7	0	0	10	3	0	0	0	0	25	0	2	0	2	0	0
47312f61-5ef4-4f25-9320-8fbb4758790e	0	104	226	0	1828	720	279	122	167	157	372	298	220	0	167	11	13	34	212
473fe833-fcc6-485e-93d2-95e662c3ef53	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
475bca00-9089-4f50-8638-4e5e8aca6dcd	354	51	53	17	13	0	57	0	0	8	0	1	28	0	0	0	0	0	0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	31	237	117	0	327	284	148	194	126	1	44	125	51	327	44	3	90	10	0
47b5d831-5287-4f62-b17a-6e5eff2e4184	163	38	58	194	65	106	120	45	34	21	0	0	12	0	31	20	28	0	10
47d77750-c622-11e3-bf01-24c6515278c0	64	301	96	74	141	0	136	0	24	51	44	39	33	19	29	16	4	14	1
47e5ff56-9534-4fcf-a593-33027e877f93	319	12	13	106	0	0	34	2	0	0	0	6	17	6	3	7	2	0	0
4808f9e1-452d-45eb-9b87-2f87c67d3452	330	89	13	35	30	0	51	0	0	2	0	4	28	0	0	0	0	0	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	159	113	48	149	54	107	15	0	23	23	44	26	21	0	9	6	53	0	0
483bb781-0179-42e1-bf9c-487b240769b8	418	0	2	5	2	0	0	1	0	0	9	0	14	8	0	0	0	2	8
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	0	1107	0	2143	547	15	49	0	0	401	0	402	0	107	105	51	42	115
4853fd17-7214-4f0c-984b-1be0346ca4ab	392	4	2	28	4	0	8	1	0	0	0	0	28	4	1	2	0	0	0
48624a82-c623-11e3-bf01-24c6515278c0	252	38	4	139	10	12	17	0	13	3	0	0	49	0	6	3	0	0	0
48a0da38-8147-40fe-b683-3f070413a792	27	253	79	89	0	133	0	17	106	327	213	97	69	0	20	25	16	5	0
48b15122-b1e9-4c30-8fc5-70a07686779a	351	22	4	58	9	0	9	5	0	0	31	0	4	4	1	2	0	3	0
48c33a30-557b-4ecf-8066-5b4b068b5e3a	317	62	11	62	27	0	56	0	0	13	0	13	34	0	11	0	0	0	0
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	72	142	109	200	5	112	33	8	0	0	43	55	26	56	30	11	2	14	0
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	414	5	7	6	5	0	4	3	0	1	0	0	33	3	0	0	0	0	0
4904d56f-0fe7-4482-8f6d-9e54d261f399	274	121	0	62	49	0	58	0	7	5	0	8	27	17	7	5	0	0	0
492694a7-bb41-4128-a909-c424e7fc0c9e	424	0	0	9	0	4	4	4	0	1	6	0	14	5	2	4	0	5	0
492b4e58-12e2-47b2-bd47-28f8607072fa	299	53	1	83	22	0	19	0	7	0	0	0	33	0	0	1	1	0	0
493e7008-551c-4c0e-b567-a0f31868629e	0	278	159	24	346	268	25	90	108	134	121	55	42	163	19	25	38	59	35
494701ce-05d4-440b-a65e-d925902b9d42	409	0	9	15	9	0	4	1	0	0	0	0	31	0	0	0	0	0	0
49795e42-c623-11e3-bf01-24c6515278c0	249	91	8	107	18	28	34	0	13	3	0	0	26	0	13	3	9	0	20
498ecf81-921d-4df9-a6a4-a625f484e823	438	0	0	0	1	0	4	3	0	0	0	0	28	0	0	0	0	0	0
49900a43-d42e-4052-a8cb-1563b82ad0a0	411	15	3	14	0	0	4	2	0	0	0	0	29	2	0	0	0	0	0
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	428	14	1	0	5	0	7	2	0	0	0	0	24	1	0	2	0	0	0
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	414	13	0	0	2	0	5	1	0	0	0	1	30	0	1	0	0	0	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	366	27	0	49	0	0	16	5	0	0	0	0	26	0	0	0	0	3	0
49dec0c2-8e75-4f44-a253-82b2ea605890	164	141	14	147	85	49	0	0	0	37	121	0	0	5	4	3	6	1	18
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	365	19	3	38	96	89	14	0	0	0	0	9	21	11	0	0	0	0	26
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	341	50	33	26	12	30	23	71	2	1	0	0	3	0	0	0	0	0	74
4a35b01f-5e19-4673-abea-d87fd1d605d0	424	0	0	0	0	0	0	3	0	0	18	0	2	15	0	1	0	0	4
4a4309b0-2aca-4d6a-ac50-039b28406bba	334	50	1	62	38	1	49	0	0	16	0	15	31	0	3	3	0	7	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
4a698352-25e6-4137-bef8-b6520d5b1b95	368	0	0	85	3	32	0	35	0	0	33	0	0	0	1	0	0	3	4
4a703d3e-c623-11e3-bf01-24c6515278c0	236	106	27	101	8	27	28	2	19	22	13	10	41	0	1	16	0	0	0
4a88981e-e409-440f-9bf0-71ca1bab8b4e	316	11	19	93	9	0	37	0	0	2	0	4	25	18	6	0	0	3	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	0	208	481	47	580	293	87	0	0	0	271	125	74	0	23	99	16	1	86
4adc846a-42cb-4ebd-a954-e31eb29d7572	162	110	27	185	19	4	54	0	11	20	0	0	34	0	6	2	3	3	0
4b44b313-6f74-4233-bec4-7e41c91c77f1	208	134	48	110	54	0	115	0	0	3	0	4	26	0	0	4	0	0	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	397	16	12	30	3	0	48	0	9	0	0	0	0	4	1	2	2	11	2
4b7a704b-e516-4275-be11-45cc935237e2	427	0	0	11	2	0	11	5	0	4	2	0	22	5	0	0	0	0	0
4b8943be-c623-11e3-bf01-24c6515278c0	86	70	47	186	111	299	37	140	109	29	0	47	68	32	0	76	14	10	140
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	394	21	2	25	2	1	16	7	0	2	0	1	28	1	0	0	2	0	0
4b91ece6-c9b2-4889-b18c-c63eb58eb061	403	13	0	11	8	0	1	2	0	0	0	0	32	0	0	0	0	0	0
4bae2f08-da75-4991-acb8-5ba9912f9131	424	1	2	0	0	0	2	1	0	0	0	0	31	0	0	0	0	0	0
4c027164-12de-456f-b933-6bc91f70b46f	347	24	65	39	83	0	70	0	3	4	0	3	38	0	0	0	0	17	22
4c183106-c622-11e3-bf01-24c6515278c0	376	23	0	44	0	0	21	3	6	0	6	0	13	2	7	4	0	0	0
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0	194	201	173	66	49	223	10	74	5	19	153	60	68	4	6	39	0	0
4c3840df-9824-40db-879e-6d24adc8c155	152	79	71	177	21	78	0	2	0	39	65	20	27	27	4	0	0	18	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	409	23	1	10	0	0	10	4	0	0	0	0	25	0	0	0	0	0	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	436	0	0	0	0	0	3	4	0	1	0	0	23	0	0	0	0	5	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	313	26	2	88	28	17	41	1	0	2	0	8	25	14	1	0	1	15	0
4c5228b5-bf31-4abd-a47c-d088e16dba13	172	90	31	167	45	20	62	14	5	108	0	13	47	0	3	17	10	0	10
4c59fb2d-21b6-4b09-8174-6102de736e4d	29	15	212	116	336	619	66	1541	0	108	243	1159	42	50	534	49	0	73	287
4c755527-3b5d-4d36-822d-990aa1003d6a	333	18	19	84	1	0	33	0	0	0	0	9	34	0	0	0	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	151	206	0	106	171	0	85	18	0	6	0	23	52	0	20	2	0	35	0
4cbe411b-b05e-46bd-bea8-126289a0866c	136	159	141	128	101	0	223	5	0	9	0	21	15	0	0	2	0	17	0
4ceeb025-2f16-4f80-b9b4-0151346349c6	375	20	0	45	0	0	9	4	0	0	0	0	27	3	1	2	0	0	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	278	48	0	105	9	17	6	1	12	43	62	7	0	0	5	2	1	14	4
4cff8590-559e-4204-8635-96e11bfeda68	355	0	74	43	15	0	53	3	24	51	27	0	7	0	3	6	0	0	48
4d11d7da-1204-437e-87b1-e8337a67c9a8	335	54	0	56	0	0	14	5	4	40	0	5	35	0	1	2	4	0	7
4d121008-0987-4142-a2b8-7dac58f3110a	354	0	14	80	0	0	18	3	0	0	0	0	27	0	1	2	0	0	0
4d1a4587-adb4-4a65-943e-f19efe8de142	386	7	10	38	20	0	6	0	0	4	0	0	35	0	7	0	0	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	323	74	18	61	0	0	77	0	8	9	0	11	0	0	11	3	2	1	0
4d409156-3a36-4c63-9ad6-b6af34f27b06	4	0	289	261	743	346	0	118	0	0	328	70	0	0	121	9	0	108	0
4d4eff82-ede0-47f1-b49a-ada025952114	148	101	42	200	32	16	113	0	0	0	0	30	10	0	5	2	7	8	3
4d690424-b015-46ae-885d-aa6d9031f66f	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	420	0	0	12	0	1	7	29	3	4	0	0	23	12	0	2	5	5	0
4d72d06d-b6af-4294-9eef-6e61e067761f	335	76	3	44	11	1	28	0	0	7	0	4	27	0	3	0	0	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	274	46	77	97	8	0	62	50	0	26	17	0	24	13	5	27	0	0	0
4daa2708-d0db-40fe-a07a-763f003adcae	359	27	2	46	2	0	11	5	0	0	0	0	33	0	1	0	0	0	0
4dac9498-c623-11e3-bf01-24c6515278c0	262	85	0	105	38	0	34	0	4	23	4	0	25	0	3	2	3	5	0
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	241	65	7	137	17	2	62	1	0	14	0	11	20	5	3	0	0	8	8
4dc9b032-7f7b-486d-a12b-8461af89501d	11	83	122	294	19	77	20	0	21	102	116	23	88	0	0	10	11	0	0
4de7441f-a609-4a75-9fe7-17a647079ac1	426	4	4	2	9	2	14	4	3	12	0	0	25	5	11	0	0	0	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	398	0	0	29	0	4	0	3	0	0	34	0	0	26	1	2	0	1	0
4e596add-a7c5-4617-9649-b4ac6612e39c	436	1	0	0	0	0	1	4	0	0	0	0	26	0	0	0	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	105	39	147	213	125	374	0	116	176	0	41	64	20	0	20	3	81	2	7
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	338	42	2	52	10	0	20	0	4	5	0	0	31	0	0	0	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	18	267	175	121	265	202	2	0	35	0	214	30	0	0	41	14	58	3	0
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	59	158	94	165	170	277	0	227	15	85	109	0	3	0	121	43	0	6	0
4e913899-eeb8-4630-ba9d-41a81ced8069	0	315	93	87	91	302	28	57	0	110	83	34	0	105	27	12	31	2	1
4eac784b-084a-4106-9a76-2d9fbec57033	320	41	19	75	10	0	48	0	0	0	0	9	29	0	0	1	2	4	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	0	42	118	346	0	129	6	40	0	51	106	0	54	4	10	7	39	0	0
4ef20a13-f107-4654-adca-fc60b8f5be47	98	246	52	116	81	0	140	0	0	15	0	36	29	0	3	0	0	20	4
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	97	51	142	237	68	304	37	85	22	0	24	87	0	1	53	20	12	81	0
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	295	31	6	108	10	5	3	4	0	0	34	11	12	22	5	2	0	1	8
4f6f48bc-c622-11e3-bf01-24c6515278c0	222	53	55	152	13	129	9	51	0	9	58	19	0	0	5	15	4	5	0
4fdc8980-c623-11e3-bf01-24c6515278c0	180	124	0	138	55	56	45	24	14	28	25	11	29	19	9	39	0	0	0
50203cff-83f8-4884-8346-b91ef717d00e	419	0	0	6	0	0	4	3	0	0	0	0	28	1	0	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	275	52	0	118	8	24	3	0	14	13	35	0	1	6	4	4	0	10	3
5046f1b4-9d95-4841-ba30-691fa44719a2	29	216	0	216	30	177	22	0	40	98	88	44	0	0	7	30	38	0	0
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	70	128	85	212	33	47	32	0	1	15	66	26	24	38	11	19	4	0	7
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	0	148	77	225	55	158	9	127	77	73	53	10	42	78	3	58	0	23	0
50515723-b495-42a9-8750-e3da288bf6a3	389	17	13	33	13	0	10	0	0	0	0	0	31	0	1	0	0	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	218	24	87	125	149	137	61	35	33	0	27	32	27	58	20	9	80	0	0
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	415	23	1	6	3	0	8	1	0	12	0	0	24	7	0	0	0	0	2
50b61288-1412-4104-92e6-8b1a359ef399	0	127	194	261	228	194	57	0	0	3	118	58	19	0	67	18	1	7	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	229	41	85	75	174	69	147	94	0	44	0	0	25	130	17	12	22	5	0
50eb58ba-c623-11e3-bf01-24c6515278c0	187	186	0	87	76	9	30	0	0	16	10	0	39	0	7	5	1	8	0
50ee360c-e3df-4888-9999-ebb88e271d08	181	68	57	161	52	175	0	0	0	0	37	41	0	18	34	15	21	0	0
50f4d836-79a9-4bc7-a63a-7aa29e41d418	349	34	16	44	7	0	23	0	0	0	0	0	32	0	0	0	0	4	0
51206157-94cc-4702-8247-c98283b487aa	426	6	4	5	0	0	6	2	0	0	0	1	27	5	0	0	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	383	20	0	39	8	0	16	3	0	0	0	0	23	0	0	4	0	0	0
51458c86-0fdd-470e-b059-1ffbffc92a7f	228	6	45	152	4	17	78	28	28	11	0	11	9	66	5	14	0	1	0
5174f450-0bf7-4237-a53e-844064f0e701	193	67	0	170	0	88	0	0	0	57	80	0	0	0	4	2	4	0	0
51800588-c622-11e3-bf01-24c6515278c0	243	60	34	138	8	0	35	0	3	0	5	12	35	0	1	4	6	0	0
5187e77d-f412-4303-8049-11d1aa1a0235	33	109	98	282	14	0	76	0	0	0	3	29	61	35	7	7	0	3	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	145	54	11	117	191	737	25	358	275	0	94	527	0	71	77	110	0	0	0
518d6c1b-8234-40be-9560-6d383d5866fa	350	0	22	65	43	38	0	10	0	0	65	9	0	13	0	1	1	5	0
5193a482-6ed9-4504-bd7c-c8b9e4103577	134	100	58	203	62	0	81	0	6	7	7	23	39	2	15	1	7	5	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	94	58	4	222	38	145	21	31	152	87	48	44	49	53	3	54	5	22	13
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	245	100	143	169	8	118	0	30	36	35	63	66	87	1	30	12	0	11
51dd1a39-7349-442c-b7e1-7850fb800569	413	4	3	9	3	0	3	0	1	1	0	2	27	0	1	0	0	5	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	431	5	2	2	0	0	11	2	0	0	0	0	24	4	0	0	0	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	106	170	22	174	1	151	0	14	50	12	65	0	0	0	26	10	3	29	0
522dc834-8367-4f49-b93b-fcba91a2de7e	89	13	39	307	54	0	32	0	1	0	24	2	36	25	6	1	1	0	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	24	107	28	177	266	425	47	9	150	121	48	144	5	0	33	14	0	410	0
5255d645-d3d2-422e-8449-046cd21f4935	13	355	37	65	279	40	119	108	0	19	28	102	72	82	24	18	44	25	0
526b3796-2cbd-4eec-8273-064b41456279	326	81	10	34	44	0	31	82	3	12	0	0	36	0	0	25	0	0	17
52910a60-bb15-4ba5-9d09-50d8ee6a445b	15	150	195	128	112	143	115	92	86	155	65	0	0	113	12	30	66	0	81
52d8ccfc-c623-11e3-bf01-24c6515278c0	155	88	57	163	68	50	44	73	62	0	70	46	22	20	10	9	63	0	0
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	423	0	3	2	1	0	0	1	0	0	0	0	31	0	0	0	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	242	63	15	119	25	1	46	0	0	9	4	9	19	27	2	9	0	3	13
5310f698-d31a-4628-84b4-dc9ac29722a5	289	58	13	91	22	16	25	0	7	36	9	11	25	0	2	0	8	15	8
532259b8-c622-11e3-bf01-24c6515278c0	0	249	51	194	117	93	25	0	38	24	76	26	12	63	2	6	0	4	22
532bec86-b8d3-41a1-ba17-913a7d378f66	5	226	140	157	222	135	90	114	12	37	74	124	90	44	9	76	3	0	8
534d941c-ec2d-47eb-b2dc-d3f856d0b151	389	0	0	44	0	6	5	6	0	0	0	0	29	0	0	2	0	2	0
53534b3c-cd15-4d68-a9b1-6902bb234c45	55	187	104	128	193	80	101	20	45	45	42	61	44	61	24	102	14	0	0
536dedba-46c4-4a21-b112-13c030b13069	223	196	0	51	59	0	68	0	0	21	0	0	29	0	2	0	0	0	0
537cccf2-fb25-448b-813e-ca5d5642b910	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	437	0	3	0	0	0	3	2	0	0	0	0	28	1	0	0	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	113	0	152	211	63	155	16	113	66	35	56	35	39	120	3	4	31	2	0
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	382	211	0	347	440	7	0	57	0	81	186	0	15	48	41	15	7	79
53d32d8b-5649-42b0-8c52-2c39af2a961b	218	7	116	136	54	146	6	38	0	27	20	1	7	59	15	84	6	0	3
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	111	222	0	130	197	0	39	0	15	0	28	0	41	0	3	2	3	13	20
53df19a8-c623-11e3-bf01-24c6515278c0	101	210	13	136	96	112	6	34	14	0	115	52	0	73	31	5	3	4	6
53e6a756-bdcc-4217-afe7-27d776159544	305	28	8	107	7	2	22	0	1	9	0	2	37	0	3	0	2	0	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	287	317	42	203	0	219	0	0	0	74	208	102	74	18	16	11	34	0
541f91bd-7e9d-4348-9e78-45b948d8967e	303	58	7	81	29	1	12	2	2	20	30	0	29	0	1	0	0	8	0
54319e3d-c28f-4ba1-9c87-299d303e4de3	281	71	15	97	8	0	49	0	0	0	0	0	26	0	0	1	1	0	0
54354d24-c622-11e3-bf01-24c6515278c0	296	29	0	108	6	0	22	5	0	2	6	3	23	5	1	7	0	1	0
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	419	0	3	6	0	0	1	1	0	0	0	0	31	0	0	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	424	0	0	0	0	2	0	1	0	3	0	0	31	0	0	0	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	305	63	8	32	51	28	45	180	0	14	0	74	12	0	10	1	138	41	0
54842328-9432-4820-8976-7964bf9bf147	413	0	0	11	0	0	3	3	0	0	0	0	29	0	0	2	0	0	0
54a77010-2f16-4da9-8ca0-746a51801a00	12	197	134	97	300	234	11	56	145	95	167	50	19	130	21	6	20	27	125
54cfd4b0-c623-11e3-bf01-24c6515278c0	189	25	18	214	10	1	23	0	0	8	7	12	33	23	1	6	0	0	10
54e78de0-d357-4125-a904-ab35e461572b	0	390	112	6	20	248	16	115	18	285	161	91	31	25	37	18	57	2	0
551d5082-ab6a-4674-af0d-ce408f589949	256	125	15	76	48	0	98	0	0	17	0	26	29	0	0	0	2	0	12
5533240d-8fed-440d-b781-6092785a77ce	80	45	17	271	6	134	4	61	0	100	81	42	28	42	0	25	2	10	0
55345803-83d4-4fdb-b0ee-328753801da1	278	87	24	63	62	0	80	26	3	5	0	19	16	46	0	7	5	16	0
554b9439-7e11-43ec-8bc3-448c59100b9e	0	296	107	131	218	378	0	41	0	110	169	33	0	37	8	16	0	16	8
558239c7-a160-4228-8fdf-a0a1d2f62133	105	24	10	259	16	82	2	19	58	15	36	9	16	85	5	5	9	8	10
559c30f2-8ae7-43c8-819c-800261065e06	377	12	20	38	6	0	3	0	0	0	36	0	4	0	0	0	0	4	0
55ada396-0878-4724-8ebe-00da367eed3d	0	323	80	85	292	46	179	21	0	42	25	0	55	104	14	7	11	17	8
55c75a2a-f3d2-4469-9d23-604cf539d548	395	1	1	43	0	14	0	2	0	0	46	2	0	1	0	1	2	1	0
55c82198-5be6-4cc5-b5b3-b707af234107	435	4	0	0	0	0	9	4	0	0	0	0	25	0	0	0	0	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	421	7	0	0	3	2	0	1	1	0	0	0	32	0	0	0	0	0	0
55e5497a-c623-11e3-bf01-24c6515278c0	278	79	2	88	24	0	16	0	0	0	11	13	32	8	9	4	0	0	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	226	102	27	106	43	0	31	0	11	2	14	20	35	0	1	0	0	4	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	421	0	2	7	0	0	3	1	0	0	0	0	26	1	0	0	2	0	0
5650dc4e-8bce-4716-9199-cd5750d7a888	292	20	36	103	0	123	0	30	1	13	26	16	19	20	0	0	36	0	0
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	414	14	0	0	2	2	0	0	0	3	0	0	32	0	0	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	303	41	10	89	2	0	34	7	0	0	0	0	24	21	1	0	0	3	0
569393c8-e2fe-4580-a45b-81f1b1e01135	0	205	171	0	1076	687	97	183	123	98	259	126	24	83	88	27	110	163	91
569ff1b4-de87-4309-8484-80549aaf9485	275	0	37	140	0	0	32	4	4	6	3	0	19	2	1	0	0	6	4
56c846d6-c622-11e3-bf01-24c6515278c0	386	26	7	23	17	3	15	3	0	9	1	0	29	3	11	0	0	0	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	20	261	11	91	232	340	74	168	0	58	30	123	11	219	148	7	14	8	0
56d4ea48-c623-11e3-bf01-24c6515278c0	245	83	0	124	17	0	32	0	7	7	4	10	32	0	3	3	0	1	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	257	0	0	0	506	348	33	835	233	0	0	134	37	0	0	12	6	0	842
56e57223-264e-489d-bc9a-a07789065c40	370	40	0	24	9	0	13	1	0	16	0	0	30	0	0	0	0	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	49	46	73	319	54	54	19	0	0	0	112	38	3	0	8	0	9	0	8
5702affd-eafe-42a4-8f56-c1f22f8f184d	434	0	0	0	0	0	10	4	0	0	0	0	10	0	0	0	3	1	0
5714b52d-7048-41b5-8141-bf42d960abe4	424	4	2	9	0	0	2	3	0	0	0	0	28	2	0	0	0	0	0
571ce258-b453-4cac-b05e-05755791be84	379	0	0	53	0	0	8	6	0	0	0	0	26	7	0	0	3	1	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	381	15	0	34	11	0	7	0	0	1	1	2	29	0	0	0	0	7	0
5769ae11-5f1b-483f-b228-7584591c66e6	195	80	24	156	0	26	50	28	0	14	0	12	20	23	5	14	0	5	0
576a1741-8c65-40da-9f0f-b2ca805d70f3	186	170	19	122	53	0	98	0	6	11	1	17	0	2	11	0	1	3	9
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	389	31	4	12	7	5	9	0	0	0	0	1	28	0	8	0	0	0	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	403	43	0	2	5	0	13	1	0	0	0	0	25	0	0	0	0	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	424	4	2	9	0	0	2	3	0	0	0	0	28	2	0	0	0	0	0
5808f774-c623-11e3-bf01-24c6515278c0	61	154	28	231	94	8	89	0	23	61	6	0	38	0	5	0	4	8	5
581be6cf-9778-49c3-9c77-1316eaa78929	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
589daa3f-0b76-4c9c-b494-048955e36052	401	10	0	17	0	7	0	46	0	0	0	16	24	0	3	30	0	0	0
589e0aea-9057-4b8c-8af1-74c74fe46a38	356	69	0	42	0	1	69	2	0	0	0	15	0	7	1	0	2	0	0
58c7e9c3-1345-48c0-a758-0887358b8696	437	0	0	0	0	0	16	4	0	0	0	0	2	0	1	0	0	4	0
58d3e932-b4a3-4cac-a6ac-73160e354a15	22	33	0	289	156	220	38	411	0	121	0	146	12	0	13	0	380	0	0
58e2453c-bb58-43a3-9642-705ec0e0bdbd	414	16	0	13	1	0	4	2	0	0	0	0	28	0	0	0	2	0	0
58f4ff52-c623-11e3-bf01-24c6515278c0	264	99	0	83	0	29	8	0	8	30	5	13	37	0	4	17	0	0	0
58faf969-bf37-4180-8807-2f44f2cc8eda	0	319	96	139	9	0	207	0	0	0	3	131	16	30	9	6	0	7	0
5912d4b3-2d5d-4b98-b967-1b4ff177097a	256	0	21	119	0	14	35	15	43	29	9	19	27	89	17	2	0	0	0
5935dd9d-d411-48f8-8512-aa73a63878b0	433	0	0	0	1	0	0	1	0	0	19	0	2	27	0	2	0	1	0
