Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S
f4e673a9-5b85-46e7-bcac-2ce6e1026896	281	48	15	117	8	0	56	2	0	1	0	3	15	10	0	1	2	5	0
f4e926fd-006e-4c85-b71c-1433c325acb0	88	174	135	137	110	34	146	7	0	73	12	13	38	71	6	6	0	37	4
f4f48342-c622-11e3-bf01-24c6515278c0	249	43	31	122	27	12	48	5	0	27	14	0	22	3	20	9	0	0	0
f50fb278-1f0f-406e-b341-eb3d1b97afe6	0	261	194	0	591	575	75	187	113	0	121	227	0	178	56	58	28	174	40
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	177	181	146	36	217	2	352	17	0	120	0	128	42	0	0	12	28	0	31
f54442d1-80fa-4678-ac94-c3ad03bc37fb	348	71	7	32	10	0	36	0	0	1	0	1	22	0	0	0	3	0	0
f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9	393	2	1	39	0	3	9	4	0	4	0	0	28	3	0	0	0	0	0
f5a97315-1906-4774-980e-0879c6ad368e	53	104	135	209	0	71	99	34	12	113	8	12	59	42	13	21	0	12	10
f5bb7ae4-4bb4-4e87-b83c-bc8620584989	187	28	0	178	5	63	19	120	36	55	27	10	19	26	0	5	2	92	0
f5c8f98a-c34a-49e8-a655-d8f29487b55c	380	0	6	41	5	0	3	2	0	7	0	0	29	0	0	0	0	8	0
f60007b3-0603-4ad1-8b47-d2d4c4c621e4	369	14	0	47	12	3	6	3	0	4	0	0	29	0	0	0	0	0	0
f601cf2f-081f-484d-ab0e-21a8ec8d3770	295	47	50	91	11	0	76	1	0	0	0	3	24	0	0	5	0	0	1
f6114c69-71a1-47d5-9b28-b0227b1872f7	83	84	0	154	200	315	13	808	0	15	0	118	15	16	75	288	0	43	0
f6189828-eeaa-4d21-b163-53bf3d47a640	0	299	164	90	209	0	106	0	0	9	58	63	77	72	18	32	0	0	3
f61e794e-c622-11e3-bf01-24c6515278c0	346	24	0	68	4	5	26	4	2	0	0	0	24	17	0	0	0	4	0
f640d377-98e9-41d3-8761-61eb33072c65	416	12	0	9	0	0	0	1	0	23	0	0	31	0	0	0	0	0	2
f64e9609-d75d-400c-a92d-d77fd54d6c29	424	0	4	11	0	0	0	2	6	0	40	0	0	7	5	0	2	2	0
f658c350-fb89-4268-8a59-a07e365f4221	324	53	5	63	0	40	0	16	0	3	50	24	0	0	4	1	2	4	0
f663ff15-c8d3-4bff-8bf9-bf8e983579e0	436	0	0	0	0	0	7	3	0	2	0	0	24	0	0	0	0	7	0
f69e5057-eda6-4391-ba9a-aedbf6b572da	0	157	265	145	173	95	203	36	0	94	60	99	55	112	16	25	56	0	20
f6c811ff-f22e-490b-9b23-b527d20e6e6d	0	262	209	101	113	0	117	0	7	22	71	112	62	84	31	14	19	0	0
f6e758a5-150f-4424-90b7-1c1a34aec9a3	320	0	20	96	1	14	0	0	7	0	47	0	0	10	1	2	2	1	12
f7187888-f261-4a39-99b4-966fd7207117	383	4	4	41	1	0	8	1	0	0	0	0	30	1	1	0	0	0	0
f7702c0c-9636-4700-a8ae-7a58afd9fa71	299	32	20	61	46	76	43	28	0	0	0	30	26	68	0	38	0	0	0
f7b847e5-0f5d-69b4-e040-11ac0c4845fe	360	6	21	59	4	0	29	0	0	0	0	0	24	3	4	0	1	4	0
f7b84b5d-8f28-e6b7-e040-11ac0c484704	133	62	19	183	102	52	68	47	21	32	61	34	7	25	27	8	0	118	0
f7b84bac-f161-9eee-e040-11ac0c4847ed	381	0	18	36	33	1	57	0	0	0	0	0	16	22	0	0	0	3	0
f7b84c09-15d4-3046-e040-11ac0c4847ff	417	4	0	9	3	6	4	0	0	0	2	0	23	0	3	2	0	0	0
f7c6486a-bb08-f77a-e040-11ac0c482953	420	0	0	7	0	0	1	3	0	0	0	0	29	0	1	0	0	0	0
f7c6a336-3126-7580-e040-11ac0c485971	345	40	38	9	75	81	24	0	0	50	31	0	14	16	56	8	0	5	0
f7c7373c-1972-4968-e040-11ac0d486e80	0	0	71	392	3	82	50	16	37	4	33	0	4	34	12	8	1	0	21
f7cc504a-37c9-45f5-b50d-599c54dca157	93	286	38	88	38	14	154	11	0	147	0	80	56	0	1	9	15	0	0
f7d128d2-3964-e3bc-e040-11ac0d481667	281	0	70	106	63	14	27	0	2	24	2	0	49	0	0	5	0	33	0
f7d70fac-c76f-399e-e040-11ac0c482f9c	169	0	424	28	537	457	92	56	0	54	237	184	31	80	79	15	142	51	0
f7d77a03-28a0-f446-e040-11ac0c4866fb	405	0	6	19	3	0	8	0	0	0	0	0	30	0	3	0	0	0	0
f7d7b3db-02af-61cb-e040-11ac0c480c03	421	0	0	2	1	0	2	3	0	0	0	0	29	2	1	0	0	0	0
f7dcc2e4-1fc4-4b39-bc6a-720e66116d68	0	378	228	0	128	386	25	54	0	11	192	267	31	61	20	22	23	69	16
f7e4a2a8-093d-9e36-e040-11ac0d480c7d	36	123	119	241	108	38	137	35	0	34	3	52	33	19	8	18	85	0	0
f7e7b258-b4b2-e6c5-e040-11ac0d486773	77	79	130	163	235	238	68	70	66	78	122	77	35	31	51	58	103	0	0
f7e7d61f-e2dc-b523-e040-11ac0c482000	359	29	0	47	6	0	13	0	5	0	5	4	22	0	5	0	1	0	0
f7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e	292	0	25	135	1	57	0	0	0	0	48	12	0	0	2	16	1	0	0
f7ed28a6-8f5f-e87b-e040-11ac0c48120e	328	0	5	92	0	33	0	0	5	0	34	3	0	13	11	4	1	2	0
f7f3e156-0dde-72b9-e040-11ac0d48542c	41	73	72	267	78	222	19	151	51	66	11	0	54	0	4	2	42	79	0
f7f66114-e321-1d4c-e040-11ac0d48541a	287	30	29	98	88	39	63	15	0	16	0	21	26	0	0	0	0	1	32
f7f6619b-fae8-3381-e040-11ac0c483f78	398	0	0	28	4	0	0	3	0	3	3	0	27	1	1	2	2	0	0
f7fdda4f-7bf7-ede7-e040-11ac0c486e57	223	83	149	83	48	0	158	0	0	6	0	19	29	0	0	0	13	29	0
f80293b8-ddb7-f575-e040-11ac0d48309d	373	9	18	40	6	0	17	0	0	0	0	0	32	0	1	0	0	0	0
f809247c-2bab-ab06-e040-11ac0d482b8a	285	21	14	120	4	6	20	2	6	0	0	0	33	0	4	8	0	0	0
f81693ba-09ee-4201-a389-0ceeda8a4636	201	112	0	148	60	50	58	4	28	57	0	0	8	1	2	0	11	0	2
f82d213f-9843-28eb-e040-11ac0d483e48	335	19	85	41	36	62	0	123	0	0	147	20	0	0	0	0	0	0	17
f82d213f-9ba5-7b6b-e040-11ac0c486882	5	172	0	220	109	299	67	23	6	187	75	105	11	0	81	127	1	0	0
f82d213f-bc06-5b51-e040-11ac0c48687e	229	120	92	90	52	0	93	0	0	3	17	2	4	0	24	12	2	0	1
f82d213f-bc99-5b1d-e040-11ac0c486880	26	234	153	12	347	339	134	282	139	53	53	198	81	247	0	86	0	43	64
f82d213f-caa7-fd59-e040-11ac0d483e46	198	0	0	77	0	0	0	1554	23	232	385	302	0	0	0	0	31	0	279
f82d2146-70f5-8114-e040-11ac0d483e50	0	0	393	0	501	1096	146	383	391	65	109	307	214	487	100	55	14	44	0
f82d2146-726a-d0e0-e040-11ac0c486888	169	0	40	98	291	30	141	223	116	161	117	78	93	160	4	5	98	45	0
f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	199	126	0	130	119	0	162	10	0	15	0	66	13	15	0	2	20	0	1
f83fc777-5416-c3e9-e040-11ac0d482c8e	107	0	0	0	634	1633	156	232	120	537	188	768	105	200	66	69	13	12	694
f8407106-8a96-8f85-e040-11ac0d481656	39	104	335	105	288	400	87	48	0	50	111	86	58	221	0	36	15	27	0
f841c488-6b8d-6645-e040-11ac0c481418	376	0	10	0	115	0	104	0	0	6	0	0	29	0	0	0	0	79	0
f8425828-5b0f-23a8-e040-11ac0d484128	350	67	3	39	0	3	56	18	10	2	3	8	0	7	0	0	2	8	2
f843ed5c-0336-3d33-e040-11ac0d48478c	137	54	0	192	225	199	7	118	43	46	137	109	15	52	1	25	0	22	35
f845ebba-8c56-b559-e040-11ac0c4863d5	59	92	142	239	89	210	34	70	0	30	69	43	47	0	46	7	10	30	0
f8467ec8-2d61-ba21-e040-11ac0c483584	323	2	0	33	22	0	0	667	0	34	0	58	119	0	91	0	0	0	72
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	2	86	698	16	479	0	291	0	206	117	187	288	209	26	53	21	15	33	8
f8515e5a-7de3-6be3-e040-11ac0c480d6d	372	13	0	55	0	0	18	2	0	0	0	1	23	5	2	0	3	0	0
f85397dc-e6e9-4f54-e040-11ac0d48706c	0	102	307	168	397	265	34	126	33	85	240	72	63	44	29	16	30	36	28
f854ae3f-356d-f0ad-e040-11ac0c485dae	161	79	61	178	77	27	69	45	8	19	18	4	27	0	19	7	0	8	19
f856fa85-fdb8-c0b0-e040-11ac0d480b4e	9	269	256	0	535	364	173	118	0	0	88	191	76	219	37	48	56	11	11
f8572359-f29a-5945-e040-11ac0d4821cf	141	26	21	250	0	73	0	37	0	12	27	0	36	16	10	1	5	6	0
f858d813-f3c5-4ad9-8c20-9f231d6624d8	2	176	660	0	572	743	104	739	0	0	128	359	6	14	89	140	74	21	0
f8593ac0-9480-22a0-e040-11ac0d48697a	0	216	91	0	846	1237	66	375	13	0	0	429	0	379	44	18	166	95	56
f85add3d-e2e6-31f8-e040-11ac0d48479c	0	174	406	0	943	198	214	24	51	123	320	201	125	70	67	5	38	49	46
f85ae2b7-cebf-17a2-e040-11ac0c48033a	87	120	76	175	140	15	195	8	0	47	0	88	10	142	0	2	8	23	0
f860bc4c-f31b-6538-e040-11ac0c48268f	105	16	25	258	65	117	13	58	0	145	126	34	37	0	1	0	9	45	1
f866123a-9eb0-e856-e040-11ac0c48717e	0	47	149	271	162	57	75	26	0	66	66	0	30	127	17	21	6	2	0
f8696c79-b165-92a6-e040-11ac0c4804bf	99	4	154	266	54	127	13	21	28	19	75	6	33	0	0	0	16	0	39
f86975a2-78a4-ef8c-e040-11ac0c4809da	0	227	335	17	636	218	104	0	0	49	409	281	65	103	12	17	43	63	0
f86ae246-2492-9785-e040-11ac0d4813b0	0	172	214	171	476	396	131	0	0	0	167	233	0	0	21	70	4	40	102
f86b6ba2-8f4b-ee53-e040-11ac0d485904	158	162	72	60	63	329	12	35	35	0	35	87	0	130	76	5	0	16	0
f86b7e84-7040-c751-e040-11ac0c485675	65	23	253	145	706	319	73	544	0	105	409	362	29	6	0	23	25	77	88
f86e2d80-911b-7a19-e040-11ac0d486900	94	133	154	108	462	330	48	94	0	0	163	149	5	68	149	26	0	6	0
f8733b80-c622-11e3-bf01-24c6515278c0	193	85	101	137	79	0	70	54	8	24	35	0	35	14	26	6	4	0	0
f87348df-7186-4c6b-e040-11ac0c482ba9	9	0	53	293	289	318	0	201	137	95	26	30	67	123	67	0	18	97	0
f87cdca1-2c85-49d2-e040-11ac0d485c9d	120	89	102	179	212	63	162	4	0	2	0	52	45	0	0	14	11	67	0
f87d7c27-eeef-920e-e040-11ac0d48388d	7	42	61	189	151	356	0	1069	0	354	144	350	98	0	1	95	88	148	59
f87e94a9-ef37-fcba-e040-11ac0c482332	247	68	45	98	130	104	129	20	24	0	0	43	0	0	1	2	115	0	0
f87eb1b5-1712-ca1f-e040-11ac0c483848	160	51	7	192	64	7	5	0	4	61	69	0	29	85	3	14	0	0	0
f8809cee-8f81-28f8-e040-11ac0d4873bf	429	11	0	0	0	2	6	3	2	0	0	0	26	0	0	0	0	0	0
f89ef95e-6e39-420b-a3c2-ccebcc69ce3b	362	47	0	46	0	0	49	1	10	0	0	0	0	0	1	4	2	3	6
f8a165b0-51df-413c-b7c6-c7fc80547db4	377	34	26	21	10	0	53	0	0	0	0	18	30	0	0	0	3	0	0
f8d89ae2-2c7d-40ae-8d40-34b93b16efc9	347	18	3	64	11	0	10	1	0	0	5	0	20	0	2	2	0	8	4
f8e61a02-654c-c226-e040-11ac0d481b60	402	27	8	13	1	0	10	1	0	0	0	0	27	0	0	0	0	0	0
f8e61a02-6e5e-c8e2-e040-11ac0d481b70	404	7	0	21	0	7	2	2	0	1	0	0	24	15	3	0	0	0	0
f8e61a02-8c03-ad45-e040-11ac0d481b62	425	0	0	0	2	0	2	2	0	0	0	0	30	0	0	0	0	0	0
f8e61a02-8c9e-aaee-e040-11ac0d481b6a	436	0	0	0	0	0	3	4	0	0	0	0	26	2	0	0	0	0	0
f8e61a02-8fbe-a9af-e040-11ac0d481b64	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8e61a02-909d-a906-e040-11ac0d481b6e	416	0	0	10	0	1	0	1	0	3	0	0	31	0	0	0	0	2	0
f8e61a02-90ec-96fd-e040-11ac0d481b5e	419	9	1	0	1	0	1	3	0	0	0	0	28	0	0	0	0	0	0
f8e61a02-92b1-947e-e040-11ac0d481b68	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f8e61a02-938b-9428-e040-11ac0d481b6c	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8e61a06-42fa-e42c-e040-11ac0d481b72	436	1	0	0	0	0	1	4	0	0	0	0	26	0	0	0	0	0	0
f8efa5ad-3a4d-39d6-e040-11ac0c480132	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8efc19a-1e4b-e1b0-e040-11ac0c48104e	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8f0136b-09ec-d079-e040-11ac0c4842e7	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8f024e5-7096-3047-e040-11ac0d481c0f	436	0	0	0	0	0	2	4	0	0	0	0	24	4	2	0	0	0	0
f8f07989-2e2e-30f3-e040-11ac0d484490	428	10	0	0	0	0	6	4	0	0	0	0	26	0	0	0	0	0	0
f8f0a423-1a3e-4fcc-e040-11ac0c481cb6	425	1	2	0	4	0	1	1	0	0	0	0	30	0	0	0	0	0	0
f8f61e36-b934-9410-e040-11ac0c4804cc	423	2	0	0	0	2	0	1	0	3	0	0	30	0	0	0	0	0	0
f8f749b7-547d-49fa-9da2-44eed962b6fd	157	21	36	213	150	199	24	25	135	80	104	0	13	0	4	18	4	0	0
f8f7f274-dd98-3bb0-e040-11ac0c483fcd	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8f9d9b8-abdd-1afb-e040-11ac0d480523	278	9	101	96	47	0	119	0	0	8	0	25	39	0	0	0	0	0	29
f8fae6e5-93b5-7233-e040-11ac0c4830e7	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f8fb791c-08b4-b6e1-e040-11ac0d4868f3	425	1	0	0	0	0	0	3	0	0	0	0	27	0	0	0	0	0	0
f9012277-55c4-2486-e040-11ac0c48236f	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f901353f-fdeb-5a55-e040-11ac0c482e89	437	0	0	0	0	0	5	4	0	0	0	0	25	0	0	0	0	0	0
f901c7f7-891e-8ec1-e040-11ac0c480829	436	1	0	0	0	0	1	4	0	0	0	0	26	0	0	0	0	0	0
f9020478-c741-6776-e040-11ac0d481228	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f9031d03-def1-24b4-e040-11ac0c486570	424	0	4	0	0	0	1	1	0	0	0	0	30	0	0	0	0	1	0
f9039bd6-8fa6-37cb-e040-11ac0d486d06	432	0	0	0	0	0	4	4	0	0	0	0	28	3	0	0	0	2	0
f903cfe2-c082-1bf6-e040-11ac0d4809f7	423	0	0	0	0	2	0	1	0	3	0	0	30	0	0	2	0	0	0
f9052bfc-94a0-cb29-e040-11ac0c48284a	374	16	0	45	0	8	9	5	0	14	0	0	29	0	1	2	2	0	0
f90a074e-d82f-f6bb-e040-11ac0d487334	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f90b298a-0546-6c36-e040-11ac0c487a0b	437	0	0	0	0	0	5	5	0	0	0	0	24	0	0	0	0	0	0
f90cab09-6797-eccb-e040-11ac0d486aa3	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f90d51f8-3bc4-2e66-e040-11ac0d484d19	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f90dbdbf-f8cd-e0d8-e040-11ac0c482576	416	6	0	5	0	0	0	3	0	12	0	0	31	0	0	0	0	0	6
f90f8204-4d65-04fa-e040-11ac0c4841bb	427	0	0	0	0	0	0	3	0	0	0	0	25	0	0	2	0	0	0
f9101872-d864-c508-e040-11ac0c4818b5	417	16	6	8	0	0	13	1	1	0	0	0	25	0	0	0	0	0	0
f9116dda-19f4-9e1b-e040-11ac0c4872b8	425	0	0	0	0	0	1	4	0	0	0	0	28	0	0	0	0	0	0
f91661d6-a2b5-fac2-e040-11ac0d4852fd	408	8	0	12	4	0	2	0	0	0	0	0	33	0	0	0	0	0	0
f91a9af2-7909-099e-e040-11ac0c484205	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f91ba748-5a05-e738-e040-11ac0c486a08	378	5	7	54	0	1	18	3	0	5	0	0	24	0	0	0	2	2	0
f91bde65-233d-2218-e040-11ac0c480a33	416	8	0	4	3	0	1	2	0	0	0	0	30	0	0	0	0	0	0
f91d1645-9b68-edbb-e040-11ac0c4854d8	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f91faa2e-ea53-bef4-e040-11ac0d485f5d	401	9	0	17	0	2	0	4	0	3	0	0	29	0	0	0	0	0	0
f920200e-f349-3730-e040-11ac0d4825cc	420	0	0	7	0	0	2	1	0	0	0	0	31	0	0	0	0	0	0
f920ef57-c942-d2e1-e040-11ac0d481706	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f921b592-fa4d-49f7-b773-81a0e903aaed	262	50	30	128	0	2	48	3	0	9	0	2	26	4	0	3	0	0	1
f92268fe-7a92-51e8-e040-11ac0d48733a	404	0	0	20	4	0	4	3	0	0	0	0	30	0	0	0	2	0	0
f925f24b-bffd-89ab-e040-11ac0d48682f	389	8	1	31	5	0	1	1	0	0	0	0	33	0	1	0	0	0	0
f926087f-0bec-1316-e040-11ac0c480a58	425	0	0	0	0	0	1	3	0	0	0	0	29	0	0	0	0	0	0
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	316	25	42	77	38	0	54	0	0	0	4	20	27	0	0	2	15	0	0
f92a78d1-90ff-70c8-e040-11ac0d485eca	432	0	0	1	0	0	5	3	0	0	0	0	25	8	0	0	0	0	0
f92b2c52-ed64-4594-e040-11ac0d48425c	418	0	1	6	0	0	0	3	0	0	0	0	28	3	0	0	0	0	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	437	2	0	0	1	0	4	3	0	0	0	0	27	0	0	0	0	0	0
f92c8821-daba-3727-e040-11ac0d480224	422	1	0	0	0	2	0	1	0	3	0	0	30	0	0	0	2	0	0
f92fde51-6a19-6641-e040-11ac0c484074	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	426	9	0	0	0	1	3	2	0	4	0	0	29	8	0	0	0	0	0
f938b6f4-a457-c624-e040-11ac0c486fad	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f939f757-a415-ad44-e040-11ac0d4868e5	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f93abbbf-5e13-9b85-e040-11ac0d485718	424	6	0	7	0	6	1	4	1	0	0	0	28	0	0	0	0	0	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f93dd46d-4611-e84e-e040-11ac0c483323	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f93f4445-6f19-403c-e040-11ac0d48556f	423	0	0	0	0	0	0	3	0	0	0	0	29	0	0	0	0	0	0
f940cea2-7e79-e422-e040-11ac0d483224	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	439	0	0	0	0	0	2	4	0	0	0	0	24	0	0	0	0	0	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	149	20	45	220	13	53	11	79	10	4	51	6	10	73	30	6	0	0	0
f9718c44-c622-11e3-bf01-24c6515278c0	203	50	33	178	0	72	15	7	0	36	55	7	7	0	25	6	8	0	0
f9837a56-7244-4846-a63d-266e6a92f168	187	95	24	165	3	35	50	3	0	16	2	9	23	24	6	3	2	4	1
f9854144-d92c-46da-ac87-9d1fd7efe67d	109	153	121	165	96	0	192	0	0	5	0	0	46	0	9	0	2	2	0
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	242	211	131	74	0	136	0	21	14	48	88	62	57	15	11	12	1	6
f98de26b-c7d6-435d-81fa-1f1869da9087	152	120	0	145	308	0	164	0	0	15	24	115	78	19	8	0	8	51	6
f9a81200-5381-496a-8062-099f9e793618	290	73	0	75	101	5	83	0	0	5	16	31	15	0	0	1	49	0	7
f9c07ba7-152a-f624-e040-11ac0c484cd5	355	2	13	66	0	0	10	4	1	3	0	0	31	0	0	0	0	1	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	240	115	34	96	19	0	73	0	0	0	0	4	27	0	1	1	0	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	239	65	54	109	12	0	82	0	0	0	0	28	40	0	0	7	0	0	0
f9c0a12c-2651-d9ea-e040-11ac0d483201	319	51	24	65	83	8	73	5	1	24	7	3	18	7	0	3	28	2	0
f9c1df10-25b8-c8ae-e040-11ac0d486375	347	38	2	49	10	0	17	0	3	0	0	1	32	0	0	3	0	0	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	279	74	39	81	11	0	76	0	0	0	0	21	30	0	5	4	0	0	0
f9c23d09-74e4-07f9-e040-11ac0d482577	436	0	0	0	0	0	2	4	0	0	0	0	26	0	0	0	0	0	0
f9c26646-d2b0-cf30-e040-11ac0d483918	168	193	52	70	101	0	216	0	0	39	0	111	36	0	4	40	0	0	2
f9c39eb7-39a9-6626-e040-11ac0d4870c2	189	161	135	60	66	0	208	0	0	0	0	44	37	0	12	6	0	0	0
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	329	75	32	33	25	0	76	0	0	0	0	4	24	0	14	2	0	0	0
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	274	106	85	51	73	0	144	0	0	1	0	22	30	0	0	8	0	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	103	0	0	160	45	128	0	0	0	652	331	133	150	0	4	23	0	0	0
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	363	37	12	38	10	0	33	0	0	0	0	0	26	0	0	0	0	5	0
f9c51617-3fcb-91c5-e040-11ac0d484abf	279	75	42	66	32	0	144	0	0	0	0	92	43	0	0	9	1	0	0
f9c52187-2e82-d58a-e040-11ac0d484fc4	356	29	38	40	20	0	48	0	0	0	0	12	30	0	0	11	0	0	0
f9c52414-385d-8cc7-e040-11ac0d485037	340	33	24	57	9	0	39	0	0	1	0	5	30	0	0	1	0	10	0
f9c650e7-9053-78eb-e040-11ac0d4874bb	137	120	10	127	199	100	221	0	129	0	0	69	112	0	62	17	0	0	0
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	359	36	12	47	0	2	22	0	0	6	0	0	30	0	0	0	0	1	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	418	0	0	8	0	0	3	4	0	0	0	0	26	0	0	0	0	0	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	287	69	31	78	22	0	66	0	0	1	0	2	27	0	0	4	0	0	0
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	658	0	3626	923	170	60	0	0	684	462	449	0	173	139	105	134	186
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	335	34	0	20	73	42	47	158	0	0	0	39	4	0	42	0	116	0	0
fa2c3620-7e82-4b12-b135-87986f0f2890	177	0	0	103	144	20	135	23	12	561	110	0	0	0	10	404	0	0	0
fa4d35e3-fc38-4e26-a9e0-521a648acec1	276	100	3	89	1	1	47	0	0	0	13	31	21	0	5	1	1	3	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	154	166	0	144	0	0	64	0	0	34	21	38	26	25	3	4	2	6	3
fa5e2900-95e7-4700-9707-a329cd0c77fd	442	0	0	0	0	0	14	3	2	0	0	0	12	3	0	2	1	0	0
fa676301-902f-473f-8313-5bff34ae549a	245	9	0	161	54	0	0	0	24	15	76	3	0	19	0	6	4	0	0
fa6a60f5-8949-4e01-9435-d3117601627f	115	36	56	242	0	178	0	135	77	15	27	29	36	0	48	24	0	10	0
fa718a69-7d09-424b-90a3-4839ba7dc9b2	341	79	0	22	0	15	0	3	1	42	11	0	39	0	3	0	0	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	424	2	0	0	0	0	2	1	0	0	0	1	31	0	0	0	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	156	180	15	111	20	50	19	6	0	70	84	20	19	0	2	11	2	8	0
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	436	0	0	2	0	0	1	4	0	9	0	0	26	0	0	0	0	0	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	342	26	7	61	0	3	29	13	0	5	0	0	26	34	0	0	0	1	0
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	146	0	355	51	634	356	176	104	114	19	236	162	50	96	13	32	14	38	107
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	188	104	8	107	93	124	96	43	20	100	0	49	15	104	5	8	0	0	51
fabf1f6c-c622-11e3-bf01-24c6515278c0	74	106	14	205	76	112	51	48	16	24	81	38	0	132	6	8	4	19	0
fae88d21-171c-4df4-b258-3c5948a1034b	397	0	0	26	0	1	17	7	1	9	0	0	6	15	2	1	0	3	9
faff4626-615b-416a-b7a6-9d177dcc94a9	67	215	82	154	35	169	3	0	40	34	68	29	0	0	21	11	4	30	3
fb0c6353-a90c-45e2-9355-7cd16cf756ff	50	110	61	176	168	289	47	10	89	170	130	64	31	127	18	13	4	2	34
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	352	10	6	64	27	0	6	0	0	0	2	2	37	2	0	0	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	382	23	0	31	9	0	16	5	0	12	0	0	25	2	0	0	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	249	119	8	92	47	3	61	1	9	24	0	19	31	0	1	0	0	5	2
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	66	431	92	374	1153	15	1007	98	0	0	320	0	0	0	314	0	130	18
fbd899a0-c622-11e3-bf01-24c6515278c0	92	103	68	228	79	52	58	0	28	21	2	0	33	16	0	24	4	11	3
fbea74b5-b1a8-4767-af7c-e179ce8da071	426	0	0	7	0	0	11	5	0	0	0	0	20	6	1	0	2	0	0
fbf937f1-5f30-470c-8a77-46cd1c41e073	343	14	26	71	8	5	39	4	0	2	2	6	22	5	1	0	2	4	11
fc009c3d-66fc-4b9c-ae43-014607e3723a	288	50	3	113	0	0	36	0	3	3	0	1	24	0	0	0	0	6	0
fc249113-83d4-4abe-8c80-a4f7305dcd91	236	0	54	84	197	638	0	73	65	235	34	184	123	0	0	4	99	0	119
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	118	152	270	19	4	167	0	0	11	1	38	35	79	12	0	4	11	0
