NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
65	215.817	19.155	43.098	11.239	0.077	0.99	100000.0
66	214.901	19.102	43.09	11.219	0.078	0.99	80000.0
67	210.603	18.518	41.918	10.88	0.078	0.991	100000.0
68	219.084	19.316	43.696	11.356	0.077	0.99	70000.0
69	212.576	18.602	42.488	10.969	0.078	0.99	60000.0
70	217.353	19.166	43.283	11.247	0.077	0.99	100000.0
71	217.096	19.198	43.231	11.24	0.077	0.99	80000.0
72	215.137	18.849	42.525	10.989	0.078	0.99	70000.0
73	214.307	18.79	42.144	10.898	0.078	0.99	80000.0
74	218.308	19.38	43.216	11.272	0.078	0.99	100000.0
75	213.136	18.57	42.421	10.939	0.078	0.99	100000.0
76	213.304	18.925	42.426	11.064	0.077	0.99	100000.0
77	215.728	19.082	42.926	11.12	0.078	0.99	100000.0
78	210.304	18.527	41.665	10.826	0.078	0.991	90000.0
79	218.151	19.363	43.35	11.303	0.077	0.99	100000.0
80	217.756	19.22	43.508	11.299	0.077	0.99	130000.0
81	216.164	19.154	43.076	11.216	0.078	0.99	50000.0
82	216.012	19.087	43.032	11.196	0.078	0.99	80000.0
83	209.951	18.485	41.612	10.81	0.078	0.991	140000.0
84	213.965	18.933	42.7	11.114	0.077	0.99	100000.0
85	216.259	19.162	43.021	11.208	0.078	0.99	80000.0
86	214.707	18.922	42.403	11.032	0.078	0.99	50000.0
87	216.724	19.107	43.407	11.249	0.077	0.99	50000.0
88	215.906	19.057	43.041	11.175	0.078	0.99	80000.0
89	213.855	19.001	42.484	11.08	0.077	0.991	60000.0
90	209.088	18.393	41.715	10.829	0.078	0.991	80000.0
91	217.798	19.219	43.306	11.226	0.077	0.99	80000.0
92	218.417	19.281	43.691	11.347	0.077	0.99	90000.0
93	217.014	19.223	42.959	11.194	0.077	0.99	80000.0
94	209.077	18.299	41.899	10.858	0.077	0.991	120000.0
95	218.421	19.311	43.479	11.311	0.077	0.99	80000.0
96	215.145	19.086	42.566	11.109	0.078	0.99	100000.0
97	214.898	19.076	42.423	11.091	0.078	0.99	80000.0
98	215.154	19.085	42.942	11.185	0.077	0.99	50000.0
99	216.983	19.17	43.176	11.255	0.078	0.99	60000.0
100	212.665	18.659	42.393	11.013	0.078	0.99	90000.0
