NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	212.04	18.661	42.333	10.97	0.079	0.99	80000.0
2	210.653	18.469	41.984	10.892	0.077	0.99	80000.0
3	218.786	19.3	43.273	11.249	0.077	0.99	50000.0
4	215.43	19.079	42.815	11.135	0.077	0.99	70000.0
5	216.917	19.279	43.22	11.266	0.078	0.99	70000.0
6	209.584	18.274	41.762	10.768	0.077	0.991	80000.0
7	216.038	19.154	43.035	11.196	0.078	0.99	70000.0
8	218.415	19.348	43.385	11.311	0.077	0.99	90000.0
9	217.658	19.275	43.755	11.397	0.078	0.99	100000.0
10	214.451	18.995	42.725	11.14	0.077	0.99	130000.0
11	218.459	19.246	43.549	11.316	0.078	0.99	80000.0
12	217.452	19.271	43.557	11.314	0.077	0.99	70000.0
13	211.101	18.571	41.922	10.886	0.078	0.99	70000.0
14	211.3	18.533	41.739	10.81	0.079	0.991	60000.0
15	213.675	18.937	42.284	11.015	0.077	0.991	80000.0
16	212.296	18.836	42.248	11.018	0.077	0.991	40000.0
17	218.137	19.302	43.436	11.313	0.077	0.99	80000.0
18	215.603	19.098	42.892	11.153	0.078	0.99	80000.0
19	216.933	19.175	43.283	11.25	0.078	0.99	90000.0
20	218.222	19.3	43.343	11.278	0.078	0.99	80000.0
21	218.932	19.336	43.689	11.348	0.077	0.99	120000.0
22	218.016	19.158	43.615	11.26	0.077	0.99	100000.0
23	218.11	19.244	43.414	11.264	0.077	0.99	70000.0
24	210.933	18.552	42.11	10.922	0.078	0.99	60000.0
25	216.131	19.123	42.791	11.158	0.077	0.99	100000.0
26	210.118	18.511	41.982	10.899	0.078	0.991	80000.0
27	210.393	18.387	42.058	10.866	0.078	0.99	70000.0
28	211.302	18.625	41.61	10.771	0.078	0.991	70000.0
29	215.157	19.129	42.601	11.135	0.078	0.99	100000.0
30	219.702	19.364	43.992	11.431	0.077	0.99	60000.0
31	214.388	18.896	42.351	10.994	0.078	0.99	100000.0
32	214.924	19.0	42.553	11.095	0.077	0.99	70000.0
33	218.576	19.333	43.237	11.252	0.078	0.99	150000.0
34	218.976	19.279	43.699	11.307	0.077	0.99	70000.0
35	218.981	19.347	43.652	11.36	0.077	0.99	100000.0
36	210.431	18.418	41.96	10.863	0.077	0.99	100000.0
37	209.943	18.497	42.025	10.915	0.078	0.99	80000.0
38	215.07	18.899	42.94	11.097	0.077	0.99	60000.0
39	214.597	19.009	42.795	11.122	0.078	0.99	80000.0
40	214.221	19.003	42.672	11.132	0.077	0.99	60000.0
41	212.299	18.704	41.759	10.875	0.078	0.991	80000.0
42	214.458	19.041	42.642	11.115	0.077	0.99	70000.0
43	218.196	19.244	43.719	11.342	0.077	0.99	90000.0
44	211.033	18.473	42.191	10.902	0.078	0.99	90000.0
45	217.658	19.272	43.27	11.279	0.077	0.99	50000.0
46	215.93	19.142	42.788	11.167	0.078	0.99	90000.0
47	207.27	18.277	41.208	10.718	0.078	0.991	60000.0
48	217.577	19.227	42.881	11.165	0.078	0.99	40000.0
49	215.58	19.173	43.134	11.257	0.077	0.99	60000.0
50	210.484	18.455	41.857	10.855	0.077	0.991	100000.0
51	217.735	19.251	43.408	11.295	0.077	0.99	60000.0
52	209.819	18.389	41.609	10.771	0.078	0.991	130000.0
53	214.926	19.025	42.999	11.16	0.077	0.99	200000.0
54	216.309	19.126	43.201	11.249	0.077	0.99	70000.0
55	215.331	19.048	42.839	11.132	0.078	0.99	90000.0
56	215.319	19.118	43.093	11.211	0.077	0.99	70000.0
57	210.204	18.429	42.107	10.892	0.078	0.99	60000.0
58	219.807	19.41	43.968	11.433	0.078	0.99	80000.0
59	210.661	18.493	42.176	10.922	0.078	0.99	70000.0
60	215.446	19.084	42.909	11.175	0.077	0.99	70000.0
61	213.806	19.036	42.586	11.135	0.077	0.99	70000.0
62	209.104	18.417	41.478	10.784	0.078	0.991	140000.0
63	215.172	19.066	42.763	11.125	0.077	0.99	70000.0
64	213.784	18.978	42.674	11.128	0.077	0.99	70000.0
