MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB	SBS80AC	SBS80AD
SS[<=2]	5.8912153679813176e-08	5.437080468881916e-06	2.151179927523117e-08	9.299319303579523e-05	0.0	0.00016785627607760034	0.0019055995822597539	3.616021170955719e-06	0.0005123534525046125	7.80104247297686e-07	4.648595336220751e-08	0.0014181769026890834	0.001035846171924959	1.7780206326278859e-06	0.00039810921812417633	0.008143065586193926	7.983047112247732e-09	1.666118507273495e-05	3.9838204802435936e-05	1.7292390948568938e-05	1.5361613688185116e-05	1.5382054471047014e-07	0.000395443019779691	0.0006586341121811757	1.745987083268119e-07	0.0001019748993712711	0.0004116579194396763	0.00014070739505541496	0.000661967754726902	3.820296164462889e-05
SS[>2 & <=3]	2.1493742842437767e-07	7.285072499030321e-08	7.117229117170609e-10	1.597044075303453e-05	0.0	2.3410612997286523e-08	1.6424600268933888e-05	7.338227803188602e-10	0.0075328228181746225	7.81141861807555e-07	3.665475745151525e-10	0.0016366968067393728	0.003927516311450745	0.0	8.403725496819447e-07	0.07027659474415117	1.3839870201959314e-06	4.305386482883478e-09	4.203895392974451e-47	0.0	5.332371014077353e-08	1.4012984643248171e-46	0.00017832460054147958	3.8238881934660183e-07	3.178032335426906e-07	5.605193857299268e-47	1.1284983151387419e-06	5.317960471984407e-09	4.686302349879862e-05	1.6279526668938614e-08
SS[>3 & <=4]	1.6318654475711013e-07	1.6994627909383553e-08	9.80908925027372e-47	1.4238669913524405e-06	1.0016530609391339e-06	4.2906822272925635e-09	7.33548832787534e-12	7.500040539731856e-09	0.02690570688927326	3.0410773767997058e-05	4.4342691296606063e-10	8.230363151903397e-05	0.025723383763619836	9.178159501743736e-08	4.6535168962691385e-08	0.2963064056674203	1.4739740367986087e-06	9.89720628467694e-06	8.398661520914174e-08	1.0406985173721768e-06	1.3437311736197443e-07	7.4072789287885004e-06	4.107734525859996e-09	3.8103682527435014e-06	2.019824302806228e-05	1.1418642834226666e-06	2.7029792345842907e-05	1.4265330776197514e-07	9.300122619606555e-06	9.544435530280282e-05
SS[>4 & <=5]	6.373798516756679e-09	8.697333520046869e-11	0.003702995687472211	0.019771120124290747	2.0293828356443555e-07	0.020003941405145154	0.003834550221255746	2.0966945157852024e-07	0.0036547453598802806	0.0003837475977820531	1.4712978781972196e-08	0.06122105582385018	0.3666400121152401	2.2420775429197074e-46	0.0007146360629609916	0.07319234458781074	0.04128524623611405	0.0002856906916832713	0.0003150940650166412	1.3843555526591445e-05	0.00048039579720352774	1.0821907778790774e-08	0.0005312314333241375	0.0003921158545728076	0.06495140671500288	0.006532384909146127	0.005784445077007376	3.894324720477016e-09	0.0015196151909526634	5.239317260929965e-08
SS[>5 & <=6]	3.215939847756033e-11	0.0037242948934536457	0.009516714100317358	0.26978841833770273	0.004381176494061947	0.11739032958364987	0.029952441597529144	0.0028599322024865613	0.00804677568448824	0.022303350791053732	3.6866015307168708e-09	0.11833835352212191	0.05583883516490459	0.00042977605015039446	0.04997128972913316	0.00021035945042967795	0.015074429010383028	0.00015903367291684846	0.00024778984487056733	0.003986219821988845	0.0009988317263264434	0.0013375650472275736	0.026553352632442965	0.0022931751096217567	0.0051067170532769525	0.0018121854101029167	0.003349592288832355	0.005384114571158989	0.014956297891489443	0.006127188807490729
SS[>6 & <=7]	1.992690235042005e-10	6.593226920358575e-05	0.0010742108739941615	0.10882454685866833	0.2880603452026844	0.0866896178543243	0.02227716305765222	0.020961700155617925	0.1404290722653306	0.002374943808400056	4.203895392974451e-47	0.02759224168258063	0.0013985547609627247	0.0010937423056884654	0.02752988134327353	0.005703500013332814	0.047030674990411116	0.007422600036668996	0.0033436228753381324	0.0030602475624156556	0.00426980995168833	0.01843958456177976	0.0013109336096846392	0.0019609446112056617	0.0070573718635932895	0.0027246092189907502	0.0021082316917363643	0.011182799911068741	0.00560738471501713	0.007464887872096142
SS[>7 & <=8]	0.020931606214726343	0.042422893877956086	0.14950518198311338	0.0037669754386752173	0.06720408041030168	0.008716767844542493	0.002829980101669207	0.14971264000982046	0.04102410089690238	0.007688951777026902	0.02107992010879707	0.0011421810682965472	0.011160553172381288	0.010826237718464464	0.005538358416284457	0.01509072546418176	0.05219322728489541	0.05582914732163772	0.03147120906534631	0.0255020556517411	0.04969114158806784	0.029450880872319837	0.023937142395880073	0.016870395867656877	0.0031462079045377765	0.02947541593621736	0.008942665391000975	0.008702440001703907	0.006004929449509518	0.025977590401744247
SS[>8]	0.027177555463401858	0.03327616283670068	0.001259314548997139	1.6060770047232608e-09	0.0	2.708620439051401e-10	4.105370443596712e-10	0.0015301106551803656	0.0	0.0	3.1102430853024997e-09	0.0	1.1115228311098235e-08	1.5080689674817904e-09	0.000639622913200526	2.9120761560363914e-07	0.00027882108464837073	1.401298464324817e-47	1.4828367511654506e-09	0.0	3.3038418223441114e-10	6.571745241551682e-25	0.0006854261701971609	8.073002738452986e-33	3.643475857018075e-08	4.203895392974451e-47	0.00029540592224975627	0.00028161448948480937	3.400984383006289e-09	0.0002802494229089092
NC50[<=2]	0.0018922480705762723	3.970896466732654e-05	0.0	3.1912273698253555e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012503658084966673	2.399236155374851e-06	0.0	0.00017564327727225047	5.3640673868358136e-05	0.0	0.0	1.0067220697393964e-05	6.228473381497679e-10	0.0	4.7850452281750225e-06	8.485726357321255e-07	9.448813518453392e-07	4.6040402287275127e-05	5.241778882947301e-07	0.0	7.62463173487049e-08	3.077648783346376e-05	0.0
NC50[3]	0.00038430585787864403	0.0008452018641937897	3.1908357159409205e-05	2.2916828388880317e-06	0.0	1.4450933122134302e-07	8.684359636390581e-07	0.00016514408564986206	0.0	5.797302209007427e-06	1.683436880739464e-07	7.379812260609242e-05	3.598848539239086e-06	0.0	3.202912068967834e-05	9.897964191623033e-06	1.5588279347866772e-05	1.3112041870044778e-08	2.3155647316031036e-07	1.3068645481553176e-05	6.785576388068648e-06	0.0	2.821660884535504e-05	2.500699225720382e-06	2.9492482201822767e-05	6.171943434480909e-06	1.8238191562574e-05	4.11156234184773e-05	5.412488147271688e-07	3.9887394406150635e-05
NC50[4]	3.8014263427896825e-05	0.0012655522330896928	0.00022878795469949865	1.0688521579140797e-05	0.0	8.51283039082773e-07	0.0	0.0003923689045637957	0.0	5.19526782595392e-05	4.826624150879866e-06	2.5266432206194623e-05	2.456120945010909e-05	0.0	5.318411699590797e-06	2.817869419232011e-05	1.6028110403567554e-05	2.319999339306378e-09	1.4091239499975927e-05	0.0005605203776538303	1.7330011487501907e-05	0.0	0.00013871531118638813	1.5256887127179652e-06	1.257344032637775e-05	0.00014170542908459538	3.7764464068459346e-05	3.937340352422325e-08	6.1258642745087855e-06	0.00014075093241944003
NC50[5]	1.951987576468639e-05	0.0006574016793592819	0.0006104937318627889	1.401298464324817e-47	5.6913702654526335e-06	2.8186754779540024e-05	3.294909735654272e-05	0.0004518384758330285	9.886589832603932e-06	0.0	6.311937250131905e-06	0.0	5.487295165949035e-06	2.1934931755822617e-05	3.9315790197917976e-05	5.9087096742587166e-05	6.1864159579272384e-06	2.0825415608882737e-06	3.218454114730207e-05	0.0	8.751303968892898e-05	0.0001797041288689627	0.0001970132724540008	6.487046575784916e-06	4.73797955783084e-05	3.109601073447266e-05	0.000162051524312119	6.990951944317203e-05	8.803769596852361e-06	0.00012262145920909794
NC50[6]	1.1979272020070653e-05	6.040888168698188e-05	0.000789191261283122	0.0	6.580966119713594e-05	4.4031432713276254e-05	2.1286326004883447e-05	0.0005407459521723012	0.00015870448704130346	0.0	2.327479291665213e-05	0.0	3.60659000580199e-05	0.00022065607452372403	0.00014954403545520023	0.00012103237701921899	0.00015186404941232466	0.00033377555620973	0.0	0.0	3.7711393236818933e-05	9.525749017484486e-05	0.00012664207904890644	5.2006811602041124e-05	1.590544251584447e-05	0.0	0.00010723354236688465	0.00029821011756190783	1.7790342681109906e-05	0.00030386459155844035
NC50[7]	5.020057812679113e-06	1.267781536579804e-05	0.00010793321023051305	2.1917166804996667e-07	0.00021346642587104724	4.520771668209189e-05	2.1007071627536788e-05	0.00017176212411172288	0.00014182792889084084	6.733326785024473e-10	6.652933737427702e-07	0.0	8.680494604050181e-05	0.0005315675003294018	0.00016000366392631804	0.0001693411070402817	0.0005741048198982668	0.00020834360476474246	0.0	0.0	0.000170056412155013	0.00011454312363639473	2.1179604809731247e-05	5.849941686619786e-10	6.894495105370879e-05	0.0	0.00014736054668901488	9.770085918717086e-05	2.4586725048720835e-05	0.0007127303687047971
NC50[>7]	2.8173846138557223e-05	1.1156972618744376e-05	1.6258280193626185e-06	1.314774453242684e-07	1.4502264984130874e-05	1.6188875022394855e-05	2.3845188843552025e-06	4.433676876487436e-06	7.01025825782864e-05	2.0355687575346337e-06	4.354576958576217e-07	0.0	1.8211769056506455e-05	6.793613829418454e-05	0.00011144839693294273	1.1877173237735406e-05	0.00029792091320587135	1.6119384951736038e-05	1.485917966448369e-10	0.0	0.00010798312205459126	5.058162612840533e-05	4.275987533723935e-05	2.459635048682074e-05	3.54265606372417e-06	2.0340969786047936e-05	0.00010883729049091073	9.241400814062217e-05	2.359103689633102e-06	0.00020090047588329442
BoChr[1]	1.9481239768026626e-07	1.1649140740039723e-07	1.9522308807484734e-06	7.785807936710374e-06	0.0002719335369717323	0.00010117209786919335	0.0024696868972304874	0.00045373956300075234	0.0013009138162695761	0.00039372003155039865	8.886958792517219e-08	0.00013149734429761757	1.199576278395399e-05	0.0019261252663610984	5.735213155419576e-05	0.0007246504460165543	0.0007513944535489614	4.8146138645792644e-05	0.842568944990635	2.5457061608097422e-05	7.028118669258941e-05	0.00011056209176593208	6.49647543925777e-05	4.194369641998637e-07	6.659192855616956e-05	3.649804689374111e-05	2.5027108988144863e-05	4.572614068960852e-06	0.00063657358288185	2.713313522805017e-05
BoChr[2]	9.701749588353347e-06	1.109580926188937e-06	0.0008216130976643932	0.002065218589581597	0.0027737194020253588	0.0014710281677250236	0.012605125422781405	1.285607945438194e-05	0.0004906726349360114	0.0013108002465697843	1.2359246859006135e-06	1.246215415307006e-09	0.0001371928795632141	0.00214038630162198	2.167962843913074e-06	0.00016132139396322646	0.0047649293332594315	0.4558822822098955	1.696091455007688e-05	3.55849197627838e-05	0.031181674672983134	0.000189521156847596	0.0001595265588070305	3.9888959302108536e-05	1.7366850335612742e-08	4.3874224489659494e-05	4.9623579832286706e-05	0.0005316018307417592	8.51350885464316e-10	0.005347935621542748
BoChr[3]	6.644957822379282e-06	6.924966938548494e-08	8.880547776065839e-05	0.00020526895831425986	0.000695408817031394	0.00015082868015610588	0.005834892217557456	8.484184173063267e-05	0.00023519910085870622	0.002013317486619961	2.7715479819084844e-07	2.1214515207557542e-05	0.00035035034567072916	0.0028854698464883775	0.0001841353806011961	0.00024013391452860412	0.0030354657653223695	0.04458357937186915	9.63845624440296e-06	4.4078159585712177e-07	0.5435535641935713	4.183944068946819e-05	0.0002852676161373502	0.013317872302135755	6.9275279085178e-05	6.927829586723301e-05	0.004372830226065645	0.0016241627171176987	4.511367867173987e-05	0.00023512799525573174
BoChr[4]	1.6644435784109876e-06	5.3860956361404535e-05	0.0006994398867726659	0.00023086223000303677	0.0015991697588561343	0.0014630483235696062	0.003521660381501541	0.000518764815831858	0.0035886206897486274	0.0020017203987628897	1.4829047933382356e-05	0.0003144487027218608	0.00723971895812011	0.015346587211016054	0.01010579459416364	0.03555413801722249	0.011873460695058	0.03690719353881289	4.1541965948712416e-05	0.007509940312829002	0.006709905360160456	0.039048474283439244	0.0039800191728575065	0.04944107738213717	0.012016565488352454	3.723387477805318e-07	0.1266899322026157	0.04281757617018542	0.0001277612922550908	0.016130768199570388
BoChr[5]	7.344179722768019e-07	1.6076710724792776e-05	0.00014560435257180871	7.46992663727871e-05	0.0013961774861363104	3.3685157463874635e-05	0.001316659617817882	1.8289140271221525e-05	0.0009375475005133043	0.000420872041425112	4.823954313533108e-06	0.0006586259250743753	0.014652774752938183	0.0018315132695552155	6.129515438257904e-07	6.430155178701104e-06	0.002076746088194098	0.0068706508903246845	0.0030724461046156433	4.460352671838612e-05	0.009777921630362448	0.007747329732026771	0.00042182399084264685	0.07115290277319124	0.014392373511323792	1.2450083278371383e-05	0.5173686142103393	0.00019092077121010003	7.019054312680345e-06	0.000949080695660709
BoChr[6]	1.8720240998160164e-06	7.501322208929712e-08	5.3244106634764424e-08	0.00010369432998372863	0.000565733002369253	0.004154090605037592	0.0019864105250497837	6.2053640137094135e-06	0.0008495879655254683	0.0014998710832976883	1.3330758727513361e-07	2.7703090626778406e-05	0.00013197502922113256	0.0018720837418748338	7.630749756664469e-05	9.930167692932321e-05	0.0016088252121500002	0.0004493441643630788	0.004035181138835153	4.529371800045135e-05	0.00014228391018156753	0.7138859853982967	0.0003303630824537018	6.024162961126952e-07	9.292190063949005e-06	0.004712152032239946	3.431155601199048e-05	4.983496114818544e-07	0.0037111769619278157	0.00016984201067470132
BoChr[7]	2.746284799357568e-06	2.1765332597851755e-05	9.682502436143992e-05	0.0006981442665402465	2.1364018805125616e-05	0.0006937654417530725	0.0021242058694807926	0.0002966326644640471	0.0005691971531440114	3.008192753311798e-08	1.5613637553185667e-07	1.1967763746872683e-05	1.848730745602734e-05	0.0010573244907006944	3.341187466445619e-08	3.6623883286071114e-08	0.0035557543178191685	0.0003999765551385409	0.009035755040869078	5.554154360977879e-05	0.0007346985870428508	4.001041329258042e-06	7.023042832875797e-06	0.6686222550738603	7.796639685827459e-06	0.011863326198864993	0.0007267974951469634	4.499474397633018e-06	6.371774461241283e-06	0.0001043983361824331
BoChr[8]	2.3291956262383452e-07	1.6922156390819509e-07	1.3521615356801343e-06	1.0707894329442295e-06	0.00014493896974493876	7.5688045704745575e-06	0.0002545063927046284	1.7457138521692617e-07	6.950701167579175e-05	2.4921158027290246e-08	5.3521855757883204e-08	3.4522676794683797e-06	7.199003005340653e-06	2.3528894128345744e-06	1.2349420622657275e-06	1.7936483870865782e-08	0.00010482361760803441	1.1731242489567215e-05	3.843407789903754e-06	0.7857378625869751	5.109813833315849e-06	1.2485728600088956e-05	1.7647164369417473e-05	5.215527759129977e-06	0.00010535653229127471	1.4746018825772654e-05	3.614821876682961e-05	8.268299126122474e-07	0.0002864157679371421	4.245643279386549e-05
BoChr[9]	3.9079708220812746e-07	8.800740726528005e-05	0.00020770690035455325	0.0004384735849497206	0.00028846109367213656	0.0015692179471541584	0.0017601020980759505	0.0009016098192470423	0.001535210092857831	0.002073451893562095	5.029988517104038e-08	3.252350686751004e-05	0.00021384733701030115	0.004891485889244993	8.066961198013312e-06	0.0015046697160152561	0.005768216861847169	0.0032336344000135275	0.00017435086234139695	1.2264739416929515e-05	0.029794638846086307	0.014263388014895623	0.022968535125955414	0.007330028979512091	4.784788029962961e-05	2.66036724538731e-05	0.006826745582056248	0.35839003071135495	0.0008953984498677325	0.0015969448065538928
BoChr[10]	9.036184686406213e-07	0.0003956776383599347	9.262753407966784e-05	0.0006556144378398444	0.008068529040212696	0.0032686347197300593	0.003627534700873516	0.0008769601127715987	0.005609699704118145	0.004297229899855708	4.1115351273524254e-08	2.802596928649634e-47	0.0006800586439000966	0.012754638517734325	0.00378917593835034	0.006197389709805634	0.005259907420840887	0.0926039290148783	4.6262035453068505e-05	0.004446182031640785	0.024962157085335546	0.010684393097739928	0.011531942594745886	0.00822791486276121	0.00260954357157118	2.4263378506361733e-09	0.003477628345473267	0.01879115728038258	2.1420584853046877e-05	0.08848427327894569
BoChr[11]	1.9545273344689917e-07	1.6235677495757274e-07	0.00011174049224507598	1.2477236836566299e-06	0.00013651748079429439	3.590373521966002e-05	0.00010037528669149003	1.252340691060283e-07	0.00011351586918937061	6.257911044967384e-07	5.674923052718162e-08	7.839386016448246e-06	4.1678328703032845e-06	5.155125295074432e-06	2.5196804631887877e-06	3.8991743195158165e-05	8.522440276273947e-05	1.0688280625951238e-05	4.181802375174112e-08	1.493829024633193e-08	2.7807488497572898e-06	3.9979568574394203e-08	3.81584019212809e-08	7.855038295890276e-06	0.004390817459922677	0.8287108087756587	2.351301851492412e-05	6.534221298053881e-06	0.004995043647925049	2.318862925097389e-05
BoChr[12]	3.753299365438778e-06	2.9707612228548896e-05	1.1121534197230725e-07	0.0007048165644355746	0.00025084924399467747	0.0005270651618314712	2.8340047859793504e-05	0.0003037695427017084	2.7728267181685944e-06	0.0003438632655201008	2.670631958747625e-08	0.006572950981531814	0.0002454341885692716	0.00457909266633402	1.39211511314453e-07	4.650439364607702e-05	0.0011677493947208713	3.06905925120527e-06	8.649439722893041e-07	9.080705035358194e-08	1.8681628725897388e-06	1.5477644624014274e-05	2.3533091023858876e-06	1.9552698168431842e-05	0.7272016206383705	4.761259433639668e-05	4.555057795724502e-05	1.255061086392177e-07	1.9276188201415955e-05	9.390593164566586e-06
BoChr[13]	7.911358479439912e-08	0.00014329877439976934	0.0003824504276931234	0.00032667151512582037	0.00019901009536157588	0.0017805853396434834	0.0008258549902332568	0.005513974752837001	0.0016900410823778456	0.004119090268383552	3.004469917087274e-06	2.2152333123415246e-09	0.004002043997539664	0.014219677648818978	0.0001441040641181026	4.9440813225132275e-05	0.0032147979400590997	0.012523430704665234	5.589351917940633e-06	0.0003493520884750545	0.008297665169450977	0.02690078759512268	0.016434746839392087	0.004079792206827815	0.010995531202632912	1.6879303288502803e-10	0.02356734371085355	0.036018993921114115	0.0013302230595709707	0.11626417318610749
BoChr[14]	1.4761062301276163e-05	0.0005558343434429958	0.0008387463432421782	0.0015578903835775826	0.0010657149227617424	0.0058796854603389926	0.0019673365788808288	0.004968734819731024	0.00812578992639331	0.0007933288129658622	4.373853194294952e-08	6.483086048806097e-05	0.008396659427104427	0.014487258520389972	0.021144206070972952	6.020978560172807e-09	0.00801769249088089	0.025510047960342987	0.0004852413822609947	0.0002027404590131887	0.05613744496327616	0.017864888394176433	0.006182929249574869	0.004167810543995855	0.005016438296486285	0.005329832061852358	0.055065470082942054	0.043348324986585564	0.0032021585019324306	0.02048736246072437
BoChr[15]	6.868463930054247e-08	6.327984917782581e-05	0.0003104055862522159	0.0004958831987698886	0.0018629417047493746	0.002701679905080283	0.0018620342167377246	0.002639887544812609	0.007264278557061061	0.0005438138378366375	3.892108736636146e-08	5.57046452619403e-05	4.383312716370824e-05	0.006099884511205573	0.010178128481304975	0.006361361692113175	0.005314072134991292	0.019646192400361997	0.00019920883484799033	4.203895392974451e-47	0.0453766612313088	0.005316259768277262	0.007807928272894742	0.00023042231751503551	0.006032178884369857	0.004617262594086233	0.038794963611599086	0.0379258375831435	0.0007909383507205803	0.03456711747559496
BoChr[16]	1.984692727052817e-08	0.0012718354233840757	0.004193581543513574	0.0011857594108912294	0.0018119981132303565	0.0058442024217781	0.006790638171060426	0.011269041559047155	0.009152445636718767	0.000865064733009804	5.331561573314047e-05	8.750832756049932e-05	0.001876551040331833	0.027648920099664166	0.00753106490478082	0.01005336619564332	0.010025295508094133	0.00161653917296178	0.0028391577303409576	0.00020772653775992468	0.007901211550012022	0.00046110547843071004	0.01876394588523169	0.006265826453867334	0.0003450641478411853	0.004123717932048976	0.0017142931441321708	0.014585170963137557	0.006061140037413822	0.017773130101066154
BoChr[17]	1.3215194247262474e-06	2.0070332071853158e-07	1.775648865987023e-07	0.00022056131132901682	3.658882331975899e-06	1.07973435692007e-08	1.4842388234735428e-08	8.621809063342312e-05	3.046362380058314e-06	9.671656598800921e-09	3.2694613533561945e-07	6.459328130313289e-06	1.3938038931657446e-06	2.537374798208869e-08	2.0874924250352693e-08	5.017253908014463e-08	3.3744934638909475e-07	1.0506442591997707e-07	4.801433997897099e-08	0.004339521364549893	2.8037711276669177e-08	3.470929378385505e-08	0.00021886935867375973	4.997017534958419e-06	4.091440619158296e-06	3.137024455145737e-05	9.774329360704386e-07	1.3303982310333786e-05	0.8017056611180305	8.899226995616586e-06
BoChr[18]	3.440245696415545e-06	2.6359457630193983e-05	1.59273835991236e-06	0.00010410564722019101	0.0011037818277117274	0.005180709437801134	0.0014468872781749553	0.00013846206251468373	0.00010231752494954727	2.3889761271091993e-05	5.9075230183225355e-08	7.925584051264554e-05	1.3235974302006218e-06	1.3803582106675095e-07	0.012771432891079541	0.0002639275201308422	0.0006604460517424471	0.003876823815546781	1.4804426236025846e-07	4.2784636278270226e-09	0.03307784244673563	0.008123917626602974	0.03886898045658029	0.009026536455995125	0.01245904501589731	0.007710170045228885	0.05284157210111786	0.1830879359274883	0.003730868469339157	0.00807895095889899
BoChr[19]	5.909730752606813e-07	6.07271963194167e-05	6.861335961616533e-05	3.479985672494301e-05	4.117151925154798e-05	1.2089316000797635e-08	0.0051858163041162975	9.51735774480511e-05	1.1245001703130696e-08	0.0001326434281625577	5.087360698548543e-07	1.3765349062329569e-05	7.288910232183809e-07	0.0012087039052654477	0.00016169580388787353	0.00011314844331018038	6.354515300129649e-05	4.861596179718643e-06	0.005851719256012959	3.615236426668389e-08	0.01510671250812404	0.01005217401032333	0.3150125002328673	0.006641724333882953	0.00017822574326965324	0.0023710110438619745	0.013702999235868915	0.0001510389481025687	0.004897926150783256	3.3212550948036325e-05
BoChr[20]	7.22950918525811e-07	5.7684761205558186e-05	0.00023486857379232618	2.3091123701431127e-05	0.0005103841529622856	0.004782501024246244	0.006724008999125984	6.293539411053928e-05	0.0008829759812069593	6.585993007547586e-05	4.7946303780577216e-08	0.0007528214502522612	6.52507063837117e-08	0.02180864658303488	0.008345037753799904	0.0060742099306020595	0.001041089427016501	5.495510998964358e-05	0.0047782450027328595	4.256709971173223e-09	0.0192501574437467	0.007134030077784246	0.09627437445390932	0.015021581168342879	0.002899082073371737	0.004797587236485157	0.0035157977508191605	0.0260572768808305	0.0034596382051706696	0.0417795035819767
BoChr[21]	1.0084442288524897e-05	0.0010465402669837154	5.0458634061776306e-05	0.00010696179466322064	0.0008342396431180627	0.000537850831097692	0.001876326516973066	0.003335712554100212	0.0010418780577020924	0.0008600912156498452	1.8031474269264436e-09	0.0004858513368958713	0.004477452903919357	0.0024539772195535606	0.012402612992200152	0.008326503285861264	0.0006221272683967527	0.011034498076852514	5.975999869406223e-05	6.693123356124047e-05	0.00943443543137235	0.0005743218812676787	0.014471776514306499	8.312549442052842e-05	0.006566776542379102	0.0022187442715292604	0.01704902697353191	0.034498874148825964	0.00013848789821622632	0.0742006817361289
BoChr[22]	4.048911624037199e-06	0.0006836645570488997	0.00013659313381481297	0.00041184338654976974	0.00014762913378206123	0.0007461583555326889	0.0007575710790956691	0.00018085817484838173	0.006326760524284509	8.042031447745623e-05	9.885324175229471e-08	2.3830663477752977e-05	0.0028573054156731813	0.003516443965285161	0.018524152270917967	0.009122835856695133	0.0005916828142514242	4.5990843178174144e-05	0.0002932963619122031	1.401298464324817e-47	0.006361729257572221	0.007873057630898761	0.06417014522976927	0.0004244350516857054	0.00022042725700885057	0.0007324791252028717	0.01606118289805863	0.052022879879676506	0.0027116120016860285	0.027369844978473806
BoChr[23]	0.0008668770444390583	0.0002611114565037198	4.2477186149187915e-05	0.0002579652032638746	0.0022782963182047576	0.00032255820264464496	0.0015363750536996562	2.101305543789067e-08	0.012339923213006991	0.006296623074774239	7.697437975906496e-08	0.0007601177524127323	0.0066328469979776775	0.003403633585792463	0.0006755231230645187	0.004395808295231793	0.002488504354073777	0.034649953192888584	1.2075340590403383e-07	1.3971501878913273e-05	0.0028186202477515823	1.929418725801213e-06	1.3424259286409778e-08	2.9310776084177092e-05	5.92370826488331e-06	9.47984890586895e-10	0.0032809386391607605	1.0382296339450647e-05	1.8993208783513192e-10	0.31310231409966943
