Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.998	263.349	9.852%	41.837	6.988%	0.02236	0.997
003819bc-c415-4e76-887c-931d60ed39e7	467	1.0	23.732	5.082%	5.812	1.822%	0.02427	1.0
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.999	61.382	9.314%	10.468	3.483%	0.03849	0.999
00493087-9d9d-40ca-86d5-936f1b951c93	493	1.0	36.279	7.359%	6.471	2.053%	0.0433	1.0
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.998	128.816	15.014%	23.8	7.305%	0.06666	0.998
005794f1-5a87-45b5-9811-83ddf6924568	486	1.0	31.54	6.49%	7.553	2.356%	0.04872	1.0
005e85a3-3571-462d-8dc9-2babfc7ace21	522	1.0	32.181	6.165%	5.8	1.859%	0.04444	1.0
007aab66-2f07-459d-8952-3041d6ea24a8	461	1.0	23.659	5.132%	6.876	2.148%	0.02703	1.0
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.998	127.367	15.438%	23.159	6.949%	0.07023	0.998
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.999	68.041	9.411%	11.224	3.673%	0.04963	0.999
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	34.65	7.357%	8.967	2.822%	0.03351	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	1.0	23.192	4.772%	4.351	1.342%	0.02482	1.0
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	1.0	40.869	7.755%	7.95	2.476%	0.04926	1.0
00c27940-c623-11e3-bf01-24c6515278c0	611	0.999	76.307	12.489%	14.763	4.716%	0.06516	0.999
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.993	143.817	18.8%	37.095	12.164%	0.10792	0.992
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.997	229.3	11.569%	40.231	8.599%	0.03887	0.996
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.991	284.027	11.727%	68.3	13.229%	0.05465	0.988
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	37.9	7.331%	6.705	2.094%	0.0428	1.0
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.997	148.076	15.187%	27.795	8.604%	0.07072	0.996
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.999	80.268	10.906%	14.092	4.501%	0.05243	0.999
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.993	258.591	12.852%	52.304	11.896%	0.05025	0.99
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	1.0	33.97	6.52%	5.894	1.846%	0.04101	1.0
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.999	82.763	12.316%	15.507	4.997%	0.06414	0.999
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.997	188.643	11.097%	30.532	7.494%	0.03429	0.997
02078f77-2b35-4fa3-ab02-2c017181295e	461	1.0	22.958	4.98%	6.264	1.957%	0.02495	1.0
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.996	179.206	10.431%	35.584	8.951%	0.04475	0.995
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.989	272.695	19.59%	53.113	15.165%	0.05333	0.986
02706819-bcab-4c49-a569-a4a8c60db1c0	474	1.0	22.199	4.683%	5.507	1.687%	0.02436	1.0
02917220-6a7a-46a1-8656-907e96bef88e	533	1.0	38.682	7.257%	6.38	2.081%	0.03471	1.0
0292a46f-a282-4b7f-a7d6-ac55cc7324fb	464	1.0	21.712	4.679%	5.283	1.656%	0.02337	1.0
02c6a893-49c5-49d1-8eb1-195021e70d52	603	0.999	72.074	11.953%	13.309	4.256%	0.0634	0.999
02c97e2b-914e-4afc-bf50-78f0cfbfa67b	724	0.999	98.239	13.569%	16.1	5.474%	0.05792	0.999
02e5c36f-5bec-45e2-a048-875653b85ca1	775	0.998	115.643	14.922%	21.251	6.968%	0.08332	0.998
030695f6-c623-11e3-bf01-24c6515278c0	883	0.998	109.997	12.457%	18.967	6.166%	0.0561	0.998
031962d6-fc7d-4c6c-9d47-ffa45997b249	487	1.0	24.528	5.037%	4.783	1.47%	0.03002	1.0
0332b017-17d5-4083-8fc4-9d6f8fdbbbde	605	0.999	75.556	12.489%	16.176	5.17%	0.04351	0.999
0363fe2c-d765-450e-8b1a-d13a23d9af2a	476	1.0	27.932	5.868%	5.227	1.598%	0.04934	1.0
0385961e-ea99-40b2-ad79-6872bc30d8a1	479	1.0	30.737	6.417%	6.822	2.147%	0.02916	1.0
03ad38a6-0902-4aaa-84a3-91ea88fa9883	518	1.0	35.523	6.858%	5.936	1.888%	0.04046	1.0
03b5268e-881e-49e7-824f-170c3fc8b11b	631	0.999	84.81	13.441%	16.925	5.568%	0.04867	0.998
03c3c692-8a86-4843-85ae-e045f0fa6f88	1705	0.997	172.935	10.143%	28.151	7.888%	0.03267	0.996
03c88506-d72e-4a44-a34e-a7f0564f1799	666	1.0	63.074	9.471%	10.042	3.227%	0.04531	0.999
03ced0ce-186a-4349-8d98-572c2bc90382	1711	0.995	201.969	11.804%	36.845	9.851%	0.03738	0.993
03cff38d-7e29-4409-a508-749bddb1b3df	1419	0.998	149.46	10.533%	24.579	7.139%	0.03014	0.997
041e3b42-c623-11e3-bf01-24c6515278c0	767	0.999	82.802	10.796%	13.622	4.486%	0.04447	0.999
04339769-517c-448d-a7ca-951f83608c60	697	0.999	96.201	13.802%	18.337	5.894%	0.06646	0.999
0448206f-3ade-4087-b1a9-4fb2d14e1367	3796	0.998	383.818	10.111%	59.267	6.615%	0.02695	0.997
046d7386-95c8-4501-9e55-c85bec272a7a	1187	0.998	156.712	13.202%	27.048	7.487%	0.04892	0.997
047f9e4d-86b5-4943-aef5-68199bf29e8c	985	0.998	136.855	13.894%	22.781	7.373%	0.06016	0.997
04aa6b77-8074-480c-872e-a1a47afa5314	883	0.999	89.737	10.163%	15.01	5.089%	0.03928	0.999
04b570c2-3224-4e9b-81cc-089b4a7ff07a	486	1.0	22.111	4.55%	4.002	1.235%	0.02636	1.0
04b9837e-9ab5-4eb9-9a9c-ef49e3a62662	568	0.999	70.5	12.412%	14.535	4.737%	0.0371	0.999
04c09376-8756-41d9-bbca-f464170a8cfb	986	0.995	133.754	13.565%	32.957	10.104%	0.0795	0.994
04db8bef-8777-48ac-bc2e-3c9acb103f48	489	1.0	38.175	7.807%	7.278	2.316%	0.03968	1.0
05070acd-3ec1-44bb-9c32-26d3a483a72a	748	0.999	81.894	10.948%	15.658	5.122%	0.06428	0.999
051cb117-16fd-459e-81e5-002eca2b7eea	481	1.0	29.624	6.159%	6.627	2.074%	0.03137	1.0
052015bc-8c24-467c-8ff7-9e0dc4ad39fd	702	0.999	81.643	11.63%	12.948	4.327%	0.05103	0.999
052665d1-ab75-4f40-be5a-b88154c8beed	1860	0.992	322.338	17.33%	57.789	13.504%	0.05758	0.99
