NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	151.889	13.623	31.334	8.232	0.052	0.995	140000.0
2	163.458	14.479	33.383	8.705	0.053	0.994	120000.0
3	158.161	14.241	33.559	8.831	0.051	0.994	80000.0
4	157.224	14.149	32.954	8.657	0.051	0.994	90000.0
5	158.385	14.369	32.799	8.653	0.052	0.994	80000.0
6	154.678	14.047	31.898	8.42	0.051	0.995	70000.0
7	155.782	14.002	32.226	8.487	0.052	0.995	120000.0
8	159.443	14.487	33.306	8.777	0.052	0.994	100000.0
9	152.564	13.678	31.585	8.321	0.052	0.995	140000.0
10	159.651	14.522	33.159	8.752	0.052	0.994	220000.0
11	154.517	13.895	32.895	8.598	0.051	0.994	110000.0
12	150.093	13.478	31.099	8.185	0.052	0.995	80000.0
13	159.529	14.588	33.231	8.815	0.052	0.994	110000.0
14	163.95	14.653	33.628	8.808	0.052	0.994	100000.0
15	155.781	13.781	32.933	8.577	0.052	0.994	90000.0
16	150.149	13.485	31.422	8.281	0.052	0.995	130000.0
17	162.157	14.686	33.716	8.89	0.052	0.994	70000.0
18	154.995	13.816	31.673	8.335	0.053	0.995	130000.0
19	151.028	13.543	31.685	8.326	0.051	0.995	230000.0
20	150.358	13.498	31.395	8.278	0.051	0.995	130000.0
21	150.196	13.555	31.689	8.36	0.051	0.995	110000.0
22	158.976	14.277	33.486	8.787	0.051	0.994	110000.0
23	161.781	14.54	33.615	8.817	0.051	0.994	90000.0
24	167.599	15.114	34.452	9.047	0.052	0.994	60000.0
25	145.766	13.26	30.352	8.063	0.052	0.995	160000.0
26	156.125	14.171	32.584	8.635	0.051	0.995	80000.0
27	154.411	13.938	32.02	8.451	0.051	0.995	90000.0
28	151.087	13.651	31.287	8.281	0.051	0.995	110000.0
29	159.522	14.406	33.012	8.68	0.052	0.994	140000.0
30	158.196	14.07	32.927	8.608	0.052	0.994	80000.0
31	151.845	13.677	31.494	8.275	0.052	0.995	90000.0
32	160.236	14.47	33.216	8.736	0.052	0.994	100000.0
33	152.356	13.795	31.432	8.345	0.052	0.995	100000.0
34	159.849	14.519	32.977	8.743	0.053	0.994	110000.0
35	155.912	13.989	32.281	8.51	0.052	0.995	110000.0
36	155.741	13.955	32.567	8.563	0.052	0.994	100000.0
37	152.992	13.671	31.836	8.368	0.053	0.995	110000.0
38	155.872	13.862	31.667	8.311	0.052	0.995	70000.0
39	151.595	13.628	31.84	8.356	0.052	0.995	100000.0
40	150.255	13.574	31.438	8.317	0.051	0.995	60000.0
41	153.092	13.859	31.817	8.425	0.051	0.995	70000.0
42	165.83	14.924	34.256	8.985	0.052	0.994	90000.0
43	152.122	13.705	31.656	8.36	0.051	0.995	160000.0
44	159.378	14.094	33.417	8.717	0.053	0.994	180000.0
45	149.574	13.593	31.653	8.379	0.051	0.995	110000.0
46	155.77	13.94	32.554	8.565	0.052	0.994	110000.0
47	161.398	14.507	33.075	8.679	0.052	0.994	70000.0
48	158.497	14.157	33.073	8.655	0.052	0.994	60000.0
49	158.393	14.496	32.769	8.692	0.051	0.994	70000.0
50	152.478	13.622	31.242	8.211	0.051	0.995	100000.0
51	159.247	14.312	33.264	8.736	0.051	0.994	70000.0
52	151.376	13.722	31.895	8.411	0.051	0.995	60000.0
53	151.67	13.692	31.611	8.295	0.051	0.995	70000.0
54	159.639	14.543	32.788	8.672	0.051	0.994	90000.0
55	160.555	14.28	33.229	8.658	0.052	0.994	70000.0
56	156.474	13.921	32.271	8.469	0.053	0.994	110000.0
57	168.957	15.347	35.764	9.395	0.052	0.994	90000.0
58	156.036	14.019	32.641	8.568	0.051	0.994	180000.0
59	150.679	13.476	31.104	8.183	0.051	0.995	170000.0
60	152.979	13.819	31.876	8.419	0.052	0.995	100000.0
61	155.19	14.026	32.656	8.626	0.052	0.994	150000.0
62	160.286	14.345	33.328	8.782	0.052	0.994	80000.0
63	148.167	13.433	30.974	8.209	0.052	0.995	110000.0
64	161.838	14.466	34.112	8.873	0.051	0.994	70000.0
65	159.838	14.028	33.296	8.65	0.053	0.994	60000.0
66	162.787	14.601	33.385	8.795	0.054	0.994	80000.0
67	156.243	14.003	33.186	8.696	0.051	0.994	130000.0
