NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
77	196.874	17.407	39.644	10.279	0.066	0.992	100000.0
78	185.847	16.366	37.706	9.838	0.066	0.992	70000.0
79	188.68	16.779	38.108	9.965	0.065	0.992	90000.0
80	194.727	17.454	39.563	10.377	0.065	0.992	80000.0
81	194.043	17.34	38.707	10.107	0.067	0.992	110000.0
82	188.222	16.743	37.918	9.912	0.066	0.992	130000.0
83	195.749	17.503	39.509	10.324	0.065	0.992	80000.0
84	190.66	17.0	37.999	9.942	0.066	0.992	70000.0
85	187.021	16.597	38.13	9.947	0.066	0.992	80000.0
86	196.622	17.481	40.129	10.442	0.065	0.992	80000.0
87	191.545	16.787	38.595	10.016	0.065	0.992	80000.0
88	187.286	16.575	37.553	9.781	0.066	0.993	80000.0
89	191.623	17.062	38.114	9.981	0.066	0.992	90000.0
90	191.874	17.005	38.902	10.141	0.066	0.992	60000.0
91	183.961	16.199	37.58	9.765	0.067	0.992	90000.0
92	187.977	16.723	37.672	9.845	0.066	0.993	70000.0
93	188.239	16.661	38.192	9.952	0.066	0.992	130000.0
94	186.898	16.525	37.898	9.872	0.065	0.992	60000.0
95	186.771	16.564	37.641	9.831	0.065	0.993	100000.0
96	187.294	16.429	37.802	9.801	0.066	0.992	60000.0
97	189.807	16.79	38.266	9.967	0.066	0.992	70000.0
98	184.298	16.175	37.283	9.682	0.066	0.993	90000.0
99	189.019	16.813	38.297	10.01	0.066	0.992	70000.0
100	184.689	16.482	37.331	9.793	0.066	0.993	120000.0
