NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	243.379	21.296	48.323	12.493	0.094	0.987	50000.0
2	241.653	21.099	47.809	12.349	0.093	0.988	60000.0
3	244.379	21.369	48.373	12.515	0.094	0.987	50000.0
4	240.809	21.091	47.672	12.318	0.094	0.988	50000.0
5	245.021	21.454	48.627	12.597	0.094	0.987	60000.0
6	242.515	21.232	47.86	12.405	0.094	0.987	60000.0
7	242.171	21.119	48.078	12.404	0.094	0.987	60000.0
8	244.78	21.394	48.372	12.52	0.094	0.987	70000.0
9	243.706	21.289	48.156	12.439	0.094	0.987	70000.0
10	243.189	21.312	48.055	12.476	0.094	0.987	80000.0
11	241.949	21.116	47.96	12.377	0.094	0.988	40000.0
12	242.333	21.149	48.061	12.414	0.094	0.987	40000.0
13	244.182	21.347	48.181	12.461	0.094	0.987	50000.0
14	244.781	21.394	48.573	12.556	0.094	0.987	80000.0
15	243.085	21.289	47.865	12.415	0.094	0.987	80000.0
16	244.969	21.375	48.485	12.53	0.094	0.987	80000.0
17	245.039	21.417	48.527	12.565	0.094	0.987	50000.0
18	243.372	21.256	48.063	12.43	0.094	0.987	90000.0
19	242.011	21.148	47.815	12.347	0.094	0.988	90000.0
20	243.86	21.281	48.205	12.458	0.094	0.987	40000.0
21	243.52	21.305	48.295	12.5	0.094	0.987	50000.0
22	240.226	20.812	47.474	12.217	0.095	0.988	40000.0
23	244.649	21.381	48.562	12.544	0.094	0.987	40000.0
24	241.517	21.129	47.733	12.335	0.094	0.988	60000.0
25	242.378	21.145	48.064	12.422	0.094	0.987	70000.0
26	241.131	21.093	47.811	12.351	0.094	0.988	60000.0
27	241.582	21.07	47.733	12.314	0.093	0.988	50000.0
28	241.371	21.071	47.788	12.327	0.093	0.988	90000.0
29	244.662	21.346	48.564	12.534	0.094	0.987	70000.0
30	242.065	21.128	47.964	12.391	0.094	0.987	90000.0
31	244.719	21.368	48.438	12.506	0.094	0.987	90000.0
32	241.001	21.032	47.593	12.291	0.093	0.988	50000.0
33	242.406	21.175	48.003	12.401	0.094	0.988	70000.0
34	241.656	21.118	47.798	12.339	0.094	0.988	80000.0
35	241.354	21.096	47.688	12.338	0.093	0.988	60000.0
36	244.537	21.326	48.5	12.531	0.093	0.987	40000.0
37	242.499	21.175	48.126	12.428	0.094	0.987	70000.0
38	242.402	21.162	48.214	12.448	0.094	0.987	100000.0
39	242.374	21.154	47.888	12.366	0.094	0.988	40000.0
40	241.841	21.115	48.117	12.435	0.093	0.987	50000.0
41	244.59	21.341	48.438	12.513	0.094	0.987	70000.0
42	242.59	21.257	47.903	12.423	0.094	0.987	50000.0
43	242.576	21.232	48.025	12.435	0.094	0.987	110000.0
44	242.135	21.164	47.939	12.38	0.094	0.988	60000.0
45	245.444	21.419	48.664	12.576	0.093	0.987	70000.0
46	244.228	21.336	48.408	12.537	0.095	0.987	50000.0
47	244.03	21.316	48.214	12.462	0.094	0.987	40000.0
48	245.0	21.344	48.419	12.501	0.094	0.987	60000.0
49	243.713	21.343	48.22	12.492	0.094	0.987	90000.0
50	241.126	21.08	47.781	12.351	0.094	0.988	50000.0
51	244.085	21.325	48.396	12.516	0.094	0.987	50000.0
52	243.793	21.386	48.133	12.483	0.095	0.987	80000.0
53	241.736	21.085	47.895	12.37	0.093	0.987	60000.0
54	243.275	21.262	48.236	12.484	0.093	0.987	50000.0
55	242.847	21.244	47.782	12.355	0.094	0.988	120000.0
56	240.931	21.072	47.582	12.277	0.094	0.988	40000.0
57	243.862	21.316	48.279	12.484	0.094	0.987	130000.0
58	244.104	21.301	48.263	12.475	0.094	0.987	60000.0
59	243.937	21.262	48.393	12.501	0.094	0.987	80000.0
60	245.044	21.39	48.486	12.53	0.094	0.987	40000.0
61	243.786	21.339	48.112	12.489	0.094	0.987	50000.0
62	244.78	21.386	48.43	12.513	0.094	0.987	70000.0
63	241.383	21.073	47.728	12.318	0.093	0.988	70000.0
64	241.842	21.224	47.716	12.392	0.094	0.987	80000.0
65	242.13	21.149	47.962	12.394	0.094	0.988	100000.0
66	243.285	21.292	48.252	12.495	0.094	0.987	40000.0
67	244.653	21.347	48.464	12.52	0.094	0.987	60000.0
68	244.04	21.318	48.234	12.479	0.094	0.987	110000.0
69	242.09	21.143	48.054	12.404	0.094	0.987	100000.0
70	243.961	21.361	48.251	12.503	0.095	0.987	70000.0
71	245.859	21.492	48.766	12.623	0.094	0.987	70000.0
72	241.802	21.131	47.756	12.326	0.094	0.988	80000.0
73	242.558	21.181	48.151	12.436	0.094	0.987	50000.0
74	241.241	21.12	47.712	12.319	0.094	0.988	60000.0
75	243.044	21.289	48.045	12.453	0.094	0.987	90000.0
