NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
76	243.218	21.306	48.027	12.467	0.094	0.987	50000.0
77	242.206	21.111	48.029	12.387	0.094	0.987	60000.0
78	242.395	21.269	47.78	12.409	0.094	0.987	70000.0
79	243.593	21.271	48.277	12.493	0.093	0.987	50000.0
80	242.521	21.29	47.975	12.452	0.094	0.987	60000.0
81	241.422	21.15	47.755	12.348	0.094	0.988	70000.0
82	244.009	21.334	48.354	12.524	0.094	0.987	50000.0
83	242.847	21.292	47.995	12.437	0.094	0.987	60000.0
84	243.197	21.287	48.158	12.478	0.093	0.987	60000.0
85	242.607	21.203	48.095	12.448	0.094	0.987	60000.0
86	243.93	21.286	48.266	12.487	0.094	0.987	40000.0
87	242.401	21.195	47.993	12.398	0.094	0.988	70000.0
88	241.64	21.071	47.757	12.296	0.094	0.988	50000.0
89	245.813	21.515	48.547	12.56	0.095	0.987	60000.0
90	244.909	21.408	48.386	12.515	0.094	0.987	50000.0
91	242.286	21.174	47.904	12.362	0.094	0.988	80000.0
92	241.929	21.127	47.905	12.359	0.093	0.988	80000.0
93	241.836	21.168	47.833	12.366	0.094	0.988	60000.0
94	242.398	21.152	47.927	12.368	0.093	0.988	50000.0
95	244.399	21.377	48.358	12.507	0.094	0.987	90000.0
96	241.556	21.182	47.722	12.386	0.094	0.987	80000.0
97	244.801	21.365	48.552	12.555	0.093	0.987	80000.0
98	242.875	21.178	48.12	12.423	0.094	0.987	50000.0
99	243.583	21.363	48.065	12.48	0.094	0.987	60000.0
100	242.76	21.162	48.157	12.429	0.093	0.987	70000.0
