MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W	SBS80X	SBS80Y	SBS80Z	SBS80AA	SBS80AB	SBS80AC
SS[>2 & <=3]	2.0161453804234952e-07	5.181959558786531e-08	1.0970489533468353e-09	1.82884231840319e-06	0.0	4.471971039157197e-06	4.70507046657076e-10	0.009270298309594764	3.550777412087597e-05	1.401298464324817e-47	0.010588765087393419	0.0017560087042807026	8.407790785948902e-47	0.0	4.2264870069104174e-05	0.00024678214320847933	0.05733027346432209	3.8071094081715274e-08	0.0	8.372284763879633e-05	1.401298464324817e-47	9.37376123033573e-08	7.006492321624086e-47	0.000153231639397724	2.5140592185834974e-08	2.115632469212869e-09	1.8187631098953716e-08	5.06773724652021e-06	1.119178281811628e-05
SS[>3 & <=4]	1.3064574213128567e-07	1.2814915735237519e-08	2.802596928649634e-47	7.871767954874542e-06	3.0036810536679858e-06	1.084646675735712e-05	8.09116869504578e-08	0.0335894692774378	1.1125538123479828e-06	3.3157947285644694e-08	0.056334712455006014	0.0001205273351224561	1.1184128823060746e-08	1.1197050208267002e-06	0.00010789523514052635	0.0011708677756049246	0.24059923279600184	5.8854535501642315e-46	1.2011379968688858e-06	1.2602920992321741e-06	2.9130275947863993e-05	2.2111767816568317e-05	5.12714569254058e-06	9.404532050893976e-08	8.360577693977688e-07	3.1247773024176694e-05	1.594599154977061e-06	0.0002098634026685886	1.8999561291366262e-06
SS[>4 & <=5]	8.345659248121252e-09	9.650231902469386e-10	0.0052284132134836625	0.02190448953648229	8.015265688300132e-05	0.02631407487282786	0.00018474790340691882	0.005022724358521089	0.002739223310372978	0.0006614732275263436	0.36126680687069895	0.06044526942074299	9.505725728331527e-08	3.0795022030360997e-06	0.0024522818585001717	0.034670649981800354	0.05779937353735989	0.000125653843670932	0.0009329915643513687	0.0003849231141157361	1.1216687312298745e-09	0.0015900756884612538	9.494570804235991e-08	4.0978022732396367e-07	0.06899450866286884	0.00791241991143238	1.1630777253895981e-45	0.01052497364693058	0.0034829776995667317
SS[>5 & <=6]	2.744474247862172e-10	0.006174936553038606	0.0051268582866455005	0.24771541573107242	0.0028495634952560066	0.11701816864311695	0.001934255444132873	0.009165409537963569	0.034635228176429535	0.03737144703685954	0.042171855235937986	0.12274444796377793	0.0005248878896236419	0.0031400218233466146	0.05859806422707031	0.012572690556025919	5.324934164434305e-46	1.1770907100328463e-45	0.0033503024789615695	0.001394113688739651	0.00011136747706586902	0.0012471589352935552	0.00031283985523487	0.0193646958119777	0.0007161057045366004	0.002813588523894168	0.003988639528070128	0.002384719207430983	0.00869123226163822
SS[>6 & <=7]	1.5893416360768241e-10	7.006492321624086e-47	0.0056065881159156564	0.09848511770222103	0.2882935360074043	0.08401638469762443	0.012630797579714682	0.13945847786962987	0.016240387356107125	0.003291140419257772	0.0005864900350570679	0.025828984178369863	9.573298068602962e-39	0.0054968278831165306	0.03982237076463207	0.04442395634308412	0.00970191303244974	0.004085789251393806	0.004092645506346173	0.0016219581810946694	0.01107548854879694	0.0028871182468719796	0.024790661263204262	0.002184874390732148	0.008436300954893455	0.004883447720542336	0.011207979297962063	0.0030374082418120453	0.003735545109418794
SS[>7 & <=8]	0.01930548941367306	0.05069186294451356	0.16326102219521998	0.0051268721479528516	0.06432749515399337	0.012468015068403351	0.13967310020700097	0.043534574074437844	0.0032970666821347553	0.009929854732119554	0.002840020102896643	0.0009210473298164348	0.02117607533338731	0.016099806644488335	0.007830934851831443	0.04486403768416494	0.008595178671240246	0.029790081572718917	0.02582722392457244	0.04962586938767458	0.042127524253066546	0.02165474619117693	0.030894314059987948	0.019156328275577197	0.0016208440066839103	0.026951955685815973	0.012022146180844812	0.021461884101119728	0.008656151520390266
SS[>8]	0.031349218538908874	0.025712001314024492	0.00010930411939597207	1.8948007207697515e-09	0.0	7.712178451413365e-11	0.0021306731162263758	0.0	4.5280343918818746e-11	0.0	4.3556795459309686e-09	1.401298464324817e-47	1.4269821093648716e-08	1.401298464324817e-47	6.811611863533073e-07	0.0004468269641711231	0.0	3.0749814072805746e-09	0.0	4.459498104125714e-11	6.0365039189491655e-09	2.802596928649634e-47	0.0	0.0013499581400311911	1.486265375660878e-08	0.0007634739577770234	4.56902455425734e-09	0.0002544065132894957	0.0011275343950302385
NC50[<=2]	0.0017037744994740933	3.662689415534715e-05	0.0	1.856203368788556e-09	0.0	0.0	0.0	0.0	0.0	8.017063279908143e-10	1.8699275871680853e-06	0.00011949776911784226	1.4713247264985796e-09	0.0	0.00012229096681462437	5.821675527840853e-05	6.48641185208021e-11	5.448481628889112e-06	1.3714815025878125e-08	8.510767202096758e-10	0.0	1.7834593819543442e-07	3.838878810995539e-06	0.0	5.783150469284237e-05	1.3651344289655752e-07	6.889653292319054e-11	4.020740740628526e-05	2.056487281237196e-05
NC50[3]	0.00038434305391291443	0.0007746353021047981	4.405338404467329e-06	9.758985719265923e-07	0.0	0.0	0.00020619327980190506	0.0	1.401298464324817e-47	1.0504643338529184e-05	1.2638479528082058e-06	7.925989108050757e-05	6.451810793173251e-08	0.0	3.429979869823185e-05	1.1296097363810987e-05	0.0	1.1529977683721882e-09	9.94042150949781e-06	1.6757708564796304e-07	2.058889949694276e-06	1.0114492051798151e-05	0.0	2.755376422882705e-05	1.3019809389689384e-05	1.5906057833490194e-05	1.448198634712128e-05	1.9575680905692393e-05	3.356578410603106e-05
NC50[4]	5.960252987584625e-05	0.0013773660898732487	8.269953892352078e-05	1.1855228240165162e-05	0.0	0.0	0.0004226139882305446	0.0	2.802596928649634e-47	2.2870206743608178e-05	2.170334626470094e-05	2.5916916597577e-05	5.111402042530245e-06	4.042713553644716e-06	2.8989561087655604e-06	5.583106481935829e-05	3.199886094080284e-05	0.0	0.0005967978480313718	2.111692128892173e-06	5.371291190385819e-06	1.3802215980831534e-05	7.640548865310848e-06	0.00010954968255276754	5.29888435266912e-06	0.00012908523598639476	0.0	8.623807883850531e-05	2.8867179935332388e-06
NC50[5]	1.2188976302986988e-05	0.0008605653023005289	0.00038539164330472883	6.776936588792636e-08	2.7842608687933536e-06	3.0055467735508046e-05	0.0004598902333964361	0.0	3.86897342013981e-05	0.0	4.073757924132337e-06	0.0	5.496237646696045e-06	2.846954361302778e-05	3.684362513013184e-05	6.295835057430921e-05	3.27396623470122e-05	2.293672881933162e-05	3.87354230042547e-06	1.1878945624630432e-05	0.00011482014300327136	4.39210698914394e-05	0.0001737033820231204	0.00011422227704315447	0.0	3.2229626922344325e-05	7.845790423729681e-05	0.00012688189783716553	3.5445417532239526e-05
NC50[6]	1.3858109843383204e-05	5.8506101812199064e-05	0.000934749766602181	7.5667436255666406e-06	4.5818032072020286e-05	2.5403735816240668e-05	0.00048628969547280575	0.00010295487588706465	1.9192793792797148e-05	0.0	1.3393680565059185e-05	0.0	2.2168874965018402e-05	0.00026793893941132294	8.134909659020195e-05	9.997832537521845e-05	3.8015834288671616e-05	0.0	0.0	6.324503353710042e-05	0.0004099538068143188	3.60895526796412e-10	4.594543279381469e-05	0.00020940612162021922	0.0	0.0	0.0005117870409962322	7.661735436713002e-05	3.6468265261646596e-05
NC50[7]	4.8473728296727356e-06	3.8938936684473905e-06	0.00014602587449189742	8.052200519159669e-06	0.00020524367219920236	9.882552250928712e-05	4.490474628411789e-05	0.0001464347591861781	1.7847567651188e-05	1.0608228890873761e-08	1.982360612601042e-05	0.0	2.745560852787321e-05	0.0004909849819523515	0.00015746106833560702	0.0006108383303853771	9.127321374450048e-05	0.0	0.0	0.00014985728678766465	0.00039035706933646	5.661318078637123e-05	3.769269402255304e-05	0.0001059353451716305	2.0363698131404816e-05	4.544032737612724e-05	0.0002021108548725792	0.00021428795746544438	6.536978072459565e-05
NC50[>7]	2.347208117498667e-05	4.073557471304667e-06	1.816482077678927e-06	1.5901239295235126e-07	2.3802708559195197e-05	3.0203729529603152e-05	1.6996899432797363e-06	3.995631983388037e-05	7.882584759499878e-07	2.1941807408243364e-06	6.1208492843434214e-06	0.0	3.399917438741795e-05	7.900891123869602e-05	7.559784236120137e-05	0.0002921094168191729	1.6436227603371378e-05	1.9586091859480349e-10	0.0	4.854452305319334e-05	0.000234217071851468	4.5856371448325104e-05	1.3297363184392452e-05	7.579619557478878e-05	1.314314344860179e-05	1.7432357417419553e-05	3.952587560988263e-05	7.690997560546365e-05	5.5271114873916e-05
BoChr[1]	2.0982515220416158e-07	1.4853580216680484e-05	0.0004692003416999029	0.00011720731136895561	0.0002592267822655026	2.7312061361670707e-05	8.26228859696343e-05	0.0012719027854391596	0.0007478992283211842	0.0005482414227459466	5.7892582301378154e-08	4.8693859284181484e-05	8.559915973688014e-08	8.9299059871567e-05	5.0425124585275e-05	0.0008681129280629918	0.00010334274640066641	0.857181353867054	2.894852729120128e-06	7.937591645831827e-05	0.0016835232293782654	0.0003953840371024945	6.978812866861528e-05	1.663397600807137e-05	0.0003180416597495571	4.806250328509125e-05	0.00028247966719875873	0.0002199916567845948	0.00024461357102875973
BoChr[2]	4.22029098433363e-06	5.310489770948834e-07	0.0015685373881381838	0.0010954115254285047	0.004922251270676128	0.001807181958021902	4.752339651950877e-05	0.0011166964247707955	0.014810492694977003	0.0018249837458591855	0.0014707942484281137	1.184707692104825e-07	4.701035184240254e-08	0.00785945955512929	3.187629643076893e-05	0.009487510884501447	0.0010624338566337598	6.939423913578935e-06	0.00010822269522648753	0.05748554733693558	0.3739234801414386	0.00010207435577157753	3.00341597572668e-06	5.633384273906472e-06	0.004312687426100474	8.253847205708153e-09	0.00010906335996845761	0.0005213220352842995	3.2689984053035916e-11
BoChr[3]	2.996698949125726e-07	2.370293194857709e-06	0.0005281604874636514	8.736314996491085e-05	0.0011764122545876265	0.0001846364821046699	5.972506499745123e-06	8.011463387776099e-05	0.004896186510524232	0.0016697026569646313	0.0010143000983920826	1.0599481035324532e-05	1.8469691069137658e-07	0.002257959080240979	0.0001809315647860967	0.004077064913015765	0.0005074969302125579	3.710469820052964e-06	3.4565210381742873e-06	0.5527520489544986	0.008112775599735705	0.03949847653053897	0.012287807879664641	9.547004531889059e-05	5.069625279217505e-05	6.200768525040578e-05	0.0005399731904426045	0.00013578013981787058	2.7356002396281555e-05
BoChr[4]	1.644369745346097e-07	1.6101025547570204e-05	0.0008714626231134459	0.0003764266317295029	0.0006938204173808237	0.007027106311988501	0.006599645527669189	0.002641705398923737	0.0027654488093234986	0.0020950058370962977	0.003993726269992826	0.0003964163680016597	2.051087582656471e-05	0.005032996018305356	0.010990956656828721	0.007875072925503584	0.006445113312323958	0.0024087397517207365	0.0008147215159162055	0.00013969395745612535	0.0353438246823386	0.03895873145217095	0.06329452328597573	0.00958258698194249	0.00013152881150278902	0.006051982276198648	0.07300962922428793	0.16539805195877327	0.022611787780764538
BoChr[5]	4.2200038280704177e-07	1.4672602761365283e-05	0.00036445880576071234	0.00021281879554531092	0.0009227801114323774	0.0003740808796585277	0.0001914124203599954	0.0010096770494285676	0.0028329099826736497	0.0005930391816435788	0.016478125085656003	0.0008110601732198682	1.9640502087224344e-05	0.006217133222883117	5.4907467022680126e-05	0.002917675644602475	0.00017492763586012038	4.275181891189035e-05	7.242381379749382e-05	0.02002586881695906	0.007894191701212394	0.08819909776648224	0.0081416653788626	5.233792945857243e-06	0.03528998837119527	0.007663097350095463	5.539951203890538e-05	0.4006764907933264	8.218096380409103e-06
BoChr[6]	3.940544987657973e-06	1.450270190250791e-07	0.00038593829988634807	0.0016862419962735825	0.000509003652523422	0.0030745846024098312	2.452750768888734e-07	0.0011557714512745532	0.002440820600341657	0.000917432547496416	2.565571938387451e-07	1.8473948372551116e-06	7.852367476307117e-08	0.0031296871450656673	2.911317945174081e-06	0.0007655209417948683	1.7940617482211566e-05	6.739230543167073e-05	8.417180724906714e-05	0.0001857608076328528	0.00046777737062182826	0.0001736193341598869	0.6521953891939484	1.4169047952068726e-06	0.0028852436659762347	0.021245271977836717	0.0006258256632030392	7.923420664619315e-05	6.689637594860414e-06
BoChr[7]	1.2904662634927177e-06	3.3590460227017615e-06	9.302026172909094e-05	9.625560159935776e-07	2.9091481934617745e-05	0.00035767845029665055	1.1928530780487306e-05	0.0001881425762893469	0.0025809655723096816	0.00013816930890153656	1.7759417899263497e-05	1.490165732306317e-06	4.037716401848988e-06	0.002157314659907505	6.563294259448177e-05	0.0014846565790966081	3.8404537192214263e-07	0.006834199982860543	9.892680378901772e-05	0.0023470344300127377	0.0020143743152119266	0.5741621325910091	0.009169676539903025	3.687471190419503e-08	0.00023415587436611003	0.019223203128987572	0.00020153861016300863	7.587803438359311e-05	1.3737758607412139e-05
BoChr[8]	2.0917217328442205e-07	1.4649694849211414e-07	3.321359963819326e-06	4.947019299767156e-06	0.0008818644971629688	1.0665070592429458e-05	3.1289694170766323e-07	7.542981932973078e-06	0.00045295608482860667	1.6565852203941961e-06	5.271955033068471e-06	1.05754744361354e-06	3.5289779884814375e-08	2.090044801932521e-08	0.0001363520596807171	0.0001891935412644141	2.1009708452174022e-05	2.8103794356567346e-05	0.7722222954034805	1.8441667059877314e-05	0.00029608548977224443	4.920594361473313e-05	1.8895470374168592e-05	4.1846867096751444e-06	0.000255910762000352	5.143320382578429e-07	3.2191325602742707e-06	2.3914533543126704e-05	0.00025333924410817047
BoChr[9]	1.8371310524400998e-07	6.087688809347736e-05	0.0005692633365275502	0.0005139199740139851	0.0003625762863218163	0.0005232122532797235	0.001091129043118233	0.0012459749332899431	0.003434984027624768	0.001735206574467818	0.0009014747083182933	3.2691905528278164e-05	4.471954357761675e-08	0.005256359423733004	0.00015001469770435638	0.013326734559344437	0.00011827199514999887	0.0001473778392037417	3.107770262416544e-05	0.0070130567328839976	0.000276566889983787	0.01448034660295961	0.009801676808804864	0.022098441621371093	5.4308291814635365e-05	1.980277812024128e-05	0.34995703666936606	0.0011805482855676115	0.0004532850716197068
BoChr[10]	6.429757523366622e-06	4.588569442837809e-05	0.001203628726516577	0.0006485315500293565	0.007039900650245947	0.005884829675012846	0.011879168995706095	0.011364125943613175	0.0017865842959574288	0.002986021154864111	0.0018057491055681752	3.136000172461158e-11	6.344799693646542e-08	0.01293464660169188	0.012373288752781044	0.009881773869695359	0.04007310760155668	1.5495618798046963e-08	0.0044815436210442995	0.023509941558254255	0.06930400345097329	0.003107984716399654	0.028902763949017755	0.002955139168924461	0.015547419825927928	8.19714311500519e-06	0.018257588487214916	0.05922705265806643	0.0027372165779594583
BoChr[11]	2.3622799360900615e-06	1.6194373451128285e-07	4.928806838400135e-07	4.41498730882318e-08	0.000349978103866813	0.00016020346337837472	1.1937447856880113e-07	0.0003168453438654698	0.00017416308765279813	1.2570777334786616e-07	2.6227601420435622e-06	1.888549809578507e-05	4.278756642531432e-08	1.2741904207811141e-05	5.0470343053543025e-08	0.0010947424835552693	1.7692002767546122e-06	0.004000658513620893	1.575135453449513e-08	9.315737123238757e-08	1.7251885128896076e-05	0.00014363135675916227	2.4867733411481075e-07	0.00010566160608096276	0.00864087858871612	0.7724886545538903	5.0187894658331453e-05	2.7878519844899615e-08	0.000366022847741678
BoChr[12]	5.41274642180678e-07	1.3898729460644076e-05	4.828048305253855e-08	0.00024148530726467944	0.00010136960241547754	0.0006543507645910536	7.844621821462283e-08	5.645538105831793e-06	0.00021032984179367574	0.00042044001079563875	3.1457928892557467e-06	0.006621068596112016	2.263263149636877e-07	0.002444902820442444	6.899001334520178e-05	0.0008810407829138631	8.440972974753975e-06	0.00535297488404721	3.5992668872886213e-07	5.3962739242831176e-06	0.0007538357647351574	6.494600401600637e-06	5.202833074744906e-05	3.1477963924605003e-06	0.6996397405862809	2.4580127998011746e-08	2.375605299983857e-06	2.8016740960512535e-05	2.47346443043066e-05
BoChr[13]	1.4605607211537475e-06	0.0004128508328192392	0.00041609261324307667	0.0010411831243458103	0.0003454823106954219	0.008193319589191634	0.0043676708481260465	0.00202974827649717	0.0012771848257087015	0.0032610047547665193	0.001212508612766463	1.3142684052169784e-10	1.4053839695478615e-05	0.009094870648387116	0.005507797280617436	0.008593825992059474	0.03903795161299624	0.00010232159405447305	0.0002109628516427442	0.009805379959964302	0.01502167992220924	0.0355978436529046	0.02444914938498428	0.013427006902691305	0.00012546333252508868	3.2630210625939073e-07	0.027314191604777188	0.04975551130723105	0.030728744788075347
BoChr[14]	4.710956727198458e-05	0.000341017686586369	0.0009738088068838558	0.0010782316289092363	0.0018159502339179312	0.00332099185300649	0.0013963115448652275	0.0027390692822632447	0.0018034125230826704	0.000783684299882843	0.0012583853617970605	0.0001085021516875706	0.005300114598256016	0.01282021747581382	0.019408607735657148	0.005818279321120085	0.0035938260091121776	0.0007755618322282133	0.00047274866876335865	0.011692965479708163	0.10079340688850123	0.0038119336235283895	1.6255811601695314e-07	0.01756420481353347	0.008782487639985988	0.004489840026071761	0.04119225878670932	0.025968805799308044	0.01918762255117471
BoChr[15]	2.820544613729714e-07	0.001797668830725712	0.0007283837845127806	0.00027290828361735463	0.0024034104426387424	0.004161197126553556	7.918361954487806e-05	0.004763624476390476	0.0016047206517937696	0.0005573063946763313	0.00038272986701120003	0.0001416888548705586	0.004000109476939855	0.0058589273038781985	0.010332201030263076	0.003122149317954088	0.0042839598141767524	0.0004987216981118081	7.006492321624086e-47	0.023061220281359835	0.048959274199964396	0.005318218894013862	0.006494088964133056	0.01930454607080435	0.001525063874910515	0.003648266015165973	0.051625953585080424	0.011484739483144324	0.0074412081785311555
BoChr[16]	2.5783108414945133e-08	0.0018267700608069859	0.004572090647454347	0.001768250435088703	0.0013611700279788862	0.002907539234272974	0.0020622476825018056	0.0038496128707728827	0.008378876911156113	0.0007796817521307275	6.424739491194487e-05	7.727153715677559e-05	0.00016998662147670984	0.02943543354282383	0.016859839319297406	0.010747365999294614	0.0004968716436997056	2.802596928649634e-47	0.00021463863467033662	0.010871407777740387	0.0022656787986863945	0.00031644169241189956	0.0030817339846498726	0.014658573794747269	0.000266090997107824	0.007429174593709149	0.019386679987419483	0.007792831369442865	0.012405621665115198
BoChr[17]	7.951449025656032e-07	3.7552197424517456e-07	1.2659192705655186e-07	1.077347597571866e-07	5.1899005875100104e-08	2.997426105600157e-08	4.007235122549524e-07	0.00014228809115052123	1.7645804381988397e-06	1.9848095206087633e-08	6.4422537268291e-08	2.9463888918687467e-05	4.7958640420639385e-08	2.2744633596376676e-08	0.00024392362789635243	1.769195590517808e-06	1.535028731676775e-05	0.004341412322475983	0.020477885752571253	3.2863171921344626e-05	9.236145601193702e-07	1.7869463124753773e-08	1.3852269625497072e-07	0.000379205725088284	0.004252017031023841	0.02615438409716267	0.001286242621252512	2.9426658510787896e-08	0.6755694287854925
BoChr[18]	6.254735246447041e-07	0.003535854735155315	4.704584770642839e-09	0.00031047837246923394	0.000833267275977079	7.877345200835003e-06	0.0006101978358750859	0.00018190341244158858	0.002623295843049138	0.0006244209933042289	4.4455177192759265e-08	6.873549043760363e-05	8.111267357335806e-08	0.00011524845235712178	0.010493056217709303	0.0010126570846419347	0.00022294202738422088	1.883389317569598e-07	2.756159211969589e-10	0.002927128848521132	0.030239201135474927	0.027309646548800578	0.010645972429963423	0.11493202035818233	0.009395908627779139	2.1904629682505396e-05	0.11022421523352108	0.022002006732798163	0.0026275559012984523
BoChr[19]	8.42192761888565e-07	2.0986381423782064e-07	0.0002629071797072034	0.00021636460589220973	4.546582021893286e-05	8.56929943893192e-09	0.00025246706848962573	1.829449168457842e-05	0.0070351347917210205	2.028369678281905e-06	7.385688877281637e-07	2.9068202207063187e-05	1.0955967558903268e-05	0.0008896666256480934	1.645535452020397e-05	3.68928083115172e-06	9.403424309638396e-06	0.002162966756223648	4.647281180325535e-08	0.017716169541860564	6.786812293313461e-07	0.014759397050353158	0.010867949369850081	0.25672855873578504	3.8233123040454234e-05	1.9856307176269183e-09	0.0104533319857957	0.007649067024828055	0.021532644560120603
BoChr[20]	9.808052069182338e-08	0.00013687236567978987	0.00013934126220561895	0.00013482696809472117	0.0005200175606120857	0.0035897155985549034	3.82392388360131e-06	0.0005210794327935631	0.007046764308832394	4.575778738669101e-05	2.1643678955927754e-31	0.0004253833491412094	8.370607460506108e-09	0.011068242635330272	0.003726920842611081	0.0009116075532597633	0.0036603295756521704	1.4901606277817337e-08	6.819438176517423e-06	0.036777557639404525	0.0030308563207049133	0.009124966247859878	0.021187405673338162	0.09647069586009796	5.7019887213201056e-05	0.0020648326309359887	0.04740078255447586	0.02988755231167379	0.0004879910948084214
BoChr[21]	6.8498706131592255e-06	0.0023580336004362956	3.3669941501557335e-10	6.092819113518999e-06	0.0007025031686951522	0.004013221218693701	0.003679085643750568	0.001305153852060812	0.0019201017603826642	0.0006596161986030059	0.002605890676016145	0.0005729776178400403	0.0018231698960859077	0.0009354591132859014	0.013266605840231947	0.0006523992996005745	0.022924741823769638	4.28798608481884e-05	0.00011337704183461028	0.020006524343671686	0.024031107047214135	0.003696528077612129	0.0062431371332708355	0.042861232978713415	0.004460727696732647	0.0017010230050254905	0.021751492634909938	0.008105470067967063	0.00668344662436136
BoChr[22]	1.2113139498151072e-05	0.002472497725789147	0.00012313481658871695	0.0003651568326746535	0.00012955120180834	0.0004481989428259503	0.0005346028661216096	0.00011419364011089784	0.0008619747865876093	6.681398565291374e-05	7.212626147492074e-05	3.761899958139025e-05	1.3055051335371104e-05	0.0004924888138000938	0.009391782364386075	0.0008210261502500416	0.001019757190302606	0.0001742821186117306	2.1896496036788448e-07	0.005908928238856816	0.02506312773461673	0.00031566725723058297	0.0031113787205163477	0.07611646099837614	0.002461398243904114	0.0008605319730162458	0.06768073216386673	0.0029470774704657286	0.008272640057770673
BoChr[23]	0.0007953571666283154	0.0001272169247610401	2.825264251846704e-05	0.00036978342405072254	0.0023542206668471623	8.237919955611516e-07	0.009175442447892123	0.014412070738452697	0.0005896903542466525	0.004795922939115699	0.00912048590956637	0.00061687221916711	0.008346375973748649	0.0029802617141666985	0.008246320016205603	0.0015174307453636971	0.14711334970877885	1.5815513720536244e-05	5.98532570249688e-05	0.04359130658874864	0.05732782284787733	0.009649156620996831	0.0025391620221862253	0.0064947098086531345	0.011106849506414766	2.755894147106197e-05	0.004944656505957927	0.011790117481989899	0.008485801461008328
