Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N
f82d213f-caa7-fd59-e040-11ac0d483e46	149	0	66	0	180	0	0	469	1688	251	0	278	0	0
f82d2146-70f5-8114-e040-11ac0d483e50	63	553	1255	0	20	723	200	319	464	59	465	70	36	78
f82d2146-726a-d0e0-e040-11ac0c486888	148	58	65	0	177	325	175	84	239	178	118	131	158	13
f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	224	0	0	124	114	55	213	100	9	1	0	0	36	2
f83fc777-5416-c3e9-e040-11ac0d482c8e	65	54	1976	0	100	598	94	1464	258	573	52	191	0	109
f8407106-8a96-8f85-e040-11ac0d481656	34	408	531	65	219	348	117	131	51	21	0	0	31	54
f841c488-6b8d-6645-e040-11ac0c481418	384	0	0	0	0	71	153	0	0	5	0	0	106	0
f8425828-5b0f-23a8-e040-11ac0d484128	368	0	2	58	42	0	60	3	17	0	19	0	9	0
f843ed5c-0336-3d33-e040-11ac0d48478c	140	0	286	0	283	271	0	160	117	18	50	43	9	40
f845ebba-8c56-b559-e040-11ac0c4863d5	109	137	231	105	197	81	58	51	70	28	0	94	47	9
f8467ec8-2d61-ba21-e040-11ac0c483584	343	0	0	52	0	89	15	42	744	67	0	69	0	0
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	34	745	0	60	0	622	403	293	0	174	277	127	0	0
f8515e5a-7de3-6be3-e040-11ac0c480d6d	396	0	0	25	39	0	25	0	3	4	0	2	0	0
f85397dc-e6e9-4f54-e040-11ac0d48706c	15	369	381	23	252	473	16	139	108	65	27	130	59	18
f854ae3f-356d-f0ad-e040-11ac0c485dae	203	59	30	83	158	70	92	12	52	19	6	33	0	9
f856fa85-fdb8-c0b0-e040-11ac0d480b4e	0	335	433	189	124	575	216	298	125	0	0	0	105	61
f8572359-f29a-5945-e040-11ac0d4821cf	192	15	80	56	208	0	4	0	42	22	0	42	0	0
f858d813-f3c5-4ad9-8c20-9f231d6624d8	52	762	811	45	25	516	136	523	747	0	0	0	0	210
f8593ac0-9480-22a0-e040-11ac0d48697a	0	228	1306	82	157	775	70	695	428	0	0	0	290	0
f85add3d-e2e6-31f8-e040-11ac0d48479c	0	500	367	109	73	1040	251	366	0	51	11	243	43	0
f85ae2b7-cebf-17a2-e040-11ac0c48033a	102	95	40	98	240	85	271	128	15	30	0	0	32	0
f860bc4c-f31b-6538-e040-11ac0c48268f	145	1	173	0	261	74	12	40	42	166	0	72	68	1
f866123a-9eb0-e856-e040-11ac0c48717e	0	185	101	5	375	170	100	0	26	59	0	33	34	34
f8696c79-b165-92a6-e040-11ac0c4804bf	158	159	177	19	233	70	22	21	18	24	21	29	3	0
f86975a2-78a4-ef8c-e040-11ac0c4809da	0	417	346	83	163	721	101	409	0	0	0	282	38	19
f86ae246-2492-9785-e040-11ac0d4813b0	0	244	479	18	314	429	148	422	0	0	0	24	18	101
f86b6ba2-8f4b-ee53-e040-11ac0d485904	151	110	346	129	129	56	9	118	53	0	52	99	23	0
f86b7e84-7040-c751-e040-11ac0c485675	46	272	515	0	218	744	67	563	512	0	0	269	0	46
f86e2d80-911b-7a19-e040-11ac0d486900	97	190	347	23	197	445	47	241	89	0	0	260	35	18
f8733b80-c622-11e3-bf01-24c6515278c0	228	110	0	84	124	86	91	0	57	28	13	47	0	3
f87348df-7186-4c6b-e040-11ac0c482ba9	54	75	337	0	305	360	0	17	252	80	125	218	0	0
f87cdca1-2c85-49d2-e040-11ac0d485c9d	167	87	71	91	142	180	227	67	5	0	0	0	62	23
f87d7c27-eeef-920e-e040-11ac0d48388d	4	61	398	0	247	154	0	413	1122	416	0	0	234	163
f87e94a9-ef37-fcba-e040-11ac0c482332	269	51	107	47	97	46	170	92	24	0	21	0	97	5
f87eb1b5-1712-ca1f-e040-11ac0c483848	178	21	28	29	248	89	0	0	0	69	2	63	0	24
f8809cee-8f81-28f8-e040-11ac0d4873bf	436	0	0	17	0	4	10	0	5	7	0	0	0	0
f89ef95e-6e39-420b-a3c2-ccebcc69ce3b	382	0	0	37	44	0	49	0	0	0	16	0	0	3
f8a165b0-51df-413c-b7c6-c7fc80547db4	398	14	0	55	0	6	80	16	0	3	0	0	0	0
f8d89ae2-2c7d-40ae-8d40-34b93b16efc9	372	0	0	28	48	15	12	0	0	0	0	8	9	3
f8e61a02-654c-c226-e040-11ac0d481b60	415	1	0	41	0	10	15	0	1	6	0	0	0	0
f8e61a02-6e5e-c8e2-e040-11ac0d481b70	420	2	2	17	15	2	5	0	5	9	0	9	0	0
f8e61a02-8c03-ad45-e040-11ac0d481b62	433	0	0	2	0	10	6	0	1	9	0	0	0	0
f8e61a02-8c9e-aaee-e040-11ac0d481b6a	448	0	0	0	0	5	7	0	4	7	0	0	0	0
f8e61a02-8fbe-a9af-e040-11ac0d481b64	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8e61a02-909d-a906-e040-11ac0d481b6e	431	0	0	6	0	5	5	0	1	15	0	0	1	0
f8e61a02-90ec-96fd-e040-11ac0d481b5e	425	0	0	15	0	9	4	0	2	7	0	0	0	0
f8e61a02-92b1-947e-e040-11ac0d481b68	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f8e61a02-938b-9428-e040-11ac0d481b6c	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8e61a06-42fa-e42c-e040-11ac0d481b72	440	0	0	9	0	0	7	0	5	7	0	0	0	0
f8efa5ad-3a4d-39d6-e040-11ac0c480132	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8efc19a-1e4b-e1b0-e040-11ac0c48104e	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8f0136b-09ec-d079-e040-11ac0c4842e7	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8f024e5-7096-3047-e040-11ac0d481c0f	450	0	0	0	0	6	5	0	4	5	0	2	0	0
f8f07989-2e2e-30f3-e040-11ac0d484490	434	0	0	16	0	1	12	0	4	7	0	0	0	0
f8f0a423-1a3e-4fcc-e040-11ac0c481cb6	430	0	0	7	0	13	5	0	1	8	0	0	0	0
f8f61e36-b934-9410-e040-11ac0c4804cc	427	0	0	9	0	7	1	0	2	15	0	0	0	0
f8f749b7-547d-49fa-9da2-44eed962b6fd	185	35	285	8	223	184	9	0	8	66	130	16	0	34
f8f7f274-dd98-3bb0-e040-11ac0c483fcd	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8f9d9b8-abdd-1afb-e040-11ac0d480523	321	85	0	34	51	28	177	36	0	19	0	0	0	0
f8fae6e5-93b5-7233-e040-11ac0c4830e7	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f8fb791c-08b4-b6e1-e040-11ac0d4868f3	431	0	0	8	0	2	4	0	4	7	0	0	0	0
f9012277-55c4-2486-e040-11ac0c48236f	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f901353f-fdeb-5a55-e040-11ac0c482e89	447	0	0	0	0	0	12	0	5	7	0	0	0	0
f901c7f7-891e-8ec1-e040-11ac0c480829	440	0	0	9	0	0	7	0	5	7	0	0	0	0
f9020478-c741-6776-e040-11ac0d481228	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f9031d03-def1-24b4-e040-11ac0c486570	433	0	0	2	0	9	7	0	1	9	0	0	0	0
f9039bd6-8fa6-37cb-e040-11ac0d486d06	444	0	0	2	0	6	8	0	4	7	0	0	2	0
f903cfe2-c082-1bf6-e040-11ac0d4809f7	433	0	0	0	0	8	1	0	1	16	0	0	0	2
f9052bfc-94a0-cb29-e040-11ac0c48284a	400	0	4	31	18	4	12	0	6	26	0	0	1	3
f90a074e-d82f-f6bb-e040-11ac0d487334	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f90b298a-0546-6c36-e040-11ac0c487a0b	448	0	0	0	0	1	11	0	5	6	0	0	0	0
f90cab09-6797-eccb-e040-11ac0d486aa3	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f90d51f8-3bc4-2e66-e040-11ac0d484d19	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f90dbdbf-f8cd-e0d8-e040-11ac0c482576	427	0	0	16	0	7	0	0	3	25	0	1	0	0
f90f8204-4d65-04fa-e040-11ac0c4841bb	437	0	0	0	0	5	3	0	3	6	0	0	0	3
f9101872-d864-c508-e040-11ac0c4818b5	430	0	0	27	0	2	21	0	1	6	0	0	0	0
f9116dda-19f4-9e1b-e040-11ac0c4872b8	434	0	0	0	0	7	6	0	3	8	0	0	0	0
f91661d6-a2b5-fac2-e040-11ac0d4852fd	421	0	0	20	0	13	6	0	0	7	0	0	0	0
f91a9af2-7909-099e-e040-11ac0c484205	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f91ba748-5a05-e738-e040-11ac0c486a08	401	0	0	20	31	0	27	0	3	13	0	0	4	0
f91bde65-233d-2218-e040-11ac0c480a33	423	0	0	16	0	11	5	0	2	7	0	0	0	0
f91d1645-9b68-edbb-e040-11ac0c4854d8	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f91faa2e-ea53-bef4-e040-11ac0d485f5d	418	0	0	22	0	6	2	0	4	13	0	0	0	0
f920200e-f349-3730-e040-11ac0d4825cc	430	0	0	8	0	7	7	0	1	8	0	0	0	0
f920ef57-c942-d2e1-e040-11ac0d481706	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f921b592-fa4d-49f7-b773-81a0e903aaed	300	15	0	67	98	0	65	0	3	16	0	0	0	4
f92268fe-7a92-51e8-e040-11ac0d48733a	423	0	0	14	0	12	8	0	3	7	0	0	0	0
f925f24b-bffd-89ab-e040-11ac0d48682f	410	0	0	28	4	15	5	0	1	7	0	0	0	0
f926087f-0bec-1316-e040-11ac0c480a58	435	0	0	0	0	6	6	0	3	8	0	0	0	0
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	347	38	0	38	51	35	77	25	0	2	0	0	4	3
f92a78d1-90ff-70c8-e040-11ac0d485eca	444	0	0	6	0	3	11	0	4	6	0	0	0	0
f92b2c52-ed64-4594-e040-11ac0d48425c	428	0	0	10	0	6	4	0	4	7	0	0	0	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	442	0	0	7	0	8	7	0	3	7	0	0	0	0
f92c8821-daba-3727-e040-11ac0d480224	428	0	0	8	0	7	1	0	2	15	0	0	0	0
f92fde51-6a19-6641-e040-11ac0c484074	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	435	0	0	17	0	6	6	0	3	14	0	1	0	0
f938b6f4-a457-c624-e040-11ac0c486fad	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f939f757-a415-ad44-e040-11ac0d4868e5	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f93abbbf-5e13-9b85-e040-11ac0d485718	433	0	1	17	0	0	7	0	7	11	0	1	0	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f93dd46d-4611-e84e-e040-11ac0c483323	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f93f4445-6f19-403c-e040-11ac0d48556f	435	0	0	0	0	7	2	0	3	8	0	0	0	0
f940cea2-7e79-e422-e040-11ac0d483224	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	449	0	0	0	0	3	6	0	5	6	0	0	0	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	185	56	53	12	233	11	16	0	87	0	18	103	0	6
f9718c44-c622-11e3-bf01-24c6515278c0	240	21	83	49	160	0	12	5	1	33	0	87	2	9
f9837a56-7244-4846-a63d-266e6a92f168	224	15	41	115	144	0	68	7	4	20	0	1	9	4
f9854144-d92c-46da-ac87-9d1fd7efe67d	158	90	7	195	109	52	286	0	0	3	0	0	0	0
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	224	0	253	169	84	192	98	0	29	39	34	0	7
f98de26b-c7d6-435d-81fa-1f1869da9087	194	0	0	126	119	320	226	153	6	7	0	55	7	0
f9a81200-5381-496a-8062-099f9e793618	309	0	10	65	78	67	107	68	0	0	0	0	43	4
f9c07ba7-152a-f624-e040-11ac0c484cd5	383	7	0	24	34	0	21	0	4	13	0	0	0	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	274	18	0	146	56	7	107	0	0	0	0	0	0	2
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	275	32	0	102	63	0	127	22	0	3	0	0	0	12
f9c0a12c-2651-d9ea-e040-11ac0d483201	333	21	16	44	72	67	95	15	5	21	0	4	21	7
f9c1df10-25b8-c8ae-e040-11ac0d486375	372	0	0	59	21	13	27	0	0	5	0	0	0	5
f9c23ce8-7f1c-9417-e040-11ac0d482562	313	21	0	108	41	0	113	18	0	0	0	0	0	6
f9c23d09-74e4-07f9-e040-11ac0d482577	447	0	0	0	0	1	8	0	5	7	0	0	0	0
f9c26646-d2b0-cf30-e040-11ac0d483918	182	22	0	203	55	30	297	143	0	33	0	0	0	67
f9c39eb7-39a9-6626-e040-11ac0d4870c2	225	110	0	202	6	16	304	46	0	0	0	0	0	9
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	347	21	0	96	17	10	111	1	0	0	0	7	0	4
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	300	66	0	127	18	39	208	22	0	0	0	0	0	14
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	128	0	179	0	113	19	0	151	0	744	0	341	0	54
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	387	1	0	58	13	8	49	0	0	4	0	0	4	0
f9c51617-3fcb-91c5-e040-11ac0d484abf	301	7	0	119	24	0	212	106	0	0	0	0	0	14
f9c52187-2e82-d58a-e040-11ac0d484fc4	381	27	0	50	13	22	71	3	0	0	0	0	0	17
f9c52414-385d-8cc7-e040-11ac0d485037	369	12	0	57	26	8	59	0	0	8	0	0	9	1
f9c650e7-9053-78eb-e040-11ac0d4874bb	195	0	106	216	15	174	342	71	14	7	132	0	0	31
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	384	3	0	56	22	0	34	0	0	16	0	0	0	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	428	0	0	10	0	2	8	0	5	6	0	0	0	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	313	17	0	88	55	8	96	0	0	3	0	0	0	7
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	802	1338	0	0	4284	33	959	2	0	0	63	98	190
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	348	0	27	41	12	22	61	79	176	0	0	31	113	0
fa2c3620-7e82-4b12-b135-87986f0f2890	86	0	88	0	202	0	76	0	0	514	41	0	0	692
fa4d35e3-fc38-4e26-a9e0-521a648acec1	302	0	0	116	62	0	60	32	0	0	0	20	0	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	185	0	0	173	140	0	78	42	0	45	4	19	0	4
fa5e2900-95e7-4700-9707-a329cd0c77fd	453	0	0	1	0	0	15	0	3	2	3	0	0	2
fa676301-902f-473f-8313-5bff34ae549a	260	4	24	0	181	44	0	15	0	1	22	56	0	9
fa6a60f5-8949-4e01-9435-d3117601627f	170	41	172	66	182	0	13	11	150	18	91	78	0	36
fa718a69-7d09-424b-90a3-4839ba7dc9b2	356	0	12	103	0	0	0	0	6	63	0	16	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	431	0	0	7	0	8	6	0	1	8	0	0	0	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	173	6	72	175	112	17	16	31	0	73	0	74	4	20
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	444	0	0	5	0	1	5	0	5	18	0	0	0	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	361	4	0	36	64	0	42	0	18	14	0	1	7	0
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	105	446	525	0	145	691	183	305	92	0	78	67	25	41
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	192	29	172	106	158	70	123	99	54	99	4	0	1	8
fabf1f6c-c622-11e3-bf01-24c6515278c0	82	40	156	70	297	81	52	51	50	6	25	71	17	16
fae88d21-171c-4df4-b258-3c5948a1034b	412	5	0	0	33	0	13	0	11	11	1	7	1	0
faff4626-615b-416a-b7a6-9d177dcc94a9	92	97	209	208	153	15	0	52	0	17	43	35	33	11
fb0c6353-a90c-45e2-9355-7cd16cf756ff	44	84	391	63	283	191	40	124	5	173	84	94	0	17
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	377	0	0	29	39	47	11	0	0	5	0	0	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	399	0	0	33	15	11	22	0	5	20	0	0	0	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	276	0	3	136	65	40	85	28	3	30	5	0	0	0
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	433	1146	29	116	194	98	401	1058	0	61	0	0	482
fbd899a0-c622-11e3-bf01-24c6515278c0	144	65	61	113	197	77	82	0	0	20	26	0	0	37
fbea74b5-b1a8-4767-af7c-e179ce8da071	443	0	0	0	5	0	17	0	5	4	0	2	2	0
fbf937f1-5f30-470c-8a77-46cd1c41e073	369	20	1	27	51	2	56	7	6	6	0	20	0	0
fc009c3d-66fc-4b9c-ae43-014607e3723a	326	0	0	67	79	0	45	0	0	9	1	0	0	0
fc249113-83d4-4abe-8c80-a4f7305dcd91	257	20	740	15	62	251	0	301	84	290	58	0	60	7
fc447d4f-2532-c8ea-e040-11ac0c48469f	0	137	0	132	328	0	238	24	13	20	4	17	8	0
fc447d51-cdc2-a180-e040-11ac0c4846a4	44	551	726	0	14	629	191	194	278	72	310	146	134	196
fc447d53-24d1-c83d-e040-11ac0c4846a6	165	35	500	6	196	336	112	161	175	0	103	0	201	0
fc447d55-95d8-0b34-e040-11ac0d483afa	8	75	275	44	327	138	0	3	0	280	0	133	0	11
fc447d56-0d53-e0c3-e040-11ac0c4846a8	0	111	10	329	138	129	197	83	0	57	7	44	12	7
fc453f67-6623-4e8c-b519-0bd79e4d4651	47	13	175	180	237	237	16	319	0	0	0	77	0	5
fc5dc6d8-62d2-76d8-e040-11ac0d4863c3	64	175	311	85	277	0	0	64	290	0	24	12	0	20
fc639186-8302-798e-e040-11ac0c484cec	117	83	66	155	188	44	153	71	54	0	6	0	22	0
fc63cbab-d27a-5ebb-e040-11ac0c48724f	0	301	199	156	167	187	81	147	0	172	28	153	8	46
fc68c24d-47ad-7961-e040-11ac0c48595c	0	413	34	229	119	155	278	101	0	67	0	17	15	40
fc68e599-6a40-61dc-e040-11ac0d48700d	120	198	468	143	109	169	35	91	183	0	91	0	104	48
fc6d77a9-121b-48ab-a899-713c3d1319a2	0	298	0	231	152	142	269	136	0	16	61	20	0	19
fc78685a-7053-152a-e040-11ac0c480ded	95	53	216	154	228	28	0	55	0	0	12	8	0	5
fc7eb420-5c13-20bd-e040-11ac0d484574	9	414	0	249	28	292	319	246	0	121	137	70	0	4
fc7f8eeb-9c40-123e-e040-11ac0c484061	142	156	286	0	118	547	75	0	205	238	29	328	20	85
fc806c50-2f6e-418d-e040-11ac0d485f01	22	299	234	227	83	35	138	121	278	51	103	98	46	88
fc812906-d3b6-4210-a842-96f095280cbf	427	0	0	9	0	21	1	0	0	9	0	0	0	0
fc8130df-18fe-c74d-e040-11ac0d485df2	389	4	30	8	44	0	29	0	3	3	13	0	0	32
fc8130df-1bc2-c537-e040-11ac0d485de6	319	75	96	3	83	119	63	0	19	31	52	0	25	0
fc8130df-1cdd-cade-e040-11ac0d485dec	432	0	0	5	0	5	6	0	2	10	0	10	0	0
fc8130df-1e8f-c879-e040-11ac0d485df4	341	106	0	47	10	27	195	0	0	0	0	22	0	0
fc8130df-1f21-c8f9-e040-11ac0d485dfc	296	11	29	0	133	0	0	9	0	0	0	74	0	12
fc8130df-2211-cfcc-e040-11ac0d485dde	0	139	0	313	161	0	235	118	0	7	8	0	0	12
fc8130df-24d9-32f1-e040-11ac0d485df0	421	19	0	0	5	0	7	0	9	0	11	42	0	2
fc8130df-2628-304a-e040-11ac0d485dfa	301	67	0	71	53	11	92	0	0	14	0	38	0	25
fc8130df-297f-34a3-e040-11ac0d485e02	382	1	1	29	31	17	36	0	1	16	4	3	0	16
fc8130df-2ca4-39d2-e040-11ac0d485e00	412	1	0	12	16	13	4	0	0	5	2	11	3	6
fc8130df-2d5f-3b53-e040-11ac0d485dee	229	93	136	1	130	284	251	12	29	30	18	0	67	56
fc8130df-2e39-3814-e040-11ac0d485de0	301	0	0	44	88	159	104	76	0	6	0	0	0	0
fc8130df-30a5-3e6a-e040-11ac0d485de2	0	242	67	177	226	125	201	68	0	42	18	44	0	33
fc8130df-3147-3e94-e040-11ac0d485df8	387	21	1	36	15	84	62	13	0	13	1	1	0	0
fc8130df-3225-3f96-e040-11ac0d485dfe	170	17	30	162	106	201	116	2	17	0	2	0	145	0
fc8130df-3361-3c8a-e040-11ac0d485dea	268	10	2	59	102	86	152	13	0	0	4	0	60	10
fc8130df-34f8-22c6-e040-11ac0d485de8	257	42	29	59	82	70	107	69	0	6	0	106	0	47
fc8130df-35ac-2304-e040-11ac0d485dda	0	425	213	208	0	1012	233	986	0	0	4	0	207	54
fc8130df-6860-7677-e040-11ac0d485ddc	0	142	186	99	336	0	0	34	0	32	0	76	0	50
fc8130df-6977-7704-e040-11ac0d485de4	315	7	23	10	78	9	29	23	103	23	0	0	29	97
fc8130df-6bec-7627-e040-11ac0d485e04	0	320	97	274	52	321	189	140	0	15	157	0	0	189
fc8130df-897d-5404-e040-11ac0d485e0a	296	73	157	19	84	256	149	57	53	10	5	0	47	0
fc8130df-8e4e-586b-e040-11ac0d485e08	300	23	89	0	87	3	0	46	178	56	0	37	36	113
fc8130df-8ec8-5b1e-e040-11ac0d485e06	0	80	173	255	175	111	19	72	0	218	47	93	11	5
fc8130df-90ba-5d94-e040-11ac0d485e0c	0	232	243	119	228	377	29	57	0	78	169	24	0	73
fc8130df-e399-e34d-e040-11ac0c483279	327	43	0	41	68	32	111	0	2	9	0	0	5	0
fc8130e0-08dd-b996-e040-11ac0c48327b	162	111	294	55	85	160	147	318	530	0	79	0	306	94
fc8130e0-095f-b953-e040-11ac0c483287	358	7	0	51	36	3	41	0	0	19	0	2	3	0
fc8130e0-096a-b991-e040-11ac0c48327d	354	0	0	27	51	0	29	0	12	21	15	50	0	1
fc8130e0-09f1-b964-e040-11ac0c48326e	143	197	242	0	208	102	38	0	424	91	0	0	61	31
fc8130e0-0b9c-bbc9-e040-11ac0c483266	329	0	23	13	52	0	83	34	153	23	0	0	135	24
fc8130e0-0bc1-bba7-e040-11ac0c483289	335	10	70	0	107	35	0	0	4	0	12	0	15	0
fc8130e0-0bfa-bba4-e040-11ac0c48328d	394	0	0	16	31	16	12	0	0	8	0	2	2	2
fc8130e0-0c53-b432-e040-11ac0c483283	422	12	2	10	6	6	1	0	0	2	2	20	0	2
fc8130e0-0d25-b475-e040-11ac0c483277	426	0	0	4	11	0	5	0	1	18	0	0	0	6
fc8130e0-0db6-b568-e040-11ac0c483281	405	7	0	0	28	5	15	0	0	14	0	4	2	0
fc8130e0-0dcf-b558-e040-11ac0c483285	246	41	44	11	185	7	8	0	6	4	17	19	3	33
fc8130e0-0e1f-b54d-e040-11ac0c48326c	27	334	686	0	163	760	72	293	541	77	171	48	99	157
fc8130e0-0f1a-b6eb-e040-11ac0c48328f	0	443	226	0	299	473	107	157	0	0	4	89	0	48
fc8130e0-0fde-b756-e040-11ac0c48328b	218	0	161	0	149	0	0	48	0	256	0	126	0	61
fc8130e0-a38a-23b9-e040-11ac0c48327f	14	595	338	45	182	256	136	228	0	23	82	55	87	42
fc8130e0-a39a-23b5-e040-11ac0c483270	345	0	0	55	53	10	68	12	0	3	0	0	0	1
fc8130e0-a538-dda3-e040-11ac0c483264	73	246	258	39	223	140	49	91	373	39	81	0	145	62
fc8130e0-a539-dda8-e040-11ac0c48326a	264	127	312	0	94	223	30	85	154	68	71	33	106	9
fc8130e0-a774-d834-e040-11ac0c483268	113	148	83	142	155	120	248	42	52	0	0	0	22	81
fc8130e0-a8b4-d80d-e040-11ac0c483272	248	0	86	0	203	18	1	9	0	23	10	0	40	13
fc8130e0-a94d-d9d0-e040-11ac0c483262	255	0	144	0	89	236	90	99	395	30	110	0	290	19
fc8130e0-ad63-b804-e040-11ac0d485e10	202	0	12	246	17	0	34	37	0	174	0	43	0	3
fc8130e0-ad66-b82e-e040-11ac0d485e0e	300	47	126	1	106	0	8	7	0	0	0	0	121	0
fc8130e0-ad8a-b832-e040-11ac0d485e14	414	37	71	0	14	10	39	0	61	29	18	0	0	0
fc8130e0-aed2-bb2f-e040-11ac0d485e12	177	76	63	68	180	138	103	7	0	12	13	19	28	34
fc8130e2-f2ef-d096-e040-11ac0c483293	234	44	7	13	194	11	0	12	0	0	4	80	2	1
fc8130e3-01ba-c740-e040-11ac0c483291	0	450	508	187	95	0	55	189	0	75	170	105	16	65
fc8130e3-023d-c7d4-e040-11ac0c483295	75	155	375	48	290	186	20	183	78	0	0	19	0	0
fc8130e5-18b8-ef38-e040-11ac0c483297	174	42	137	38	169	79	69	67	239	0	100	0	98	81
fc81312a-99ae-7672-e040-11ac0c4832a2	281	174	234	25	60	33	18	44	224	0	0	50	77	26
fc81312a-d451-38fb-e040-11ac0c4832a4	338	16	0	0	95	22	11	0	3	8	0	16	0	2
fc813235-5ed8-7695-e040-11ac0d485e3e	0	781	415	19	116	107	134	59	170	152	116	118	82	97
fc876f51-0577-3b53-e040-11ac0d48515e	421	2	0	15	0	31	39	0	0	7	0	1	0	0
fc876f5c-8339-bc9c-e040-11ac0d485160	298	30	0	113	0	45	382	169	0	0	9	0	0	0
fc876f66-ff0d-f338-e040-11ac0d485162	351	0	0	69	0	28	4	0	0	9	26	0	0	0
fc8edf46-2005-1af4-e040-11ac0d481414	107	388	192	0	0	327	191	0	29	408	468	232	117	52
fc93369d-3ffb-1b53-e040-11ac0c4852ba	431	0	0	8	0	2	4	0	4	7	0	0	0	0
fc93b9ab-760a-5223-e040-11ac0c482177	36	127	288	146	235	110	40	73	93	128	26	0	12	21
fc93bd81-a3f9-2f8e-e040-11ac0d48306f	431	0	0	8	0	2	4	0	4	7	0	0	0	0
fc93e38d-6bd5-9912-e040-11ac0c4838cd	431	0	0	8	0	2	4	0	4	7	0	0	0	0
fc9404ed-1ba3-2638-e040-11ac0c484da2	418	0	0	24	0	7	4	0	3	6	0	0	0	0
fc9469d0-4d0e-bb59-e040-11ac0d481e59	423	0	0	17	0	2	3	0	3	14	0	0	0	0
fc94ea15-2d98-0c5b-e040-11ac0c48569b	428	0	0	13	0	0	8	0	4	6	0	0	0	0
fc94ec40-2cf2-7ce8-e040-11ac0d4871fb	344	0	0	39	62	8	35	0	1	13	0	0	3	0
fc9500f3-e7d0-9820-e040-11ac0c48617e	373	0	0	0	61	0	19	0	6	26	0	0	0	1
fc950c33-faa4-0241-e040-11ac0c486786	321	0	126	61	40	65	49	44	160	9	0	0	52	0
fc95d5ce-6899-62f1-e040-11ac0c486011	124	25	0	164	202	0	101	47	0	0	5	0	1	3
fc962061-8ab0-42b3-e040-11ac0c4810cc	188	39	10	45	215	60	150	37	0	4	0	0	13	12
fc9650a1-9aef-ab3b-e040-11ac0c4829a7	222	56	6	134	89	24	278	60	0	3	0	0	0	5
fc968a86-32e3-ee88-e040-11ac0d487adb	231	0	12	117	125	52	69	0	2	31	12	16	1	5
fc969f27-bdc6-cd03-e040-11ac0c48577e	271	51	4	84	91	37	155	0	0	0	6	0	17	0
fc96e36c-67f1-4c02-e040-11ac0d48393d	431	0	0	11	2	15	4	0	0	1	3	7	3	0
