Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N
4c3840df-9824-40db-879e-6d24adc8c155	187	73	104	85	169	37	0	19	0	45	0	45	16	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	421	0	0	34	0	1	16	0	4	6	0	0	0	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	447	0	0	0	0	0	7	0	3	9	0	0	6	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	340	0	16	37	72	25	60	3	4	5	0	12	8	0
4c5228b5-bf31-4abd-a47c-d088e16dba13	213	17	26	105	134	34	89	20	15	132	0	0	0	29
4c59fb2d-21b6-4b09-8174-6102de736e4d	78	307	460	14	35	128	113	1622	1629	21	38	1028	0	6
4c755527-3b5d-4d36-822d-990aa1003d6a	363	4	0	43	53	6	53	2	0	7	0	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	182	0	0	222	79	177	116	31	19	0	0	0	49	0
4cbe411b-b05e-46bd-bea8-126289a0866c	173	121	4	168	97	24	320	27	9	0	0	0	11	3
4ceeb025-2f16-4f80-b9b4-0151346349c6	396	0	0	37	25	1	16	0	4	4	0	0	0	3
4cfb0aee-6661-478a-8694-9d8ba15e46b7	292	0	36	28	124	0	0	16	0	38	17	54	7	2
4cff8590-559e-4204-8635-96e11bfeda68	376	89	0	0	39	0	51	25	3	65	19	36	0	6
4d11d7da-1204-437e-87b1-e8337a67c9a8	364	0	0	74	26	0	20	7	6	57	0	5	0	3
4d121008-0987-4142-a2b8-7dac58f3110a	385	6	0	13	56	0	29	0	2	6	0	0	0	2
4d1a4587-adb4-4a65-943e-f19efe8de142	409	3	0	24	16	35	10	0	0	12	0	4	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	346	0	0	69	56	0	90	7	0	0	23	6	0	1
4d409156-3a36-4c63-9ad6-b6af34f27b06	5	354	432	0	273	673	0	177	97	0	0	341	45	0
4d4eff82-ede0-47f1-b49a-ada025952114	192	21	15	104	173	0	153	42	0	0	3	0	12	2
4d690424-b015-46ae-885d-aa6d9031f66f	447	0	0	0	0	1	8	0	5	7	0	0	0	0
4d6bb438-86f0-4414-962f-2b1cebee4524	436	0	0	2	10	3	8	0	29	11	4	0	17	3
4d72d06d-b6af-4294-9eef-6e61e067761f	356	0	0	92	24	11	39	1	0	11	0	5	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	301	75	0	52	82	0	78	0	48	32	0	12	0	46
4daa2708-d0db-40fe-a07a-763f003adcae	386	0	0	50	15	6	19	0	4	6	0	0	0	0
4dac9498-c623-11e3-bf01-24c6515278c0	295	0	0	94	81	37	44	0	0	29	2	0	9	2
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	275	0	2	77	115	0	86	14	2	17	0	6	7	0
4dc9b032-7f7b-486d-a12b-8461af89501d	68	95	94	106	252	65	34	0	0	146	29	88	0	20
4de7441f-a609-4a75-9fe7-17a647079ac1	436	0	0	9	0	15	19	0	5	19	1	17	0	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	399	0	12	0	51	0	0	0	1	0	0	34	0	1
4e596add-a7c5-4617-9649-b4ac6612e39c	440	0	0	9	0	0	7	0	5	7	0	0	0	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	150	168	419	36	191	140	0	94	138	0	180	0	17	0
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	368	0	0	65	18	11	30	0	0	12	0	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	18	214	248	182	197	227	0	90	0	0	27	186	44	12
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	83	103	298	131	167	145	0	0	227	35	25	249	0	69
4e913899-eeb8-4630-ba9d-41a81ced8069	0	137	378	254	179	76	20	82	53	94	0	41	48	16
4eac784b-084a-4106-9a76-2d9fbec57033	350	4	0	66	45	7	74	1	0	2	0	0	7	2
4ecbfd89-393f-4126-aa1c-951a2c23ef89	447	0	0	0	0	1	8	0	5	7	0	0	0	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	16	91	160	71	358	0	16	0	37	72	0	90	29	12
4ef20a13-f107-4654-adca-fc60b8f5be47	129	35	0	265	88	45	195	51	0	11	0	0	21	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	149	167	320	19	219	10	52	123	81	0	41	19	96	25
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	317	12	7	26	114	15	0	16	3	1	1	42	0	3
4f6f48bc-c622-11e3-bf01-24c6515278c0	250	50	160	55	138	0	10	29	43	0	0	39	0	25
4fdc8980-c623-11e3-bf01-24c6515278c0	204	0	63	128	132	47	58	9	23	25	17	22	0	68
50203cff-83f8-4884-8346-b91ef717d00e	431	0	0	6	0	4	10	0	3	7	0	0	0	0
5042b417-d14e-42bb-b6f3-de303346a252	297	0	34	42	128	3	0	3	0	8	16	30	3	6
5046f1b4-9d95-4841-ba30-691fa44719a2	55	0	227	207	224	0	12	83	0	88	38	41	9	51
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	103	97	63	131	215	36	39	33	0	13	6	53	0	29
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	25	92	204	159	249	71	10	0	130	75	77	11	12	101
50515723-b495-42a9-8750-e3da288bf6a3	408	7	0	35	12	25	16	0	0	4	0	0	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	236	111	152	4	151	130	81	65	44	0	32	29	74	13
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	427	0	0	30	1	12	10	0	1	20	0	1	0	0
50b61288-1412-4104-92e6-8b1a359ef399	20	193	214	90	290	214	75	88	0	0	0	149	0	19
50e3a421-9741-4cd8-911b-0f47ca518b6a	230	110	95	16	138	155	200	0	106	29	0	0	69	21
50eb58ba-c623-11e3-bf01-24c6515278c0	212	0	12	204	64	91	38	0	0	19	0	0	13	8
50ee360c-e3df-4888-9999-ebb88e271d08	208	75	192	50	165	14	3	77	0	0	0	47	12	17
50f4d836-79a9-4bc7-a63a-7aa29e41d418	374	6	0	56	16	12	36	0	0	8	0	0	1	0
51206157-94cc-4702-8247-c98283b487aa	439	0	0	16	0	6	12	0	3	6	0	0	0	0
513bafce-375c-49b0-ae75-6c607abd05d8	405	0	0	33	18	9	21	0	2	2	0	0	0	6
51458c86-0fdd-470e-b059-1ffbffc92a7f	262	46	19	0	166	0	101	0	35	11	41	0	0	22
5174f450-0bf7-4237-a53e-844064f0e701	223	0	120	46	172	0	0	0	0	46	0	58	0	0
51800588-c622-11e3-bf01-24c6515278c0	281	25	0	83	103	15	52	7	0	9	4	0	0	5
5187e77d-f412-4303-8049-11d1aa1a0235	97	90	0	156	230	26	121	15	0	11	3	0	1	7
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	147	92	753	0	168	61	41	718	360	0	298	0	0	154
518d6c1b-8234-40be-9560-6d383d5866fa	352	35	62	0	75	13	0	31	1	0	0	35	18	0
5193a482-6ed9-4504-bd7c-c8b9e4103577	181	45	0	122	163	59	117	24	0	10	10	17	2	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	121	9	177	62	235	65	15	30	29	109	173	0	25	93
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	120	28	233	210	191	164	88	0	42	32	0	0	46
51dd1a39-7349-442c-b7e1-7850fb800569	426	0	0	13	0	14	5	0	0	10	0	0	4	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	439	0	0	14	0	0	19	0	3	5	0	1	0	0
520b8ab2-c623-11e3-bf01-24c6515278c0	135	7	180	161	174	0	0	0	6	0	61	75	22	12
522dc834-8367-4f49-b93b-fcba91a2de7e	154	33	0	29	273	69	50	0	0	0	2	20	0	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	34	61	451	0	244	194	43	107	0	111	228	0	530	5
5255d645-d3d2-422e-8449-046cd21f4935	12	50	54	366	100	297	161	147	118	0	0	22	77	26
526b3796-2cbd-4eec-8273-064b41456279	346	0	0	104	10	52	44	0	85	14	3	0	0	43
52910a60-bb15-4ba5-9d09-50d8ee6a445b	7	297	198	72	250	50	129	39	106	162	79	60	60	49
52d8ccfc-c623-11e3-bf01-24c6515278c0	184	71	60	89	155	60	50	57	70	0	78	57	55	14
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	433	0	0	4	0	13	2	0	0	9	0	0	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	270	12	2	69	118	18	63	14	0	10	0	15	0	15
5310f698-d31a-4628-84b4-dc9ac29722a5	318	9	17	61	77	28	30	15	0	48	7	25	0	0
532259b8-c622-11e3-bf01-24c6515278c0	0	70	146	226	273	143	19	55	0	9	37	13	8	3
532bec86-b8d3-41a1-ba17-913a7d378f66	27	141	171	247	156	268	121	148	110	30	23	0	0	124
534d941c-ec2d-47eb-b2dc-d3f856d0b151	414	0	1	8	26	0	12	0	7	11	0	0	1	3
53534b3c-cd15-4d68-a9b1-6902bb234c45	68	132	106	173	160	195	123	76	13	24	62	0	0	174
536dedba-46c4-4a21-b112-13c030b13069	247	0	0	216	23	48	93	1	0	20	0	0	0	1
537cccf2-fb25-448b-813e-ca5d5642b910	435	0	0	0	0	7	2	0	3	8	0	0	0	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	445	0	0	4	0	7	8	0	2	8	0	0	0	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	149	195	195	0	229	97	19	36	121	41	76	8	48	0
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	303	517	349	33	299	0	358	0	0	23	0	0	34
53d32d8b-5649-42b0-8c52-2c39af2a961b	239	152	178	0	150	40	0	3	34	6	0	0	0	141
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	136	0	5	220	137	253	42	0	0	0	15	3	13	0
53df19a8-c623-11e3-bf01-24c6515278c0	102	39	136	162	210	77	0	92	31	0	19	124	18	1
53e6a756-bdcc-4217-afe7-27d776159544	341	0	0	51	72	11	35	0	0	21	0	2	0	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	356	0	315	67	235	315	251	0	0	0	17	39	10
541f91bd-7e9d-4348-9e78-45b948d8967e	327	1	5	67	66	42	12	0	0	28	1	26	7	1
54319e3d-c28f-4ba1-9c87-299d303e4de3	315	0	0	94	65	0	71	0	0	3	0	0	0	1
54354d24-c622-11e3-bf01-24c6515278c0	330	0	0	40	85	5	29	0	3	6	0	2	2	12
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	430	0	0	8	0	7	7	0	1	8	0	0	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	431	0	0	4	0	8	1	0	1	16	0	0	0	0
546b982f-60d9-43df-9761-09369afbee2d	320	16	8	67	11	0	53	95	180	9	21	0	220	2
54842328-9432-4820-8976-7964bf9bf147	426	0	0	11	0	2	10	0	3	6	0	0	0	3
54a77010-2f16-4da9-8ca0-746a51801a00	0	209	350	153	209	320	0	144	52	58	130	195	26	0
54cfd4b0-c623-11e3-bf01-24c6515278c0	238	13	0	42	193	21	34	11	0	20	0	0	0	8
54e78de0-d357-4125-a904-ab35e461572b	0	130	313	342	49	0	0	139	98	306	28	160	38	29
551d5082-ab6a-4674-af0d-ce408f589949	281	0	3	141	55	21	139	44	0	20	0	0	0	0
5533240d-8fed-440d-b781-6092785a77ce	121	0	170	41	272	14	5	44	55	110	0	68	0	48
55345803-83d4-4fdb-b0ee-328753801da1	295	28	0	87	73	50	107	21	30	0	8	0	28	10
554b9439-7e11-43ec-8bc3-448c59100b9e	0	117	516	236	216	215	0	97	17	60	0	67	0	27
558239c7-a160-4228-8fdf-a0a1d2f62133	143	23	102	23	285	28	0	8	25	17	60	40	13	6
559c30f2-8ae7-43c8-819c-800261065e06	387	25	0	2	43	4	0	0	0	0	0	35	4	0
55ada396-0878-4724-8ebe-00da367eed3d	0	100	82	298	157	304	242	4	26	21	0	7	56	12
55c75a2a-f3d2-4469-9d23-604cf539d548	396	0	24	0	50	0	0	0	0	0	0	39	0	0
55c82198-5be6-4cc5-b5b3-b707af234107	442	0	0	9	0	1	15	0	4	6	0	0	0	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	426	0	0	14	0	15	1	0	2	9	0	0	0	0
55e5497a-c623-11e3-bf01-24c6515278c0	304	0	0	96	69	37	23	9	0	0	3	19	0	4
561fd34c-7c7d-4df0-bbfc-3d31147ca562	263	19	0	126	69	62	42	22	0	8	11	0	0	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	434	0	0	7	0	6	7	0	2	7	0	0	0	0
5650dc4e-8bce-4716-9199-cd5750d7a888	316	36	142	28	97	1	0	21	32	16	5	4	37	0
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	418	0	0	20	0	13	0	0	1	15	0	0	0	0
56681386-d407-4f53-ae4f-6c04437652f7	331	4	0	56	76	0	48	0	8	4	0	0	8	0
569393c8-e2fe-4580-a45b-81f1b1e01135	0	326	929	124	73	1098	37	341	145	0	73	94	339	32
569ff1b4-de87-4309-8484-80549aaf9485	318	33	0	0	115	0	43	0	3	15	5	0	1	0
56c846d6-c622-11e3-bf01-24c6515278c0	402	2	0	39	8	24	21	0	4	15	0	18	0	0
56cc8740-b132-4cbc-b513-f0b5b2305ca6	0	56	350	220	203	207	93	187	197	5	19	212	66	0
56d4ea48-c623-11e3-bf01-24c6515278c0	284	0	0	107	82	18	45	8	0	14	6	0	0	4
56ddcb96-e90b-4fce-aa4c-c677bbfee488	199	0	441	0	130	505	0	648	1001	0	165	136	0	18
56e57223-264e-489d-bc9a-a07789065c40	393	0	0	55	0	12	19	0	0	24	0	0	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	100	69	76	25	310	49	22	56	0	0	0	85	0	0
5702affd-eafe-42a4-8f56-c1f22f8f184d	448	0	0	0	0	0	9	0	4	0	0	0	1	0
5714b52d-7048-41b5-8141-bf42d960abe4	435	0	0	17	0	4	8	0	3	7	0	0	0	0
571ce258-b453-4cac-b05e-05755791be84	404	0	0	10	38	0	15	0	6	4	0	0	6	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	404	0	0	29	11	20	10	0	0	8	0	0	6	0
5769ae11-5f1b-483f-b228-7584591c66e6	227	11	26	92	146	0	68	2	32	17	0	0	9	22
576a1741-8c65-40da-9f0f-b2ca805d70f3	213	16	0	165	115	14	128	38	0	1	10	6	3	0
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	402	0	0	43	0	11	16	0	0	4	0	18	0	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	410	0	0	50	0	7	19	0	1	5	0	0	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	435	0	0	17	0	4	8	0	3	7	0	0	0	0
5808f774-c623-11e3-bf01-24c6515278c0	107	11	22	169	201	88	124	0	0	68	17	0	8	0
581be6cf-9778-49c3-9c77-1316eaa78929	447	0	0	0	0	1	8	0	5	7	0	0	0	0
589daa3f-0b76-4c9c-b494-048955e36052	417	0	0	24	1	3	0	10	48	0	0	0	0	51
589e0aea-9057-4b8c-8af1-74c74fe46a38	372	0	0	55	42	0	75	10	0	0	10	0	0	0
58c7e9c3-1345-48c0-a758-0887358b8696	449	0	0	0	0	0	11	0	4	0	0	0	0	0
58d3e932-b4a3-4cac-a6ac-73160e354a15	58	0	220	45	261	38	44	261	438	116	0	0	350	10
58e2453c-bb58-43a3-9642-705ec0e0bdbd	426	0	0	29	0	8	8	0	2	7	0	0	0	0
58f4ff52-c623-11e3-bf01-24c6515278c0	290	0	28	124	50	0	15	11	0	44	7	1	0	27
58faf969-bf37-4180-8807-2f44f2cc8eda	0	56	0	334	169	0	267	146	0	0	0	0	0	0
5912d4b3-2d5d-4b98-b967-1b4ff177097a	284	34	4	0	134	0	52	7	27	41	52	55	4	1
5935dd9d-d411-48f8-8512-aa73a63878b0	434	7	0	0	17	0	0	0	2	0	0	20	3	3
59632e7e-c622-11e3-bf01-24c6515278c0	43	38	114	137	255	164	19	64	0	11	24	201	0	35
5975deb5-00d2-4d18-b5c0-34ac9947fe11	254	0	5	88	122	16	34	0	3	37	0	15	2	7
597e4011-ea99-4356-b1d9-8cfe35db7c3b	272	20	3	112	90	0	104	0	0	16	0	0	0	0
59938f45-3e57-43d6-af3b-bb4968249e5a	227	0	2	175	88	0	98	31	0	60	0	0	0	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	437	0	0	0	0	4	5	0	3	7	0	0	0	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	208	0	7	209	53	0	64	29	3	166	0	2	15	5
59e2d6d1-debd-4796-ab0c-6a5673a990fc	420	11	0	0	31	0	0	0	3	0	0	22	3	2
5a51a6fc-c623-11e3-bf01-24c6515278c0	382	0	0	5	48	0	16	0	8	18	0	0	0	3
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	408	0	0	33	0	19	3	0	0	13	0	0	0	0
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	177	3	152	115	187	4	0	37	42	0	15	0	0	29
5a7f3c88-ef02-4e97-8009-5622245b6a09	329	26	48	0	99	18	0	7	3	0	0	76	0	6
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	316	8	9	7	129	0	18	0	0	21	0	0	6	1
5b178f44-c622-11e3-bf01-24c6515278c0	270	0	0	55	139	0	67	3	5	8	1	0	22	3
5b180356-cf58-4fad-a3d4-00fc12b43fcc	173	0	102	83	178	88	0	23	0	48	15	16	111	15
5b41e033-6df8-411e-a13b-59eeb8afbf9b	237	8	97	101	118	62	0	2	71	65	32	58	1	2
5b4b2312-acb5-4329-8d46-7f93213e3daf	415	0	0	41	0	13	23	0	2	5	0	0	0	0
5b560f4c-d2a3-43fa-b394-abef78bdefc1	59	46	18	191	224	67	140	39	49	13	0	0	21	28
5b7d5767-2037-4175-aec9-886776343181	183	138	421	37	125	232	29	34	274	0	22	0	225	59
5bb37ffc-c623-11e3-bf01-24c6515278c0	261	0	95	49	155	0	0	6	0	0	52	0	0	9
5bcf473f-417d-47a5-9745-ac7faf830b1f	266	62	56	13	139	52	0	11	0	16	23	23	41	0
5bdca282-c671-48ff-b32b-2380996016c0	428	0	0	9	0	12	5	0	2	8	0	0	0	0
5beafbbb-4613-4bab-977a-11c865e13a84	357	0	0	49	29	46	17	0	43	5	0	0	0	64
5bebc389-de0d-45b8-9d2f-6476988c358a	459	0	0	0	0	0	11	0	5	0	0	0	0	1
5c02d399-07af-4573-a568-bc1b256bc8f8	447	0	0	0	0	1	8	0	5	7	0	0	0	0
5c156f63-6537-4d93-a6c2-4155618cf638	432	0	0	18	0	0	12	0	5	4	0	0	0	3
5c3def3a-b515-41f6-8157-681b963534e7	170	0	280	0	102	120	95	416	3	118	318	0	672	0
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	270	10	0	123	71	44	66	19	0	27	0	0	3	0
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	406	3	0	10	36	16	12	0	0	8	0	0	7	0
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	191	27	0	179	101	61	171	23	0	34	0	0	9	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	245	22	0	77	135	0	82	0	1	5	0	0	7	8
5cbd429f-ffab-41ad-8016-422f1c922e99	351	13	16	0	87	0	0	6	0	0	0	76	0	0
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0	236	367	146	189	0	0	37	0	254	112	123	0	0
5cf21488-c622-11e3-bf01-24c6515278c0	338	0	9	62	65	15	13	0	0	2	0	25	0	6
5d58b984-e0b8-4237-a576-0e9d4079599e	149	0	117	192	97	0	0	61	0	57	18	102	0	0
5d6ad982-bb01-4233-b8fa-d129460eec79	242	32	0	104	75	31	84	4	0	3	9	0	54	2
5d922e48-aa70-454d-9417-c9af686feebc	131	21	22	204	140	122	134	31	8	0	0	0	25	23
5d9ff58c-5702-48fc-a66a-d1276327fd49	0	145	454	193	175	80	0	59	77	322	0	201	0	19
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	1058	834	0	0	573	123	506	0	0	391	240	0	86
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	238	0	0	184	64	87	106	25	21	15	0	10	0	5
5dce221a-c623-11e3-bf01-24c6515278c0	161	51	0	19	262	0	163	12	0	27	10	0	0	21
5deeaa45-4c1b-4ab2-a487-93c548838f68	435	0	0	0	0	7	2	0	3	8	0	0	0	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	427	0	0	23	6	2	6	0	5	14	0	1	0	0
5df489bc-6178-49e4-8a42-506f70300dff	167	2	211	94	212	0	22	55	0	13	101	0	0	0
5e9c69d2-c622-11e3-bf01-24c6515278c0	334	0	41	16	93	27	0	33	0	13	32	55	0	26
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	27	360	335	102	0	0	107	0	205	0	168	0	0
5ecc88f7-8391-4168-af11-07a6bf9b3652	452	0	0	1	0	13	0	0	2	5	0	4	0	0
5eddfb26-c623-11e3-bf01-24c6515278c0	19	10	43	285	182	58	105	62	58	104	57	63	0	20
5ee1dda9-2e84-4617-af09-2ae02873b44d	303	0	0	142	35	39	27	8	0	8	2	0	0	1
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	449	0	0	0	0	0	7	0	5	7	0	0	1	0
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	286	100	113	61	87	0	0	0	107	33	0	52	21	9
5f096d7b-a1ea-4cc2-af73-10108089ae84	345	0	0	38	66	33	11	0	0	12	0	0	13	0
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	394	3	0	7	59	0	16	0	5	0	0	8	5	0
5f18b334-6616-406f-8f33-0592b56c14e6	384	0	0	34	27	17	23	0	0	7	0	0	0	1
5f53bcda-2fd3-4574-9cc2-5efe353372b2	433	0	0	23	0	3	14	0	3	5	0	0	0	0
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	244	76	0	71	132	0	92	23	0	35	16	7	0	20
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	393	0	0	24	44	0	21	0	2	5	0	0	0	0
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	98	57	77	258	129	42	55	40	19	31	42	29	44	6
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	239	20	0	82	141	18	88	16	21	7	13	0	7	3
5fe83740-0688-46fe-97b4-4c7c8cfa206e	423	0	0	15	0	19	2	0	0	8	0	0	0	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	417	0	0	26	0	6	3	0	6	7	0	0	0	0
6012cb02-c623-11e3-bf01-24c6515278c0	253	33	31	68	123	0	77	6	12	11	23	20	0	5
603594e3-e427-494c-b9ee-e872d6629563	396	4	0	29	28	27	57	27	0	0	0	0	0	11
60413de1-6cd2-4f74-8180-3bdd394d6d16	124	0	559	56	183	228	66	248	239	12	12	0	345	5
6051f40a-99e5-4461-9255-0e70d757b4d5	137	150	71	64	220	215	64	43	0	0	10	45	0	10
60525b38-c34b-479b-86d3-013c7e567b8f	0	395	527	85	132	937	59	0	68	204	20	0	137	36
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	447	0	0	0	0	1	8	0	5	7	0	0	0	0
606d7f5e-ff98-4245-a9ac-281f5074f97a	400	0	0	10	52	0	32	0	1	0	13	0	0	0
60aff7a0-4960-4ed1-922b-3233ccbfdba1	253	98	69	9	148	12	137	41	87	24	24	0	26	8
60c33e32-7e19-4e71-b075-a63fcf27e660	285	116	48	0	124	183	92	4	3	0	0	50	0	0
60e78c80-41a5-456a-9a81-9007d18fd72c	0	92	37	66	338	209	25	0	0	224	38	123	9	4
60f81dba-c623-11e3-bf01-24c6515278c0	275	25	8	50	113	22	59	0	15	38	11	66	4	3
616ff577-c5c3-432e-a857-f29901de119c	435	0	0	16	0	8	18	0	2	20	3	0	0	0
6172ca02-c622-11e3-bf01-24c6515278c0	264	25	0	74	134	0	87	27	18	25	16	0	1	0
61973578-4c0d-4a3f-b9c4-f96ceab24629	156	39	0	299	12	23	223	111	0	180	20	0	0	0
61a48c69-4f7d-4dc6-aff7-88a6c33137df	372	20	0	55	22	0	35	0	5	33	0	0	0	1
61cad26a-cbc6-4977-83b9-dc61e49f2861	87	0	29	225	178	175	124	59	12	0	12	0	36	52
61d941f1-87df-43af-8a29-b6809c809275	296	5	0	64	91	26	131	15	3	30	20	0	23	3
6218f366-d5d2-4289-a95e-eeedfae7523a	118	4	41	161	125	18	179	53	80	270	47	0	0	157
622eaa04-b8f9-471b-98b0-7befd119f14c	48	247	67	88	190	130	11	162	0	183	116	222	0	65
6239e340-d50c-45b1-a7ca-e1135671ae0f	430	3	0	16	4	1	12	0	4	7	0	0	0	0
626c9788-d70c-449b-b9dc-5e3f6fc00991	336	7	5	50	70	13	36	10	13	36	16	0	7	9
627823ec-c623-11e3-bf01-24c6515278c0	0	17	561	324	167	0	0	67	0	140	0	46	9	17
6297aa77-37a0-4f46-987b-32bd8653c0c2	341	7	1	37	69	14	31	0	0	25	0	1	1	12
62ac7c91-da99-4144-b927-e90528dcd8d4	416	0	0	27	0	5	12	0	2	6	0	0	0	0
62ea1264-47b6-4a6b-9fa6-779837f8e905	418	0	0	16	0	26	57	8	7	21	0	20	0	0
62fceb56-8c6e-4d20-9d2f-5b7042854d23	424	0	0	14	0	9	11	0	0	9	0	0	0	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	275	103	0	46	115	32	131	0	0	19	0	14	0	4
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	447	0	0	0	0	1	8	0	5	7	0	0	0	0
632f3eb0-c623-11e3-bf01-24c6515278c0	332	0	0	86	51	7	20	18	4	13	1	26	0	0
637208b2-d8b6-45a3-a389-6f34db18fea4	405	0	0	12	22	20	2	0	0	2	0	2	12	3
63762458-902a-4329-a823-703b54cb5f9d	292	19	3	59	104	10	79	2	2	16	2	0	1	0
638e80c7-9a6e-4a32-a621-fc4168e72343	436	0	0	0	0	11	1	0	2	8	0	0	0	0
63a907ff-1042-4f9c-a385-55a32b3e103b	399	16	0	0	55	11	5	0	0	5	8	17	5	3
63adc09c-e1b1-40dd-9c35-2f8276b656fc	268	51	21	44	114	34	77	0	0	43	16	32	18	0
63bc376e-5a3d-44fd-8d77-686dfc41e458	393	0	0	0	42	19	8	0	5	7	0	0	0	0
63d0c49d-918d-41fb-808a-1f8001981917	451	0	0	0	0	10	0	0	4	5	0	0	3	0
63db50d6-5ef2-44d0-9906-26eae74ecf44	78	0	413	0	221	123	0	871	1538	110	401	4	0	72
63ea274b-d42b-4787-9c54-8ee95ea376ec	435	0	0	0	0	7	2	0	3	8	0	0	0	0
63f5bb12-1b20-49d4-9e98-570e368f947d	446	5	0	1	0	17	7	0	1	7	0	0	0	0
63faa59e-6649-412e-823a-338d0662ec72	390	0	0	62	11	4	43	0	1	2	0	0	0	3
63fef3fe-c622-11e3-bf01-24c6515278c0	251	0	0	121	112	12	105	26	0	1	0	2	8	1
6400c324-2c94-477d-acb9-669d4ea46f1e	446	0	4	0	0	0	0	0	1	0	0	30	0	1
642e1379-1061-40bc-9a4c-f7c191e84d9d	38	138	276	216	183	231	11	222	27	71	0	60	31	13
64446aec-c125-4c81-b9cc-62482cb1aaed	408	22	0	17	20	0	45	3	1	10	0	0	0	7
644c669b-937b-4adc-81b9-6a1811cba9da	341	12	2	38	84	0	63	1	2	10	3	23	2	2
64623aaa-a274-4baa-8b71-958d9c8df733	58	574	394	47	43	652	136	152	132	163	112	207	61	19
6495e68e-1434-45d3-a03d-f286447dda79	24	67	194	219	210	199	52	67	0	20	72	0	40	45
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	2	173	233	289	155	222	82	219	162	0	34	48	39	29
