MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O
BoChr[7]	6.886395774762022e-05	0.0019974620268046906	0.006737716005949465	0.004677215248857891	0.013500716994603862	0.0023280100486297826	0.0010179207299370319	0.00043856150727151545	0.006023505483084648	0.002375234594646649	0.035374902564811066	0.03598394251292028	0.0013035817630589008	0.03247999264493956	0.017090301963012422
BoChr[8]	2.9805333084953476e-06	5.307300412655924e-05	0.004411574722573735	0.0007835075407049175	0.0011793336666736062	0.00046861602474420396	0.000382971959028513	0.00041905112845628726	0.0024364762403139744	0.0016309600565904425	0.0011675778067681542	0.0001823449428019952	0.00011481455736152669	2.5804225105829916e-06	0.3790797464703792
BoChr[9]	1.1674296682784302e-06	0.0007765441418505281	0.0017857645385629438	0.00494435426966902	0.007727335770032369	0.006341687803287641	0.005331707512297328	0.00041049134480999785	0.007311231720975115	0.007664186638727415	0.02485777901718393	0.00583088864441379	0.023291096447895256	0.0037029868090388616	0.00043374046374083263
BoChr[10]	1.2172640702245996e-05	0.0023786568542709576	0.013106003070570296	0.0021649548881032387	0.007787214433956251	0.0008109723800225765	0.006743881385080641	2.1225330826268874e-10	0.006588716552098178	0.00611927558806201	0.005422932163346559	0.0014293376775458455	0.003390093929192517	0.006973673246975522	0.02123551768629113
BoChr[11]	2.8286341083960666e-06	0.001289587277940729	0.003907573637866122	0.0036197141729754144	0.002184612498875091	0.0005552961657983247	0.000658512803016873	0.005126780498611304	0.005035309953693521	0.003661837547670963	0.0007850391912120402	0.004014634696371271	0.05060157011899099	0.18453932989130492	0.015759441313507167
BoChr[12]	8.311483835399259e-08	0.0009566538460785523	0.0063369393476152445	0.007034927357670355	0.00046047405445662546	0.0020460987479241056	0.001599355050259419	0.03863087477351063	0.008743399633653897	0.00012154871713470073	0.032406333723729405	0.06225728432333923	0.0071855525495167424	0.009662191221723333	0.006799073461443186
BoChr[13]	4.129527201455207e-06	0.001104360893732519	0.0020461465389143996	0.003514019303074747	0.0043759331061503206	0.0039715041411301395	0.006766538126257728	1.2655564871408842e-05	0.0019327038509991076	0.006560678507084959	0.006720694550385815	0.00104320875424321	0.007471191902320523	0.00794259157300985	0.0008148992284259293
BoChr[14]	0.00023372996651239931	0.0017088092095218599	0.006084499844582751	0.005280119330855086	0.005727477202958049	0.004022547001950443	0.001111298169676047	0.0019492613403417635	0.0033815476013114728	0.0051271126591018405	0.003971749608172104	0.0005521933958516456	0.007074198368209181	0.002775868147145957	0.00027461563004180787
BoChr[15]	3.592290731990744e-08	0.0005538833831241209	0.00456261563609587	0.0039050137655431173	0.0053900086453359105	0.0025683237936755176	0.0010297568121472977	0.000806556608295069	0.0014879221252340397	0.00939313539435716	0.004851126778812613	0.0010079664129830235	0.007461841350590816	0.004262082279456081	0.00011042430320685525
BoChr[16]	5.698207090087948e-07	0.004701452652225271	0.004820236199302599	0.005583994048647583	0.004779768533771858	0.004820712833316065	7.02718665206703e-05	0.0009057912399138246	0.0063044128264300526	0.004467369149642141	0.0023101068535470405	0.0006039430262171664	0.010108485185774042	0.005761098021757789	0.0005705932655837387
BoChr[17]	6.391771021752035e-06	0.0002033189010624165	0.00026340005486638065	0.0026067071246266417	7.54184981860817e-05	0.0016361862284415452	3.9097489798396444e-05	0.0021711717173733725	0.00011285725957225878	0.005168098323364512	0.00011259002981893552	2.496156800987137e-05	0.1979077545081418	7.25630359141259e-05	0.025936313126955355
BoChr[18]	5.089504249697341e-08	4.045803168850171e-05	0.0018549839987977654	0.002551750331114633	0.00878032200469567	0.0047423231181994655	0.0031795395985393304	0.0007739349661824236	0.001121153291010195	0.003369890041690269	0.024695838436372526	0.0031891091552340243	0.01253019193635339	0.004117700349083862	0.00021212815190665423
BoChr[19]	6.526087850122764e-08	0.0006286675555452703	0.0003705703834492624	0.0035544171690209225	0.013575931384016542	0.0024732020453974712	0.00022455137039462336	0.001673133174229946	6.754271695001535e-05	0.001869643880033811	0.01908018910869296	0.0038817645367297616	0.04198363565305787	0.017989823247442926	0.0002151673113773605
BoChr[20]	2.3063527447853006e-08	0.0014214517630109925	0.004013577750580453	0.004706166502400393	0.007708836036838989	0.0017978611034129698	0.00010353067162950035	0.003272262566482098	0.00036902161184457325	0.001472399775498161	0.006987816111369698	0.00028435480041403947	0.03256786859084786	0.016495670680985768	0.0011383664584718645
BoChr[21]	6.608331412756741e-05	0.00010614067316055297	0.0014378436320112134	0.00033217712236364603	0.004378951766611862	0.0035644166672136636	0.004049199571309146	0.001828616079800735	0.00024192331246013056	0.0035784319331287405	0.0028045995891443454	0.0042181638706824745	0.0030010485893581062	0.0034448787046130764	0.0013339367384833168
BoChr[22]	0.00016888442512003721	0.0004700707738214449	0.0005785050461417996	0.0022540953309498945	0.004009599452310795	0.0029173021711199187	0.0015439556082911473	0.00018919247690064368	0.0012398238357127411	0.0017328726148116403	0.007921707585337572	0.0011613159393917558	0.01985713536501862	0.0015064067520142999	0.0001912025228375569
BoChr[23]	0.0011743157042656094	0.0002440403639775468	0.006309573856415227	0.0017694043001574755	0.002710415147303138	0.00015559826649223397	0.008072435114263499	0.003908814405294833	0.0005228364249342121	0.019544959915801883	0.002992032328620553	0.009674197809727048	0.001809833338484168	0.006495654676109552	0.0028747800714336337
