Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
0009b464-b376-4fbc-8a56-da538269a02f	2673	0.966	867.69	32.461%	156.856	26.199%	0.09543	0.956
003819bc-c415-4e76-887c-931d60ed39e7	467	0.999	51.311	10.987%	12.437	3.899%	0.04278	0.999
0040b1b6-b07a-4b6e-90ef-133523eaf412	659	0.996	159.248	24.165%	29.791	9.912%	0.0939	0.995
00493087-9d9d-40ca-86d5-936f1b951c93	493	0.999	58.316	11.829%	11.178	3.546%	0.066	0.999
00508f2b-36bf-44fc-b66b-97e1f3e40bfa	858	0.986	257.337	29.993%	55.238	16.955%	0.18584	0.985
005794f1-5a87-45b5-9811-83ddf6924568	486	0.999	71.994	14.814%	15.726	4.904%	0.09488	0.999
005e85a3-3571-462d-8dc9-2babfc7ace21	522	0.999	72.975	13.98%	13.496	4.326%	0.08004	0.999
007aab66-2f07-459d-8952-3041d6ea24a8	461	0.999	51.582	11.189%	12.817	4.004%	0.04991	0.999
008aef39-0c97-48ce-9dfd-f12d67116c59	825	0.988	257.923	31.263%	52.393	15.72%	0.16443	0.987
008bad10-d41b-4bbb-86fa-9976ecea46b1	723	0.997	128.697	17.8%	26.103	8.541%	0.09072	0.996
00aa769d-622c-433e-8a8a-63fb5c41ea42	471	1.0	43.552	9.247%	9.264	2.916%	0.04398	1.0
00b9d0e6-69dc-4345-bffd-ce32880c8eef	486	0.999	53.931	11.097%	12.543	3.869%	0.04258	0.999
00bf0350-8c7c-4b9e-8143-13ea2dc1122f	527	0.999	71.839	13.632%	13.514	4.208%	0.08509	0.999
00c27940-c623-11e3-bf01-24c6515278c0	611	0.998	108.463	17.752%	20.476	6.541%	0.11282	0.998
00db1b95-8ca3-4cc4-bb46-6b8c8019a7c7	765	0.976	325.225	42.513%	68.243	22.379%	0.2487	0.974
00db4dc2-3ec7-4ff9-9233-d69c8c8a607f	1982	0.984	524.221	26.449%	86.386	18.463%	0.09471	0.98
01658141-8398-4585-9f0f-8355dd9b0604	2422	0.98	571.156	23.582%	102.1	19.776%	0.09801	0.973
0168a2a6-c3af-4d58-a51c-d33f0fc7876d	517	1.0	57.782	11.176%	10.743	3.355%	0.05826	0.999
0176cf1d-0760-4769-a493-277f4bb7585e	975	0.99	232.758	23.873%	44.61	13.81%	0.13627	0.989
0192d529-7340-45d8-a5f0-249cbb11ca19	736	0.995	159.66	21.693%	33.713	10.768%	0.10479	0.994
01b0848c-ae36-4ade-a3da-d297b003c99f	2012	0.977	540.888	26.883%	95.132	21.637%	0.10371	0.969
01c8e465-2b4e-4519-bdef-c3ac06b43eeb	521	0.999	61.504	11.805%	11.433	3.58%	0.06741	0.999
01dc6872-c623-11e3-bf01-24c6515278c0	672	0.995	155.687	23.168%	31.222	10.061%	0.13701	0.995
01df36af-3617-40fc-9892-f54ce433cf71	1700	0.974	540.886	31.817%	95.096	23.341%	0.11034	0.967
02078f77-2b35-4fa3-ab02-2c017181295e	461	0.999	51.945	11.268%	13.48	4.21%	0.04871	0.999
020fab36-c7de-4933-b2bf-dc7b019a1326	1718	0.971	498.328	29.006%	95.886	24.12%	0.11539	0.962
0250e6f7-2538-4d1f-a8ff-ca34a7057dde	1392	0.942	522.311	37.522%	117.818	33.639%	0.18477	0.928
02706819-bcab-4c49-a569-a4a8c60db1c0	474	0.999	52.846	11.149%	13.983	4.284%	0.04212	0.999
