NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
38	195.868	17.442	39.493	10.32	0.067	0.992	90000.0
39	191.954	17.08	38.73	10.124	0.068	0.992	70000.0
40	190.636	16.847	38.442	10.029	0.068	0.992	140000.0
41	197.224	17.512	39.292	10.268	0.069	0.992	60000.0
42	189.762	16.902	38.442	10.041	0.068	0.992	100000.0
43	190.959	16.96	38.69	10.117	0.068	0.992	110000.0
44	200.685	17.971	40.691	10.644	0.068	0.991	100000.0
45	192.211	17.039	38.746	10.096	0.068	0.992	120000.0
46	196.077	17.342	39.04	10.159	0.069	0.992	120000.0
47	193.604	17.354	39.062	10.231	0.067	0.992	60000.0
48	185.834	16.31	37.208	9.661	0.069	0.993	70000.0
49	199.398	17.789	39.986	10.475	0.068	0.992	80000.0
50	199.354	17.766	39.589	10.349	0.069	0.992	80000.0
51	200.654	17.801	40.068	10.42	0.068	0.992	110000.0
52	198.214	17.752	40.028	10.474	0.068	0.992	100000.0
53	197.686	17.658	39.844	10.431	0.068	0.992	140000.0
54	190.635	16.874	38.55	10.038	0.067	0.992	120000.0
55	195.842	17.519	39.172	10.25	0.067	0.992	90000.0
56	196.232	17.418	39.383	10.26	0.067	0.992	70000.0
57	197.974	17.663	39.786	10.421	0.068	0.992	130000.0
58	197.324	17.547	40.104	10.445	0.067	0.992	60000.0
59	201.012	17.903	40.722	10.615	0.068	0.991	100000.0
60	197.642	17.492	39.413	10.275	0.069	0.992	110000.0
61	193.436	17.093	38.823	10.115	0.067	0.992	90000.0
62	195.593	17.256	39.39	10.231	0.069	0.992	80000.0
63	195.32	17.422	39.269	10.242	0.067	0.992	100000.0
64	200.699	17.869	40.515	10.554	0.067	0.991	90000.0
65	197.285	17.724	40.213	10.567	0.068	0.992	90000.0
66	192.784	17.156	38.814	10.155	0.068	0.992	90000.0
67	195.348	17.097	39.032	10.119	0.068	0.992	110000.0
68	194.596	17.185	38.998	10.159	0.068	0.992	50000.0
69	193.719	17.487	39.348	10.345	0.067	0.992	90000.0
70	198.459	17.745	40.155	10.507	0.068	0.992	50000.0
71	195.977	17.333	39.673	10.334	0.068	0.992	140000.0
72	190.646	16.999	38.55	10.093	0.068	0.992	60000.0
73	199.136	17.87	40.387	10.553	0.068	0.992	90000.0
74	198.911	17.736	39.889	10.403	0.068	0.992	90000.0
75	197.69	17.635	39.742	10.348	0.068	0.992	90000.0
76	195.837	17.407	38.891	10.169	0.068	0.992	80000.0
77	192.613	17.068	38.855	10.116	0.068	0.992	100000.0
78	196.657	17.513	39.42	10.29	0.067	0.992	90000.0
79	196.432	17.555	39.619	10.362	0.067	0.992	70000.0
80	196.898	17.649	40.084	10.494	0.068	0.992	70000.0
81	203.211	17.929	40.202	10.457	0.068	0.991	70000.0
82	199.999	17.861	40.398	10.569	0.068	0.991	100000.0
83	196.794	17.535	39.479	10.333	0.067	0.992	90000.0
84	202.424	18.038	40.712	10.641	0.068	0.991	70000.0
85	192.466	16.968	38.558	10.036	0.068	0.992	80000.0
86	198.058	17.477	39.675	10.323	0.068	0.992	80000.0
87	194.148	17.097	39.147	10.162	0.068	0.992	90000.0
88	197.597	17.478	39.7	10.298	0.068	0.992	80000.0
89	201.555	18.012	40.202	10.527	0.069	0.992	110000.0
90	188.902	16.733	37.992	9.924	0.068	0.992	100000.0
91	190.539	16.894	38.347	10.004	0.068	0.992	110000.0
92	196.077	17.285	39.95	10.332	0.068	0.992	60000.0
93	193.119	17.107	38.833	10.115	0.068	0.992	70000.0
94	188.569	16.738	38.13	9.965	0.068	0.992	60000.0
95	192.882	17.013	38.935	10.128	0.068	0.992	90000.0
96	192.001	17.064	38.51	10.046	0.068	0.992	50000.0
97	201.925	17.869	40.526	10.511	0.068	0.991	80000.0
98	185.369	16.294	37.359	9.729	0.069	0.992	140000.0
99	192.853	17.12	39.016	10.196	0.068	0.992	110000.0
100	201.843	18.018	40.822	10.683	0.068	0.991	80000.0
