NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	248.263	21.702	49.155	12.706	0.097	0.987	60000.0
2	247.229	21.552	48.917	12.637	0.097	0.987	70000.0
3	250.547	21.83	49.556	12.785	0.098	0.987	70000.0
4	247.238	21.594	48.951	12.65	0.097	0.987	60000.0
5	247.355	21.592	49.015	12.662	0.097	0.987	50000.0
6	247.237	21.515	48.879	12.606	0.096	0.987	60000.0
7	247.585	21.593	48.995	12.648	0.097	0.987	40000.0
8	247.708	21.576	49.048	12.655	0.097	0.987	50000.0
9	247.35	21.525	48.897	12.61	0.097	0.987	50000.0
10	247.598	21.548	49.015	12.653	0.096	0.987	50000.0
11	247.967	21.606	49.244	12.703	0.097	0.987	40000.0
12	247.8	21.604	49.013	12.654	0.097	0.987	40000.0
13	247.639	21.57	48.978	12.634	0.097	0.987	80000.0
14	247.529	21.609	49.024	12.664	0.097	0.987	50000.0
15	247.415	21.56	48.864	12.615	0.097	0.987	80000.0
16	247.912	21.594	49.021	12.658	0.097	0.987	30000.0
17	247.779	21.632	49.014	12.68	0.097	0.987	90000.0
18	247.196	21.557	48.908	12.636	0.097	0.987	60000.0
19	247.242	21.561	48.869	12.617	0.097	0.987	50000.0
20	247.312	21.559	48.89	12.62	0.097	0.987	40000.0
21	247.931	21.617	49.084	12.679	0.097	0.987	120000.0
22	250.032	21.701	49.67	12.749	0.097	0.987	50000.0
23	247.642	21.606	49.056	12.655	0.097	0.987	40000.0
24	247.498	21.589	48.94	12.646	0.097	0.987	50000.0
25	250.201	21.732	49.705	12.785	0.097	0.987	50000.0
26	247.922	21.64	49.163	12.71	0.097	0.987	50000.0
27	247.368	21.542	48.871	12.61	0.096	0.987	50000.0
28	249.627	21.69	49.545	12.729	0.097	0.987	70000.0
29	249.941	21.725	49.682	12.776	0.097	0.987	40000.0
30	248.344	21.666	49.075	12.677	0.097	0.987	60000.0
31	248.078	21.63	48.998	12.638	0.097	0.987	70000.0
32	246.546	21.482	48.722	12.586	0.097	0.987	60000.0
33	254.495	22.076	50.799	13.074	0.097	0.986	50000.0
34	248.937	21.766	49.364	12.762	0.098	0.987	60000.0
35	247.704	21.611	48.926	12.66	0.097	0.987	50000.0
36	247.432	21.556	49.015	12.653	0.096	0.987	60000.0
37	249.964	21.761	49.679	12.772	0.097	0.987	100000.0
38	247.004	21.547	48.991	12.651	0.097	0.987	60000.0
39	250.025	21.701	49.454	12.73	0.097	0.987	70000.0
40	247.998	21.622	49.178	12.706	0.097	0.987	50000.0
41	248.19	21.652	49.098	12.696	0.097	0.987	90000.0
42	247.57	21.574	48.981	12.639	0.097	0.987	50000.0
43	248.52	21.657	49.278	12.726	0.097	0.987	90000.0
44	254.435	22.053	50.691	13.038	0.098	0.986	50000.0
45	247.616	21.583	49.139	12.678	0.097	0.987	50000.0
46	247.812	21.618	49.04	12.682	0.097	0.987	40000.0
47	247.654	21.579	48.944	12.63	0.097	0.987	80000.0
48	247.339	21.518	48.799	12.599	0.096	0.987	50000.0
49	248.467	21.644	49.21	12.719	0.097	0.987	50000.0
50	248.319	21.662	49.181	12.721	0.097	0.987	70000.0
51	250.198	21.801	49.804	12.82	0.097	0.987	50000.0
52	248.179	21.648	49.163	12.687	0.097	0.987	50000.0
53	249.858	21.708	49.704	12.793	0.097	0.987	50000.0
54	247.978	21.6	49.092	12.676	0.097	0.987	80000.0
55	247.37	21.572	48.9	12.623	0.097	0.987	60000.0
56	247.498	21.619	48.92	12.645	0.097	0.987	90000.0
57	246.195	21.471	48.79	12.598	0.096	0.987	80000.0
58	248.07	21.615	49.087	12.667	0.097	0.987	80000.0
59	247.932	21.575	49.115	12.671	0.097	0.987	50000.0
60	250.595	21.78	49.808	12.81	0.097	0.987	40000.0
61	248.326	21.646	49.159	12.71	0.097	0.987	70000.0
62	250.588	21.796	49.776	12.816	0.097	0.987	50000.0
63	247.071	21.525	48.889	12.617	0.096	0.987	60000.0
64	246.65	21.497	48.798	12.594	0.097	0.987	60000.0
65	248.218	21.646	49.166	12.705	0.097	0.987	60000.0
66	247.511	21.621	49.02	12.668	0.097	0.987	50000.0
67	248.051	21.597	49.128	12.669	0.097	0.987	90000.0
68	247.765	21.569	49.041	12.659	0.097	0.987	50000.0
69	247.835	21.61	49.007	12.64	0.097	0.987	70000.0
70	248.062	21.607	49.109	12.683	0.097	0.987	60000.0
71	247.881	21.623	49.115	12.684	0.097	0.987	90000.0
72	247.966	21.607	49.029	12.653	0.097	0.987	40000.0
73	247.795	21.621	49.043	12.668	0.097	0.987	60000.0
74	247.133	21.592	48.932	12.637	0.097	0.987	50000.0
75	253.907	22.018	50.786	13.051	0.097	0.986	40000.0
76	247.246	21.552	48.847	12.63	0.097	0.987	60000.0
77	254.968	22.08	50.636	13.005	0.098	0.986	100000.0
78	247.608	21.56	48.982	12.637	0.097	0.987	60000.0
79	247.802	21.57	49.115	12.673	0.096	0.987	70000.0
80	247.578	21.597	49.015	12.66	0.096	0.987	50000.0
81	247.792	21.664	49.088	12.695	0.097	0.987	70000.0
82	247.418	21.593	48.951	12.668	0.097	0.987	70000.0
83	247.679	21.573	48.985	12.637	0.097	0.987	50000.0
84	247.37	21.584	48.928	12.657	0.096	0.987	90000.0
85	247.674	21.62	48.983	12.675	0.097	0.987	90000.0
86	250.022	21.831	49.542	12.824	0.098	0.987	70000.0
87	247.308	21.553	48.947	12.63	0.097	0.987	80000.0
88	247.717	21.553	48.996	12.616	0.097	0.987	70000.0
89	248.144	21.654	48.992	12.659	0.097	0.987	60000.0
90	247.649	21.595	48.944	12.643	0.097	0.987	40000.0
91	248.173	21.629	49.119	12.672	0.097	0.987	40000.0
92	248.318	21.619	49.15	12.673	0.097	0.987	50000.0
93	248.285	21.677	49.126	12.696	0.097	0.987	50000.0
94	248.099	21.623	49.059	12.663	0.097	0.987	80000.0
95	248.401	21.65	49.169	12.689	0.097	0.987	50000.0
96	246.607	21.516	48.875	12.627	0.097	0.987	60000.0
97	247.453	21.565	48.991	12.659	0.097	0.987	50000.0
98	250.185	21.749	49.65	12.764	0.097	0.987	60000.0
99	248.086	21.618	49.091	12.677	0.097	0.987	50000.0
100	248.745	21.685	49.207	12.706	0.097	0.987	50000.0
