NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	151.651	13.703	32.08	8.451	0.048	0.995	120000.0
2	147.432	13.219	31.041	8.15	0.049	0.995	120000.0
3	146.689	13.276	30.905	8.194	0.048	0.995	70000.0
4	150.176	13.28	31.198	8.123	0.049	0.995	150000.0
5	143.55	12.954	30.468	8.047	0.048	0.995	150000.0
6	144.682	13.084	30.694	8.111	0.047	0.995	190000.0
7	139.971	12.761	29.354	7.805	0.047	0.996	90000.0
8	151.213	13.86	31.341	8.315	0.048	0.995	110000.0
9	158.401	14.213	33.238	8.698	0.049	0.994	100000.0
10	137.036	12.507	29.023	7.724	0.047	0.996	100000.0
11	149.411	13.612	31.372	8.313	0.048	0.995	100000.0
12	152.133	14.043	32.385	8.609	0.048	0.995	100000.0
13	141.0	12.738	30.202	7.98	0.047	0.995	120000.0
14	154.283	13.831	32.261	8.432	0.049	0.995	140000.0
15	148.775	13.374	31.091	8.179	0.048	0.995	90000.0
16	145.008	12.993	30.295	8.009	0.049	0.995	110000.0
17	142.574	12.952	30.417	8.069	0.048	0.995	100000.0
18	150.291	13.469	31.201	8.217	0.049	0.995	120000.0
19	152.3	13.904	31.921	8.419	0.048	0.995	120000.0
20	140.916	12.706	29.993	7.915	0.047	0.995	90000.0
21	148.192	13.428	30.945	8.153	0.048	0.995	80000.0
22	144.762	13.089	30.493	8.07	0.049	0.995	80000.0
23	151.169	13.569	31.468	8.247	0.048	0.995	100000.0
24	142.177	12.896	29.807	7.909	0.048	0.995	100000.0
25	148.473	13.371	31.259	8.256	0.048	0.995	160000.0
26	142.053	12.796	29.973	7.92	0.048	0.995	90000.0
27	140.947	12.715	29.969	7.913	0.047	0.995	100000.0
28	146.481	13.288	31.359	8.275	0.048	0.995	110000.0
29	145.379	12.928	30.459	8.002	0.048	0.995	90000.0
30	142.079	12.876	30.081	7.947	0.048	0.995	130000.0
31	147.626	13.336	31.134	8.222	0.049	0.995	170000.0
32	148.466	13.276	31.305	8.222	0.048	0.995	90000.0
33	141.333	12.822	29.748	7.89	0.048	0.995	140000.0
34	147.559	13.227	30.806	8.05	0.048	0.995	90000.0
35	154.505	14.176	32.771	8.704	0.047	0.995	110000.0
36	152.27	13.803	32.125	8.442	0.047	0.995	190000.0
37	146.588	13.319	31.337	8.269	0.048	0.995	110000.0
38	147.404	13.15	30.758	8.055	0.049	0.995	100000.0
39	149.558	13.642	31.318	8.324	0.048	0.995	60000.0
40	147.269	13.408	31.335	8.288	0.047	0.995	190000.0
41	148.592	13.289	31.949	8.415	0.048	0.995	100000.0
42	151.864	13.638	31.212	8.203	0.049	0.995	120000.0
43	146.61	13.321	31.164	8.221	0.047	0.995	90000.0
44	149.798	13.618	31.92	8.415	0.049	0.995	120000.0
45	145.933	13.379	31.033	8.222	0.048	0.995	100000.0
46	146.264	13.101	30.515	8.044	0.049	0.995	160000.0
47	145.198	13.094	30.823	8.138	0.048	0.995	70000.0
48	143.724	12.797	30.531	8.01	0.049	0.995	90000.0
49	142.196	13.084	30.016	8.003	0.048	0.995	80000.0
50	146.292	13.168	31.135	8.208	0.048	0.995	100000.0
51	144.618	12.965	30.22	7.963	0.049	0.995	90000.0
52	144.999	12.918	29.828	7.847	0.05	0.995	100000.0
53	146.429	13.209	30.298	7.989	0.048	0.995	170000.0
54	151.425	13.497	31.352	8.221	0.049	0.995	160000.0
55	142.397	12.968	29.97	7.904	0.048	0.995	90000.0
56	146.662	13.201	30.695	8.081	0.048	0.995	110000.0
57	155.881	14.401	32.696	8.69	0.048	0.995	160000.0
58	154.376	14.031	32.47	8.536	0.049	0.995	100000.0
59	150.724	13.77	32.008	8.426	0.047	0.995	80000.0
60	141.877	12.952	30.043	7.988	0.048	0.995	80000.0
61	152.3	13.796	32.333	8.534	0.048	0.995	150000.0
62	146.273	13.253	31.28	8.231	0.047	0.995	110000.0
63	140.734	12.666	29.374	7.753	0.049	0.995	100000.0
64	148.363	13.343	30.563	8.053	0.05	0.995	130000.0
65	139.823	12.752	29.119	7.744	0.048	0.996	90000.0
66	147.804	13.418	31.272	8.276	0.048	0.995	110000.0
67	152.458	13.649	31.813	8.374	0.049	0.995	90000.0
68	147.251	13.284	31.025	8.162	0.048	0.995	130000.0
69	149.033	13.568	31.066	8.22	0.047	0.995	100000.0
70	145.817	13.374	31.093	8.279	0.047	0.995	110000.0
71	141.823	12.808	30.119	7.93	0.047	0.995	140000.0
72	146.782	13.142	30.723	8.047	0.049	0.995	80000.0
73	140.364	12.73	29.314	7.793	0.047	0.996	140000.0
74	149.675	13.459	31.102	8.202	0.049	0.995	80000.0
75	144.749	13.056	30.673	8.075	0.048	0.995	90000.0
76	149.982	13.673	31.283	8.291	0.048	0.995	110000.0
77	145.873	13.062	30.953	8.131	0.049	0.995	280000.0
78	143.434	13.198	30.32	8.113	0.047	0.995	70000.0
79	149.453	13.289	30.478	7.981	0.049	0.995	120000.0
80	143.934	13.117	30.425	8.087	0.048	0.995	120000.0
81	156.466	14.49	33.245	8.848	0.048	0.995	60000.0
82	145.679	13.096	30.831	8.138	0.047	0.995	80000.0
83	149.793	13.569	31.839	8.372	0.048	0.995	80000.0
84	148.083	13.458	30.704	8.16	0.048	0.995	90000.0
85	147.279	13.227	31.046	8.174	0.048	0.995	100000.0
86	149.988	13.588	31.318	8.283	0.048	0.995	120000.0
87	151.07	13.516	31.472	8.256	0.049	0.995	90000.0
88	145.706	13.006	31.164	8.181	0.047	0.995	60000.0
89	147.486	13.334	31.132	8.222	0.048	0.995	80000.0
90	151.519	13.524	31.656	8.321	0.048	0.995	80000.0
91	150.927	13.592	31.502	8.282	0.048	0.995	90000.0
92	153.843	13.721	32.276	8.421	0.048	0.995	160000.0
93	144.702	13.104	30.286	8.016	0.049	0.995	180000.0
94	143.789	13.141	30.368	8.093	0.047	0.995	70000.0
95	146.428	13.371	30.831	8.191	0.048	0.995	80000.0
96	149.648	13.372	31.296	8.201	0.049	0.995	100000.0
97	151.63	13.661	32.555	8.543	0.048	0.995	160000.0
98	143.523	13.093	29.954	7.973	0.047	0.995	100000.0
99	149.674	13.324	30.769	8.108	0.05	0.995	130000.0
100	145.304	13.338	30.645	8.149	0.047	0.995	70000.0
