MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V
CNCP[1]	0.0	0.08329126866534352	0.238315220028162	0.35918971583247183	0.028112428261974857	0.013840717244893313	6.291583180427551e-05	0.0005612143129110337	0.1838828677568745	0.0005443039163947105	0.00945240270346403	0.022078702226281166	0.2913066641613841	0.02034369610776581	0.020844029200015938	0.012900703426342528	0.006921902301255614	0.011160424479681274	0.0006196165923029184	0.009287855886075534	0.03929205160588026	0.007110316418111324
CNCP[2]	1.2623018240953688e-08	6.43804443711815e-08	0.0007758109289827075	6.729115492021264e-07	1.6247048864725545e-08	0.11147654010559485	0.0006962510952716161	0.35050409808754923	3.0724063293519067e-10	0.02768770523191051	0.07336037581173765	0.002315852972577453	0.020862086031095687	0.001860074427230316	0.008271351573875166	0.015772226431114547	0.0023758370676705454	0.0042980573957822794	0.002059387768789236	0.019352353429358395	0.04900758684366181	0.006336106988397887
CNCP[3]	1.8466410853790195e-08	1.3790634625365783e-08	0.0015197095317486741	7.181783584542245e-06	6.524422708764632e-09	0.03792359402403236	0.023598967073721725	0.0026473706358325797	1.5187053904774928e-06	0.10773969039320946	0.00012318938997484707	0.00035439217779376553	0.007422009590982981	0.00035007818539781963	0.0008720298692549022	0.003557439001781404	0.00010284146414875754	0.0013910203691943112	7.490052598285501e-05	0.0006676400113059344	0.006785191949932141	0.00022822299373693512
CNCP[4]	1.2314553082148905e-07	8.237566646585037e-09	0.0	3.882447430214597e-10	9.787892306392654e-08	0.01616641260625329	0.03233752647414803	0.00032825073267343184	3.786573543607119e-09	0.05184445038437843	4.144546437601093e-08	1.2367175057654693e-05	0.0018970428992548705	2.4768620524906897e-05	0.00017689034342765808	0.000721077176772269	3.1124980378081094e-05	0.0003520300830081169	1.7574639563378014e-06	5.1642566474669186e-05	0.0005611037793848173	2.8715128142806633e-05
CNCP[>4 & <=8]	1.2051724576522815e-07	1.082560670218058e-08	8.593158185021821e-09	0.0	4.646110071782061e-08	0.001117813181968419	0.09615450717508793	1.0724504515557953e-08	1.504950830621965e-10	0.05469755850033835	0.0	3.872730367504573e-09	0.0017906724752460334	3.968587318325945e-08	5.22944112475443e-07	7.601282019436439e-05	1.7194252635022168e-08	4.013444498442098e-05	4.335066861038683e-08	7.172604938432414e-08	9.752803661049913e-05	7.341015926698447e-08
CNCP[>8]	2.4990269650970734e-07	1.764530411207943e-07	4.228498440284056e-10	8.407790785948902e-47	1.407544685694262e-07	0.0	0.09405761286616325	1.0123968356978707e-08	1.9587888044902968e-07	9.174985018400861e-08	3.4318505548469604e-09	1.3163940477879694e-07	1.199986208710868e-06	1.0959049543401988e-08	2.3097737056332334e-10	1.234414845896481e-09	4.88743047810658e-09	2.0311875559286817e-09	0.0	3.374071452011407e-08	3.1514812134580496e-05	6.375280321435639e-09
OsCN[0]	0.03798214340880782	0.0024507696460932494	0.029501388706232864	0.012098568520663093	0.0010528806370953703	0.096686097821269	0.1761181814968586	0.009597430776725561	0.0014833431120496244	0.014116566852899269	0.0029390584565135284	0.041678699692728444	0.0018051348177999138	0.0590448026025955	0.012614222371503813	0.06150139351055259	0.02771272734298626	0.021860501127920474	0.02502030795739258	0.15892372554168108	0.01910241216617578	0.04544293458856651
OsCN[1]	4.1670026919291556e-05	0.04232332436833531	0.02708293885458408	0.012791388134937734	0.012629875589976835	0.035558389131911096	0.02088790080975741	0.04469259757548571	4.203895392974451e-47	0.10504984721541405	0.023548931611003666	0.011996185069436081	0.03983491927734576	0.006993346964263802	0.02523149338870102	0.013667780496077682	0.017232932855695333	0.02075254344083471	0.0024016307791285313	0.011305102478945638	0.03629776909947395	0.017586945568036753
OsCN[2]	3.394748406826409e-09	0.0021437069214880465	0.011290556646417826	0.006998114488087594	0.0013583826343528927	0.008929160884581505	0.004444869328107188	0.004437166552938834	0.0008308506038935093	0.00038847960880957736	0.0020178642255677913	0.0010146912810009923	0.007735757118898619	0.007307914768158535	0.003270593762026692	0.004430044031802731	0.0033836707421337586	0.0019070521177899024	0.0036853672442134664	0.0048636296470078635	0.004973112083971501	0.002531004359561565
OsCN[3]	2.715980673695384e-09	0.007808308741077781	0.007070806240953971	0.008698222411621827	0.000463122638175264	0.0019134463188299833	3.2005294233385936e-05	0.013161371643655002	0.0009640644523051734	0.0025832993081166935	0.0011166404479167643	0.0011062611090846986	0.014248002565000206	0.0013884933825335111	0.0019171538820188516	0.000916786546762296	0.0008506311363842993	0.0019429199172009248	0.00013030872226124757	0.0006038538532448001	0.004036263223456444	0.001122171934154741
OsCN[4]	2.616060045479429e-08	0.0002602125244220588	0.003415193904656917	0.004679326175246388	8.03039911261294e-05	0.0009011269533948513	1.401298464324817e-47	0.0007670320905162953	0.0015653015649508006	1.562503406603355e-05	0.000632941335270516	0.00016535088456508972	0.002430187124409713	0.0008780253680379246	0.0007801325833133887	0.0010627047108573606	0.00016192753752875433	0.00029978573933703956	0.0005378447387785238	0.00036770252070326135	0.0008077911682630657	0.0002456684688604582
OsCN[>4 & <=10]	9.327278535642414e-09	0.0005488675826359213	0.003842860003488294	0.013950293613597751	1.2561900075525045e-05	6.987927574193975e-05	0.0	0.004653808088041842	0.006067705748445462	1.0562650859355926e-05	0.0006295096405884859	0.0005509739893865631	0.006774363369331695	0.00011416213354095817	0.0004423274204600602	0.00017032025847584008	5.8914065443786965e-05	0.000430768399965018	1.401298464324817e-47	0.00015881041276628595	0.002026648951645029	0.0002234114020211564
OsCN[>10]	4.3191206398063285e-08	0.0	6.567185482306393e-05	0.003233254905339891	5.012731563169837e-10	1.800314493038968e-09	2.0886975824119247e-06	2.4465074060024962e-05	0.002245457803937825	0.0	3.0961536801044075e-08	4.4964934275100174e-05	0.0008322528583812527	0.0	6.129852848349771e-05	1.1067133431197363e-06	1.8787711141214914e-05	2.5415503926922156e-05	9.685557823466695e-06	3.9631850086152554e-05	0.0003602465703432278	1.545437378808856e-05
SS[<=2]	8.383565013758699e-08	4.156176300416092e-06	0.0	0.00010681657133147837	3.972246744048391e-06	0.0016194258167524821	0.0013814914823160507	0.0001330691532120909	4.1817847275638085e-06	0.001228860561241163	4.3831481241340954e-05	0.00019212515127463802	0.005592598231742158	0.00023181722300179785	0.00014030414328772167	8.805945972469864e-05	0.00011942251044047225	0.0003259642222060677	3.090347527177073e-05	0.0006355108433217537	0.000126386063976458	0.00020166126329627333
SS[>2 & <=3]	1.5123760039870148e-07	6.666038387947992e-10	0.0	0.0001276070656499595	5.656743660154007e-09	0.0004156690935151719	0.0022472626843955366	0.0007579865138694508	1.0437872077773135e-09	0.017515229094681645	4.5876378655407276e-06	0.0014928477707357502	0.03837631570793747	0.00011978752718814268	6.643766965908071e-06	0.000603666387587225	3.6993824323872104e-08	7.485859818459062e-06	8.851483528360405e-09	0.0008168628233693198	0.0004397862477060244	0.0007466848348953104
SS[>3 & <=4]	1.0608151805424626e-07	0.0	1.9207216743364343e-05	0.0009630612761029181	3.0784011784135147e-09	0.000629354453683959	0.0008433066766468755	0.003150155717588774	0.00010638993794003681	0.06515787591764877	1.0184979066352186e-07	0.006352151750487565	0.17881537707125061	4.551753170289885e-07	3.484667593056656e-07	0.002423564165621883	4.527929122559726e-06	2.0102950827549647e-07	8.645227983947734e-06	0.0028216450035658622	0.002508322212278529	0.0031071452455438474
SS[>4 & <=5]	1.6115119683135504e-09	0.0036184796872430524	3.5860629000536393e-43	0.055438324483329776	0.0	0.004010750579051841	0.056126745464280245	0.05087121706468679	0.007453063701856451	0.005041423569133738	0.0013157835975289344	0.006340040957678496	0.23552222742699086	2.9643394441336567e-08	0.004330252182903678	0.0028387089865282177	0.008492242001674628	0.019883641535035395	0.003577015236160861	0.008513455547653948	0.0904055728786625	0.02232342695425247
SS[>5 & <=6]	2.1624881885173863e-11	0.003915352766634897	0.005237480490468443	0.2046330977603793	0.0034818126685683074	0.0828784902067855	0.10944981396198272	0.07344282301375643	0.06788380878299591	0.009554982788322376	0.007381780834215093	0.0014969825153542703	0.010928101364988833	0.010732076248905643	0.004281761609095808	0.010423712988063017	1.039679276018659e-10	0.001976114236728271	0.009087575397538785	0.01808397644372799	0.009443908594686832	0.0037634466652011157
SS[>6 & <=7]	0.0	0.003958220907961731	0.23746683157980442	0.0719336445373483	0.0012108834204263986	0.03696304741316864	0.026369068538770125	0.06849478761665523	0.01632135077086488	0.09140754889231176	0.01195711381584119	0.010219567157328129	0.0001589450389656122	0.026423235412221403	0.030483262573725512	0.06120090389656092	0.014235117391515933	0.014629290622783628	0.017222870046126323	0.019343801159520807	0.02125488609678894	0.013155096767049792
SS[>7 & <=8]	0.016324172476306558	0.14353254035115243	0.0739694009674713	0.0012569769218346925	0.079766412274912	0.0038197582997970565	0.00045368442610865486	0.03188511204411046	0.007452971916690041	0.04787839802302187	0.023910786967608146	0.03655989138877207	0.007399849597654979	0.024198504595793535	0.04637736488832161	0.026107563080814175	0.03299450695049018	0.01832745447339704	0.02075079860398546	0.009086346861440662	0.028213993885011494	0.031575270848115906
SS[>8]	0.03691935312272108	0.00040388746829890466	0.0	5.5762343031950935e-09	0.015151549042202532	7.400566537363318e-10	0.0	1.625103651647919e-10	1.5968134903232566e-09	0.0	4.979446828201617e-09	8.534179087860138e-09	9.789485291289424e-09	5.978694773034476e-08	0.0	1.1987132779722742e-08	7.141704472246601e-10	1.401298464324817e-47	0.0	4.22490345952653e-08	2.804646626941576e-08	7.78429971148853e-09
NC50[<=2]	0.0014073325740173459	0.0	0.0	3.33720219736211e-09	4.299485489855926e-12	2.1479632965615282e-07	9.527407465537152e-05	0.0	1.1599820570751262e-09	0.0	0.0	1.9230848291584833e-09	1.1406194974472594e-07	2.8734322548018555e-07	0.0	4.355153862434236e-06	7.399342478142667e-06	5.808813156171766e-07	0.0	2.3276810294134974e-05	3.554674231174282e-05	2.1770507387941505e-08
NC50[3]	0.0004962973464833453	2.1989827531854188e-05	3.742068876988469e-11	4.000507534567266e-06	0.0006451268897217233	6.295946832324261e-08	7.38698732515175e-05	5.521197721236604e-11	2.0932693838333625e-05	0.0	0.0	3.6781226373427953e-06	2.730820822272051e-07	1.1660579785655045e-05	6.143143655208405e-06	0.0	6.313060202955967e-07	1.8504029317156779e-06	1.815137870536887e-05	6.3789018895477055e-06	1.5256630870226218e-05	4.163101667948865e-06
NC50[4]	0.00010410508827061626	0.0001283944502210943	0.0	8.929765035645687e-06	0.0013902435300406069	5.840466783357812e-07	2.0549396066371627e-05	0.0	0.00012266040886970585	0.0	0.0	4.978984943591058e-06	1.0974407759931636e-05	1.1158693487232086e-05	8.262597093562363e-06	7.967146375449374e-06	0.0	3.23406213283306e-06	0.0005063473060533852	7.369142986135558e-06	8.587200427427889e-06	0.00011122526571853086
NC50[5]	2.0591626710260158e-05	0.0005851974176039221	5.261695967817559e-11	6.973157704268096e-07	0.0009235375436401227	2.251705451724151e-05	2.4829920221236533e-07	1.3336197596029996e-05	1.401298464324817e-47	6.498725997516885e-07	1.774316590648084e-05	3.470703029449851e-05	6.375531782367716e-06	5.2105701120552915e-05	3.802483712398441e-05	5.641855167077381e-05	4.925994422599445e-05	2.6963371619785904e-05	5.2611774299293754e-06	1.1067147421570666e-05	3.404142934357424e-05	1.4996032405178994e-05
NC50[6]	1.0414233055513478e-05	0.0006885649177274899	9.664973385042685e-05	0.0	0.00015210390781433602	1.2713013116467664e-05	0.0	4.629171176929958e-05	0.0	0.00014330275941993876	0.000675180543479712	5.5906536632974734e-05	2.1073989919386805e-05	0.0003373373872375396	7.218257128350558e-05	6.409875757526606e-05	2.2649523452855645e-05	4.617506850287611e-05	0.0	3.431907533013146e-05	0.00010507364337875025	1.916095265187323e-05
NC50[7]	6.642434669679176e-06	4.57424160443054e-05	0.00025150358831524497	6.498282265083866e-06	7.043538951911899e-06	5.055362271377816e-07	0.0	0.00017222391653149316	1.3235724616134093e-06	0.00023337282345892163	0.0007925786657460776	2.4956410979370957e-05	1.7072657574317418e-05	0.00013728101468949206	0.00010339971014905914	4.525252146720504e-05	3.636182504124008e-05	0.0001033103858208051	0.0	3.446597624872538e-05	0.00015351720205709186	1.7322589992545546e-05
NC50[>7]	2.3283631613821853e-05	6.979397874662397e-07	3.596491828153581e-05	5.928981912695086e-07	5.5746589177552155e-06	0.0	0.0	6.318140672548545e-05	5.917303832649878e-06	8.489076165414388e-05	0.00014613744133364914	1.23787058910807e-05	3.0182537311684854e-06	7.750078596905574e-05	6.263472951290261e-05	1.9168957419957168e-05	6.391085051262735e-06	1.242377024126995e-05	0.0	3.3848390986470636e-05	5.214005202506478e-05	6.917425484189721e-06
BoChr[1]	2.516143408093363e-06	0.0001606725946433052	0.0028334560798271013	0.0006491540127832541	5.631485266022196e-07	0.004760683121509485	0.00020499363968541084	0.0008943937447976493	0.0005846899432923092	0.005364511642850407	0.0038094913133847543	0.0005079054853877091	0.0011802634964710635	0.00044129809109897555	0.002764936038934031	0.0002119937557495266	0.6321129852812737	5.332201707256068e-05	0.006777830137692644	3.959709329286909e-05	0.004878551060802651	0.00022229073972769329
BoChr[2]	6.471053559706785e-06	0.0020048903987782297	0.01869363453168168	0.0004326504779843443	6.535957608448939e-05	0.014820907618837592	1.8491871145442928e-10	0.0029617695944391897	0.0038756597881945253	0.0018992744846820743	0.02709131790759898	0.0007761572673340033	0.001093083158265813	0.0012235561399472773	0.14224214526673676	0.017881407433421828	0.006270848469797059	0.016253464935371557	0.00010824889901968504	0.0018679337218856062	0.010376833205120839	0.0004689338278252109
BoChr[3]	3.486609091800652e-05	0.0010804761710722132	0.00886328504049544	0.0006407086202307078	0.00013874586283861844	0.013028732465269605	0.00010702005537845948	0.006863537085764335	0.004640172098439166	0.0014120401245190806	0.004676298760954724	8.249208529214513e-05	0.005147104288612922	0.005464551518234089	0.21424617185766692	0.01831872819262685	4.534492430821046e-06	0.031236304647608504	3.2229864679470794e-46	0.00041230543285223573	0.0022851268742869026	0.00012074360449332744
