MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V
BoChr[4]	8.342178747655638e-07	0.0003788129400656004	0.0028024010362996525	0.0008870669605414605	0.0001868058548177487	0.0049215608702122896	0.0009926900706458675	0.004066455654348573	0.004344809222444295	0.004968402309267893	0.020206475241010265	0.0008185543354218794	0.0047362155119689935	0.018236402058855673	0.053107928885795415	0.04443518870192792	0.0065501362074274995	0.0697286281059884	0.00962191113291567	0.00016371032375872118	0.007914703055560609	0.006499874701896573
BoChr[5]	5.320660555774292e-06	0.0001701214465981593	0.0019380978292486617	0.00010515343967472557	6.84806881110609e-05	0.0013932046938917608	0.0028003921505226526	0.0017192299518883835	0.0015173716050615482	0.0014772392031871106	0.011525324621175536	0.0023587421776560206	0.010741484205625507	0.0003248653399273154	0.07673006299717926	0.024923916429332494	0.008396770726286409	0.15905840546674438	2.6765451173353938e-05	9.336217871993569e-06	0.06087281554023978	0.00966948040535133
BoChr[6]	4.009649564938877e-06	0.0004382470497393287	0.0022202646956921562	0.0013106355618783421	0.0003935615197796416	0.002558176876574228	0.0005300782677309436	0.0023489223372225965	0.0022392103202964098	0.003481546977978276	0.01465794908248121	6.61071925654983e-05	0.00042267887542433156	3.202056354567162e-05	0.000135101269448068	0.36630172465982014	0.012709498915669366	0.00037366801593487155	0.005880692887738332	2.1509172892726357e-05	0.004036926077079513	0.022708963523104107
BoChr[7]	1.4414152686037517e-05	0.00023294977893564383	0.0017024875548786221	0.0006903257599695059	0.00022795352554918935	0.0073300285877208856	4.866550404199366e-05	0.002365451807024303	0.00040057930009782525	0.0011769726018965266	0.005493244880181702	0.00020460490987691377	0.001146483450046496	0.00019858148887895056	0.006104408634709517	0.002928592831775213	0.015360740989180286	0.3213697818090441	0.013898976254163304	0.005815546842518913	0.0011450699955838672	0.026170410277328422
BoChr[8]	3.873629293416059e-07	8.777765898178469e-05	0.0008985683802599682	6.846588486911512e-06	9.424060685914662e-07	0.00029499191785657724	0.00010263277343899448	0.00014294699919443436	1.2017440207937047e-06	1.9369215212445647e-05	8.007887236384888e-05	0.0001709262515871595	1.0364909809046363e-06	1.4769051786305253e-07	0.0004804276585662831	0.00013774868445328543	5.909816317064555e-06	5.130095422452947e-05	0.6330826199054718	7.3550801492245925e-06	0.00018567784506573883	7.87671952415217e-08
BoChr[9]	9.289606030238317e-07	0.0008342343134810904	0.0006256451859353347	0.0021714877705469606	0.001069150446013376	0.004686639282956406	0.00013219022653631284	0.006513900111986004	0.005097495847112761	0.004125017254366838	0.012313335795879822	0.00024343779838667746	0.0007571214937760118	0.12368011843085526	0.006274759531866039	0.04143797433094448	0.0005891445719021248	0.017080334441432823	5.771039488422503e-07	0.0042904709939203655	0.0033814938162095133	0.0005542280495744744
BoChr[10]	1.4430328747963018e-05	0.0010050223175634442	0.014146820289189748	0.0006801282462916447	0.000564794765359018	0.002586657621912991	0.0	0.004977383756722713	0.005746688146034842	0.007338734828982325	0.02939136834875452	0.0009248907442372101	0.0006871429629118178	0.003925329009070992	0.020893765431721077	0.02534273429786083	0.000814451246072494	0.015683746777704073	0.015551867630810534	0.010677195052578555	0.0034945870434193436	0.00017251740367633773
BoChr[11]	6.682110900235738e-07	0.00017636521492647717	0.0004992072973959961	0.0005225608478781395	7.905856518775068e-08	0.0019539999880919382	8.08979544398565e-05	0.0007433663206771612	4.731869917666498e-05	0.0020891779610039763	5.966126916464214e-06	7.594918423462137e-08	1.729916313406168e-06	9.66383757648881e-05	4.363041282163555e-07	4.527263619419426e-05	0.010864060120788468	9.847521133169875e-06	0.013473826505219832	0.00037269479352195904	0.00019410595671601687	0.566331059858203
BoChr[12]	4.318430231642356e-07	0.00014646190703578198	0.0033861338369519855	0.0011267153304886624	0.0002759492761287419	7.753132406396967e-05	0.0307585674246247	0.003774534363889117	0.0029244642741191027	1.7636910632710113e-05	0.018291943476576655	9.905428507826386e-05	0.0011990941184245186	2.058935146037822e-08	0.0003193602483669271	0.000102570412511227	0.006883272374072504	0.0027514440226840977	7.454031558609131e-06	3.3600669574238016e-06	0.3362802674042069	0.004467225204350776
BoChr[13]	2.575059539311475e-06	0.000959308343905653	0.0008171739000741951	0.0015702164860837086	0.001428160065798636	0.0016284100967459381	9.465041000744634e-07	0.0007671707985738862	0.006915672187618327	0.00411568736991768	0.024143526466397187	0.004018906862074214	0.0001700665115731681	0.016280280941673483	0.028795177315966782	0.03005271286352985	5.211525168334674e-05	0.010674249900054776	0.0002854348186105682	0.0011767136321830663	0.006800106518823555	0.0018355374620296061
BoChr[14]	8.128447935053851e-05	0.001256375143203785	0.005694921458717844	0.002667058183597639	0.0028914802909231698	0.004073430855183915	0.0006744656034607121	0.002087094917385404	0.0007357705786322555	0.005263720384268993	0.011760223192130752	0.008080982953777007	0.0001135060551440148	0.02327040534291882	0.03595450167112631	0.007754869844354743	0.0007632637631832039	0.0038624206839635317	0.00022214612114510146	0.016275270582865674	0.005629335181567327	0.004742123751016152
BoChr[15]	3.840752175965356e-08	0.0003530963624788929	0.0041295674763549076	0.0013622454915618398	0.0009732431776952444	0.0037730405549656165	0.00025666089852165896	0.0019884325681726977	0.000862268536829518	0.006981544471927919	0.010857590000523488	0.003054124587008147	0.0012776387042470819	0.020334647131269888	0.024618326935227124	0.005197555048133609	0.001641170652060282	0.0017658227406184323	0.0	0.018983136136364466	0.0042856186405759895	0.004065998509759083
BoChr[16]	9.216630976904839e-07	0.00427077989856798	0.0030103039064840686	0.0038692062025074848	0.0030273386120643407	0.005443395994370803	0.00029962353990494654	0.005341614668759575	0.00037470911181794215	0.005774210262461566	0.017025917972205207	0.0009264237503521144	9.081528114620596e-05	0.015136195882013368	0.006827808392117731	0.0015827548454035423	9.480088832802122e-05	0.0012647026355807618	1.961817850054744e-46	0.008859545571203853	0.0029098789492854847	0.005443383454366995
BoChr[17]	1.4072682639820754e-06	8.004598249177874e-05	4.052910070750145e-08	0.00019746448385712373	0.0001776660536008512	1.421904126734816e-08	0.0005885009526291501	0.0002634756171100796	4.911179218459739e-05	9.214206922782985e-05	0.00015589493286154635	5.655653557901097e-06	4.0019819562135476e-08	0.0006849735666855224	1.431863166299208e-08	2.5008083955784733e-05	0.029745760568061125	1.8989205656794183e-08	0.025090300690992367	0.4579532875368193	1.982619936251373e-05	0.02873693688546343
BoChr[18]	1.0226610830610383e-07	0.00030344563920415625	0.0007217863348741082	0.0006161257093239669	0.0008911614215893838	0.0033061663435339384	0.00018831408487470446	0.0009208343384344352	0.0008901985256020617	0.0006604453949380584	0.0050571506538523185	0.00030424382101742255	0.0005102255818837476	0.1268323740840512	0.02540576807433922	0.02346962140299893	0.0001764828333492119	0.018149131627066523	4.203895392974451e-47	0.00014035723420676048	0.0038453800631453915	0.0018671413337368393
BoChr[19]	4.2718116487261427e-07	0.00044116376189531794	3.4230609778092e-05	0.0005952375997611625	0.00013697212735737098	0.008587807958145817	0.0005052485189927403	5.335236064340165e-05	0.00016739837291680716	0.00010419402639521457	0.005397045267870091	0.0028090113920076123	0.0050432589888584345	0.0966863740237585	0.010310943841580524	0.016962085148552433	0.019630937132015306	0.017307354637864238	5.5834664749454535e-08	0.0306546276841582	0.0011587383224620496	0.013239941555657424
BoChr[20]	3.4137389648081215e-07	0.0007041206912379039	0.0009527326706627192	0.0010985566282685699	0.00023273059470057755	0.007757370572725693	0.001447822418249407	0.00018347963827601178	0.0001064625246778661	0.0015277328802653755	0.015264268084274876	0.0024410107195945584	0.0	0.053840817764000806	0.028805180913305653	0.010660019581722082	7.00322844622292e-06	0.005725786283335026	1.9504205965859002e-07	0.017888111199415278	0.002316570526239161	0.010713656840455315
BoChr[21]	2.2661281364941642e-05	0.0003418519452664981	0.0010555645808705094	0.0	0.0018805964539433263	0.0023787643497053066	0.0011602821308770218	0.00039182194631862897	0.0035550694541292937	0.0018679269169024338	0.008131530802173756	0.003197676870681363	0.006192882795781548	0.03028959461195882	0.007640715095258874	0.005354068199812901	0.003675791397131434	0.006404536637637648	4.5800309708710075e-05	0.0021650885401272558	0.004304046870092867	0.0007624937429626755
BoChr[22]	4.641246375707675e-05	0.00022703465717341942	0.000517742998755466	0.0007626915928961431	0.0019236071425419302	0.002430687121986921	7.624644411993842e-05	0.0012098820879327837	0.0010847422910197225	0.000559161143920619	0.0034706668409247143	0.0027157985210848777	0.0019350555475102739	0.07072250355486176	0.0039508675347315145	0.004610560767859226	0.00019837882017554876	0.0005031288648342524	4.203895392974451e-47	0.008734452008949631	0.0005118513654451849	0.004624991727869201
BoChr[23]	0.0010109072186840961	4.529885123496058e-05	0.004349936691283673	0.0012406754595576815	0.00029150629723384113	0.0005189293282455764	0.002727341282084126	0.00042487846611309236	0.009762522265216803	0.018205079860460955	0.016937665716294816	0.0009434354166450021	0.009719505228457024	0.007062001241138205	0.019682159998919816	0.007304303725250066	0.010348672717809678	0.017226696452504485	6.003238196399252e-06	0.0043730910595734685	0.011761726553668268	5.609018262475729e-06
