Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I
47d77750-c622-11e3-bf01-24c6515278c0	78	276	8	127	255	116	161	0	65
47e5ff56-9534-4fcf-a593-33027e877f93	361	109	0	8	46	0	0	3	0
4808f9e1-452d-45eb-9b87-2f87c67d3452	342	102	0	0	105	11	22	0	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	203	214	146	69	27	82	64	8	37
483bb781-0179-42e1-bf9c-487b240769b8	440	12	3	12	0	1	0	1	0
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	0	946	1847	700	1508	0	83	0
4853fd17-7214-4f0c-984b-1be0346ca4ab	424	24	0	6	15	2	3	0	0
48624a82-c623-11e3-bf01-24c6515278c0	309	138	9	0	53	0	37	0	0
48a0da38-8147-40fe-b683-3f070413a792	51	150	374	83	0	177	641	0	0
48b15122-b1e9-4c30-8fc5-70a07686779a	371	84	21	9	0	17	0	0	1
48c33a30-557b-4ecf-8066-5b4b068b5e3a	345	94	0	0	111	19	37	0	0
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	114	336	135	140	56	70	33	34	0
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	438	3	0	12	14	3	9	2	0
4904d56f-0fe7-4482-8f6d-9e54d261f399	291	153	0	0	114	28	30	0	24
492694a7-bb41-4128-a909-c424e7fc0c9e	450	11	9	4	0	0	0	4	4
492b4e58-12e2-47b2-bd47-28f8607072fa	334	107	0	2	49	9	18	0	0
493e7008-551c-4c0e-b567-a0f31868629e	0	229	420	321	98	335	215	120	251
494701ce-05d4-440b-a65e-d925902b9d42	440	4	0	15	13	5	1	0	0
49795e42-c623-11e3-bf01-24c6515278c0	287	168	27	3	61	17	41	5	13
498ecf81-921d-4df9-a6a4-a625f484e823	459	0	0	1	7	2	2	3	0
49900a43-d42e-4052-a8cb-1563b82ad0a0	434	19	0	7	7	2	10	1	0
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	448	6	0	7	10	4	6	0	3
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	439	0	0	0	11	5	12	0	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	397	60	0	0	26	0	6	3	0
49dec0c2-8e75-4f44-a253-82b2ea605890	173	295	148	41	0	101	26	0	11
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	382	48	110	10	46	95	0	0	0
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	360	86	38	41	25	23	1	92	0
4a35b01f-5e19-4673-abea-d87fd1d605d0	451	1	3	10	0	0	0	2	0
4a4309b0-2aca-4d6a-ac50-039b28406bba	366	82	5	0	97	33	27	0	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	449	0	0	0	2	0	0	4	0
4a698352-25e6-4137-bef8-b6520d5b1b95	390	87	52	0	0	2	0	33	0
4a703d3e-c623-11e3-bf01-24c6515278c0	278	144	31	26	64	7	86	3	18
4a88981e-e409-440f-9bf0-71ca1bab8b4e	356	101	0	22	64	0	0	0	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	15	213	483	700	247	603	0	0	130
4adc846a-42cb-4ebd-a954-e31eb29d7572	214	238	2	13	110	0	63	0	0
4b44b313-6f74-4233-bec4-7e41c91c77f1	229	223	0	13	234	0	7	0	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	412	52	0	1	49	0	0	0	23
4b7a704b-e516-4275-be11-45cc935237e2	455	4	2	5	11	4	5	3	0
4b8943be-c623-11e3-bf01-24c6515278c0	143	204	335	94	82	152	122	245	124
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	420	33	0	0	28	1	13	7	0
4b91ece6-c9b2-4889-b18c-c63eb58eb061	430	12	0	0	8	10	10	0	0
4bae2f08-da75-4991-acb8-5ba9912f9131	446	0	0	2	7	0	6	0	0
4c027164-12de-456f-b933-6bc91f70b46f	377	42	0	80	145	37	0	4	30
4c183106-c622-11e3-bf01-24c6515278c0	406	63	2	0	18	0	0	0	16
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0	348	6	181	407	126	138	64	74
4c3840df-9824-40db-879e-6d24adc8c155	199	233	149	80	12	54	53	0	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	430	23	0	0	17	0	10	2	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	461	0	1	1	2	0	2	5	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	350	105	26	0	79	19	0	3	0
4c5228b5-bf31-4abd-a47c-d088e16dba13	232	157	60	14	136	36	172	7	0
4c59fb2d-21b6-4b09-8174-6102de736e4d	0	170	751	221	0	1989	289	2059	0
4c755527-3b5d-4d36-822d-990aa1003d6a	371	88	0	3	66	0	3	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	186	223	0	8	206	116	33	11	92
4cbe411b-b05e-46bd-bea8-126289a0866c	143	279	0	87	433	2	0	13	0
4ceeb025-2f16-4f80-b9b4-0151346349c6	404	56	0	0	17	0	5	4	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	296	167	82	0	0	32	36	0	1
4cff8590-559e-4204-8635-96e11bfeda68	401	18	38	103	45	31	73	0	0
4d11d7da-1204-437e-87b1-e8337a67c9a8	373	54	7	0	27	7	93	1	0
4d121008-0987-4142-a2b8-7dac58f3110a	398	64	0	9	27	0	0	1	0
4d1a4587-adb4-4a65-943e-f19efe8de142	421	26	0	22	21	10	13	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	338	136	2	0	105	0	12	0	5
4d409156-3a36-4c63-9ad6-b6af34f27b06	98	188	625	549	0	782	0	75	80
4d4eff82-ede0-47f1-b49a-ada025952114	190	280	10	3	195	24	0	2	13
4d690424-b015-46ae-885d-aa6d9031f66f	460	0	0	0	3	0	0	5	0
4d6bb438-86f0-4414-962f-2b1cebee4524	447	9	0	0	4	0	3	36	24
4d72d06d-b6af-4294-9eef-6e61e067761f	355	92	0	0	53	7	32	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	318	120	16	87	98	0	33	54	0
4daa2708-d0db-40fe-a07a-763f003adcae	394	53	0	0	26	0	11	2	0
4dac9498-c623-11e3-bf01-24c6515278c0	298	145	3	0	71	18	46	0	12
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	284	177	7	0	107	8	18	0	0
4dc9b032-7f7b-486d-a12b-8461af89501d	95	280	182	120	81	42	197	0	0
4de7441f-a609-4a75-9fe7-17a647079ac1	447	0	8	11	21	2	17	1	14
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	407	59	27	5	0	0	0	0	0
4e596add-a7c5-4617-9649-b4ac6612e39c	456	0	0	1	2	0	5	4	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	142	244	419	198	7	141	0	221	161
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	369	66	0	0	44	0	25	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	20	349	323	265	13	254	0	0	221
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	88	274	417	137	25	131	35	239	186
4e913899-eeb8-4630-ba9d-41a81ced8069	0	360	423	120	61	158	175	81	0
4eac784b-084a-4106-9a76-2d9fbec57033	353	104	0	2	96	0	3	0	0
4ecbfd89-393f-4126-aa1c-951a2c23ef89	460	0	0	0	3	0	0	5	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	33	427	251	96	46	0	56	43	0
4ef20a13-f107-4654-adca-fc60b8f5be47	117	298	0	21	275	61	68	0	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	147	245	318	139	36	120	0	140	176
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	333	144	26	22	0	32	0	0	0
4f6f48bc-c622-11e3-bf01-24c6515278c0	256	202	191	46	2	48	0	54	0
4fdc8980-c623-11e3-bf01-24c6515278c0	217	218	79	5	94	36	50	28	69
50203cff-83f8-4884-8346-b91ef717d00e	446	0	0	2	8	0	2	3	0
5042b417-d14e-42bb-b6f3-de303346a252	305	175	54	2	0	9	2	0	23
5046f1b4-9d95-4841-ba30-691fa44719a2	73	348	277	0	6	115	188	0	28
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	120	322	91	120	54	64	44	0	3
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	50	324	232	119	53	19	126	162	131
50515723-b495-42a9-8750-e3da288bf6a3	416	38	0	20	26	4	3	0	0
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	247	144	162	132	116	130	0	77	114
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	436	14	0	6	9	8	29	0	0
50b61288-1412-4104-92e6-8b1a359ef399	31	389	300	246	130	256	0	0	0
50e3a421-9741-4cd8-911b-0f47ca518b6a	236	134	107	120	295	59	0	125	93
50eb58ba-c623-11e3-bf01-24c6515278c0	213	195	0	0	90	42	70	0	51
50ee360c-e3df-4888-9999-ebb88e271d08	207	233	213	59	0	99	0	8	41
50f4d836-79a9-4bc7-a63a-7aa29e41d418	379	58	0	10	49	0	13	0	0
51206157-94cc-4702-8247-c98283b487aa	452	7	0	7	10	0	4	2	0
513bafce-375c-49b0-ae75-6c607abd05d8	411	48	0	0	27	0	0	0	10
51458c86-0fdd-470e-b059-1ffbffc92a7f	271	184	33	46	116	0	0	48	5
5174f450-0bf7-4237-a53e-844064f0e701	216	241	180	0	0	0	28	0	0
51800588-c622-11e3-bf01-24c6515278c0	289	163	0	33	70	6	23	0	0
5187e77d-f412-4303-8049-11d1aa1a0235	110	345	0	98	172	0	32	0	0
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	120	217	749	23	0	718	0	579	386
518d6c1b-8234-40be-9560-6d383d5866fa	361	86	84	32	0	57	0	2	0
5193a482-6ed9-4504-bd7c-c8b9e4103577	192	254	0	59	165	46	34	0	0
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	161	189	204	43	13	46	203	51	233
51b25b37-f75c-4380-a0f6-5273e0b7ee33	0	375	29	160	264	182	142	2	0
51dd1a39-7349-442c-b7e1-7850fb800569	441	0	0	9	2	8	12	0	0
51e5a835-eb48-4640-87d0-f40f5e2bff18	452	6	0	3	15	0	3	2	0
520b8ab2-c623-11e3-bf01-24c6515278c0	124	327	213	0	0	0	32	10	127
522dc834-8367-4f49-b93b-fcba91a2de7e	180	281	3	60	72	34	0	0	0
524bbd14-1e1f-479b-9a71-d27fce32d8bc	68	42	450	0	58	74	22	0	1294
5255d645-d3d2-422e-8449-046cd21f4935	37	301	9	103	290	276	107	145	162
526b3796-2cbd-4eec-8273-064b41456279	359	73	0	25	76	28	45	95	0
52910a60-bb15-4ba5-9d09-50d8ee6a445b	8	293	293	318	165	94	227	144	16
52d8ccfc-c623-11e3-bf01-24c6515278c0	199	215	69	93	61	71	24	95	173
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	446	0	0	6	4	1	4	0	0
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	283	176	11	19	81	24	12	0	0
5310f698-d31a-4628-84b4-dc9ac29722a5	330	107	37	19	42	33	67	0	0
532259b8-c622-11e3-bf01-24c6515278c0	0	442	145	92	61	133	77	0	52
532bec86-b8d3-41a1-ba17-913a7d378f66	73	270	163	228	223	291	138	156	24
534d941c-ec2d-47eb-b2dc-d3f856d0b151	428	31	7	0	9	0	2	6	0
53534b3c-cd15-4d68-a9b1-6902bb234c45	103	215	85	196	200	131	73	33	270
536dedba-46c4-4a21-b112-13c030b13069	235	177	0	0	143	23	71	0	0
537cccf2-fb25-448b-813e-ca5d5642b910	449	0	0	0	2	0	0	4	0
53ac794d-1067-43e0-8dc0-43b131f43ec5	458	0	0	7	5	0	2	2	0
53bb7112-3e38-45fe-a9c4-1b0871babf4a	170	219	225	229	43	72	30	167	59
53bcbb68-addd-47fc-9910-cd1d3f38197d	0	314	506	328	36	535	0	9	188
53d32d8b-5649-42b0-8c52-2c39af2a961b	267	131	190	189	0	21	0	63	82
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	145	266	0	50	135	109	23	0	96
53df19a8-c623-11e3-bf01-24c6515278c0	103	365	183	42	0	160	0	26	132
53e6a756-bdcc-4217-afe7-27d776159544	350	105	2	0	49	0	27	0	0
54195db3-94a9-4538-8bb8-9953d936acd4	0	289	0	399	446	341	130	0	0
541f91bd-7e9d-4348-9e78-45b948d8967e	338	105	20	18	27	24	39	0	12
54319e3d-c28f-4ba1-9c87-299d303e4de3	316	137	0	0	85	0	11	0	0
54354d24-c622-11e3-bf01-24c6515278c0	342	118	0	0	34	4	3	4	9
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	444	0	0	4	7	0	6	0	0
546b97b0-ab82-42a1-bbd2-241523278ec3	443	0	3	0	2	0	12	1	0
546b982f-60d9-43df-9761-09369afbee2d	332	46	0	0	65	67	2	247	243
54842328-9432-4820-8976-7964bf9bf147	442	5	0	1	8	0	2	3	0
54a77010-2f16-4da9-8ca0-746a51801a00	7	295	466	281	26	376	173	54	168
54cfd4b0-c623-11e3-bf01-24c6515278c0	259	216	5	25	45	17	13	0	0
54e78de0-d357-4125-a904-ab35e461572b	0	217	448	109	8	211	539	100	0
551d5082-ab6a-4674-af0d-ce408f589949	279	158	0	0	183	38	46	0	0
5533240d-8fed-440d-b781-6092785a77ce	148	288	268	0	17	79	96	52	0
55345803-83d4-4fdb-b0ee-328753801da1	299	139	0	33	146	33	0	33	54
554b9439-7e11-43ec-8bc3-448c59100b9e	0	398	588	125	49	270	107	21	10
558239c7-a160-4228-8fdf-a0a1d2f62133	163	313	143	38	0	28	11	36	41
559c30f2-8ae7-43c8-819c-800261065e06	392	58	16	27	0	7	0	0	0
55ada396-0878-4724-8ebe-00da367eed3d	0	352	76	127	412	130	44	20	148
55c75a2a-f3d2-4469-9d23-604cf539d548	395	72	42	0	0	0	0	0	0
55c82198-5be6-4cc5-b5b3-b707af234107	457	0	0	0	13	0	4	3	0
55e520f4-0e4b-41a2-9951-c4e9f323100b	443	0	0	1	6	3	12	1	1
55e5497a-c623-11e3-bf01-24c6515278c0	317	140	0	14	36	35	22	0	0
561fd34c-7c7d-4df0-bbfc-3d31147ca562	268	151	0	37	69	51	46	0	0
56425c2e-6bbf-4b20-ba07-79a526dd4603	448	0	0	7	4	0	3	1	0
5650dc4e-8bce-4716-9199-cd5750d7a888	322	130	161	32	0	26	4	53	7
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	438	0	0	0	3	5	21	0	0
56681386-d407-4f53-ae4f-6c04437652f7	341	123	0	3	57	0	3	8	0
569393c8-e2fe-4580-a45b-81f1b1e01135	0	51	929	437	250	924	0	210	810
569ff1b4-de87-4309-8484-80549aaf9485	332	117	6	33	43	0	0	2	0
56c846d6-c622-11e3-bf01-24c6515278c0	412	32	5	14	30	12	22	0	6
56cc8740-b132-4cbc-b513-f0b5b2305ca6	0	369	408	63	142	352	62	238	181
56d4ea48-c623-11e3-bf01-24c6515278c0	293	155	0	0	61	18	41	0	0
56ddcb96-e90b-4fce-aa4c-c677bbfee488	237	112	478	26	0	1080	52	1258	0
56e57223-264e-489d-bc9a-a07789065c40	395	33	0	0	28	6	41	0	0
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	116	351	119	82	10	114	0	0	0
5702affd-eafe-42a4-8f56-c1f22f8f184d	457	0	1	0	0	0	0	4	0
5714b52d-7048-41b5-8141-bf42d960abe4	446	8	0	7	5	0	6	2	0
571ce258-b453-4cac-b05e-05755791be84	416	45	0	3	12	0	0	7	0
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	413	32	0	4	15	12	10	0	2
5769ae11-5f1b-483f-b228-7584591c66e6	233	226	32	7	93	0	20	41	0
576a1741-8c65-40da-9f0f-b2ca805d70f3	204	260	0	3	162	42	36	0	2
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	413	31	3	5	19	9	14	0	0
578ba169-1d2f-4187-b174-082bbc6a5bd2	418	33	0	0	25	1	15	0	0
57947014-053e-4c34-b6a7-9e6f36f48010	446	8	0	7	5	0	6	2	0
5808f774-c623-11e3-bf01-24c6515278c0	115	303	36	19	196	39	107	0	0
581be6cf-9778-49c3-9c77-1316eaa78929	460	0	0	0	3	0	0	5	0
589daa3f-0b76-4c9c-b494-048955e36052	436	19	0	11	0	14	0	62	12
589e0aea-9057-4b8c-8af1-74c74fe46a38	370	106	0	0	88	0	0	0	0
58c7e9c3-1345-48c0-a758-0887358b8696	457	0	1	0	2	0	0	4	0
58d3e932-b4a3-4cac-a6ac-73160e354a15	89	270	262	0	76	323	124	628	69
58e2453c-bb58-43a3-9642-705ec0e0bdbd	436	21	0	2	10	1	9	1	0
58f4ff52-c623-11e3-bf01-24c6515278c0	303	120	34	0	25	18	97	0	0
58faf969-bf37-4180-8807-2f44f2cc8eda	0	424	0	27	352	97	72	0	0
5912d4b3-2d5d-4b98-b967-1b4ff177097a	311	128	48	46	54	13	48	27	20
5935dd9d-d411-48f8-8512-aa73a63878b0	446	20	6	13	0	0	0	1	0
59632e7e-c622-11e3-bf01-24c6515278c0	56	377	211	92	44	208	37	0	80
5975deb5-00d2-4d18-b5c0-34ac9947fe11	262	185	21	2	54	6	48	0	5
597e4011-ea99-4356-b1d9-8cfe35db7c3b	271	179	0	4	132	0	31	0	0
59938f45-3e57-43d6-af3b-bb4968249e5a	229	188	0	0	128	16	120	0	0
59bfcb53-91c1-4dce-856a-f4afc8fa6224	450	0	0	0	2	0	0	4	0
59c18694-8a43-41dd-a6f6-52a20bc8dd54	220	126	30	0	100	22	263	0	0
59e2d6d1-debd-4796-ab0c-6a5673a990fc	434	30	6	20	0	0	0	2	0
5a51a6fc-c623-11e3-bf01-24c6515278c0	395	49	9	0	15	0	6	6	0
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	419	18	0	0	10	8	20	0	1
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	178	302	151	0	0	50	0	66	14
5a7f3c88-ef02-4e97-8009-5622245b6a09	334	120	89	29	0	40	0	0	0
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	330	136	21	10	16	0	2	0	0
5b178f44-c622-11e3-bf01-24c6515278c0	280	190	0	0	79	0	0	8	16
5b180356-cf58-4fad-a3d4-00fc12b43fcc	197	196	120	1	0	81	39	0	218
5b41e033-6df8-411e-a13b-59eeb8afbf9b	258	163	144	33	4	68	114	70	0
5b4b2312-acb5-4329-8d46-7f93213e3daf	423	26	0	0	30	8	12	0	0
5b560f4c-d2a3-43fa-b394-abef78bdefc1	67	372	13	54	209	62	38	63	17
5b7d5767-2037-4175-aec9-886776343181	203	84	382	152	98	128	0	360	372
5bb37ffc-c623-11e3-bf01-24c6515278c0	268	214	105	0	0	0	0	0	40
5bcf473f-417d-47a5-9745-ac7faf830b1f	283	146	80	79	0	42	0	0	72
5bdca282-c671-48ff-b32b-2380996016c0	443	0	0	4	6	4	6	1	0
5beafbbb-4613-4bab-977a-11c865e13a84	379	49	0	27	33	22	6	51	43
5bebc389-de0d-45b8-9d2f-6476988c358a	468	0	1	0	1	0	0	6	0
5c02d399-07af-4573-a568-bc1b256bc8f8	460	0	0	0	3	0	0	5	0
5c156f63-6537-4d93-a6c2-4155618cf638	441	17	0	0	9	0	2	5	0
5c3def3a-b515-41f6-8157-681b963534e7	137	0	261	0	31	371	121	115	1258
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	276	148	0	17	96	37	59	0	0
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	420	39	0	15	13	2	0	0	9
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	188	232	0	20	250	38	68	0	0
5c9b8a2c-c623-11e3-bf01-24c6515278c0	256	201	0	17	104	0	2	2	0
5cbd429f-ffab-41ad-8016-422f1c922e99	357	109	52	12	0	19	0	0	0
5cc7c966-499e-49e3-b509-4eeb00ee03d4	0	244	510	247	0	46	417	0	0
5cf21488-c622-11e3-bf01-24c6515278c0	345	118	16	9	15	11	7	0	14
5d58b984-e0b8-4237-a576-0e9d4079599e	142	248	167	0	0	86	150	0	0
5d6ad982-bb01-4233-b8fa-d129460eec79	241	154	0	27	118	1	2	0	97
5d922e48-aa70-454d-9417-c9af686feebc	138	283	8	36	215	77	15	9	80
5d9ff58c-5702-48fc-a66a-d1276327fd49	18	236	660	131	37	182	417	44	0
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	0	0	1050	1297	185	796	43	0	440
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	240	192	0	9	164	71	63	16	0
5dce221a-c623-11e3-bf01-24c6515278c0	175	293	10	45	203	0	0	0	0
5deeaa45-4c1b-4ab2-a487-93c548838f68	449	0	0	0	2	0	0	4	0
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	435	21	4	0	5	0	16	3	0
5df489bc-6178-49e4-8a42-506f70300dff	177	285	218	3	5	65	84	24	16
5e9c69d2-c622-11e3-bf01-24c6515278c0	344	118	73	0	0	59	12	0	64
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	0	296	466	1	0	171	370	0	0
5ecc88f7-8391-4168-af11-07a6bf9b3652	462	0	1	6	0	6	0	2	0
5eddfb26-c623-11e3-bf01-24c6515278c0	39	339	69	30	153	112	260	64	0
5ee1dda9-2e84-4617-af09-2ae02873b44d	301	134	0	0	49	32	49	0	0
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	463	0	0	0	1	0	0	5	0
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	291	152	160	114	0	0	30	122	0
5f096d7b-a1ea-4cc2-af73-10108089ae84	354	92	1	0	24	15	8	0	24
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	406	65	0	12	7	1	0	6	0
5f18b334-6616-406f-8f33-0592b56c14e6	392	51	0	7	32	3	8	0	0
5f53bcda-2fd3-4574-9cc2-5efe353372b2	447	8	0	5	12	0	8	1	0
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	258	182	6	86	113	12	58	1	0
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	404	63	0	0	21	0	0	1	0
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	104	297	68	64	85	54	132	29	94
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	247	209	0	24	113	20	17	25	0
5fe83740-0688-46fe-97b4-4c7c8cfa206e	439	1	0	7	5	6	9	0	0
5fe8a231-bbac-4f91-a47a-0de4fee752d3	427	18	0	0	5	0	9	6	0
6012cb02-c623-11e3-bf01-24c6515278c0	256	194	42	31	97	0	22	20	0
603594e3-e427-494c-b9ee-e872d6629563	409	49	0	13	66	42	0	0	0
60413de1-6cd2-4f74-8180-3bdd394d6d16	141	186	545	0	126	376	0	388	315
6051f40a-99e5-4461-9255-0e70d757b4d5	155	268	101	207	115	177	0	0	6
60525b38-c34b-479b-86d3-013c7e567b8f	0	109	605	523	370	442	147	71	333
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	460	0	0	0	3	0	0	5	0
606d7f5e-ff98-4245-a9ac-281f5074f97a	404	75	0	0	26	0	0	3	0
60aff7a0-4960-4ed1-922b-3233ccbfdba1	256	176	79	93	169	33	0	117	13
60c33e32-7e19-4e71-b075-a63fcf27e660	307	101	78	164	144	111	0	0	0
60e78c80-41a5-456a-9a81-9007d18fd72c	15	333	166	149	85	156	261	0	0
60f81dba-c623-11e3-bf01-24c6515278c0	288	154	47	35	77	22	43	8	15
616ff577-c5c3-432e-a857-f29901de119c	445	1	1	5	16	6	27	1	0
6172ca02-c622-11e3-bf01-24c6515278c0	267	195	0	24	106	12	43	24	0
61973578-4c0d-4a3f-b9c4-f96ceab24629	158	147	4	12	302	98	342	0	0
61a48c69-4f7d-4dc6-aff7-88a6c33137df	378	51	0	19	42	0	50	3	0
61cad26a-cbc6-4977-83b9-dc61e49f2861	100	312	0	0	209	131	36	14	187
61d941f1-87df-43af-8a29-b6809c809275	303	133	1	0	171	11	32	2	54
6218f366-d5d2-4289-a95e-eeedfae7523a	155	131	120	15	245	94	403	90	0
622eaa04-b8f9-471b-98b0-7befd119f14c	82	189	225	341	0	314	358	0	20
6239e340-d50c-45b1-a7ca-e1135671ae0f	441	14	0	8	8	0	4	2	0
626c9788-d70c-449b-b9dc-5e3f6fc00991	350	92	13	16	40	23	59	15	0
627823ec-c623-11e3-bf01-24c6515278c0	0	373	607	0	0	118	250	0	0
6297aa77-37a0-4f46-987b-32bd8653c0c2	352	93	11	16	45	1	21	0	0
62ac7c91-da99-4144-b927-e90528dcd8d4	430	13	0	0	15	0	10	0	0
62ea1264-47b6-4a6b-9fa6-779837f8e905	436	0	7	0	70	34	22	4	0
62fceb56-8c6e-4d20-9d2f-5b7042854d23	439	0	0	7	12	0	9	0	0
631ab9d0-5400-400c-b0bc-c3e576bcfe06	279	163	10	108	177	0	2	0	0
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	460	0	0	0	3	0	0	5	0
632f3eb0-c623-11e3-bf01-24c6515278c0	343	110	5	8	20	29	42	1	0
637208b2-d8b6-45a3-a389-6f34db18fea4	416	27	0	4	2	8	0	0	23
63762458-902a-4329-a823-703b54cb5f9d	299	152	7	16	103	0	12	0	0
638e80c7-9a6e-4a32-a621-fc4168e72343	449	0	0	2	2	2	0	3	0
63a907ff-1042-4f9c-a385-55a32b3e103b	408	61	9	23	0	10	0	0	13
63adc09c-e1b1-40dd-9c35-2f8276b656fc	279	148	56	62	108	20	45	0	0
63bc376e-5a3d-44fd-8d77-686dfc41e458	409	38	0	8	11	3	0	5	0
63d0c49d-918d-41fb-808a-1f8001981917	460	0	0	9	0	0	0	4	0
63db50d6-5ef2-44d0-9906-26eae74ecf44	100	120	307	0	0	882	453	1969	0
63ea274b-d42b-4787-9c54-8ee95ea376ec	449	0	0	0	2	0	0	4	0
63f5bb12-1b20-49d4-9e98-570e368f947d	455	0	0	17	9	2	0	1	0
63faa59e-6649-412e-823a-338d0662ec72	392	64	0	0	53	0	7	0	0
63fef3fe-c622-11e3-bf01-24c6515278c0	254	213	0	0	135	23	14	0	0
6400c324-2c94-477d-acb9-669d4ea46f1e	456	7	19	0	0	0	0	0	0
642e1379-1061-40bc-9a4c-f7c191e84d9d	71	290	315	181	50	392	172	46	0
64446aec-c125-4c81-b9cc-62482cb1aaed	419	33	0	24	50	0	5	2	0
644c669b-937b-4adc-81b9-6a1811cba9da	346	128	15	9	73	2	0	0	10
64623aaa-a274-4baa-8b71-958d9c8df733	80	0	550	730	326	528	246	164	126
6495e68e-1434-45d3-a03d-f286447dda79	48	311	176	104	111	150	94	11	204
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	26	330	219	223	144	345	133	219	48
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	444	0	0	4	5	6	3	2	0
64b80154-c623-11e3-bf01-24c6515278c0	300	158	3	0	48	16	20	1	37
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	449	0	0	0	2	0	0	4	0
64dd81e1-35fa-4579-8a4c-f7486adbb949	289	83	270	77	0	176	0	47	166
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	460	0	0	0	3	0	0	5	0
64f696a6-58b2-40a8-b848-fd775cd52529	465	3	1	0	7	0	0	4	1
6507e084-c038-4ba6-a431-fb9a53190d5f	339	120	0	1	58	0	19	41	0
650fe009-da01-4717-89df-9c95fafe3d7e	241	179	4	0	83	41	69	0	30
6527aa5a-c622-11e3-bf01-24c6515278c0	367	80	14	36	29	8	30	4	3
654dba9f-cfe5-4121-97c7-868613cdef53	222	220	53	27	19	37	43	0	48
6551ec26-4166-4d4f-bee2-444ea2466978	364	83	2	0	27	0	42	0	0
65723119-bdfe-46f0-b629-c171023abd71	412	0	347	0	166	743	20	310	0
65be412d-46c3-4cbf-9b46-b35351e53065	0	407	360	270	92	343	0	0	41
