Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I
ecf4e05a-0912-4b93-ad66-323002f0c845	384	70	9	1	25	0	0	0	27
ecfe388a-99f5-44b9-9226-a6ae6d892538	192	238	61	71	16	59	58	0	116
ed1f5a41-921f-469a-bc04-306a5435e067	442	23	6	11	0	0	0	2	0
ed32c725-08ae-48eb-8fa2-719b9aeb7550	0	190	946	629	162	941	0	199	147
ed46bb2e-97e3-4914-a086-de80e00d6ee8	409	46	8	15	0	11	0	4	0
ed4b53cb-5473-4bc1-9d84-0b0ad93cbd57	230	216	0	54	177	0	5	0	0
ed52e836-c622-11e3-bf01-24c6515278c0	428	10	17	0	2	0	44	0	0
ed7be9ae-e603-4731-8d91-a8285abaee33	272	99	2	0	11	0	216	0	0
eda1d8d9-e8f5-46f2-bb16-15d0b10c2cf9	133	307	2	32	235	22	75	13	0
edac1323-2497-45e6-9148-e9c955292ba2	165	191	239	42	22	166	280	6	0
edc070db-b768-478f-ae75-4c4012bdc3fe	451	0	1	1	1	0	2	4	0
edc8839f-fa6b-41e0-ad49-f688073730bd	1	300	307	314	86	302	159	10	115
eddfbfb9-3ae8-449b-b870-46062a2571c1	0	271	386	392	0	245	241	85	112
edeea137-080d-42d3-a0ce-5cfe0d4a68e7	302	132	0	32	163	0	12	0	0
ee368301-b2f7-428f-9330-67c054c1a09d	442	11	9	7	0	1	0	2	0
ee5d5e7d-78cf-4a29-a9ee-56aa3da877dd	110	341	16	51	261	11	52	16	8
ee6cc68e-8d2a-41ee-82c6-0fecdf7e6259	173	235	229	38	47	26	42	98	149
ee7b8074-c622-11e3-bf01-24c6515278c0	318	117	25	14	25	5	46	0	0
ee8ba991-8c96-476e-b096-49f3aaaffc2f	108	330	299	17	134	187	0	160	142
ee963667-56b1-49bd-8896-e07b536d3014	262	176	3	57	109	41	0	0	49
eeddf701-93f9-4f10-85cb-9dce1760bae8	293	144	0	25	92	15	25	0	23
ef002c3d-358f-4fc0-98f3-2f8b89de4374	46	334	345	106	16	227	178	24	0
ef3a0ccd-85bc-4e5f-a8c6-5a2e2d9e6717	263	122	190	65	146	124	71	0	151
ef3b454c-b2cf-4f68-a2ab-733620b6714e	416	31	0	0	18	0	4	1	0
ef673d3d-2031-4036-ba25-4bc7ef04075b	243	231	0	0	128	0	0	0	0
ef76231d-5a21-4bbd-9847-c01be6fe8916	446	0	0	6	4	1	4	0	0
ef78f09c-c622-11e3-bf01-24c6515278c0	251	186	13	48	90	17	37	0	0
efacd7d6-56cf-4f6a-87f0-1a7ab6b1a643	326	87	49	57	89	9	43	33	0
efbec43c-0c16-4006-abe8-c3ec2ec42c05	32	387	0	47	246	42	86	16	82
efc39172-083c-4297-b922-3f58df781332	228	240	5	28	79	23	0	0	0
efe4d5dd-fffb-41df-ab86-be06cc16646f	89	327	371	30	67	189	91	271	0
efec3225-de07-4559-9a90-95223495cc61	4	331	0	250	306	275	145	0	0
effb868c-f905-41a0-ace1-b5e508732534	387	84	0	0	49	0	0	2	0
f03330dd-c616-4ad5-abc3-6d6b0445e9e9	456	3	5	4	0	2	8	2	0
f047cb85-8f88-45d5-83c3-0416c9f3fff7	410	38	1	1	22	16	18	0	0
f04aecf0-eb12-4ab9-928e-7bcf201b0b40	440	0	0	0	9	11	17	0	0
f064f762-c622-11e3-bf01-24c6515278c0	263	171	37	0	69	0	70	0	0
f075dcdb-4b6a-4186-bfc5-c1787c4a14ac	304	149	7	19	54	13	41	1	0
f0768c67-f38c-40a8-8f27-81a927fb5dca	226	240	84	4	0	46	47	0	19
f07b9192-c86f-4ee4-a3b5-feb9c5098bf4	244	189	204	12	2	66	118	55	0
f0a33adc-ea90-46ef-a24a-a8d7e4e15db3	0	183	1048	501	190	414	0	132	380
f0b46dcd-ce45-4405-8744-8f8b35606b75	446	8	0	7	5	0	6	2	0
f0e0d978-3e32-4444-a07a-26049b2594e6	92	259	435	0	14	64	297	0	0
f0f2030e-17fd-4dd9-9104-899e59d72ed8	116	231	0	0	219	37	252	7	0
f1504811-8363-41e6-b43c-62452b1262d3	0	221	425	359	305	355	57	31	306
f1534b2a-5350-442c-bb9d-8c7142668d31	408	22	3	0	37	11	54	2	0
f15989a1-e820-4879-a535-438277acad49	433	36	13	10	0	0	0	0	2
f181848a-c622-11e3-bf01-24c6515278c0	132	342	148	53	27	12	1	35	29
f1a4f60a-5228-47cd-883f-ff8d2dfe1633	57	91	40	459	375	862	336	0	0
f1d73c2f-3d7d-4a0f-871b-b3bf76d865dc	282	193	79	26	0	6	0	0	0
f1d9124e-dfa2-415e-b8b8-dd872fd3e2cb	280	134	16	25	71	7	9	30	111
f1fdacf3-2bb5-400c-895d-ec7f472fa0d4	425	16	0	0	20	3	14	2	0
f21832da-df8b-43d4-9bf4-34ad72b1bcd9	449	0	0	0	2	0	0	4	0
f221c897-6ad0-0df9-e040-11ac0c4813ef	142	252	319	140	98	152	0	74	123
f221cbb5-eefa-187f-e040-11ac0c481708	0	302	568	425	100	539	106	120	0
f24688a9-7952-49d8-ba80-2bbad472379c	376	66	0	9	48	20	14	0	0
f266899a-1dab-4226-a965-bc1327c64080	430	14	0	0	14	0	9	0	0
f269134a-e3d5-4020-bcf5-01fb42f914b2	460	0	1	0	1	0	0	4	0
f26b1f44-12de-43ba-85bb-bc61741a5a88	0	172	613	819	191	698	96	0	18
f283ed80-8302-4f26-99ed-ea20d101289d	274	195	11	11	90	0	9	11	4
f2b2111c-c622-11e3-bf01-24c6515278c0	205	283	146	0	3	3	27	0	7
f2c08ac1-4755-4c36-a11d-338d8df9fa0d	424	39	0	3	15	2	1	3	0
f2d18ad2-2f18-4c1d-8b35-46f999a82f30	425	33	0	0	5	0	13	5	0
f2e639cc-c30c-459f-8afc-7ace7d0209c5	239	116	339	250	205	238	0	145	55
f35f7712-d5c6-47f6-98ed-704edbbc1e19	177	283	165	94	21	0	0	78	0
f3720205-dc76-4101-8a56-72043fc896b5	450	3	0	7	4	0	9	1	0
f37971bd-ec65-4840-8d4f-678692cee695	432	5	3	9	43	7	4	0	13
f37de4fa-52f6-4fe4-a3fa-41803032c93f	0	339	435	215	145	518	59	146	136
f389176f-d8f3-45c2-aae4-7378a3d6fc7f	81	139	734	442	209	297	154	478	0
f38b5d2e-5cab-45c7-bb0a-38b2efc5c156	159	75	288	370	150	440	96	102	297
f38fc6ac-2af8-4d89-a514-4e2c5fdf08de	443	13	1	3	8	0	0	3	0
f393ba16-9361-5df4-e040-11ac0d4844e8	210	236	222	72	22	127	0	91	0
f393baf9-2710-9203-e040-11ac0d484504	0	215	7	464	415	334	211	0	81
f393bafd-1baa-e5f4-e040-11ac0d48450b	83	248	100	146	231	76	52	87	281
f393bafe-7503-5c45-e040-11ac0d484511	0	399	247	339	22	137	64	0	14
f393bafe-c99f-3725-e040-11ac0d484514	54	77	457	333	520	74	188	144	364
f393bb00-888d-710f-e040-11ac0d484518	0	48	859	738	128	641	257	0	289
f393bb01-6ed7-9533-e040-11ac0d484521	0	333	44	281	238	122	174	0	0
f393bb05-53c2-f80a-e040-11ac0d484528	155	280	184	36	10	179	0	358	0
f393bb05-c737-4cc3-e040-11ac0d48452a	208	0	132	128	379	2	0	272	591
f393bb05-ec1c-17be-e040-11ac0d48452f	40	143	945	442	68	926	0	1635	195
f393bb07-270c-2c93-e040-11ac0d484533	0	234	405	333	123	129	301	332	86
f393bb08-4121-cad8-e040-11ac0d484535	0	401	299	134	22	3	156	31	0
f393bb08-5b50-e009-e040-11ac0d484537	84	131	494	136	101	280	108	1009	394
f393bb0a-9b20-a0e5-e040-11ac0d48454e	155	164	316	272	172	0	78	203	51
f393bb0a-df7d-645c-e040-11ac0d484550	229	186	32	62	188	0	0	60	134
f393bb0b-08ed-3335-e040-11ac0d484554	18	242	373	428	58	369	84	126	236
f393bb0c-3ffa-cb72-e040-11ac0d48455c	116	198	438	195	108	53	181	98	45
f393bb0c-4178-ca4a-e040-11ac0d48455f	67	276	267	85	57	58	258	107	5
f393cfd8-ddbb-a0e1-e040-11ac0d48516b	407	0	0	0	36	0	0	58	103
f39cc911-36a7-4c06-9e91-4ad86281db3d	386	15	34	24	90	0	0	53	108
f3c1a125-06e9-41c4-9558-275a3e346cc5	418	41	0	0	26	0	1	4	0
f4025b40-a249-487f-8e93-7a140bcf57c1	388	68	5	9	0	11	0	0	10
f410b432-c622-11e3-bf01-24c6515278c0	45	441	144	62	22	9	23	21	0
f4798483-9e32-4e6a-8bb5-6f45af2a8ac5	447	0	0	8	0	4	3	0	0
f48c3c82-bebe-4b8e-909e-e1a51a7142ec	94	102	457	558	217	308	165	212	115
f4ada7a2-c4ac-4f89-ada7-4645861002cb	219	231	0	30	114	18	26	0	0
f4b9d98f-7b76-4eaa-9595-10b0973d5ff7	347	76	0	0	110	61	37	0	0
f4baf913-c4ac-46f3-83b6-306b9182207d	149	325	79	21	49	94	40	0	0
f4e673a9-5b85-46e7-bcac-2ce6e1026896	319	153	0	0	91	0	0	1	0
f4e926fd-006e-4c85-b71c-1433c325acb0	111	271	83	139	302	37	95	7	46
f4f48342-c622-11e3-bf01-24c6515278c0	286	153	41	29	92	0	13	0	18
f50fb278-1f0f-406e-b341-eb3d1b97afe6	0	145	608	391	132	620	0	277	705
f5378545-17d4-4a64-a57e-f6c91ef4cb3a	165	156	36	51	654	226	170	31	0
f54442d1-80fa-4678-ac94-c3ad03bc37fb	365	82	0	0	65	0	19	0	0
f54d6b6f-3bc2-41dd-81d0-74cf9e1e90e9	424	30	6	0	16	0	8	2	0
f5a97315-1906-4774-980e-0879c6ad368e	112	228	127	108	190	0	200	42	0
f5bb7ae4-4bb4-4e87-b83c-bc8620584989	253	153	114	0	13	0	51	137	151
f5c8f98a-c34a-49e8-a655-d8f29487b55c	420	18	2	14	9	0	12	0	6
f60007b3-0603-4ad1-8b47-d2d4c4c621e4	399	47	5	0	21	6	8	1	0
f601cf2f-081f-484d-ab0e-21a8ec8d3770	325	127	0	20	131	0	0	1	0
f6114c69-71a1-47d5-9b28-b0227b1872f7	149	111	200	78	41	147	0	1022	479
f6189828-eeaa-4d21-b163-53bf3d47a640	0	353	0	253	266	199	103	0	26
f61e794e-c622-11e3-bf01-24c6515278c0	381	88	6	0	43	0	0	6	0
f640d377-98e9-41d3-8761-61eb33072c65	439	0	0	0	0	2	53	0	0
f64e9609-d75d-400c-a92d-d77fd54d6c29	428	41	24	8	0	0	0	0	2
f658c350-fb89-4268-8a59-a07e365f4221	335	134	78	0	0	30	0	12	0
f663ff15-c8d3-4bff-8bf9-bf8e983579e0	458	0	0	2	6	0	3	3	7
f69e5057-eda6-4391-ba9a-aedbf6b572da	10	293	179	325	390	203	142	69	0
f6c811ff-f22e-490b-9b23-b527d20e6e6d	0	339	11	279	232	203	160	0	0
f6e758a5-150f-4424-90b7-1c1a34aec9a3	342	119	45	24	0	3	0	0	0
f7187888-f261-4a39-99b4-966fd7207117	417	34	0	5	15	0	3	0	0
f7702c0c-9636-4700-a8ae-7a58afd9fa71	328	87	66	38	80	40	0	54	74
f7b847e5-0f5d-69b4-e040-11ac0c4845fe	392	58	2	17	46	0	0	0	0
f7b84b5d-8f28-e6b7-e040-11ac0c484704	183	176	74	33	83	40	0	35	375
f7b84bac-f161-9eee-e040-11ac0c4847ed	405	34	2	16	92	10	0	0	8
f7b84c09-15d4-3046-e040-11ac0c4847ff	441	7	6	2	3	3	1	0	10
f7c6486a-bb08-f77a-e040-11ac0c482953	448	0	0	4	5	1	0	3	0
f7c6a336-3126-7580-e040-11ac0c485971	347	35	131	56	39	50	29	0	105
f7c7373c-1972-4968-e040-11ac0d486e80	59	429	133	53	67	0	0	27	0
f7cc504a-37c9-45f5-b50d-599c54dca157	133	192	26	0	279	81	316	3	0
f7d128d2-3964-e3bc-e040-11ac0d481667	341	53	29	88	86	8	11	0	60
f7d70fac-c76f-399e-e040-11ac0c482f9c	212	6	739	652	181	686	0	82	78
f7d77a03-28a0-f446-e040-11ac0c4866fb	435	9	0	9	17	0	4	0	0
f7d7b3db-02af-61cb-e040-11ac0c480c03	448	0	0	4	5	1	0	3	0
f7dcc2e4-1fc4-4b39-bc6a-720e66116d68	0	310	477	305	4	500	201	114	0
f7e4a2a8-093d-9e36-e040-11ac0d480c7d	94	309	35	137	259	85	46	71	53
f7e7b258-b4b2-e6c5-e040-11ac0d486773	113	191	363	206	131	240	64	101	272
f7e7d61f-e2dc-b523-e040-11ac0c482000	389	65	0	0	16	16	10	0	0
f7e9eed5-7a0b-4b2d-bea3-fd8c42a3b90e	319	143	91	22	0	14	0	0	0
f7ed28a6-8f5f-e87b-e040-11ac0c48120e	350	114	57	5	0	5	0	0	0
f7f3e156-0dde-72b9-e040-11ac0d48542c	110	251	277	36	99	0	65	191	203
f7f66114-e321-1d4c-e040-11ac0d48541a	321	110	48	27	120	91	3	25	0
f7f6619b-fae8-3381-e040-11ac0c483f78	433	16	3	4	0	8	6	2	0
f7fdda4f-7bf7-ede7-e040-11ac0c486e57	252	151	0	119	302	0	9	0	7
f80293b8-ddb7-f575-e040-11ac0d48309d	405	35	0	16	37	0	3	0	0
f809247c-2bab-ab06-e040-11ac0d482b8a	334	122	4	10	43	0	5	5	0
f81693ba-09ee-4201-a389-0ceeda8a4636	239	197	70	0	93	44	92	7	0
f82d213f-9843-28eb-e040-11ac0d483e48	335	105	163	81	0	81	0	120	0
f82d213f-9ba5-7b6b-e040-11ac0c486882	67	256	428	0	64	237	253	21	162
f82d213f-bc06-5b51-e040-11ac0c48687e	246	194	0	99	156	7	0	0	39
f82d213f-bc99-5b1d-e040-11ac0c486880	20	232	401	297	304	463	156	429	189
f82d213f-caa7-fd59-e040-11ac0d483e46	179	115	194	0	0	430	244	1919	0
f82d2146-70f5-8114-e040-11ac0d483e50	25	0	1300	683	389	630	165	680	433
f82d2146-726a-d0e0-e040-11ac0c486888	213	47	200	146	301	286	202	269	205
f83f1eb8-b2c8-c3d6-e040-11ac0c48261e	232	221	0	0	272	132	7	14	0
f83fc777-5416-c3e9-e040-11ac0d482c8e	12	0	2246	0	62	1950	837	427	0
f8407106-8a96-8f85-e040-11ac0d481656	51	264	566	461	241	302	0	104	21
f841c488-6b8d-6645-e040-11ac0c481418	371	0	0	0	206	12	0	0	130
f8425828-5b0f-23a8-e040-11ac0d484128	369	100	0	0	67	0	8	22	12
f843ed5c-0336-3d33-e040-11ac0d48478c	162	266	339	24	32	342	0	142	110
f845ebba-8c56-b559-e040-11ac0c4863d5	111	311	302	143	107	120	16	95	12
f8467ec8-2d61-ba21-e040-11ac0c483584	360	0	0	0	65	99	75	822	0
f848b66f-bd9e-4fba-afd4-eb58848d1ef4	1	0	65	960	620	607	439	0	43
f8515e5a-7de3-6be3-e040-11ac0c480d6d	406	61	0	0	24	0	1	2	0
f85397dc-e6e9-4f54-e040-11ac0d48706c	52	228	487	478	116	435	57	136	86
f854ae3f-356d-f0ad-e040-11ac0c485dae	209	229	50	76	136	50	18	58	0
f856fa85-fdb8-c0b0-e040-11ac0d480b4e	4	239	412	404	403	575	0	196	228
f8572359-f29a-5945-e040-11ac0d4821cf	206	267	119	10	16	0	0	43	0
f858d813-f3c5-4ad9-8c20-9f231d6624d8	42	112	797	827	262	810	0	977	0
f8593ac0-9480-22a0-e040-11ac0d48697a	0	179	1258	222	202	1173	0	643	354
f85add3d-e2e6-31f8-e040-11ac0d48479c	0	112	501	683	520	983	108	0	147
f85ae2b7-cebf-17a2-e040-11ac0c48033a	99	338	58	77	367	158	15	24	0
f860bc4c-f31b-6538-e040-11ac0c48268f	174	233	310	0	43	133	130	32	0
f866123a-9eb0-e856-e040-11ac0c48717e	2	406	167	211	184	88	0	31	33
f8696c79-b165-92a6-e040-11ac0c4804bf	164	270	222	167	47	56	0	28	0
f86975a2-78a4-ef8c-e040-11ac0c4809da	0	270	540	588	247	929	5	0	0
f86ae246-2492-9785-e040-11ac0d4813b0	0	346	537	281	214	713	0	0	106
f86b6ba2-8f4b-ee53-e040-11ac0d485904	141	260	376	94	6	156	0	86	156
f86b7e84-7040-c751-e040-11ac0c485675	106	172	704	412	191	1087	0	580	0
f86e2d80-911b-7a19-e040-11ac0d486900	114	205	456	259	94	589	0	99	173
f8733b80-c622-11e3-bf01-24c6515278c0	239	180	7	147	140	28	44	62	24
f87348df-7186-4c6b-e040-11ac0c482ba9	94	280	510	189	98	273	75	288	16
f87cdca1-2c85-49d2-e040-11ac0d485c9d	175	197	67	106	330	143	0	16	88
f87d7c27-eeef-920e-e040-11ac0d48388d	103	50	522	99	11	593	478	1356	0
f87e94a9-ef37-fcba-e040-11ac0c482332	265	138	94	32	210	95	0	57	135
f87eb1b5-1712-ca1f-e040-11ac0c483848	208	246	88	59	17	72	61	0	0
f8809cee-8f81-28f8-e040-11ac0d4873bf	454	1	0	0	8	0	9	2	5
f89ef95e-6e39-420b-a3c2-ccebcc69ce3b	383	91	0	0	49	0	0	0	8
f8a165b0-51df-413c-b7c6-c7fc80547db4	400	50	0	10	101	9	2	0	0
f8d89ae2-2c7d-40ae-8d40-34b93b16efc9	383	67	0	11	11	6	0	0	17
f8e61a02-654c-c226-e040-11ac0d481b60	423	26	0	10	18	0	12	0	0
f8e61a02-6e5e-c8e2-e040-11ac0d481b70	429	29	10	9	1	0	5	3	0
f8e61a02-8c03-ad45-e040-11ac0d481b62	445	0	0	1	9	0	4	2	0
f8e61a02-8c9e-aaee-e040-11ac0d481b6a	461	0	0	3	3	0	0	4	0
f8e61a02-8fbe-a9af-e040-11ac0d481b64	449	0	0	0	2	0	0	4	0
f8e61a02-909d-a906-e040-11ac0d481b6e	442	0	3	3	4	0	12	0	0
f8e61a02-90ec-96fd-e040-11ac0d481b5e	442	0	0	6	4	1	8	1	0
f8e61a02-92b1-947e-e040-11ac0d481b68	460	0	0	0	3	0	0	5	0
f8e61a02-938b-9428-e040-11ac0d481b6c	449	0	0	0	2	0	0	4	0
f8e61a06-42fa-e42c-e040-11ac0d481b72	456	0	0	1	2	0	5	4	0
f8efa5ad-3a4d-39d6-e040-11ac0c480132	449	0	0	0	2	0	0	4	0
f8efc19a-1e4b-e1b0-e040-11ac0c48104e	449	0	0	0	2	0	0	4	0
f8f0136b-09ec-d079-e040-11ac0c4842e7	449	0	0	0	2	0	0	4	0
f8f024e5-7096-3047-e040-11ac0d481c0f	462	0	0	5	0	1	0	4	0
f8f07989-2e2e-30f3-e040-11ac0d484490	453	0	0	3	8	0	8	2	0
f8f0a423-1a3e-4fcc-e040-11ac0c481cb6	444	0	0	5	8	2	4	1	0
f8f61e36-b934-9410-e040-11ac0c4804cc	441	0	3	0	2	0	14	1	0
f8f749b7-547d-49fa-9da2-44eed962b6fd	205	190	341	76	42	100	79	10	140
f8f7f274-dd98-3bb0-e040-11ac0c483fcd	449	0	0	0	2	0	0	4	0
f8f9d9b8-abdd-1afb-e040-11ac0d480523	319	93	0	77	235	25	2	0	0
f8fae6e5-93b5-7233-e040-11ac0c4830e7	449	0	0	0	2	0	0	4	0
f8fb791c-08b4-b6e1-e040-11ac0d4868f3	446	0	0	1	1	0	5	3	0
f9012277-55c4-2486-e040-11ac0c48236f	449	0	0	0	2	0	0	4	0
f901353f-fdeb-5a55-e040-11ac0c482e89	458	0	0	2	6	0	0	5	0
f901c7f7-891e-8ec1-e040-11ac0c480829	456	0	0	1	2	0	5	4	0
f9020478-c741-6776-e040-11ac0d481228	449	0	0	0	2	0	0	4	0
f9031d03-def1-24b4-e040-11ac0c486570	445	0	0	4	7	0	4	1	0
f9039bd6-8fa6-37cb-e040-11ac0d486d06	456	0	0	4	6	1	1	5	0
f903cfe2-c082-1bf6-e040-11ac0d4809f7	443	0	4	0	3	0	10	1	0
f9052bfc-94a0-cb29-e040-11ac0c48284a	408	36	13	0	17	0	28	3	0
f90a074e-d82f-f6bb-e040-11ac0d487334	460	0	0	0	3	0	0	5	0
f90b298a-0546-6c36-e040-11ac0c487a0b	459	0	0	0	7	0	0	5	0
f90cab09-6797-eccb-e040-11ac0d486aa3	449	0	0	0	2	0	0	4	0
f90d51f8-3bc4-2e66-e040-11ac0d484d19	449	0	0	0	2	0	0	4	0
f90dbdbf-f8cd-e0d8-e040-11ac0c482576	438	0	3	0	0	5	31	2	0
f90f8204-4d65-04fa-e040-11ac0c4841bb	451	0	0	2	0	0	0	4	0
f9101872-d864-c508-e040-11ac0c4818b5	440	15	0	4	19	0	9	0	0
f9116dda-19f4-9e1b-e040-11ac0c4872b8	448	0	0	0	6	0	0	4	0
f91661d6-a2b5-fac2-e040-11ac0d4852fd	434	9	0	1	10	4	9	0	0
f91a9af2-7909-099e-e040-11ac0c484205	449	0	0	0	2	0	0	4	0
f91ba748-5a05-e738-e040-11ac0c486a08	412	46	4	0	27	0	9	1	0
f91bde65-233d-2218-e040-11ac0c480a33	440	3	0	3	7	3	7	1	0
f91d1645-9b68-edbb-e040-11ac0c4854d8	449	0	0	0	2	0	0	4	0
f91faa2e-ea53-bef4-e040-11ac0d485f5d	426	16	3	0	4	0	13	3	0
f920200e-f349-3730-e040-11ac0d4825cc	447	0	0	2	7	0	5	0	0
f920ef57-c942-d2e1-e040-11ac0d481706	460	0	0	0	3	0	0	5	0
f921b592-fa4d-49f7-b773-81a0e903aaed	307	147	1	11	79	0	22	1	0
f92268fe-7a92-51e8-e040-11ac0d48733a	434	10	0	0	11	5	4	3	0
f925f24b-bffd-89ab-e040-11ac0d48682f	420	25	0	5	11	2	7	0	0
f926087f-0bec-1316-e040-11ac0c480a58	449	0	0	0	5	0	1	3	0
f92a34fa-014e-4b41-a6d0-3b46b8c8a3ee	356	83	0	47	99	35	0	0	0
f92a78d1-90ff-70c8-e040-11ac0d485eca	458	2	0	4	6	0	0	4	0
f92b2c52-ed64-4594-e040-11ac0d48425c	443	1	0	7	1	0	4	3	0
f92b8fda-350b-17d5-e040-11ac0c480ce8	458	0	0	2	7	1	4	2	0
f92c8821-daba-3727-e040-11ac0d480224	442	0	2	0	2	0	14	1	0
f92fde51-6a19-6641-e040-11ac0c484074	449	0	0	0	2	0	0	4	0
f937fc8b-6fa7-12fd-e040-11ac0d4850f9	449	5	1	3	6	0	16	2	0
f938b6f4-a457-c624-e040-11ac0c486fad	460	0	0	0	3	0	0	5	0
f939f757-a415-ad44-e040-11ac0d4868e5	460	0	0	0	3	0	0	5	0
f93abbbf-5e13-9b85-e040-11ac0d485718	447	6	5	0	4	0	11	4	0
f93c9e35-c76c-2b59-e040-11ac0d485dee	460	0	0	0	3	0	0	5	0
f93dd46d-4611-e84e-e040-11ac0c483323	449	0	0	0	2	0	0	4	0
f93f4445-6f19-403c-e040-11ac0d48556f	449	0	0	0	2	0	0	4	0
f940cea2-7e79-e422-e040-11ac0d483224	460	0	0	0	3	0	0	5	0
f942b732-7c0b-7ec6-e040-11ac0c483f86	462	0	0	1	1	0	0	5	0
f94c4f69-8119-4eaf-97c1-5106890c14d4	202	266	105	73	5	33	0	96	0
f9718c44-c622-11e3-bf01-24c6515278c0	246	225	145	23	14	25	24	0	0
f9837a56-7244-4846-a63d-266e6a92f168	231	233	43	11	92	0	36	6	0
f9854144-d92c-46da-ac87-9d1fd7efe67d	135	296	3	62	402	0	2	0	0
f988e698-9b34-45ce-ba4c-74e06e9cae4a	0	351	0	250	265	117	146	0	0
f98de26b-c7d6-435d-81fa-1f1869da9087	204	199	17	13	367	339	26	0	48
f9a81200-5381-496a-8062-099f9e793618	318	131	11	0	140	110	0	4	37
f9c07ba7-152a-f624-e040-11ac0c484cd5	395	46	0	9	20	0	14	2	0
f9c0a08b-d1e5-4c18-e040-11ac0c4864df	266	179	0	4	142	0	19	0	0
f9c0a0d9-5af6-4476-e040-11ac0d4830d3	277	157	0	24	172	0	6	0	0
f9c0a12c-2651-d9ea-e040-11ac0d483201	339	103	28	31	135	44	7	4	30
f9c1df10-25b8-c8ae-e040-11ac0d486375	376	67	0	1	39	4	15	0	0
f9c23ce8-7f1c-9417-e040-11ac0d482562	311	140	0	12	150	0	7	0	0
f9c23d09-74e4-07f9-e040-11ac0d482577	460	0	0	0	3	0	0	5	0
f9c26646-d2b0-cf30-e040-11ac0d483918	181	211	0	8	389	147	93	3	0
f9c39eb7-39a9-6626-e040-11ac0d4870c2	194	211	0	81	413	12	7	0	0
f9c3bc8e-dbc4-1ed0-e040-11ac0d4803a9	343	111	0	12	148	0	0	0	0
f9c3e4e3-1b95-b71a-e040-11ac0d4819e7	286	144	0	57	287	19	1	0	0
f9c3eaad-a0d9-8bf8-e040-11ac0d481d8e	108	0	572	0	28	256	765	0	0
f9c4e06c-e8a6-613b-e040-11ac0d4828ba	387	62	0	2	63	0	9	0	1
f9c51617-3fcb-91c5-e040-11ac0d484abf	305	129	0	0	269	77	3	0	0
f9c52187-2e82-d58a-e040-11ac0d484fc4	387	56	0	37	94	8	2	0	0
f9c52414-385d-8cc7-e040-11ac0d485037	374	71	0	13	77	0	13	0	1
f9c650e7-9053-78eb-e040-11ac0d4874bb	186	152	71	0	488	130	128	43	105
f9c65e3d-f3f7-dd5f-e040-11ac0d487b1f	388	60	0	1	40	0	26	0	0
f9c6f4ca-4bb8-26b4-e040-11ac0d485600	443	4	0	0	6	0	2	4	0
f9c70e38-dd99-3fe2-e040-11ac0d4862f2	311	133	0	10	126	0	7	0	0
f9dc999f-6dde-448d-9cf1-2897ddcf7b0b	0	0	1544	1655	963	3490	0	117	0
f9f04e42-63a2-4ee1-ade4-9e5bb5c20cdd	357	50	21	0	72	103	0	236	71
fa2c3620-7e82-4b12-b135-87986f0f2890	191	0	365	0	103	109	481	0	450
fa4d35e3-fc38-4e26-a9e0-521a648acec1	307	156	0	0	73	27	29	0	0
fa54205f-7e51-4e5a-9f0a-5e8a2e40235f	194	249	0	0	102	35	110	0	0
fa5e2900-95e7-4700-9707-a329cd0c77fd	464	1	0	2	8	0	0	4	0
fa676301-902f-473f-8313-5bff34ae549a	275	190	55	21	0	56	0	0	19
fa6a60f5-8949-4e01-9435-d3117601627f	171	258	212	48	15	14	47	197	66
fa718a69-7d09-424b-90a3-4839ba7dc9b2	364	44	27	0	7	1	113	0	0
fa837b4d-55a7-4dcf-9fdf-cf9c13644df7	444	0	0	0	6	3	7	1	0
fa8844f8-c4b6-487a-8187-e30c12a7a453	183	224	119	12	28	69	138	0	0
fa9996c3-b874-4424-a5a6-f1c7c0f42b9b	454	0	4	0	1	0	16	3	0
fa9a3247-a465-4fdf-bb64-5afaa83a5d76	372	93	7	3	50	0	6	16	0
fab0be4b-c84a-45cd-a76f-44d9a8bf1846	166	43	566	594	314	687	0	130	203
fab3d6f4-de1c-4d6c-bdea-ac39a7884657	201	201	194	16	169	137	134	63	0
fabf1f6c-c622-11e3-bf01-24c6515278c0	100	360	202	57	72	110	0	57	56
fae88d21-171c-4df4-b258-3c5948a1034b	427	31	9	12	5	0	0	10	0
faff4626-615b-416a-b7a6-9d177dcc94a9	94	306	220	94	0	60	88	0	103
fb0c6353-a90c-45e2-9355-7cd16cf756ff	76	263	519	112	76	288	254	5	0
fb194ca3-10aa-4dc5-8d08-619ddbd6d1b6	390	54	0	17	24	21	2	0	0
fb74cca4-ac9c-4be0-80e3-e71592f96aae	407	36	1	0	28	6	24	3	0
fb8b5ff5-4164-4276-b75b-b0ee6bda7329	280	151	0	0	119	46	75	0	0
fb9135d9-2acf-41dd-8552-359e6b8c9470	0	158	1073	442	177	480	0	1410	278
fbd899a0-c622-11e3-bf01-24c6515278c0	158	270	63	87	134	13	28	0	69
fbea74b5-b1a8-4767-af7c-e179ce8da071	453	6	0	2	11	0	0	6	0
fbf937f1-5f30-470c-8a77-46cd1c41e073	379	80	14	20	64	6	0	2	0
