NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
39	286.176	24.877	57.334	14.788	0.115	0.982	30000.0
40	285.745	24.812	57.366	14.786	0.115	0.982	40000.0
41	285.555	24.846	57.22	14.796	0.115	0.982	30000.0
42	286.057	24.874	57.381	14.788	0.115	0.982	40000.0
43	285.156	24.786	57.294	14.752	0.114	0.982	80000.0
44	286.585	24.897	57.498	14.829	0.115	0.982	30000.0
45	286.234	24.826	57.505	14.809	0.114	0.982	50000.0
46	286.559	24.884	57.419	14.801	0.115	0.982	50000.0
47	285.458	24.785	57.189	14.713	0.114	0.982	40000.0
48	285.532	24.81	57.172	14.755	0.115	0.982	40000.0
49	285.106	24.75	57.283	14.764	0.114	0.982	40000.0
50	286.352	24.92	57.475	14.849	0.115	0.982	50000.0
51	285.927	24.846	57.419	14.801	0.115	0.982	30000.0
52	285.738	24.831	57.365	14.762	0.115	0.982	20000.0
53	285.997	24.833	57.283	14.784	0.114	0.982	40000.0
54	285.533	24.783	57.249	14.743	0.114	0.982	30000.0
55	285.951	24.856	57.232	14.76	0.115	0.982	70000.0
56	285.46	24.868	57.111	14.735	0.115	0.982	40000.0
57	285.04	24.793	57.191	14.743	0.114	0.982	50000.0
58	285.428	24.803	57.3	14.746	0.115	0.982	40000.0
59	285.632	24.763	57.333	14.741	0.115	0.982	40000.0
60	285.884	24.849	57.316	14.781	0.115	0.982	40000.0
61	285.543	24.831	57.226	14.781	0.115	0.982	50000.0
62	285.454	24.798	57.281	14.749	0.114	0.982	50000.0
63	284.646	24.706	57.07	14.677	0.114	0.982	50000.0
64	285.315	24.735	57.257	14.74	0.115	0.982	40000.0
65	285.909	24.86	57.223	14.761	0.115	0.982	40000.0
66	285.621	24.812	57.36	14.785	0.115	0.982	70000.0
67	285.408	24.737	57.25	14.725	0.114	0.982	70000.0
68	286.217	24.812	57.435	14.776	0.115	0.982	40000.0
69	285.879	24.835	57.201	14.708	0.115	0.982	40000.0
70	285.526	24.774	57.276	14.747	0.115	0.982	20000.0
71	285.875	24.839	57.358	14.785	0.115	0.982	40000.0
72	285.411	24.776	57.199	14.717	0.115	0.982	50000.0
73	286.106	24.886	57.378	14.795	0.115	0.982	40000.0
74	285.639	24.8	57.373	14.771	0.115	0.982	90000.0
75	285.119	24.725	57.167	14.704	0.114	0.982	80000.0
76	285.748	24.853	57.202	14.768	0.115	0.982	30000.0
77	285.834	24.842	57.26	14.744	0.115	0.982	80000.0
78	285.65	24.805	57.309	14.759	0.114	0.982	60000.0
79	286.236	24.788	57.429	14.783	0.114	0.982	30000.0
80	285.065	24.775	57.247	14.743	0.114	0.982	40000.0
81	285.581	24.808	57.229	14.737	0.115	0.982	30000.0
82	285.382	24.75	57.244	14.75	0.115	0.982	30000.0
83	285.413	24.749	57.251	14.722	0.115	0.982	40000.0
84	285.686	24.816	57.306	14.762	0.114	0.982	20000.0
85	285.969	24.832	57.293	14.769	0.115	0.982	50000.0
86	285.753	24.797	57.214	14.744	0.115	0.982	40000.0
87	285.517	24.789	57.242	14.736	0.114	0.982	30000.0
88	285.854	24.84	57.309	14.766	0.115	0.982	50000.0
89	286.98	24.936	57.466	14.809	0.115	0.982	50000.0
90	286.714	24.891	57.417	14.793	0.115	0.982	60000.0
91	285.483	24.83	57.269	14.761	0.115	0.982	60000.0
92	285.565	24.842	57.264	14.757	0.114	0.982	50000.0
93	286.305	24.92	57.455	14.825	0.115	0.982	40000.0
94	286.899	24.884	57.524	14.811	0.115	0.982	50000.0
95	285.754	24.894	57.337	14.806	0.115	0.982	50000.0
96	285.621	24.827	57.362	14.791	0.115	0.982	40000.0
97	285.667	24.831	57.26	14.787	0.115	0.982	50000.0
98	285.939	24.81	57.365	14.771	0.115	0.982	40000.0
99	285.78	24.831	57.36	14.783	0.115	0.982	50000.0
100	285.18	24.787	57.171	14.744	0.114	0.982	40000.0
