NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	286.054	24.861	57.388	14.785	0.115	0.982	40000.0
2	285.884	24.858	57.37	14.811	0.115	0.982	50000.0
3	285.952	24.827	57.32	14.765	0.115	0.982	40000.0
4	286.028	24.891	57.365	14.798	0.115	0.982	90000.0
5	286.659	24.863	57.496	14.79	0.115	0.982	40000.0
6	285.615	24.801	57.245	14.743	0.115	0.982	40000.0
7	285.264	24.741	57.224	14.718	0.115	0.982	40000.0
8	286.327	24.828	57.43	14.785	0.115	0.982	40000.0
9	285.472	24.772	57.304	14.747	0.115	0.982	60000.0
10	286.409	24.865	57.322	14.782	0.115	0.982	30000.0
11	285.961	24.877	57.396	14.812	0.115	0.982	30000.0
12	285.522	24.847	57.173	14.75	0.115	0.982	50000.0
13	285.419	24.833	57.199	14.752	0.115	0.982	60000.0
14	285.663	24.853	57.277	14.773	0.115	0.982	80000.0
15	285.742	24.758	57.103	14.685	0.115	0.982	40000.0
16	285.729	24.789	57.307	14.758	0.114	0.982	50000.0
17	286.251	24.84	57.358	14.77	0.115	0.982	40000.0
18	285.07	24.733	57.24	14.734	0.114	0.982	40000.0
19	285.961	24.833	57.263	14.735	0.115	0.982	60000.0
20	285.618	24.83	57.227	14.756	0.115	0.982	50000.0
21	285.532	24.858	57.298	14.797	0.115	0.982	60000.0
22	285.68	24.806	57.217	14.733	0.115	0.982	50000.0
23	285.481	24.847	57.334	14.78	0.115	0.982	40000.0
24	285.805	24.827	57.197	14.743	0.115	0.982	40000.0
25	285.759	24.84	57.165	14.755	0.115	0.982	40000.0
26	285.556	24.823	57.255	14.774	0.115	0.982	30000.0
27	285.377	24.837	57.123	14.752	0.114	0.982	40000.0
28	285.634	24.813	57.217	14.747	0.115	0.982	40000.0
29	285.426	24.805	57.219	14.755	0.115	0.982	50000.0
30	285.587	24.8	57.336	14.763	0.114	0.982	40000.0
31	285.174	24.786	57.138	14.707	0.115	0.982	80000.0
32	285.902	24.769	57.351	14.761	0.114	0.982	40000.0
33	285.926	24.808	57.423	14.784	0.115	0.982	40000.0
34	286.016	24.845	57.26	14.754	0.115	0.982	30000.0
35	285.968	24.881	57.283	14.802	0.115	0.982	30000.0
36	285.634	24.859	57.373	14.801	0.115	0.982	40000.0
37	285.984	24.839	57.283	14.74	0.115	0.982	60000.0
38	285.349	24.859	57.366	14.805	0.115	0.982	50000.0
