MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q
BoChr[13]	4.984272949166702e-06	0.0009426697323153643	0.0037872351304395124	0.0025767833012650954	0.0033683403351361194	0.003591670435094443	0.006886430776436043	4.162781406193972e-05	0.0015256250188417652	0.006796210918109864	0.00014537301805319202	0.026004895072354657	0.005209240826590644	0.0003153335169260174	0.00012150255137385103	0.0033068053481295576	0.0012213930694269948
BoChr[14]	0.0001750714276221199	0.0016507702934913898	0.007168398814974353	0.007479446473017658	0.006027654196110533	0.003871699051524047	0.0012627059190162982	0.0013583230011863633	0.0023416336528407555	0.0051137802086577725	0.00016031440813094378	0.00872575856395997	0.004991641137748957	0.0015181039774324744	0.001956141151022166	0.0024938925047172235	0.010019560601633124
BoChr[15]	4.837594329898387e-08	0.0009043717147800124	0.005377070283899741	0.00522074255743064	0.004788492135267006	0.0020179933687868613	0.0007843072294431508	0.0004692419130151393	0.0015170632530043804	0.008781776987016201	0.000929955097820887	0.006072914942878356	0.003945916467581867	0.001763787482693715	0.0	0.004336992196040228	0.01462010707185982
BoChr[16]	2.176201016013124e-07	0.0045915116742253305	0.005760239397641271	0.004452057899688952	0.005202728343720082	0.004368805452121478	0.00018456489599657288	0.0006181075565056762	0.0061697272100718695	0.004754246236407198	0.0003623163839802146	0.011271919788559898	0.0035177078151440357	0.00027694995456840844	0.00021974019648041577	0.0063715464959386734	0.00852549727202586
BoChr[17]	1.9637152316320795e-06	0.0002929960617243665	0.0010521000592841822	3.055824192845019e-07	2.0232033407547865e-05	0.00047395503357889446	8.007478964220383e-06	0.0009263176370339509	0.001514339045863513	0.0023187586210761868	1.826358384456439e-05	0.0005111176050894894	7.193512260528223e-08	0.006052554084427353	0.04154457226625248	0.031007827284944955	0.2444951024476785
BoChr[18]	1.080072083958772e-06	0.00027387430381835997	0.007032222410198301	0.0018091189630376904	0.007289600966218508	0.0029966865275257246	0.0029724382328139144	0.0006376587615673834	0.0005831019804188031	0.004231043561115335	0.002712996487415076	0.015758921410983937	0.015002171580292725	0.008803943350813484	0.0013275729143060744	0.006626697595105497	0.023903309117996513
BoChr[19]	1.1948344083911877e-07	0.00030562379108188336	0.0051486324355093415	6.146092662916658e-05	0.010089348645843045	0.0015142637607311825	0.00010999476837127986	0.0012922762423907663	0.002028923023927867	0.004485991813728951	0.00195979888077121	0.021085606776255192	0.007204641487589533	0.016304896130069153	0.0015580370124786214	0.018952733666519634	0.04913790005797978
BoChr[20]	2.5329794477446654e-08	0.0008307727134365628	0.0049393433301708	0.0030054764242129295	0.007180105983410812	0.001213208429711692	0.00012497196065035964	0.0028791667125043752	0.000464390136713293	0.002283257947377404	0.00042965764712005417	0.018865698585923525	0.008490760816571132	0.0030423703405710965	8.74992575734268e-05	0.023275920533201315	0.030217120210131298
BoChr[21]	6.363626369501496e-05	0.0002754776846069262	0.0007539645313227084	0.0024221550353104248	0.003364062215841841	0.003260904983326328	0.0031564144808996068	0.0014436555511929327	0.00012351327583019157	0.0024044508111763087	0.006724897813991576	0.007798684650770156	0.003990447144367408	0.00040317232254892586	0.0002611812649411149	0.003079368685139343	0.005624489836072825
BoChr[22]	0.00011899218704741087	0.0007663183245495027	0.0037653301066892584	0.0007426190853623024	0.003656319335132139	0.0023953139378568265	0.0013460812503731745	0.00012432848554453814	0.0016694555145386402	0.002497992297867313	0.0002995174985881022	0.004878891086264072	0.006232728158956888	0.0014396834757644684	0.0005682149156928062	0.005798502998078305	0.025226353474213283
BoChr[23]	0.0011794886778807268	0.00015167948047746903	0.0016116192545450759	0.007510027873795479	0.0016459493808154164	0.00037917724694125354	0.008061920933541841	0.0034725565862026996	0.0006482889759354294	0.018198781370883807	0.012537090601399688	0.014631459414958954	0.0025324684637598694	0.001090584343764931	0.0005733692157082259	0.0017260513547807932	0.0008995941073226277
