Samples	SBS80A	SBS80B	SBS80C
24badf07-8615-48a3-8d6e-45c3d783f18d	148	273	403
24f887e1-ce82-40f3-9674-11102bd076c0	0	8	457
25103371-28ac-4f43-b0e2-2d376d0dcb84	100	495	375
25224aa0-cfdd-48ec-92e5-8f3992a3e574	527	2787	103
252a1c43-f954-44d7-8e31-6bcd0157a05c	8	12	457
2564a262-03e8-467b-9ea2-f3ab38d75ae1	121	496	355
2572b0bc-c622-11e3-bf01-24c6515278c0	111	23	408
2584b428-c623-11e3-bf01-24c6515278c0	46	1246	299
25bee010-cc99-4af0-ba2f-fe4dd308be33	0	55	454
25c002f7-e972-421a-b32d-7dd675d81931	0	5	451
25c32aca-6738-43ef-a103-243f2f9a3b43	363	758	266
25c76a8f-77c0-4650-bddf-45ed0c10a2e6	542	46	283
25c99312-bf63-4654-a73a-03c3c1cd50b6	80	98	437
25cf7449-8c5b-403e-aa75-e2af158598e8	559	0	297
25e20393-752b-4796-9001-0e22ee04c586	133	0	421
25e4cad7-2403-4992-9cbc-433574673549	134	89	408
25e68b09-7d62-4449-a14a-8d09edd96db6	0	15	449
25f07374-313a-4100-9a60-3d21d2988fca	1111	355	158
25f73b03-4ba8-47ba-ad80-6ccb82105c98	367	817	239
2660825c-68f0-4631-948e-6da158edbe9e	51	131	428
267a9862-17bd-4056-ba4a-1f373736ffbb	26	5	442
26c301a6-a597-4c24-9f6c-2293e5ae41c7	50	5	439
26de406e-c623-11e3-bf01-24c6515278c0	65	49	438
274723ac-2bc1-4e2c-b31a-1907217b9f84	0	29	457
27847313-3b1e-47f2-84f1-acadaf265cf3	85	90	414
278b2498-1d64-493b-ac43-3489ec86f313	134	0	411
2790b964-63e3-49aa-bf8c-9a00d3448c25	241	0	376
27b56bf2-7a9d-4061-98d4-61fe2761578c	565	616	274
27f87d1e-2c32-4beb-9677-62f7a286673d	689	2620	89
27fcccdc-c622-11e3-bf01-24c6515278c0	169	47	409
280a069c-38e5-4300-a15c-2612301b70e3	220	0	381
2828e5e6-c623-11e3-bf01-24c6515278c0	104	0	425
282b45ee-4af2-4c61-9acc-286eaf8d661a	434	253	287
28839c75-90a8-493f-b658-8c63e0ebd324	988	0	209
289790a5-77bd-49a9-a1ec-478a8ecacd7f	205	0	405
28e81540-4744-4865-b627-c7c9d8a3c2b8	855	390	171
28f41a20-b6d6-4ecc-888f-72f779ad9af7	183	149	405
28f8d45f-4763-472e-9c4d-6787ba00164b	5	11	461
29127cde-548f-4c42-96cf-6f0020c3db9a	122	0	424
293a2f0a-4846-4c7c-b8b1-bb741c8d3275	446	399	308
29548b5f-c88a-4908-8c46-e86483e75067	29	93	427
29578759-9ccb-4a24-b5b8-c45ebd4339d9	5	8	451
295aac88-c623-11e3-bf01-24c6515278c0	1295	109	120
29a00d78-b9bb-4c6b-b142-d5b8bfa63455	231	362	410
29b92b51-7ba3-42a9-97d3-6a9b5e43f928	678	272	246
29fc38aa-f367-46a3-a14d-a5f657ad0caa	125	0	410
2a5a5840-a834-47a1-b1f4-dc8fed620f5c	0	22	460
2a7f6aac-8f94-4815-8b94-0ea7db71135c	41	4	452
2a8d63eb-0174-4213-9214-413f391f512c	1297	1042	28
2abe2e53-ad9b-4fbc-b9a7-93444f1bea87	39	0	440
2aeaab9f-4459-4be8-91e7-e0746cbd671c	177	30	406
2b000af3-2c9d-4eaa-af3f-8101b7425c37	526	892	284
2b02e3ad-4423-491e-993a-561e80dc7bcf	104	22	432
2b142863-b963-4cc9-8f8f-c72503c93390	441	709	256
2b36ac4b-eed3-4591-8b4f-b44049dfc5ed	28	14	453
2b3837b3-ee29-4a08-848e-1206404da986	208	263	384
2b40a733-7a63-4bb8-a953-95a4ee28f962	858	0	206
2b41746a-95c0-4875-afb5-c6d3d3ad30d9	367	614	322
2b4feb84-89e4-4c38-8561-5ffab02c8132	1067	62	174
2b54d668-7585-4bf4-9fdd-aea3c5cd4fa4	313	0	350
2b569b88-c622-11e3-bf01-24c6515278c0	284	18	381
2b6d4d66-7f0b-4bc0-b3d6-171956a937c5	640	0	288
2b78de4e-4c8b-4adf-a058-3dae797e7881	756	1382	98
2bd56bba-c623-11e3-bf01-24c6515278c0	213	0	380
2bd9ccca-3fae-4b66-a762-6f30d6276222	455	54	326
2bde43e2-fd4e-413e-adc7-c50bca75d358	26	762	372
2bf5b018-9f19-4fbd-9e1f-7d958aabe5d1	1399	1535	0
2bff30d5-be79-4686-8164-7a7d9619d3c0	730	2502	38
2c2e5f87-bd22-4a5e-be71-3bcc2aefaf74	0	10	451
2c316b7e-6a82-4ba1-9f34-d8bfcf82d41e	194	17	404
2c3ada8b-9650-4859-9857-43209c0f7cea	94	0	420
2c48eefe-2a08-47bf-8e4d-cbaab6777150	545	359	319
2c581a74-7716-4c20-b366-a8e1d9a901f6	114	6	435
2c6f1862-bb82-4e7e-9cb3-338bdf022ff4	0	748	449
2c71d542-1653-4d97-8752-f2fd05c7e75d	0	275	453
2c9c50ff-01d9-4703-931b-04119178706f	336	0	348
2c9dc04b-e9ec-4cf1-ab2c-a18edb30dd37	932	42	184
2ccd028d-e7e0-4f77-a512-f658a31819a4	29	17	462
2cdc4cce-0877-4ec1-85f5-20c909912e65	57	72	420
2ce48f01-2f61-49d9-a56a-7438bf4a37d7	157	115	448
2d0e4b82-c623-11e3-bf01-24c6515278c0	159	0	413
2da2b745-068d-408c-9163-3b3a78d4aaed	136	0	412
2dd5eea1-42a1-4e8b-99ac-20399cc7e15c	18	5	462
2deb8f9a-9e0a-46d1-bcb5-902db3b5c8ac	195	0	416
2df02f2b-9f1c-4249-b3b4-b03079cd97d9	26	10	454
2df17728-33e8-45ab-833b-ef68a5482daa	0	11	464
2dfe70fd-2650-49c0-b6eb-67df585d063b	0	3	452
2e0bbaf6-c623-11e3-bf01-24c6515278c0	114	40	410
2e43e0ca-54ea-482e-acf2-0048d9187a5c	422	353	294
2e66eb75-097c-4ad8-b2b3-9f5849dfd02f	133	173	403
2e69c886-535b-4ff0-9236-abf6799acdbd	203	154	370
2e76891c-b620-4cc0-9315-6f1217b09b1e	204	291	371
2e8ad1cd-d5d5-4bb4-8bbd-e9bef45088da	0	7	462
2ea2294d-fab9-43ae-a222-370487495b06	389	0	356
2ecd8358-c622-11e3-bf01-24c6515278c0	122	14	424
2f0a660c-ba3c-49bb-90f7-39b0034cea82	16	17	455
2f149d78-c623-11e3-bf01-24c6515278c0	56	141	412
2f2eaecc-6509-423f-b63a-8c3bea1ba4a4	306	136	352
2f324d8b-ec7b-4d3b-9d64-65f9fc6630a2	36	5	451
2f79fe89-9d24-4fbe-ba5b-0ff6c3c4d663	351	0	343
2fdab641-d73b-4f9a-aa4c-c1944f131a69	134	23	432
2fdfb06c-0d2f-4e1d-9756-bcb08a7f90af	123	566	356
2fe2433b-9a55-431f-a869-2b5a63e8e8fc	475	80	325
301d6ce3-4099-4c1d-8e50-c04b7ce91450	598	0	279
30376989-7edb-4863-9496-1789eccef8c4	0	108	435
303abbe5-4155-4a0d-bc3b-f8995261ca52	264	62	378
304c3e10-583c-421d-ab01-15c937d5014a	307	0	352
305a5074-5384-45a0-985d-289b178d09f6	84	77	419
30600994-c1ec-44c9-a620-3f6c617eb928	242	9	385
306ef5bc-97d0-4312-ae0e-343c4e31d869	378	0	344
309f5324-5608-4f62-b744-5ab268b70927	72	183	404
30a8f292-c623-11e3-bf01-24c6515278c0	191	86	391
30b9ab02-60f2-4974-85a9-874f247ae932	656	0	286
30dbe353-86d5-40ed-84c2-dbddf7beb17b	0	48	438
3166f1ae-678d-42ae-9d44-d3d25d6860c7	55	6	447
3189bc97-afd8-4daf-80c9-2d78a08228d3	2	22	462
31a70598-33be-4f09-9990-bd7594467802	43	1	452
31bc44b9-35ff-43fd-8a01-a834f3b1ce46	456	877	256
31bcfd64-c622-11e3-bf01-24c6515278c0	107	11	429
31c0c8f8-c623-11e3-bf01-24c6515278c0	110	5	414
31c75873-abb4-4d88-9e2f-07497a6c892d	716	1064	185
31e63f89-a6a9-40fb-823d-f41587bd73d8	43	0	437
31f02f48-44a4-445e-ac3d-e9bf3d8d25a2	46	0	446
31f3ff14-7d74-447c-a5da-9ad8336c3f3f	585	422	242
322f0b01-2118-4dbe-aba1-3875a54ee71b	245	58	376
3232f77f-b745-4232-a802-6699b6356efd	168	5	410
324adcfa-3fba-45b9-99f0-9d41c0c54d79	0	3	454
3269608c-5dd7-452a-976a-31ac971aac2f	460	203	304
32a63b4f-3baa-4987-ad30-5bd0c0548088	0	63	436
32be40fa-c623-11e3-bf01-24c6515278c0	170	0	409
32d8c373-b5c8-420b-9808-8812b5501649	632	0	305
32fa6457-c8bd-4d26-8106-925baf13df68	157	858	297
33061bf5-9b99-4735-a810-f2d5eeef6873	121	120	413
33070975-0f35-4518-9ffb-4c6170c32534	107	121	408
335c721a-3653-471f-b0ec-6144fe868c6a	0	6	462
33992441-4f34-42f2-ba87-6ddd227f2250	607	316	272
339a2c94-55c9-4113-a706-b0971fa2784f	263	0	366
33a8693c-c623-11e3-bf01-24c6515278c0	127	5	418
33b7e799-ad10-498f-9948-8ce433311539	0	13	463
33b99e90-741d-43f2-804b-75721199a0dc	0	27	449
33bcd589-80db-4a58-8f83-a48cb60e0fda	236	135	370
33bf46dd-16b3-49c6-80d7-76caf27aa0f4	115	2	430
33de44a2-bec1-402d-872c-d78c1f2d52b3	351	0	350
33ea81f2-db2c-4567-bd7b-4cb9aadfef88	1755	63	30
34030a28-c622-11e3-bf01-24c6515278c0	42	27	447
3433b1f3-59d1-4ac2-9bbf-e0c4042b4ddc	167	1209	236
343fcbc2-f30c-4ffa-a0b3-f5bb21e5e70b	657	47	276
345a06d6-fa5c-4674-a847-88a6b537cf3c	0	8	453
34739bd6-b3be-441d-8cdb-e4233bf14080	0	12	468
34881c6b-f59f-42c0-9f29-9c5c47262ae6	1239	753	77
34a445c2-1eb4-4a9f-8838-cddc2f82aae4	246	495	319
34ab4c57-5240-4af7-a329-a5ab55934fd4	81	1	429
34b0c838-bf6c-4d0f-8cd2-d2928adbb539	69	28	432
34c24482-c623-11e3-bf01-24c6515278c0	123	17	416
34d7b6cc-cfcf-4178-b075-f4d129ab18f7	27	302	379
351db483-a70e-496d-b70a-7449875121ee	554	1487	287
352fbbb4-88a5-4354-b1fa-3a01da3fbfa7	3	7	452
35553150-e4ef-4539-b220-259f2d634bd7	314	39	353
3585e133-b3c1-4d90-b5f2-2b867e0ae0ec	7	2441	255
35a74e53-16ff-4764-8397-6a9b02dfe733	450	1081	280
35b951c0-edb0-47c4-9076-ede346ea7cb1	44	1	439
35c797fd-ca81-4cef-b6c4-7e3776f661b3	0	2803	173
35cca3b8-c623-11e3-bf01-24c6515278c0	130	0	409
35ceba07-0759-4fbe-b076-af821a528cf0	494	0	296
35dc84c1-476c-4d48-ae23-622bf6e043ac	1316	525	110
35e33a7a-c622-11e3-bf01-24c6515278c0	165	276	367
35eb6ecf-9514-4416-94b1-02200c0a1571	242	1455	214
35f82a33-bde2-47e2-8aba-ff1fd5920219	104	35	427
36160be6-368f-4cdb-b1ee-9ed5b64462fa	9	11	457
363d3a59-dce3-408d-a736-5c29ba9f9b6d	0	6	451
36680797-36de-413d-b2a1-8804ac1705e9	115	27	408
367fdef3-d7af-4996-932f-cc5087e843dc	22	5	456
368e592d-260c-4f58-81c4-a9f1e6177a4b	0	8	453
36962459-e81f-4b8c-a08d-df60ef3283a3	248	0	362
369c06f2-8904-49cb-99d1-dd297ed0cd0c	1127	1153	104
36d1a85e-a09b-4537-86e0-eaf1eb03aed8	2324	984	0
36d9c1aa-c623-11e3-bf01-24c6515278c0	70	943	349
36e1d9cc-32ec-4a0a-8fb1-c46f058a6fb8	262	34	370
371235d9-55b8-40a7-8cd6-baa7c2ad0493	416	253	303
3728982b-4547-4249-bd42-72a91d3fda8c	0	39	447
374cbd87-428e-4509-85c1-b7d3302c30a0	166	79	426
37522f18-77b2-4414-8df8-3c2c8048adba	366	1810	195
37c913e6-9ce5-4338-8849-b5bf7862d36a	0	4	454
37d0cf1b-1743-4852-8073-372b16b5c17d	153	0	414
37e5d47b-851b-47de-ba6a-fd2835644011	86	299	430
380593d8-c623-11e3-bf01-24c6515278c0	140	171	390
384ef419-ee94-4563-9237-236fddeb4b64	233	379	332
3869ff3f-21b9-4817-8ff4-83c6fc75ab11	194	43	388
387c6519-6529-4074-a5ab-00f8052a5732	569	113	303
388a8875-c3f5-494e-8456-28be8d3626e1	153	0	391
38d8e626-c622-11e3-bf01-24c6515278c0	232	0	377
3914c02e-44ad-4c96-8464-61aa95b42c49	359	5	386
391a949d-217a-472c-a6d4-80e548039684	235	21	405
3933c60d-73d6-4f74-ae02-fd545fc1f092	636	1044	207
3935af50-d992-4430-9909-e688347aead9	1	19	449
39458b0e-c623-11e3-bf01-24c6515278c0	231	0	375
39520be3-a2af-4189-acf4-9d239363333a	428	57	344
39a5d94d-e8c8-4057-be96-362ffbafb94d	19	6	458
39aee9fc-fa27-4b71-b9e8-43ff34bd3930	278	0	375
39c476fd-273b-4136-874c-53352f1be008	134	63	425
39c55051-e1bc-4081-962a-17205645de45	85	35	434
39c6c3b3-4683-4d11-984c-ed589188da65	755	194	274
39d38c06-3779-4ca4-b103-1d096f93dae8	385	0	345
39e32615-0160-4f13-b330-50748f5d87ed	235	0	370
3a18aa52-b6e2-4d03-ad05-ef99d653f0e0	165	17	415
3a49a936-c623-11e3-bf01-24c6515278c0	143	13	412
3a551616-4840-4111-a8c5-b4aa773d82c2	811	1081	157
3a5eaed6-fcfd-437a-b61c-fd3725c64717	303	709	275
3a6bce45-0431-49d8-82df-b1d9a738e5a6	487	994	197
3a81f733-b3a3-4578-b925-a663612bc92c	110	0	421
3ace181a-23bd-424e-a87e-e0c01a2a2cb8	0	5	466
3ad44032-01fb-4f84-b880-f01bb13a4359	44	6	454
3ae3ce4a-54ec-4c3b-83f2-845696ea0fa1	2	43	454
3afae3fb-2d87-4724-a589-d31cce1f4c28	0	5	464
3afb3f57-545a-4ed5-9461-2fcb28d89399	117	0	419
3b02a7a7-e5bc-4e77-b691-521603630b00	233	464	361
3b20d548-2a7d-4031-85a1-425ca7201d7a	1224	1518	2
3b399659-8302-428a-9c97-1e7b455c9c2f	0	245	418
3b41cb48-c623-11e3-bf01-24c6515278c0	380	61	338
3b4ff158-c6d8-4a26-9568-0634ddb4a609	0	6	452
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	621	0	284
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	240	0	367
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	711	738	214
3b7810f7-f8ff-4d62-b766-3ba06170194c	126	4	431
3b8ab548-6669-4142-9612-cafded0d7a23	417	0	321
3bacc189-01b8-46cc-a442-f393c0f428c6	434	42	327
3baecfba-6977-4374-8bc9-22240abad9b5	15	7	445
3bb25b72-ceb1-4169-891e-339f22cb0f03	1	19	474
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	665	143	267
3bfbc33d-804b-4bb3-97ac-97563d77b13d	471	37	320
3c019b2f-52ec-40a8-99b5-98c1423ce627	214	22	413
3c2b1509-1eb9-4b79-9569-57810f291499	668	64	267
3c30b10e-c623-11e3-bf01-24c6515278c0	165	16	403
3c78970e-c622-11e3-bf01-24c6515278c0	0	76	437
3c86ba21-7b11-4ec7-9d20-a2325197c676	150	466	369
3c92c0e9-68e0-4354-8ed1-b6506878145d	180	0	397
3c963890-6e79-4b16-a4aa-bac04938b4d7	1228	2600	109
3d400522-c623-11e3-bf01-24c6515278c0	281	0	362
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	114	43	437
3da169e8-844a-4eee-b794-a2eb81db779a	325	147	364
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	961	1679	78
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	0	1723	410
3de261ea-6478-4f96-8ca1-30be130e945f	34	2	454
3e012b50-06d1-4120-971b-5e54139b00ee	499	122	333
3e1180a5-149c-4e6c-9a29-696e3ba567e3	0	3	452
3e2a85d0-c622-11e3-bf01-24c6515278c0	117	0	425
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	419	528	270
3e604a1c-b95f-44ff-9723-e2fac845da3b	356	54	355
3e68233a-c623-11e3-bf01-24c6515278c0	340	156	336
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	286	1389	251
3e7a30e6-2202-40bd-bfc1-0383604050da	76	3	443
3e7ccab5-5b1d-4147-b907-77cab8f0837e	187	0	384
3e86e68b-d083-4450-b056-4cd0f8d4a084	124	14	426
3e8a2c90-e747-4a22-bc9e-0b062479fec2	18	9	456
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	51	9	436
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	373	107	330
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	74	0	439
3f039593-91d1-43cb-a06b-41e92f7e8d20	0	4	464
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	260	0	364
3f3aff50-d71b-44af-85d4-f81e813ea420	0	59	449
3f72f750-5666-44e7-acaf-a912d89475be	12	15	456
3f98d326-5676-4257-9af8-0a5f5d3c2527	534	1359	219
3f99ae0e-c623-11e3-bf01-24c6515278c0	159	0	396
3faeb03e-c622-11e3-bf01-24c6515278c0	670	949	173
3fb8f017-576f-4901-b8bf-3a58e5d43de3	213	38	388
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	25	258	399
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	138	29	422
4019c219-c51e-479f-8a9d-cfa6816ed696	123	177	411
40378b7a-a65d-4510-aaba-a34c4058fac7	165	230	376
408ed640-75f6-4346-bdd0-3b93c51adae5	68	0	438
40b1e928-c623-11e3-bf01-24c6515278c0	144	11	412
41027c0b-85af-4c78-bba0-0da63cd75fa9	1038	0	214
41840dc1-5ea2-4f01-a0d4-8b65add641c8	352	100	332
418a3dec-96ff-4719-becb-e1a8260cce2f	307	319	339
418e916b-7a4e-4fab-8616-15dcec4d79f8	1139	2679	0
41a7b031-d928-4a1f-891b-82fb3f6d548f	953	1707	117
41c565a9-d44a-447f-85c0-98f23bfee1b3	377	0	350
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	381	0	359
41dba8d1-8aad-474c-a82b-20b28ab818bd	216	0	377
41de507a-c623-11e3-bf01-24c6515278c0	322	26	361
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	468	508	317
42465bbd-289b-4e96-98fe-76809c5e1520	354	1522	199
4255582e-c622-11e3-bf01-24c6515278c0	431	0	336
42629ae0-9410-4fac-8df1-2c276467deb5	704	862	201
4283773c-c04b-4f33-a398-f3566f6d293a	225	612	298
428c100f-d7d0-4860-a8fc-2bae6a4bba95	289	358	326
429aad6f-816d-4739-baa3-b0ebf2fcd501	594	49	300
42a548f0-d86a-4273-8bda-be0fe6a53b20	732	0	261
42af8f74-fd4b-486d-bc11-db53cc471d62	642	0	259
42d20028-0ddc-4dac-9f05-d674f8915f21	204	0	408
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	141	0	398
42e92d78-c623-11e3-bf01-24c6515278c0	213	19	399
42f00950-09c9-461a-8423-d5b04a96af10	444	801	289
42f88b95-fa12-47c7-93f1-cf72f207291c	0	19	467
43206cb7-787d-4f68-8019-55e8585c4b4d	60	16	446
436af904-65b2-4196-ad8c-a4e98081ee41	0	106	442
43aa4123-0fe2-4071-8a81-cbdd0410b917	280	387	319
43b675e0-22e0-42d6-a060-afc93e22ac95	660	9	309
43be43cb-a367-4a74-94e4-973acafcf576	157	108	405
43bf37e0-3dbc-4360-818c-fc1356d77495	0	5	451
43d630aa-3890-401c-bf56-e3a9f325734f	33	4	443
43dadc68-c623-11e3-bf01-24c6515278c0	714	93	270
43f7a2e0-fec9-4e43-872d-18c6c946fa17	803	902	115
44083f54-0953-48e3-a704-11ad0988ad2e	1049	0	207
441d2f21-b448-4fc8-8c54-9b85aca56237	301	223	344
44406493-37f4-48c7-961b-8714be50773a	0	21	462
446437de-c622-11e3-bf01-24c6515278c0	199	62	402
448af8b4-e071-48b0-a65b-b4ad17afdc0c	294	6	375
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	667	582	223
44e4f08a-c623-11e3-bf01-24c6515278c0	416	140	322
44eebc04-c027-45ae-beca-c4012b494f29	1635	1106	0
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	20	5	447
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	817	659	192
45348eff-4b09-4776-825e-b18de9dba937	89	0	437
45614404-2149-4468-848c-0796e3757d62	31	5	443
45a7949d-e63f-4956-866c-df51257032de	612	589	227
45aedf22-c622-11e3-bf01-24c6515278c0	214	2	390
45d0ccb2-641f-4348-b3a8-61f4113cd85b	403	5	370
45e16b70-c3ec-493e-86d1-505ffdf5056c	1372	1542	12
460f7427-ebcf-404b-9e9e-e0278d0bca95	897	1726	47
461df2ae-fcf1-4b93-be0a-c14954fe7c42	283	38	376
4624fd20-e2ad-4826-b606-a694b04e1076	67	3	439
463bf060-8ba6-4a73-8173-172025f7b527	147	0	406
4652ae03-b096-42d0-bdfa-3f6281d4f023	140	611	333
46693a2b-5105-4770-a9e1-031dfedeb694	425	436	271
4679f37a-4f09-449b-a1d8-1f02847996da	1011	0	176
467ef778-f481-44f3-9768-b9900252d2ba	717	77	243
468083cb-95c3-47c1-9d96-79bcf7bf3f26	209	0	400
469eddf2-6e02-46bf-820f-6296a2b776e2	42	6	436
46d35b82-e1b7-4d35-be5e-3a70fd47e421	186	5	396
46e166fe-3b20-49ad-98db-42c854c61c93	321	0	344
46e503ae-461d-443a-869b-f261c5570de1	0	10	451
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	559	0	269
47050918-c623-11e3-bf01-24c6515278c0	57	17	444
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	9	11	460
47312f61-5ef4-4f25-9320-8fbb4758790e	2494	2436	0
473fe833-fcc6-485e-93d2-95e662c3ef53	0	3	452
475bca00-9089-4f50-8638-4e5e8aca6dcd	189	0	393
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	940	1077	142
47b5d831-5287-4f62-b17a-6e5eff2e4184	319	287	339
47d77750-c622-11e3-bf01-24c6515278c0	791	45	250
47e5ff56-9534-4fcf-a593-33027e877f93	92	0	435
4808f9e1-452d-45eb-9b87-2f87c67d3452	185	0	397
4838b5a9-968c-4178-bffb-3fafe1f6dc09	216	288	346
483bb781-0179-42e1-bf9c-487b240769b8	0	19	450
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	2769	2315	0
4853fd17-7214-4f0c-984b-1be0346ca4ab	26	5	443
48624a82-c623-11e3-bf01-24c6515278c0	129	1	416
48a0da38-8147-40fe-b683-3f070413a792	404	803	269
48b15122-b1e9-4c30-8fc5-70a07686779a	24	47	432
48c33a30-557b-4ecf-8066-5b4b068b5e3a	206	0	400
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	318	279	321
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	25	12	444
4904d56f-0fe7-4482-8f6d-9e54d261f399	253	0	387
492694a7-bb41-4128-a909-c424e7fc0c9e	0	23	459
492b4e58-12e2-47b2-bd47-28f8607072fa	114	0	405
493e7008-551c-4c0e-b567-a0f31868629e	771	1071	147
494701ce-05d4-440b-a65e-d925902b9d42	27	10	441
49795e42-c623-11e3-bf01-24c6515278c0	166	47	409
498ecf81-921d-4df9-a6a4-a625f484e823	0	11	463
49900a43-d42e-4052-a8cb-1563b82ad0a0	17	7	456
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	16	11	457
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	14	3	450
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	46	0	446
49dec0c2-8e75-4f44-a253-82b2ea605890	191	241	363
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	119	182	390
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	51	192	423
4a35b01f-5e19-4673-abea-d87fd1d605d0	0	16	451
4a4309b0-2aca-4d6a-ac50-039b28406bba	197	0	413
4a4e0397-8702-46ef-aaa8-3980f03a40bf	0	3	452
4a698352-25e6-4137-bef8-b6520d5b1b95	0	110	454
4a703d3e-c623-11e3-bf01-24c6515278c0	192	68	397
4a88981e-e409-440f-9bf0-71ca1bab8b4e	129	0	414
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	1378	994	19
4adc846a-42cb-4ebd-a954-e31eb29d7572	262	0	378
4b44b313-6f74-4233-bec4-7e41c91c77f1	369	0	337
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	81	5	451
4b7a704b-e516-4275-be11-45cc935237e2	8	20	461
4b8943be-c623-11e3-bf01-24c6515278c0	229	970	302
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	42	9	451
4b91ece6-c9b2-4889-b18c-c63eb58eb061	19	6	445
4bae2f08-da75-4991-acb8-5ba9912f9131	0	8	453
4c027164-12de-456f-b933-6bc91f70b46f	327	12	376
4c183106-c622-11e3-bf01-24c6515278c0	38	13	454
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	1044	106	194
4c3840df-9824-40db-879e-6d24adc8c155	174	252	354
4c3eda94-56f4-46d3-8c88-50d476e773f6	23	4	455
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	0	8	464
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	143	28	411
4c5228b5-bf31-4abd-a47c-d088e16dba13	344	104	366
4c59fb2d-21b6-4b09-8174-6102de736e4d	1013	4421	45
4c755527-3b5d-4d36-822d-990aa1003d6a	110	0	421
4c8afa82-c623-11e3-bf01-24c6515278c0	560	0	315
4cbe411b-b05e-46bd-bea8-126289a0866c	695	0	262
4ceeb025-2f16-4f80-b9b4-0151346349c6	33	2	451
4cfb0aee-6661-478a-8694-9d8ba15e46b7	44	146	424
4cff8590-559e-4204-8635-96e11bfeda68	182	115	412
4d11d7da-1204-437e-87b1-e8337a67c9a8	88	28	446
4d121008-0987-4142-a2b8-7dac58f3110a	54	0	445
4d1a4587-adb4-4a65-943e-f19efe8de142	62	12	439
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	177	0	421
4d409156-3a36-4c63-9ad6-b6af34f27b06	919	1375	103
4d4eff82-ede0-47f1-b49a-ada025952114	370	0	347
4d690424-b015-46ae-885d-aa6d9031f66f	0	4	464
4d6bb438-86f0-4414-962f-2b1cebee4524	0	57	466
4d72d06d-b6af-4294-9eef-6e61e067761f	115	0	424
4d7f2c74-862b-4aad-98e1-fa831f14a905	230	95	401
4daa2708-d0db-40fe-a07a-763f003adcae	48	0	438
4dac9498-c623-11e3-bf01-24c6515278c0	188	0	405
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	208	0	393
4dc9b032-7f7b-486d-a12b-8461af89501d	374	315	308
4de7441f-a609-4a75-9fe7-17a647079ac1	34	33	454
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	0	48	450
4e596add-a7c5-4617-9649-b4ac6612e39c	0	6	462
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	147	1083	303
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	84	0	420
4e8396f7-9506-4401-96b6-bb2e89557d59	559	670	216
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	160	1086	286
4e913899-eeb8-4630-ba9d-41a81ced8069	335	802	241
4eac784b-084a-4106-9a76-2d9fbec57033	150	0	408
4ecbfd89-393f-4126-aa1c-951a2c23ef89	0	4	464
4ed52e0c-c623-11e3-bf01-24c6515278c0	181	443	328
4ef20a13-f107-4654-adca-fc60b8f5be47	558	0	282
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	203	808	310
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	66	62	429
