Samples	SBS80A	SBS80B	SBS80C
4f6f48bc-c622-11e3-bf01-24c6515278c0	34	379	386
4fdc8980-c623-11e3-bf01-24c6515278c0	244	177	375
50203cff-83f8-4884-8346-b91ef717d00e	0	9	452
5042b417-d14e-42bb-b6f3-de303346a252	36	101	433
5046f1b4-9d95-4841-ba30-691fa44719a2	204	488	343
504cdfc5-6721-43ef-b31e-fdf52f0cd9cd	333	164	321
504d4cb0-d2dd-420d-82e6-9ec14434a0fc	229	678	309
50515723-b495-42a9-8750-e3da288bf6a3	64	0	443
507620ef-f0fc-4ac3-a7c0-ea2e36c40f77	365	440	317
50a5970d-a0cb-4251-8ab0-74ad0e94be9a	31	14	457
50b61288-1412-4104-92e6-8b1a359ef399	629	502	221
50e3a421-9741-4cd8-911b-0f47ca518b6a	540	336	293
50eb58ba-c623-11e3-bf01-24c6515278c0	304	0	357
50ee360c-e3df-4888-9999-ebb88e271d08	104	405	351
50f4d836-79a9-4bc7-a63a-7aa29e41d418	91	0	418
51206157-94cc-4702-8247-c98283b487aa	11	9	462
513bafce-375c-49b0-ae75-6c607abd05d8	46	1	449
51458c86-0fdd-470e-b059-1ffbffc92a7f	219	96	388
5174f450-0bf7-4237-a53e-844064f0e701	0	251	414
51800588-c622-11e3-bf01-24c6515278c0	188	0	396
5187e77d-f412-4303-8049-11d1aa1a0235	441	0	316
51893d3f-e7f3-43f9-9fd0-c0f25ae96804	260	2272	260
518d6c1b-8234-40be-9560-6d383d5866fa	10	197	415
5193a482-6ed9-4504-bd7c-c8b9e4103577	415	0	335
51adf6cf-f422-4d7e-aa46-cc9bf0ef8693	207	576	360
51b25b37-f75c-4380-a0f6-5273e0b7ee33	888	59	207
51dd1a39-7349-442c-b7e1-7850fb800569	11	13	448
51e5a835-eb48-4640-87d0-f40f5e2bff18	13	7	461
520b8ab2-c623-11e3-bf01-24c6515278c0	44	411	378
522dc834-8367-4f49-b93b-fcba91a2de7e	277	0	353
524bbd14-1e1f-479b-9a71-d27fce32d8bc	458	1332	218
5255d645-d3d2-422e-8449-046cd21f4935	943	280	207
526b3796-2cbd-4eec-8273-064b41456279	168	107	426
52910a60-bb15-4ba5-9d09-50d8ee6a445b	590	759	209
52d8ccfc-c623-11e3-bf01-24c6515278c0	307	340	353
52f2d49e-f24d-41d2-9f73-33bd1cc51bba	0	10	451
52f43b72-15ea-40a0-a3b4-4bf22bc0bf25	214	0	392
5310f698-d31a-4628-84b4-dc9ac29722a5	153	69	413
532259b8-c622-11e3-bf01-24c6515278c0	458	257	287
532bec86-b8d3-41a1-ba17-913a7d378f66	818	536	212
534d941c-ec2d-47eb-b2dc-d3f856d0b151	4	24	455
53534b3c-cd15-4d68-a9b1-6902bb234c45	731	340	235
536dedba-46c4-4a21-b112-13c030b13069	296	0	353
537cccf2-fb25-448b-813e-ca5d5642b910	0	3	452
53ac794d-1067-43e0-8dc0-43b131f43ec5	0	11	463
53bb7112-3e38-45fe-a9c4-1b0871babf4a	243	661	310
53bcbb68-addd-47fc-9910-cd1d3f38197d	812	989	115
53d32d8b-5649-42b0-8c52-2c39af2a961b	116	475	352
53dec97d-0464-4ffd-8e2e-95b2b9a03af0	514	5	305
53df19a8-c623-11e3-bf01-24c6515278c0	271	405	335
53e6a756-bdcc-4217-afe7-27d776159544	106	0	427
54195db3-94a9-4538-8bb8-9953d936acd4	1519	0	86
541f91bd-7e9d-4348-9e78-45b948d8967e	122	42	419
54319e3d-c28f-4ba1-9c87-299d303e4de3	149	0	400
54354d24-c622-11e3-bf01-24c6515278c0	86	1	427
54426b1a-e0d3-4d8e-9e81-2d8e6b153b22	2	8	451
546b97b0-ab82-42a1-bbd2-241523278ec3	0	10	451
546b982f-60d9-43df-9761-09369afbee2d	159	440	403
54842328-9432-4820-8976-7964bf9bf147	0	10	451
54a77010-2f16-4da9-8ca0-746a51801a00	644	1017	185
54cfd4b0-c623-11e3-bf01-24c6515278c0	175	0	405
54e78de0-d357-4125-a904-ab35e461572b	381	1020	231
551d5082-ab6a-4674-af0d-ce408f589949	340	0	364
5533240d-8fed-440d-b781-6092785a77ce	89	498	361
55345803-83d4-4fdb-b0ee-328753801da1	324	35	378
554b9439-7e11-43ec-8bc3-448c59100b9e	362	970	236
558239c7-a160-4228-8fdf-a0a1d2f62133	91	300	382
559c30f2-8ae7-43c8-819c-800261065e06	14	49	437
55ada396-0878-4724-8ebe-00da367eed3d	992	135	182
55c75a2a-f3d2-4469-9d23-604cf539d548	0	61	448
55c82198-5be6-4cc5-b5b3-b707af234107	5	10	462
55e520f4-0e4b-41a2-9951-c4e9f323100b	2	14	451
55e5497a-c623-11e3-bf01-24c6515278c0	154	0	410
561fd34c-7c7d-4df0-bbfc-3d31147ca562	253	0	369
56425c2e-6bbf-4b20-ba07-79a526dd4603	0	11	452
5650dc4e-8bce-4716-9199-cd5750d7a888	0	327	408
565e656c-d5e3-4fe4-a10c-2e9ca1e498b5	5	13	449
56681386-d407-4f53-ae4f-6c04437652f7	112	0	423
569393c8-e2fe-4580-a45b-81f1b1e01135	1354	2257	0
569ff1b4-de87-4309-8484-80549aaf9485	112	9	412
56c846d6-c622-11e3-bf01-24c6515278c0	75	21	437
56cc8740-b132-4cbc-b513-f0b5b2305ca6	543	1045	227
56d4ea48-c623-11e3-bf01-24c6515278c0	165	0	403
56ddcb96-e90b-4fce-aa4c-c677bbfee488	326	2646	271
56e57223-264e-489d-bc9a-a07789065c40	66	0	437
56ffaa35-814c-4c0b-b3c6-d4514d34fec2	258	204	330
5702affd-eafe-42a4-8f56-c1f22f8f184d	0	4	458
5714b52d-7048-41b5-8141-bf42d960abe4	3	11	460
571ce258-b453-4cac-b05e-05755791be84	17	11	455
573ee34b-43a7-40d8-95ee-0ced4b46a7c8	43	4	441
5769ae11-5f1b-483f-b228-7584591c66e6	190	71	391
576a1741-8c65-40da-9f0f-b2ca805d70f3	354	0	355
577d5c9e-fbda-41d5-b0b3-cdb733453ea5	46	10	438
578ba169-1d2f-4187-b174-082bbc6a5bd2	44	0	448
57947014-053e-4c34-b6a7-9e6f36f48010	3	11	460
5808f774-c623-11e3-bf01-24c6515278c0	488	8	319
581be6cf-9778-49c3-9c77-1316eaa78929	0	4	464
589daa3f-0b76-4c9c-b494-048955e36052	0	95	459
589e0aea-9057-4b8c-8af1-74c74fe46a38	133	0	431
58c7e9c3-1345-48c0-a758-0887358b8696	0	3	461
58d3e932-b4a3-4cac-a6ac-73160e354a15	196	1341	304
58e2453c-bb58-43a3-9642-705ec0e0bdbd	16	6	458
58f4ff52-c623-11e3-bf01-24c6515278c0	116	63	418
58faf969-bf37-4180-8807-2f44f2cc8eda	739	0	233
5912d4b3-2d5d-4b98-b967-1b4ff177097a	149	138	408
5935dd9d-d411-48f8-8512-aa73a63878b0	0	26	460
59632e7e-c622-11e3-bf01-24c6515278c0	451	372	282
5975deb5-00d2-4d18-b5c0-34ac9947fe11	160	21	402
597e4011-ea99-4356-b1d9-8cfe35db7c3b	238	0	379
59938f45-3e57-43d6-af3b-bb4968249e5a	303	0	378
59bfcb53-91c1-4dce-856a-f4afc8fa6224	0	3	453
59c18694-8a43-41dd-a6f6-52a20bc8dd54	328	57	376
59e2d6d1-debd-4796-ab0c-6a5673a990fc	0	34	458
5a51a6fc-c623-11e3-bf01-24c6515278c0	18	24	438
5a535c49-d42e-43c6-9d32-dc76f28d4f0f	24	10	442
5a5a8409-a8f2-4c7b-85e5-b8bd85f2930c	35	336	390
5a7f3c88-ef02-4e97-8009-5622245b6a09	24	176	412
5ab6a1d3-76f8-45d4-a430-d9831daa9ec4	59	26	430
5b178f44-c622-11e3-bf01-24c6515278c0	167	0	406
5b180356-cf58-4fad-a3d4-00fc12b43fcc	191	308	353
5b41e033-6df8-411e-a13b-59eeb8afbf9b	100	359	395
5b4b2312-acb5-4329-8d46-7f93213e3daf	52	0	447
5b560f4c-d2a3-43fa-b394-abef78bdefc1	536	63	296
5b7d5767-2037-4175-aec9-886776343181	196	1295	288
5bb37ffc-c623-11e3-bf01-24c6515278c0	3	195	429
5bcf473f-417d-47a5-9745-ac7faf830b1f	137	186	379
5bdca282-c671-48ff-b32b-2380996016c0	5	10	449
5beafbbb-4613-4bab-977a-11c865e13a84	103	84	423
5bebc389-de0d-45b8-9d2f-6476988c358a	0	5	471
5c02d399-07af-4573-a568-bc1b256bc8f8	0	4	464
5c156f63-6537-4d93-a6c2-4155618cf638	2	11	461
5c3def3a-b515-41f6-8157-681b963534e7	712	1325	257
5c4b369c-51a3-4ca7-8b9d-2a8e49c0dde7	260	0	373
5c775f90-83d4-4c1e-88c2-4e1ed1daa96f	37	12	449
5c8da06c-7964-4ad1-ac9e-d1b5507105d2	482	0	314
5c9b8a2c-c623-11e3-bf01-24c6515278c0	205	0	377
5cbd429f-ffab-41ad-8016-422f1c922e99	0	109	440
5cc7c966-499e-49e3-b509-4eeb00ee03d4	304	931	229
5cf21488-c622-11e3-bf01-24c6515278c0	75	30	430
5d58b984-e0b8-4237-a576-0e9d4079599e	132	310	351
5d6ad982-bb01-4233-b8fa-d129460eec79	295	0	345
5d922e48-aa70-454d-9417-c9af686feebc	547	13	301
5d9ff58c-5702-48fc-a66a-d1276327fd49	280	1212	233
5dbf3203-ce73-41e4-bf9a-32fc856f73f5	1560	2251	0
5dc6f055-c4f6-49a1-a68c-94cf87cbd363	399	0	356
5dce221a-c623-11e3-bf01-24c6515278c0	387	0	339
5deeaa45-4c1b-4ab2-a487-93c548838f68	0	3	452
5df0aab4-0be2-4da3-a4b7-a10fca09a4ba	3	19	462
5df489bc-6178-49e4-8a42-506f70300dff	85	405	387
5e9c69d2-c622-11e3-bf01-24c6515278c0	67	171	432
5ead73fe-1c34-48ed-b20d-89fc3c82dbd6	258	785	261
5ecc88f7-8391-4168-af11-07a6bf9b3652	0	13	464
5eddfb26-c623-11e3-bf01-24c6515278c0	545	220	301
5ee1dda9-2e84-4617-af09-2ae02873b44d	165	0	400
5ee28a35-7aa0-48e3-9c14-daca7b0241fe	0	5	464
5f00a760-fbc0-41f0-b92b-b3c553eac0e5	18	442	409
5f096d7b-a1ea-4cc2-af73-10108089ae84	86	9	423
5f13e9b8-6c8e-4fd7-aef1-da4e5d5e2a5e	27	14	456
5f18b334-6616-406f-8f33-0592b56c14e6	65	0	428
5f53bcda-2fd3-4574-9cc2-5efe353372b2	14	7	460
5f94cb62-4019-47ff-bf6a-eeda8e9e033c	326	15	375
5fa88c3a-dbc1-43f2-82b2-e0592f35ce57	38	0	451
5fd632ea-085e-4e9b-8dcc-ec94e492d3bf	394	204	329
5fd77ba9-5015-4d8b-86a0-582e5c76bdd6	273	0	382
5fe83740-0688-46fe-97b4-4c7c8cfa206e	13	7	447
5fe8a231-bbac-4f91-a47a-0de4fee752d3	0	15	450
6012cb02-c623-11e3-bf01-24c6515278c0	202	75	385
603594e3-e427-494c-b9ee-e872d6629563	153	0	426
60413de1-6cd2-4f74-8180-3bdd394d6d16	289	1523	265
6051f40a-99e5-4461-9255-0e70d757b4d5	561	192	276
60525b38-c34b-479b-86d3-013c7e567b8f	1310	1285	5
606111e3-6b7d-42a6-b7d0-9d6c3e33acd6	0	4	464
606d7f5e-ff98-4245-a9ac-281f5074f97a	42	4	462
60aff7a0-4960-4ed1-922b-3233ccbfdba1	313	269	354
60c33e32-7e19-4e71-b075-a63fcf27e660	427	155	323
60e78c80-41a5-456a-9a81-9007d18fd72c	600	309	256
60f81dba-c623-11e3-bf01-24c6515278c0	204	92	393
616ff577-c5c3-432e-a857-f29901de119c	29	17	456
6172ca02-c622-11e3-bf01-24c6515278c0	257	10	404
61973578-4c0d-4a3f-b9c4-f96ceab24629	773	0	290
61a48c69-4f7d-4dc6-aff7-88a6c33137df	105	5	433
61cad26a-cbc6-4977-83b9-dc61e49f2861	630	64	295
61d941f1-87df-43af-8a29-b6809c809275	321	0	386
6218f366-d5d2-4289-a95e-eeedfae7523a	594	354	305
622eaa04-b8f9-471b-98b0-7befd119f14c	735	578	216
6239e340-d50c-45b1-a7ca-e1135671ae0f	9	10	458
626c9788-d70c-449b-b9dc-5e3f6fc00991	126	55	427
627823ec-c623-11e3-bf01-24c6515278c0	79	980	289
6297aa77-37a0-4f46-987b-32bd8653c0c2	105	14	420
62ac7c91-da99-4144-b927-e90528dcd8d4	17	5	446
62ea1264-47b6-4a6b-9fa6-779837f8e905	123	17	433
62fceb56-8c6e-4d20-9d2f-5b7042854d23	15	4	448
631ab9d0-5400-400c-b0bc-c3e576bcfe06	383	0	356
631eedb3-dbd1-4606-90e1-ea91b9a77a5a	0	4	464
632f3eb0-c623-11e3-bf01-24c6515278c0	109	21	428
637208b2-d8b6-45a3-a389-6f34db18fea4	19	19	442
63762458-902a-4329-a823-703b54cb5f9d	199	0	390
638e80c7-9a6e-4a32-a621-fc4168e72343	0	7	451
63a907ff-1042-4f9c-a385-55a32b3e103b	30	41	453
63adc09c-e1b1-40dd-9c35-2f8276b656fc	263	84	371
63bc376e-5a3d-44fd-8d77-686dfc41e458	22	15	437
63d0c49d-918d-41fb-808a-1f8001981917	0	11	462
63db50d6-5ef2-44d0-9906-26eae74ecf44	0	3529	302
63ea274b-d42b-4787-9c54-8ee95ea376ec	0	3	452
63f5bb12-1b20-49d4-9e98-570e368f947d	13	14	457
63faa59e-6649-412e-823a-338d0662ec72	83	0	433
63fef3fe-c622-11e3-bf01-24c6515278c0	265	0	374
6400c324-2c94-477d-acb9-669d4ea46f1e	0	24	458
642e1379-1061-40bc-9a4c-f7c191e84d9d	620	668	229
64446aec-c125-4c81-b9cc-62482cb1aaed	92	0	441
644c669b-937b-4adc-81b9-6a1811cba9da	146	11	426
64623aaa-a274-4baa-8b71-958d9c8df733	1385	1365	0
6495e68e-1434-45d3-a03d-f286447dda79	539	413	257
649f2c20-5b50-40a8-a6fd-9a51f3d5b9df	734	740	213
64a17d5b-8f40-4ccf-8f2f-e68c5fe6b1ff	2	14	448
64b80154-c623-11e3-bf01-24c6515278c0	156	13	414
64c2e6a0-2341-49c4-a6dd-656e7bb505dd	0	3	452
64dd81e1-35fa-4579-8a4c-f7486adbb949	144	628	336
64e5ee38-e5c6-4911-ad87-c50dd8e52f1b	0	4	464
64f696a6-58b2-40a8-b848-fd775cd52529	0	11	470
6507e084-c038-4ba6-a431-fb9a53190d5f	108	35	435
650fe009-da01-4717-89df-9c95fafe3d7e	267	8	372
6527aa5a-c622-11e3-bf01-24c6515278c0	101	43	427
654dba9f-cfe5-4121-97c7-868613cdef53	183	103	383
6551ec26-4166-4d4f-bee2-444ea2466978	74	4	440
65723119-bdfe-46f0-b629-c171023abd71	629	1046	323
65be412d-46c3-4cbf-9b46-b35351e53065	678	643	192
65d2dbc3-a163-4696-b246-47a430e66572	248	0	376
65f702b8-c623-11e3-bf01-24c6515278c0	127	41	405
65f9a820-f026-4a10-8bb7-1fbc3b38321e	787	160	220
6622f932-c622-11e3-bf01-24c6515278c0	57	14	446
66290cc6-1f1f-4a0b-83d1-423952da4840	24	195	423
66701395-5a53-41bb-866b-3bbf08bc33ab	0	20	450
669f0e01-28f6-4ed8-bdb5-73f84ea28f78	1303	0	138
66b4a1f3-480f-4050-96ac-920c1c080864	20	7	456
66d312fc-809d-428b-98e3-a29d211db35c	190	203	391
66eb4833-1b87-4fd9-a53d-26dc7ad6de29	0	4	467
670f971f-a525-4ef8-91ba-610cfbaeb914	308	0	346
67189cd8-c623-11e3-bf01-24c6515278c0	96	52	416
6726c157-f688-491d-8b56-35628645df89	397	52	347
674819dc-c622-11e3-bf01-24c6515278c0	253	0	380
675a5a32-b405-4f03-bfcd-756343d1dfaf	10	227	412
6763f295-f2bf-4975-bea5-c1a490d9a1fa	56	0	443
6764e0a2-7a78-45c1-9189-6001c6518ce4	1807	847	0
6797443c-eb4a-4654-b957-c0056e5a4206	879	65	207
67a2e34f-454e-4253-8f22-262fc74d312c	0	10	451
67bb70b2-b6f8-4aa9-80ce-48829f9fec56	0	2540	419
67f88cd9-ab77-4227-a8d7-5512246f9772	0	10	464
68054218-c623-11e3-bf01-24c6515278c0	1328	67	127
681e2301-2057-40e4-ab63-934775d63faa	108	29	416
6821446e-8e76-46fe-b0b9-47feb46d2585	847	322	187
6847e993-1414-4e6f-a2af-39ebe218dd7c	0	10	464
68509ede-3dcf-4a6e-9af0-4a9bb4dfa567	728	691	179
6867811f-ac89-47da-b5dc-1270033c36e7	468	145	316
687baf0b-aed9-4ab2-adb6-556a1d177a24	74	12	427
68956108-2606-4696-b038-462b6c432398	0	9	464
68b7fdb1-22b5-4152-9e69-a41151640cd8	202	0	380
68ba1105-569a-4209-9b45-0e2d64931806	206	18	412
68c2a355-862c-4657-b296-5776ed8447b0	143	67	411
690e481c-c623-11e3-bf01-24c6515278c0	121	849	282
692dfa4f-45e5-4183-b5da-6650a1fbcabd	344	142	354
6947cd78-0a51-4949-8383-343f9122d953	99	0	413
6962bc97-fbb8-4220-a600-e3c251e245cb	420	732	245
69c3c88c-d51e-4e03-b96b-ec4f1a0faa2d	630	165	301
69d6142c-3a16-46c9-8bed-1f4edc267c4d	5	18	457
69dbe6ef-f5de-4c1f-b2f2-963dcb6ccd3e	167	0	412
69f37546-c622-11e3-bf01-24c6515278c0	119	0	421
69fe982d-6ab8-49b7-9efa-8349d60eb076	0	5	453
6a0d0c42-1884-4c6a-936a-678a822c0936	400	207	328
6a129b50-c623-11e3-bf01-24c6515278c0	249	324	317
6a7cdaf6-211e-4eb8-a70e-1153d69c45e4	625	1061	178
6aa00162-6294-4ce7-b6b7-0c3452e24cd6	165	0	388
6aba73ff-81e0-4f8d-ad12-e3136196e814	0	10	451
6ad44218-d34e-4126-bf56-1be2140cd3fb	112	70	417
6b20f942-7b89-497c-8a2e-ccce74d20ca9	273	163	356
6b25a78f-20dc-4ccc-b4c0-f9885d16725d	336	442	293
6b50391f-d890-4ca0-b942-beab0f8bf1c9	296	0	347
6ba5f81a-b7a0-4c18-a112-2e11094eec85	55	44	427
6baee028-c622-11e3-bf01-24c6515278c0	535	0	313
6bbd66dd-efee-4d6e-b02f-f88e98526b82	139	0	424
6bd4bca3-e568-4d1b-8b42-401fdf13d751	80	0	429
6bdf00f6-670f-466e-87fb-e853e41f000e	156	68	394
6c306cbe-c623-11e3-bf01-24c6515278c0	179	272	370
6c31d730-1734-44ac-92b3-760981528723	439	756	260
6c642c0b-4dd0-406c-ac68-ea376802d61b	33	5	439
6c65cb6d-8c50-4c7c-bc84-eeebe09fbe01	1158	2964	10
6c884037-49f9-41c3-b0e5-9cbcd545aeb7	181	172	392
6c8e9197-fd16-4fed-bfda-e349cab26314	403	649	266
6c8f3dc9-21bf-4859-9599-231ac040eb7d	0	9	463
6ca5c1bb-275b-4d05-948a-3c6c7d03fab9	78	49	429
6ce42746-88aa-485f-a1c4-1759aad95914	383	424	298
6ce66be0-c623-11e3-bf01-24c6515278c0	137	54	410
6cfce053-bfd6-4ca0-b74b-b2e4549e4f1f	8	13	450
6d0851ba-271a-408f-bcc3-c104b452c9e5	209	0	384
6d2a5ee7-9e46-4c09-a982-7b61b5d9bdea	47	181	396
6d325c96-8f5c-4064-9806-4364016da8a4	75	0	423
6d3551d6-b5f4-4fd1-b8d7-8e5931096c19	148	37	416
6d3d5531-16b4-46ec-bd7e-394946855d62	0	62	436
6d4a548a-7e30-4b6b-9a13-72827eed439c	109	245	369
6d7f44df-e9f0-4542-a6d8-d14ee7804002	0	1833	342
6d936ef9-b5df-44d3-831f-528bf8ddc131	258	58	402
6d9d7ffc-c622-11e3-bf01-24c6515278c0	96	167	392
6dac8ca0-f776-4ea2-85c4-aefba4966be7	496	712	280
6dbac113-d4cf-4db5-97c9-50fa400bb47e	456	79	304
6dbc5c31-043b-40e9-bf1a-e7b4ec351b4d	110	550	364
6dc43234-4f07-4c53-8b07-8d78d9dbad3b	47	5	459
6de41ac1-229b-40b9-a494-5588c284351d	302	0	379
6e26f98e-c623-11e3-bf01-24c6515278c0	145	11	421
6e516c4b-fee7-4336-8470-494588e645b3	0	19	461
6e599fcc-d79a-4e0f-b451-c20768c989f9	274	0	373
6e6ad1a2-f1eb-44d1-9852-f5752afcf5eb	1113	1386	8
6e776415-ddf4-4060-953f-08ef22441234	968	211	203
6e839eaf-1dbb-43f5-8846-c980e05540c7	1177	2817	0
6ea6b5e4-cdc4-4e3a-bde2-8089d2a4d7eb	19	7	445
6ec4456e-c622-11e3-bf01-24c6515278c0	210	0	380
6f25ca85-4b4a-420f-b0cc-5a4f65a97da3	372	0	360
6f395380-c623-11e3-bf01-24c6515278c0	196	369	343
6f4d836f-e86f-4b12-9549-7117f59e3d4a	0	12	462
6f981023-4269-4e8e-a4ab-2c92bb27273c	972	0	191
6fc0cb07-9713-4355-8543-f85d1c5505c2	214	724	330
6fe135ef-54b4-4941-9bb9-872dc4d18d9f	115	0	427
6ff16b0d-5966-4119-9bec-c9ebff804a37	138	0	398
6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	625	1492	99
7034e5f6-c623-11e3-bf01-24c6515278c0	112	33	425
70422e6d-cb1f-4284-8be9-1d4517ffad60	209	58	398
706868b5-4920-433a-bea3-92e9bf83059b	511	900	251
706a1085-5994-4d04-b56b-d301c9ed5afa	17	4	446
7087a2b6-7fc4-45b0-8c48-248864f03deb	0	12	458
708e21ac-f529-4461-bc4f-d3a194a92b80	449	1238	209
70990332-7702-45e2-84cb-8bbff773f160	0	21	451
70c2f91e-c622-11e3-bf01-24c6515278c0	101	12	433
70dd8453-11d3-4105-a8d0-6a755c52495d	142	331	376
7116cc90-f465-4e7e-aa27-48a83ed258e9	427	93	350
7117854b-6f0a-4a43-b66c-506a3e29377d	536	0	314
711c8a16-3cf8-42d8-b29e-fd1e9ef1c82b	71	0	434
712ba532-fb1a-43fa-a356-b446b509ceb7	33	23	441
712e5f3c-c623-11e3-bf01-24c6515278c0	385	94	335
7158c9fd-a633-4fef-aa23-bd285f2a87a8	30	31	454
715f59dd-a80f-422d-988c-f73f4b987baf	259	123	407
7163a0f7-2c69-40b8-8857-8ab3f46f0acf	482	0	329
7181dd10-1371-4cb6-9219-a9542c62b854	605	2	311
718c5a31-6b19-4f68-9fb9-79b0c00d64a5	14	13	455
71982a1b-52a4-440f-bd5d-62a0e6cc7fd9	121	203	406
71a2b4a2-88dd-4911-a67e-70b3309c4a12	1031	1053	117
71ef8379-03a0-4b81-92c9-1ba666fe4d7a	158	105	402
71fda5a9-7049-406f-9348-2c24f7ddf5f4	1099	1923	9
72108583-5320-46ec-945f-5ff173d7dc15	350	357	319
72293a70-9dc8-4e4a-acdc-c74587a90420	0	3	462
7243992d-0763-4b75-8066-e8e5309d0193	0	24	461
724bf2b8-a246-4b6f-85f8-95824c03896e	44	9	455
7260f57c-c623-11e3-bf01-24c6515278c0	159	130	397
7266ec7b-4824-4b88-910e-e9bfb848d55f	215	229	394
729229fe-92b9-439b-acd2-b49159116a41	131	5	431
72a27124-24b9-41f7-a065-774fdf5f7d19	33	3	446
72a5e569-99d4-47bc-be1b-6296a5025080	112	0	427
72b62805-76f9-476a-b876-a781e69a2c90	0	3	452
72c22a8c-c622-11e3-bf01-24c6515278c0	442	0	333
72f0a49a-aec8-47e5-846a-956c4da1507c	271	5636	56
72f82fbd-9838-4082-b605-bc3d80226f16	126	404	354
7303f9fe-88bb-48ba-b9b4-ebf9e4770c1c	201	61	391
73058c80-607e-4b55-b112-8f8f6775d014	264	0	370
734a8251-9ecc-47f5-835f-846b67693ca6	243	52	398
7364a112-61b9-41c6-b85f-18c97c54cefd	25	7	443
73936e8b-c893-4afd-bd1f-be90c06a4869	180	351	346
73afad06-c623-11e3-bf01-24c6515278c0	422	331	304
73f7718b-f9b1-4a63-a561-0c9cc2abeb9f	81	0	430
74039acd-5aca-4c65-818c-3b577d295be0	75	808	368
7410c00d-ed0b-48dc-a4bf-eb76ac613980	870	212	198
741c4656-0fd0-416e-86c8-f6533b6c96f4	143	32	422
7456abd5-303e-4e6f-bf4e-47efefc7310f	564	1333	191
745b8756-0eab-423f-8cde-e0ff1aaa6596	330	243	329
748d3ff3-8699-4519-8e0f-26b6a0581bff	345	236	340
74b57d2c-a83f-4798-b86b-a533975e4cc0	1644	2914	0
74db46a8-a499-4951-af33-1d53b7d1c9b4	0	4	464
74e5905f-6350-498a-9454-9ea0593d2f56	393	2199	228
74ec279a-c622-11e3-bf01-24c6515278c0	238	44	371
7512b38c-c623-11e3-bf01-24c6515278c0	486	135	320
754d26af-f184-497c-856a-cd1ea7a5115c	14	169	432
759d30b2-ddb8-49e2-a604-57ff9222d3a0	0	10	451
759e20be-6a2b-4c54-aca0-6d358598d6f5	0	11	450
75ad15b9-8f9c-40c1-9ca6-1e8454fbd310	329	437	302
75ba6722-1148-4a52-a9ed-68d890238205	372	382	289
75cd90ef-e884-4812-bbf3-5a524d95147e	667	0	251
75e1bdbc-474e-4367-9b4a-963b31f3b297	0	89	439
75fac59c-3346-4c5a-bb9f-fb67fec8d13b	408	60	326
760881cc-c623-11e3-bf01-24c6515278c0	941	37	264
7625877a-7a2b-466f-944b-9e56689ad47b	385	0	334
764ded9e-c622-11e3-bf01-24c6515278c0	127	6	430
767517f2-f94c-44bb-9af6-36b662b166ef	22	4	457
76788f17-257d-47c7-ad85-ac5f959216b5	11	12	461
769e2ac9-a121-4b2a-a0fd-5f755b579811	37	0	440
76a0d9c9-5e69-44e8-9ed2-6d2e387803fc	336	0	356
7731ef7f-25bd-42f5-9a20-be249306a711	523	856	224
7789ef18-c623-11e3-bf01-24c6515278c0	564	0	270
77bf9514-88da-473b-9a91-f669ef3cd343	1089	149	168
77c022d3-2f29-49d3-a1df-cc2e9407fd7f	2045	287	0
77ebe6d2-6537-49d3-849d-fe93e2cf52af	0	9	465
78100212-65aa-4365-8b64-4b33f77732d5	285	65	369
78103d9b-0b8a-431e-bb58-5c99fbea12e4	430	575	246
7815397b-aa39-4b79-bcaa-6859a3f115f8	0	10	463
783579bd-e29d-457c-8236-1a80b557600c	510	0	336
7866dfb2-46b3-42b4-905b-12f80593d6bd	279	826	222
786fc3e4-e2bf-4914-9251-41c800ebb2fa	265	0	358
78bc2608-c623-11e3-bf01-24c6515278c0	220	0	372
78bc4dfa-c622-11e3-bf01-24c6515278c0	72	1	437
78bd2aa8-e5f6-4b4b-96f0-d406fbdbcee8	109	0	428
79133e29-ba0b-4e2f-a6d9-bf294c5144f0	0	3	452
79169c46-7049-4576-9885-63973db76ab9	0	9	465
79353875-9d86-4063-a8ea-1d998acb1e81	71	0	427
79524d64-8f4a-4889-b345-33198808b9de	68	0	443
796a8782-6d7e-47c8-b322-fcfe1dd240c8	128	40	414
7981bbf3-dceb-4d89-900c-555967e97921	168	60	389
79914ce9-04d8-4b0d-9f16-2e528044966e	735	35	286
79b23f34-c623-11e3-bf01-24c6515278c0	181	0	410
79e81ab3-5466-4324-9387-2de00d62315c	56	0	446
79eb7bba-f0d8-462c-add7-20a2fb7843e1	625	247	274
79fa8423-2014-4536-a1f9-cb48aed3c45f	35	7	440
7a4f6014-f7a2-459b-bc43-df164e73cbba	555	1234	208
7a5d3b6b-be5a-4e55-9255-32a069b8af3d	239	115	376
7a6cb147-a576-446d-a605-fa846ea3d1ad	310	16	364
7a86abdc-d554-43bd-ad47-22d439c930ef	3	10	461
7a921087-8e62-4a93-a757-fd8cdbe1eb8f	1132	0	155
7a95af21-ca7c-4596-9c83-66d11ca0c417	603	52	309
7ac0b303-d685-4fa5-bfec-34d2ba1dbc8e	387	1351	219
7ac3e543-3bc2-4a59-84fc-b5aa0def592c	44	67	436
7adcea71-1aed-450c-b0ff-b9d9820c6153	739	0	267
7ae3671f-bf98-4693-8f35-3b762c9121d4	5	14	471
7ae510f8-c622-11e3-bf01-24c6515278c0	199	4	398
