MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J
NC50[4]	0.00017363503327942455	0.0007380422245478257	0.0	2.190987613559514e-11	0.000115344711889529	1.0013280973453221e-05	1.8529597127781017e-06	2.7356573361085877e-05	5.495157415680296e-05	0.00012036377644246699
NC50[5]	2.5495199714455906e-05	0.0008133105328306556	0.0	6.216344845597044e-06	5.169031641116817e-07	1.0045855426653038e-05	9.907685837333702e-05	2.6429875487732346e-07	0.00012132207286564168	5.740984208740585e-05
NC50[6]	4.2045658517153586e-06	0.0004931718984153121	0.0002041404963893001	9.484597779492177e-06	2.1800736771382388e-11	2.859963341315108e-06	0.0003318236076022174	0.0	0.00017697334516540762	6.492206994153093e-05
NC50[7]	1.3104430400119326e-05	7.23197773550055e-05	0.00039680357112956697	5.819075824908815e-06	0.0	4.7327422680609745e-06	0.00023143302409152965	0.0	8.823658335785467e-05	1.736247440801364e-05
NC50[>7]	3.05117599600635e-05	5.548173751890317e-06	7.653812192074838e-05	8.192468119783136e-08	5.041369439884314e-07	3.7349453717971936e-07	5.7551826033346296e-05	0.0	3.67176703295391e-05	7.22175631805877e-06
BoChr[1]	3.7992593469737824e-06	0.0047363317850977185	0.015470270756050014	0.014948615578975612	0.0022278872297437145	0.019222813720783948	0.0033759734370542027	0.011371803920389851	0.038932995225768534	0.013325382351247299
BoChr[2]	9.636544066708552e-05	0.0006402528620944747	0.022284352974966167	0.018479676111601295	0.004419927461422812	0.0070945241919253025	0.005757317110837903	0.0	0.005488203664281172	0.002592302988632582
BoChr[3]	0.00012556705124467272	0.0009363515501901168	0.006305436101974919	0.028843496735207738	0.012880773529177532	0.0058362609864707335	0.006077652049716562	2.7727786218747496e-05	0.005208772870981313	0.002190118582220748
BoChr[4]	8.419571364548517e-09	0.0028778347751358523	0.00895242160302587	0.007704987665056251	0.004795765622991187	0.01092831427712698	0.004858932188362848	0.0025140720640774816	0.014847840485163032	0.007489217028778512
BoChr[5]	2.082384285002625e-06	0.0049651018463191575	0.0069092742895009	0.001960369189546327	0.0011013528591593059	0.028301336139556953	0.006717459936917294	0.010496704128454439	0.009827734922718996	0.00342181115061976
BoChr[6]	3.470450944383252e-05	0.0012947985850041731	0.012035019784234465	0.022291292696027084	0.009446916754024842	0.0038447396773199217	0.004154325387135032	0.004387001965660602	0.005941348346332843	0.00982092731326702
BoChr[7]	0.00015247148082934815	0.005280641908757389	0.006676839673018548	0.010543001422192902	0.0005983864772133529	0.02548668441741029	0.0061812761751934885	0.0018738298538028258	0.011977213651916827	0.003299156008870341
BoChr[8]	4.8197756651990885e-06	0.0023428316489243883	0.020529677306767552	0.009118121153682069	0.0047522022962132125	0.003216303188819438	0.002002061925240213	0.010230878818630914	0.020519882624236586	0.07188160461722874
BoChr[9]	1.7435306822342068e-05	0.005078914412588347	0.000682693912240211	0.014643229367793538	0.00850697104644496	0.0030914960321388207	0.004666988735989435	0.0004687530836221132	0.005970937061938457	0.004852307665569242
BoChr[10]	3.0935609124327354e-05	0.0010548995111144888	0.015706569300964476	0.011025085046421737	0.006306584822013974	0.000389314805433969	0.005193362732534297	1.401298464324817e-47	0.0038484640781825874	0.0029843914683442586
BoChr[11]	1.7092842559351951e-06	0.002079530956864346	0.0070781083599274555	0.0040871605349802565	0.001711644972988644	0.008765958922450565	0.010389390294731128	0.022875581775151657	0.007067997067328662	0.0328146736510098
BoChr[12]	5.588209976981062e-08	0.004374163673710428	0.007122035681968555	0.00032915647025220094	0.001182359924003329	0.015194056534674018	0.005261071481945692	0.04540825060654697	0.004191682117525488	0.003864941386273131
BoChr[13]	4.3275207527777584e-05	0.00401315593306208	0.00514913922350388	0.006167189994666842	0.004350627026924485	0.0023381860139488706	0.0021995884520583787	1.5879883358197616e-05	0.00386578630132135	0.0012893654566141777
BoChr[14]	0.00035900104208849373	0.002664948886958882	0.00777385441120714	0.007759081848198548	0.0018524598344083643	0.0011303275662144685	0.002324938983656466	0.0024291428638389336	0.002093256324603745	0.003533810893422924
BoChr[15]	7.078728797793587e-08	0.0019095444996128207	0.005214219174813479	0.006403064336627722	0.0013969802492025086	0.001194834226189414	0.002267815152149172	0.0010982982938730857	0.005385181494592075	0.003998274492044999
BoChr[16]	3.9352907315048925e-07	0.0050850201677531005	0.0057652834729560705	0.005808307086117566	0.0003210953437428543	0.0027807883523200947	0.005912904017604887	0.0013838089659293474	0.00235783338810279	0.006659965504368302
BoChr[17]	6.201690519062719e-05	0.003476016813284417	0.0005486125618836012	0.0019518831324577236	0.0014073649499688904	0.002712962937612957	0.0025053271819368205	0.011353574396014175	0.005655993754573037	0.08060391701757907
BoChr[18]	4.8504571141361195e-06	0.003006240667309612	0.0006262929186311795	0.0140577243687585	0.006249430954272839	0.0008589169210976943	0.0008883599622640758	0.0015933640823641325	0.0028996614916832184	0.0017016719945240767
BoChr[19]	3.469658313881574e-08	0.004006875502905309	0.0003636134520646178	0.012632910136890132	4.6802261935496856e-05	0.00552453233644421	0.0003520563879914107	0.003086062240024603	0.005818601885854094	0.01733609704638326
BoChr[20]	2.340417854684862e-08	0.0028562646295904413	0.005458435930049746	0.007508154846727848	0.0001317774488005341	0.002691084174748042	0.0006945659842369168	0.005134090371266695	0.0027725323121120483	0.015770682636648416
BoChr[21]	0.00016501856762261014	0.002144597529550083	0.0011679305948200636	0.005684628134185914	0.0035496519297885244	0.001491464213540894	0.0005908506255946122	0.0019013599143363536	0.0029967291120556183	0.0006948070175712928
BoChr[22]	0.0002502191798703279	0.0020449826412368565	0.00029178003989727586	0.0067695494930376295	0.002783659115593764	0.0006767456875604694	0.0006482143502580584	0.00021525840527829133	0.001457289201207459	0.006706712372688344
BoChr[23]	0.0012497782608261333	8.040971522859763e-05	0.008883815086446702	0.0028302704892121254	0.005422421934199519	0.005215849125524983	0.004406927114961387	0.004032883114705328	0.013089037898462266	0.0009913111636706163
