NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	335.211	28.192	68.246	17.344	0.134	0.974	20000.0
2	334.664	28.115	68.198	17.314	0.134	0.974	20000.0
3	334.891	28.13	68.031	17.274	0.134	0.974	20000.0
4	334.6	28.165	68.065	17.288	0.134	0.974	20000.0
5	335.06	28.154	68.2	17.311	0.134	0.974	20000.0
6	334.294	28.057	68.078	17.259	0.134	0.974	20000.0
7	334.137	28.05	68.019	17.256	0.134	0.974	20000.0
8	334.724	28.081	68.019	17.26	0.134	0.974	30000.0
9	334.962	28.114	68.115	17.282	0.134	0.974	20000.0
10	334.826	28.091	67.983	17.266	0.134	0.974	50000.0
11	335.243	28.157	68.18	17.302	0.134	0.974	20000.0
12	334.497	28.105	67.952	17.246	0.134	0.974	20000.0
13	334.092	28.076	67.928	17.234	0.134	0.974	20000.0
14	334.411	28.109	67.941	17.247	0.134	0.974	20000.0
15	334.019	28.053	67.839	17.213	0.134	0.974	30000.0
16	334.149	28.078	67.98	17.263	0.134	0.974	20000.0
17	334.035	28.06	67.963	17.263	0.134	0.974	20000.0
18	334.38	28.081	67.991	17.264	0.134	0.974	20000.0
19	334.402	28.093	67.988	17.244	0.134	0.974	20000.0
20	334.206	28.07	67.912	17.238	0.134	0.974	30000.0
21	334.48	28.119	67.993	17.281	0.134	0.974	20000.0
22	334.078	28.046	67.933	17.228	0.134	0.974	30000.0
23	334.452	28.1	68.101	17.258	0.134	0.974	20000.0
24	334.323	28.096	67.932	17.253	0.134	0.974	40000.0
25	334.345	28.091	67.989	17.277	0.134	0.974	60000.0
26	334.603	28.116	68.01	17.286	0.134	0.974	20000.0
27	334.088	28.056	67.866	17.211	0.133	0.974	30000.0
28	334.554	28.084	67.94	17.229	0.134	0.974	30000.0
29	334.67	28.096	68.037	17.274	0.134	0.974	20000.0
30	334.01	28.069	67.956	17.242	0.134	0.974	20000.0
31	334.066	28.082	67.873	17.206	0.134	0.974	20000.0
32	334.365	28.04	68.011	17.249	0.134	0.974	20000.0
33	334.674	28.118	68.092	17.295	0.134	0.974	20000.0
34	334.753	28.08	68.014	17.243	0.134	0.974	20000.0
35	334.584	28.101	67.966	17.275	0.134	0.974	20000.0
36	334.775	28.101	68.091	17.271	0.134	0.974	30000.0
37	334.957	28.145	68.071	17.282	0.134	0.974	50000.0
38	334.896	28.158	68.217	17.308	0.134	0.974	40000.0
39	334.667	28.122	67.987	17.259	0.134	0.974	20000.0
40	334.555	28.106	68.135	17.29	0.134	0.974	20000.0
41	334.239	28.095	67.971	17.278	0.134	0.974	20000.0
42	334.352	28.087	68.096	17.276	0.134	0.974	20000.0
43	334.303	28.105	68.101	17.289	0.134	0.974	40000.0
44	335.019	28.14	68.113	17.287	0.134	0.974	20000.0
45	334.938	28.138	68.137	17.306	0.134	0.974	30000.0
46	335.171	28.179	68.06	17.305	0.135	0.974	20000.0
47	334.074	28.074	67.834	17.213	0.134	0.974	30000.0
48	334.648	28.082	67.944	17.247	0.134	0.974	30000.0
49	333.528	28.038	67.883	17.253	0.134	0.974	30000.0
50	335.074	28.171	68.216	17.335	0.134	0.974	40000.0
51	334.513	28.109	68.057	17.285	0.134	0.974	30000.0
52	334.762	28.161	68.138	17.3	0.134	0.974	30000.0
53	334.537	28.068	67.973	17.27	0.133	0.974	20000.0
54	334.706	28.102	68.126	17.288	0.133	0.974	60000.0
55	334.613	28.113	67.91	17.235	0.134	0.974	20000.0
56	333.839	28.08	67.829	17.225	0.133	0.974	20000.0
57	333.718	28.081	67.885	17.243	0.133	0.974	20000.0
58	334.8	28.144	68.165	17.294	0.134	0.974	20000.0
59	334.665	28.07	68.018	17.25	0.134	0.974	30000.0
60	334.453	28.1	67.965	17.261	0.134	0.974	20000.0
61	334.18	28.079	67.93	17.262	0.134	0.974	20000.0
62	334.432	28.106	67.971	17.262	0.134	0.974	20000.0
