Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T
3b4ff158-c6d8-4a26-9568-0634ddb4a609	425	0	0	0	0	0	1	4	0	0	0	0	27	0	0	0	0	0	1	0
3b526846-72d6-4e10-b7cd-8cdb45a92a1c	34	135	143	37	236	7	105	0	1	15	22	48	50	20	3	4	0	8	37	0
3b55c58d-f95a-4a1d-9aa1-8d2c026656a9	265	76	30	39	93	0	63	0	0	4	0	7	28	0	0	0	0	2	0	0
3b590d75-ccfb-4da8-a2e9-10fb07e02cea	0	119	114	227	221	163	92	72	83	116	117	62	39	69	18	17	71	12	8	43
3b7810f7-f8ff-4d62-b766-3ba06170194c	388	8	0	36	32	0	31	0	0	4	0	10	26	21	0	0	4	1	0	0
3b8ab548-6669-4142-9612-cafded0d7a23	190	97	99	30	129	0	110	0	0	0	0	23	39	15	3	0	3	0	0	0
3bacc189-01b8-46cc-a442-f393c0f428c6	179	134	40	100	102	11	75	7	3	32	11	2	40	18	25	7	2	2	8	5
3baecfba-6977-4374-8bc9-22240abad9b5	402	0	8	1	22	0	0	1	0	0	0	0	31	0	0	0	2	0	0	0
3bb25b72-ceb1-4169-891e-339f22cb0f03	431	4	0	0	0	0	32	2	6	0	0	0	0	5	5	2	3	2	0	2
3bb4c27b-4d0d-4d13-b910-41a9ebf95880	59	140	114	91	183	8	79	4	36	63	62	75	55	60	0	1	9	7	6	23
3bfbc33d-804b-4bb3-97ac-97563d77b13d	150	131	0	165	153	16	73	18	26	0	1	0	45	19	4	7	1	15	4	0
3c019b2f-52ec-40a8-99b5-98c1423ce627	311	33	0	48	98	4	53	11	0	12	3	28	22	0	7	0	1	3	6	9
3c2b1509-1eb9-4b79-9569-57810f291499	67	199	66	182	155	13	80	1	0	2	45	34	46	33	33	16	0	7	7	13
3c30b10e-c623-11e3-bf01-24c6515278c0	278	58	22	27	93	0	16	0	7	16	16	0	35	0	5	1	0	0	8	2
3c78970e-c622-11e3-bf01-24c6515278c0	375	6	3	5	44	12	0	4	1	0	42	0	0	1	5	3	0	7	3	2
3c86ba21-7b11-4ec7-9d20-a2325197c676	180	39	8	91	183	121	11	100	43	0	18	40	29	12	45	9	0	5	0	51
3c92c0e9-68e0-4354-8ed1-b6506878145d	298	11	42	18	116	0	53	3	0	0	0	1	27	0	0	0	3	1	4	0
3c963890-6e79-4b16-a4aa-bac04938b4d7	139	13	81	535	17	42	228	1296	0	276	257	426	154	90	89	71	98	28	65	32
3d400522-c623-11e3-bf01-24c6515278c0	207	120	0	72	112	0	46	0	6	15	7	0	30	0	0	2	5	5	16	0
3d477ac1-3bdf-4410-9594-1a3a1412c6ae	338	38	3	19	60	0	34	40	0	0	0	8	21	1	6	25	0	1	0	0
3da169e8-844a-4eee-b794-a2eb81db779a	182	56	70	0	169	71	87	11	33	6	2	41	34	0	16	0	43	3	4	8
3db3b7b1-da1d-4b9c-a92a-c60fecf4328c	15	185	364	461	0	392	93	392	39	139	93	53	75	13	266	76	0	11	25	26
3db6e6cc-1a06-49b9-834e-b6611cde4c4b	330	0	0	24	0	96	22	965	18	51	23	196	109	0	34	128	116	5	16	0
3de261ea-6478-4f96-8ca1-30be130e945f	423	9	14	0	0	0	12	1	0	0	0	0	27	0	0	0	0	0	0	4
3e012b50-06d1-4120-971b-5e54139b00ee	186	102	66	153	107	0	35	78	17	16	22	0	70	0	100	0	0	2	0	0
3e1180a5-149c-4e6c-9a29-696e3ba567e3	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
3e2a85d0-c622-11e3-bf01-24c6515278c0	295	48	0	15	101	1	23	6	0	4	7	3	26	0	5	3	2	3	0	0
3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	13	115	193	0	220	117	27	63	55	95	98	64	59	19	5	29	1	33	11	0
3e604a1c-b95f-44ff-9723-e2fac845da3b	145	202	23	41	107	29	49	10	16	9	18	31	35	8	22	0	5	10	3	2
3e68233a-c623-11e3-bf01-24c6515278c0	200	105	93	53	73	13	15	0	45	44	46	14	54	0	0	4	1	22	48	2
3e6a17f9-c249-41b6-ba49-55aaa39d21c5	91	35	171	137	135	247	85	352	160	154	40	7	22	81	15	55	21	82	6	30
3e7a30e6-2202-40bd-bfc1-0383604050da	424	9	0	25	0	1	27	3	0	0	0	0	26	7	0	0	0	0	0	0
3e7ccab5-5b1d-4147-b907-77cab8f0837e	258	137	9	24	56	0	29	0	4	4	3	5	34	0	0	3	4	0	1	0
3e86e68b-d083-4450-b056-4cd0f8d4a084	377	35	45	0	10	3	31	0	4	17	6	0	31	1	0	0	0	0	4	0
3e8a2c90-e747-4a22-bc9e-0b062479fec2	426	11	0	5	1	1	9	4	0	0	0	0	25	1	0	0	0	0	0	0
3e94aa64-7dd3-4d63-a5de-b4050d3dfafa	374	21	3	11	34	0	8	0	5	0	7	1	25	5	0	0	0	0	2	0
3ed783cf-2248-44a1-a2a2-d6b6519b91ef	46	45	109	21	308	31	55	2	14	40	31	0	41	9	3	3	8	7	35	2
3ee54a3c-69ba-479a-b1fe-79917e1b6dd5	383	12	13	0	36	0	23	0	0	0	0	10	29	0	0	0	0	0	0	7
3f039593-91d1-43cb-a06b-41e92f7e8d20	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
3f2ecbcd-5c9e-4d57-8aa5-962e2e86a83c	225	49	30	35	148	0	57	0	0	0	0	19	32	16	6	0	4	0	0	3
3f3aff50-d71b-44af-85d4-f81e813ea420	388	0	1	0	46	10	0	2	0	0	45	1	0	0	0	0	0	6	5	4
3f72f750-5666-44e7-acaf-a912d89475be	402	0	2	0	33	4	11	6	0	0	0	0	24	0	0	0	0	0	1	0
3f98d326-5676-4257-9af8-0a5f5d3c2527	0	188	53	328	141	339	10	324	0	84	50	114	62	0	308	7	1	39	0	64
3f99ae0e-c623-11e3-bf01-24c6515278c0	266	54	18	15	112	0	35	0	0	0	5	8	24	1	0	5	1	2	4	5
3faeb03e-c622-11e3-bf01-24c6515278c0	0	286	91	383	112	366	13	0	0	0	239	142	0	73	4	25	29	1	8	20
3fb8f017-576f-4901-b8bf-3a58e5d43de3	298	28	65	22	71	9	43	4	0	7	0	9	24	8	39	0	0	5	7	0
3fba4880-cb7b-4ac5-ab5f-728614faa1ea	163	72	9	8	208	134	3	0	13	0	0	13	0	0	35	8	5	5	0	6
3feac02a-c99f-4dd9-9eff-e4f5e87f7dc5	395	31	0	60	6	0	28	6	0	2	7	1	25	15	0	6	7	0	0	0
4019c219-c51e-479f-8a9d-cfa6816ed696	340	39	0	73	42	53	28	21	23	0	0	2	23	0	0	0	0	3	64	0
40378b7a-a65d-4510-aaba-a34c4058fac7	153	69	51	32	202	70	8	0	29	7	58	10	15	0	32	2	6	3	18	6
408ed640-75f6-4346-bdd0-3b93c51adae5	353	12	12	0	72	0	25	1	0	0	0	1	24	1	0	0	0	0	5	0
40b1e928-c623-11e3-bf01-24c6515278c0	249	87	0	20	113	5	16	4	5	0	12	6	26	0	0	7	8	5	2	2
41027c0b-85af-4c78-bba0-0da63cd75fa9	100	233	144	157	69	13	277	7	0	88	0	61	53	0	0	43	0	0	0	7
41840dc1-5ea2-4f01-a0d4-8b65add641c8	68	232	29	55	153	0	4	0	0	0	126	72	1	0	8	3	11	7	1	14
418a3dec-96ff-4719-becb-e1a8260cce2f	90	122	50	109	206	48	7	63	43	21	57	0	24	9	21	2	72	9	4	8
418e916b-7a4e-4fab-8616-15dcec4d79f8	0	144	211	979	0	1148	26	40	224	153	46	151	134	146	0	172	70	67	76	31
41a7b031-d928-4a1f-891b-82fb3f6d548f	0	212	5	859	136	682	69	178	0	0	0	78	40	0	86	0	202	46	85	99
41c565a9-d44a-447f-85c0-98f23bfee1b3	249	91	39	26	83	0	97	0	0	2	0	69	40	0	0	0	0	11	0	20
41d50a3c-49fc-4d8a-9c25-bbbcd3a5da6f	259	66	67	61	99	0	94	0	0	4	0	16	23	39	6	0	5	1	0	0
41dba8d1-8aad-474c-a82b-20b28ab818bd	205	92	11	21	152	0	53	2	0	8	0	6	28	3	0	4	0	0	7	1
41de507a-c623-11e3-bf01-24c6515278c0	135	182	0	77	152	17	45	10	0	6	23	0	26	2	0	11	2	7	6	8
41f140b8-72b9-4ae3-8b25-6144d9f94d0f	263	5	34	162	63	68	170	148	35	49	0	32	8	0	0	92	0	50	114	0
42465bbd-289b-4e96-98fe-76809c5e1520	0	311	111	138	9	469	0	142	102	210	81	102	48	112	98	67	13	37	0	25
4255582e-c622-11e3-bf01-24c6515278c0	163	99	41	96	171	1	105	4	4	8	0	0	26	0	43	1	0	2	3	0
42629ae0-9410-4fac-8df1-2c276467deb5	53	210	132	213	74	171	90	160	31	167	137	114	45	18	15	24	31	41	23	18
4283773c-c04b-4f33-a398-f3566f6d293a	0	209	135	6	209	292	17	13	59	0	0	41	2	58	18	10	38	0	0	28
428c100f-d7d0-4860-a8fc-2bae6a4bba95	166	132	82	26	111	119	45	2	0	43	105	74	15	6	0	1	14	22	9	1
429aad6f-816d-4739-baa3-b0ebf2fcd501	33	87	118	38	291	28	118	7	0	14	18	69	32	38	2	8	6	29	1	6
42a548f0-d86a-4273-8bda-be0fe6a53b20	73	171	84	90	163	0	169	0	0	79	0	59	48	9	0	4	14	11	0	19
42af8f74-fd4b-486d-bc11-db53cc471d62	0	121	142	52	273	0	115	0	13	11	35	40	32	34	2	11	0	7	0	13
42d20028-0ddc-4dac-9f05-d674f8915f21	317	83	0	32	46	0	46	0	0	19	0	21	29	7	1	6	3	1	0	1
42de1441-6f3c-4b4d-b8b8-ad91e4b1dbe2	306	83	0	16	52	0	27	0	0	0	0	16	34	0	0	0	5	0	0	0
42e92d78-c623-11e3-bf01-24c6515278c0	182	94	0	18	167	3	33	1	16	14	22	19	23	6	5	6	6	10	4	2
42f00950-09c9-461a-8423-d5b04a96af10	105	164	0	253	111	109	46	227	50	101	73	31	44	0	28	24	106	8	44	10
42f88b95-fa12-47c7-93f1-cf72f207291c	428	9	0	0	0	0	5	2	7	0	3	0	17	0	3	0	9	0	3	0
43206cb7-787d-4f68-8019-55e8585c4b4d	381	26	0	12	28	0	19	4	0	9	2	0	21	0	6	11	1	0	0	2
436af904-65b2-4196-ad8c-a4e98081ee41	380	19	0	0	44	55	0	0	0	1	37	0	0	0	0	5	0	7	0	0
43aa4123-0fe2-4071-8a81-cbdd0410b917	130	127	127	22	146	159	27	0	0	3	66	53	12	7	22	83	0	2	0	0
43b675e0-22e0-42d6-a060-afc93e22ac95	53	245	17	42	146	0	116	1	0	194	0	53	63	21	0	0	16	5	0	6
43be43cb-a367-4a74-94e4-973acafcf576	203	57	12	12	168	6	34	61	6	9	14	13	25	0	13	7	0	1	6	23
43bf37e0-3dbc-4360-818c-fc1356d77495	424	1	0	0	0	0	0	4	0	0	0	0	26	0	0	0	0	0	1	0
43d630aa-3890-401c-bf56-e3a9f325734f	409	10	7	3	8	1	10	2	0	2	0	0	28	0	0	0	0	0	0	0
43dadc68-c623-11e3-bf01-24c6515278c0	129	157	15	251	122	12	121	0	0	107	10	0	62	0	0	4	0	25	62	0
43f7a2e0-fec9-4e43-872d-18c6c946fa17	0	107	462	38	116	294	34	2	115	28	148	169	88	55	2	93	0	30	23	16
44083f54-0953-48e3-a704-11ad0988ad2e	139	166	106	130	93	0	314	0	0	0	0	212	55	20	0	3	18	0	0	0
441d2f21-b448-4fc8-8c54-9b85aca56237	203	48	50	93	138	71	42	52	0	14	0	13	46	0	72	0	11	5	10	0
44406493-37f4-48c7-961b-8714be50773a	433	0	0	1	0	0	0	5	0	0	22	0	2	0	13	1	4	1	1	0
446437de-c622-11e3-bf01-24c6515278c0	282	13	33	34	124	20	55	7	0	24	7	0	22	0	7	25	0	4	2	4
448af8b4-e071-48b0-a65b-b4ad17afdc0c	231	61	70	12	123	0	70	0	0	18	18	14	17	18	10	6	0	7	0	0
448fe471-3f4e-4dc8-a4e0-6f147dc93abe	0	145	144	268	232	129	24	87	0	47	132	62	62	11	5	12	19	32	46	15
44e4f08a-c623-11e3-bf01-24c6515278c0	139	239	0	137	75	39	27	1	0	59	48	0	51	0	0	60	0	3	0	0
44eebc04-c027-45ae-beca-c4012b494f29	0	260	237	895	0	224	76	0	26	0	366	172	57	139	0	47	4	42	111	85
4508ce0a-5a2e-4502-98e9-2fd76c4eebef	406	7	5	0	12	0	9	3	0	0	0	0	25	0	0	0	0	0	5	0
450e8eba-a3a9-4dcb-b423-e33dfcd5c34e	83	90	101	456	181	175	51	18	72	8	176	63	41	27	0	12	88	6	0	20
45348eff-4b09-4776-825e-b18de9dba937	403	14	5	8	17	0	32	1	0	0	0	15	25	1	4	1	0	0	0	0
45614404-2149-4468-848c-0796e3757d62	361	11	0	0	56	1	9	4	0	0	0	0	25	1	0	0	2	3	6	0
45a7949d-e63f-4956-866c-df51257032de	134	110	174	272	109	208	42	3	0	3	104	64	37	58	15	0	0	5	83	7
45aedf22-c622-11e3-bf01-24c6515278c0	280	111	1	55	50	0	32	1	0	6	14	1	23	12	0	7	7	1	5	0
45d0ccb2-641f-4348-b3a8-61f4113cd85b	147	212	24	0	95	0	58	1	0	140	0	21	51	15	0	1	9	2	0	2
45e16b70-c3ec-493e-86d1-505ffdf5056c	46	97	425	366	3	401	88	94	185	111	221	344	112	215	109	13	32	21	17	26
460f7427-ebcf-404b-9e9e-e0278d0bca95	40	104	533	413	0	480	27	224	68	54	165	37	83	114	77	68	48	70	37	28
461df2ae-fcf1-4b93-be0a-c14954fe7c42	209	107	11	66	108	0	33	0	29	12	33	12	22	6	40	0	1	3	5	0
4624fd20-e2ad-4826-b606-a694b04e1076	336	24	0	10	76	2	15	4	0	0	2	0	25	1	0	1	7	3	3	0
463bf060-8ba6-4a73-8173-172025f7b527	305	97	4	27	45	0	16	0	5	0	6	5	31	0	1	3	6	2	0	0
4652ae03-b096-42d0-bdfa-3f6281d4f023	95	103	29	89	215	236	16	71	10	0	27	39	4	65	53	1	0	9	11	11
46693a2b-5105-4770-a9e1-031dfedeb694	26	245	105	177	174	153	19	0	0	0	156	13	0	1	0	17	20	9	10	7
4679f37a-4f09-449b-a1d8-1f02847996da	0	312	253	47	64	0	124	0	17	0	84	143	80	0	18	16	7	14	0	8
467ef778-f481-44f3-9768-b9900252d2ba	0	191	190	38	193	23	106	2	22	44	46	49	57	0	14	16	5	9	11	21
468083cb-95c3-47c1-9d96-79bcf7bf3f26	264	140	0	39	61	4	31	0	0	0	11	10	26	0	0	11	9	0	3	0
469eddf2-6e02-46bf-820f-6296a2b776e2	361	6	8	0	54	2	16	2	2	5	0	0	23	0	0	0	0	1	2	2
46d35b82-e1b7-4d35-be5e-3a70fd47e421	285	70	15	50	68	0	21	0	14	0	16	0	23	4	8	5	6	2	0	0
46e166fe-3b20-49ad-98db-42c854c61c93	190	185	10	58	88	0	86	0	0	6	0	0	21	7	0	3	3	0	4	4
46e503ae-461d-443a-869b-f261c5570de1	423	0	4	0	1	0	0	2	0	0	0	0	29	0	0	0	2	0	0	0
46f19b5c-3eba-4b23-a1ab-9748090ca4e5	0	161	115	17	263	0	124	0	0	0	6	55	45	4	1	13	4	11	4	5
47050918-c623-11e3-bf01-24c6515278c0	354	57	0	0	29	2	10	3	0	24	6	0	27	0	0	1	2	3	0	0
4729fe4b-c1ac-489b-a67e-91e5c5e3ff8c	429	0	4	0	6	0	9	4	0	0	0	0	24	0	0	2	0	0	0	2
47312f61-5ef4-4f25-9320-8fbb4758790e	0	72	132	1838	0	676	271	124	198	176	327	262	182	208	104	181	102	13	40	24
473fe833-fcc6-485e-93d2-95e662c3ef53	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
475bca00-9089-4f50-8638-4e5e8aca6dcd	359	50	57	15	8	0	53	0	0	9	0	1	29	0	0	0	0	1	0	0
47874ff4-0b1c-4a31-9192-2a10e93ce9a1	0	235	192	303	58	297	132	213	89	0	45	136	68	0	215	41	43	5	12	75
47b5d831-5287-4f62-b17a-6e5eff2e4184	176	36	56	73	181	103	114	43	43	24	0	0	14	0	0	33	1	19	2	27
47d77750-c622-11e3-bf01-24c6515278c0	67	300	102	137	58	0	128	3	20	49	47	41	44	13	10	28	14	15	7	3
47e5ff56-9534-4fcf-a593-33027e877f93	323	12	14	0	103	0	32	3	0	0	0	6	18	1	0	3	0	7	3	2
4808f9e1-452d-45eb-9b87-2f87c67d3452	333	90	15	32	27	0	47	0	0	3	0	5	30	0	0	0	0	0	0	0
4838b5a9-968c-4178-bffb-3fafe1f6dc09	172	115	50	52	129	106	14	0	29	24	47	25	25	0	0	9	0	6	0	47
483bb781-0179-42e1-bf9c-487b240769b8	417	0	4	1	7	0	0	3	0	0	10	0	16	0	0	0	8	0	3	0
484a41c8-fcaf-488d-97dc-bfe6a4b88a95	0	0	1044	2088	0	561	8	91	0	0	426	0	340	67	0	107	155	97	48	52
4853fd17-7214-4f0c-984b-1be0346ca4ab	392	4	4	3	27	0	7	2	0	0	0	0	27	0	2	2	2	2	0	0
48624a82-c623-11e3-bf01-24c6515278c0	259	41	2	11	132	12	15	0	15	3	0	0	41	5	0	6	0	3	1	0
48a0da38-8147-40fe-b683-3f070413a792	37	253	67	0	64	131	4	21	105	315	194	98	75	29	0	20	16	22	11	14
48b15122-b1e9-4c30-8fc5-70a07686779a	350	24	6	9	54	1	8	5	0	0	27	0	9	1	2	1	2	1	3	0
48c33a30-557b-4ecf-8066-5b4b068b5e3a	319	63	12	28	54	0	52	0	0	13	0	14	33	7	0	11	0	0	0	0
48f68f73-3ac0-44ac-ba12-b8889fcb7f38	76	133	125	0	204	111	30	14	0	0	53	55	30	21	3	31	2	10	17	3
48fadd0f-6561-4294-bff4-d5e4f7dfe79f	413	3	9	4	8	1	4	4	0	0	0	0	31	0	0	0	3	0	1	0
4904d56f-0fe7-4482-8f6d-9e54d261f399	269	128	0	50	56	2	55	0	4	4	1	11	30	0	17	8	0	5	0	0
492694a7-bb41-4128-a909-c424e7fc0c9e	422	0	0	0	11	4	5	5	0	0	8	0	16	0	0	2	0	3	6	0
492b4e58-12e2-47b2-bd47-28f8607072fa	303	55	1	22	75	0	18	0	8	0	0	0	31	0	0	0	3	1	1	1
493e7008-551c-4c0e-b567-a0f31868629e	0	268	197	322	31	271	22	103	98	128	127	60	63	0	113	18	51	24	58	35
494701ce-05d4-440b-a65e-d925902b9d42	409	0	9	8	12	0	4	2	0	0	1	0	29	2	0	0	2	0	0	0
49795e42-c623-11e3-bf01-24c6515278c0	251	93	9	18	96	27	30	0	14	3	3	2	28	0	0	13	25	3	0	7
498ecf81-921d-4df9-a6a4-a625f484e823	437	0	0	1	0	0	4	4	0	0	0	0	26	1	0	0	0	0	1	0
49900a43-d42e-4052-a8cb-1563b82ad0a0	410	14	4	0	13	0	3	3	0	0	1	1	27	0	0	0	3	0	1	0
49ad3c8d-88cd-43cd-a273-1623fe2aec0b	425	13	1	5	0	0	6	3	0	0	1	0	24	3	0	0	1	2	0	0
49b26ab5-2ca9-49b1-ae83-573fa41af2cd	415	13	0	1	0	0	4	2	0	0	0	2	28	0	0	1	1	0	0	0
49ce0836-adec-4f62-ac01-dbdfbb96d9fc	367	29	0	1	44	1	15	5	0	0	0	0	25	2	0	0	0	0	3	0
49dec0c2-8e75-4f44-a253-82b2ea605890	173	159	11	83	116	47	2	1	0	38	108	0	2	21	0	4	20	3	2	5
49fa7e44-c86f-4b1f-8849-e5fe5b9de734	353	5	0	90	25	67	16	0	0	0	0	3	14	118	0	0	0	0	0	0
4a1ad661-f6ae-44e8-b50b-72ff658ff22b	338	51	34	13	20	31	19	72	3	0	0	0	13	0	0	0	72	0	0	0
4a35b01f-5e19-4673-abea-d87fd1d605d0	419	0	0	1	0	0	0	4	0	0	17	0	8	0	12	1	3	1	1	0
4a4309b0-2aca-4d6a-ac50-039b28406bba	337	51	0	40	52	1	46	0	0	16	0	15	30	8	6	3	0	3	2	0
4a4e0397-8702-46ef-aaa8-3980f03a40bf	424	0	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
4a698352-25e6-4137-bef8-b6520d5b1b95	373	0	0	4	73	31	0	33	0	0	27	0	0	20	0	0	1	0	1	1
4a703d3e-c623-11e3-bf01-24c6515278c0	243	110	27	6	85	26	26	4	19	22	18	13	39	0	0	1	2	14	1	1
4a88981e-e409-440f-9bf0-71ca1bab8b4e	318	9	23	9	93	0	34	0	0	2	2	5	23	5	14	6	0	0	0	0
4aa7eabc-0419-4897-b7af-5dcccfd6ac2f	5	187	505	552	36	305	77	7	0	0	256	119	84	2	0	27	99	92	19	19
4adc846a-42cb-4ebd-a954-e31eb29d7572	170	112	24	22	169	3	50	0	13	21	0	0	32	10	0	6	0	1	4	3
4b44b313-6f74-4233-bec4-7e41c91c77f1	215	134	49	58	92	0	107	0	0	3	0	4	28	12	0	0	0	4	0	0
4b5d9d8c-ff95-45f4-9287-2804e8a98ade	396	27	12	5	14	0	49	0	6	2	0	0	0	4	9	1	1	1	9	1
4b7a704b-e516-4275-be11-45cc935237e2	423	0	0	2	12	0	11	6	0	4	3	1	22	3	1	0	0	0	1	0
4b8943be-c623-11e3-bf01-24c6515278c0	81	73	47	110	193	305	29	143	108	31	0	53	66	0	0	0	162	71	20	9
4b8c6b0c-0d0c-4834-a2f3-691e0919b902	393	22	2	1	22	2	15	7	0	2	0	3	26	4	0	0	0	0	1	2
4b91ece6-c9b2-4889-b18c-c63eb58eb061	406	14	0	7	9	0	1	3	0	0	1	0	29	0	0	0	0	0	0	0
4bae2f08-da75-4991-acb8-5ba9912f9131	426	0	3	0	0	0	1	2	0	0	0	0	29	0	0	0	0	0	0	0
4c027164-12de-456f-b933-6bc91f70b46f	355	19	69	83	31	0	67	0	4	6	1	3	35	0	7	3	10	0	22	0
4c183106-c622-11e3-bf01-24c6515278c0	376	26	0	0	40	0	20	4	6	0	7	0	15	1	0	7	0	3	0	0
4c2ad4a0-5d57-4e27-9f35-058b2f205f50	0	185	236	54	180	54	209	23	55	1	37	161	64	3	20	5	12	6	4	35
4c3840df-9824-40db-879e-6d24adc8c155	164	82	80	12	162	78	0	6	0	38	64	21	28	0	22	4	0	0	19	0
4c3eda94-56f4-46d3-8c88-50d476e773f6	408	24	2	0	8	0	9	4	0	0	0	0	25	1	0	0	0	0	1	0
4c3f733d-5fd5-4f67-af5f-8c36c5b37be2	435	0	0	0	0	0	3	4	0	1	0	0	23	0	0	0	0	0	6	0
4c4aa1b1-fda3-4c5b-b588-68aa727500ad	313	26	3	29	84	18	38	1	0	2	0	9	24	10	17	0	0	0	8	0
4c5228b5-bf31-4abd-a47c-d088e16dba13	183	86	16	53	149	15	60	13	8	107	0	10	42	42	0	2	5	15	0	8
4c59fb2d-21b6-4b09-8174-6102de736e4d	64	0	206	320	68	591	48	1505	0	85	263	1105	68	257	0	516	279	38	66	0
4c755527-3b5d-4d36-822d-990aa1003d6a	338	17	22	1	78	0	30	0	0	0	0	9	31	0	0	1	4	0	0	0
4c8afa82-c623-11e3-bf01-24c6515278c0	157	213	0	171	84	0	79	17	0	6	2	24	52	1	15	20	0	2	31	1
4cbe411b-b05e-46bd-bea8-126289a0866c	149	153	148	107	102	0	205	6	0	10	0	19	25	3	16	0	0	2	12	0
4ceeb025-2f16-4f80-b9b4-0151346349c6	373	21	0	0	45	0	9	5	0	0	0	0	26	0	0	2	2	2	1	0
4cfb0aee-6661-478a-8694-9d8ba15e46b7	286	67	0	5	71	15	12	2	7	44	56	7	0	13	10	4	2	2	10	1
4cff8590-559e-4204-8635-96e11bfeda68	357	0	73	15	35	0	49	6	24	48	36	2	17	0	0	1	41	5	0	0
4d11d7da-1204-437e-87b1-e8337a67c9a8	337	57	0	0	47	1	13	6	3	40	1	6	33	0	0	1	11	2	0	4
4d121008-0987-4142-a2b8-7dac58f3110a	358	0	14	0	75	0	17	3	0	0	0	0	24	0	0	1	4	2	1	0
4d1a4587-adb4-4a65-943e-f19efe8de142	390	8	10	18	34	0	6	2	0	4	2	0	31	0	1	7	0	0	0	0
4d2204f1-be84-4f58-b7e7-61ae9fbf6d25	328	94	18	0	29	0	78	0	3	11	0	11	0	2	8	10	2	3	0	1
4d409156-3a36-4c63-9ad6-b6af34f27b06	57	17	238	738	183	338	0	106	0	0	273	43	0	224	0	109	0	13	58	0
4d4eff82-ede0-47f1-b49a-ada025952114	159	98	45	35	185	16	105	0	0	0	0	29	16	0	0	4	10	2	7	6
4d690424-b015-46ae-885d-aa6d9031f66f	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
4d6bb438-86f0-4414-962f-2b1cebee4524	415	0	0	0	15	2	7	29	3	3	2	1	23	0	11	0	0	2	6	4
4d72d06d-b6af-4294-9eef-6e61e067761f	336	78	3	10	36	1	26	1	0	7	1	5	27	2	0	3	3	0	0	0
4d7f2c74-862b-4aad-98e1-fa831f14a905	278	45	82	7	86	0	58	53	0	25	20	0	26	0	15	5	0	25	0	1
4daa2708-d0db-40fe-a07a-763f003adcae	362	28	3	2	41	0	10	6	0	0	0	0	30	1	1	2	0	0	0	0
4dac9498-c623-11e3-bf01-24c6515278c0	268	89	0	37	88	0	32	0	4	23	4	0	25	0	9	4	1	2	4	3
4db9e471-0068-4ec6-9bcb-33ef5fdec33e	245	65	3	22	126	0	58	0	0	14	0	10	20	25	0	2	6	0	5	0
4dc9b032-7f7b-486d-a12b-8461af89501d	33	82	132	3	272	79	18	7	21	99	120	31	77	0	0	0	0	9	3	11
4de7441f-a609-4a75-9fe7-17a647079ac1	426	4	6	9	2	3	13	5	2	11	2	0	25	0	2	11	0	0	0	0
4e361622-f9a8-4e9b-a89e-19bafebe1d6a	398	0	6	0	35	5	0	5	0	0	31	0	1	2	9	1	0	2	3	0
4e596add-a7c5-4617-9649-b4ac6612e39c	434	1	0	0	0	0	1	5	0	0	0	0	25	1	0	0	0	0	1	0
4e7cdeda-6dc1-4f17-b853-72a68e5aa7e1	126	44	125	124	172	368	0	109	184	0	27	57	17	31	40	20	16	6	0	67
4e7e6e1f-c648-446f-bdf6-0b1fcc6dfa83	344	44	2	11	45	0	18	0	5	5	0	0	29	0	0	1	0	0	0	0
4e8396f7-9506-4401-96b6-bb2e89557d59	45	294	183	245	56	206	9	0	34	0	198	30	6	0	22	39	11	12	5	50
4e84eed6-82a8-4e91-b0fd-61ec6ef69ce9	76	164	87	165	133	270	0	224	22	83	103	0	16	30	0	116	0	40	2	1
4e913899-eeb8-4630-ba9d-41a81ced8069	0	296	116	88	99	296	28	66	0	110	86	30	20	39	22	26	5	12	10	29
4eac784b-084a-4106-9a76-2d9fbec57033	324	42	22	11	67	0	45	0	0	0	0	10	28	0	0	0	0	1	5	3
4ecbfd89-393f-4126-aa1c-951a2c23ef89	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
4ed52e0c-c623-11e3-bf01-24c6515278c0	0	32	110	0	353	125	3	45	8	51	98	0	44	28	0	9	0	6	5	35
4ef20a13-f107-4654-adca-fc60b8f5be47	106	246	56	85	93	0	130	0	0	15	0	34	36	0	0	4	15	0	20	0
4f1fc78e-733d-4c6e-86b2-dbe1f98c141d	122	48	147	63	206	298	38	83	28	0	37	79	2	6	0	51	7	18	76	12
4f3c2c94-fa7f-4945-9dff-e4d4dac95f56	295	31	12	7	110	5	3	6	0	0	35	12	15	0	4	5	11	2	4	0
4f6f48bc-c622-11e3-bf01-24c6515278c0	234	59	45	15	126	122	11	50	0	13	47	15	0	41	0	3	0	14	0	4
