Samples	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T
a47c2012-c13d-48ac-88b6-e09bfd50122b	238	90	38	11	119	0	71	0	0	8	0	11	22	0	0	2	1	6	4	1
a492a32b-bf2f-4f8c-b06e-794a4baa2fe7	191	16	1	0	226	62	0	4	19	36	31	0	12	15	0	2	0	7	2	2
a4beedc3-0e96-4e1c-90b4-3674dfc01786	360	0	11	1	65	10	7	2	1	0	19	4	2	0	7	1	2	7	2	0
a4c838df-6ac4-455a-8096-8ec680064374	240	172	0	97	37	0	120	15	0	13	0	88	26	45	0	0	7	7	3	5
a4ca18dc-c622-11e3-bf01-24c6515278c0	340	1	20	0	91	0	26	3	0	0	4	5	22	0	0	1	5	0	4	0
a4f8305f-4409-4776-b34d-4878d18c8693	396	17	4	0	25	0	18	3	0	0	0	2	23	3	0	0	0	0	3	0
a5346247-3f30-470a-b4ab-732180786291	217	24	0	0	191	87	5	28	44	2	0	0	10	16	25	0	0	5	13	6
a54aac0e-4108-49cf-bf50-687031c7cda6	414	7	0	0	16	0	11	5	0	0	0	0	23	2	0	0	0	3	0	0
a56cd282-f6c5-4373-b3d8-676562894598	413	1	0	11	9	3	15	2	0	3	0	0	23	9	0	1	0	0	0	0
a592e80a-3b1a-46aa-be30-bcd87d6bca6f	430	4	0	5	0	0	0	4	0	0	18	0	9	0	8	1	2	2	0	2
a5d5c238-0447-47fa-9a81-3b823cbdcea6	286	0	21	34	94	11	42	0	23	102	33	9	5	0	81	0	2	3	0	2
a6045753-60bb-4e65-bc89-1ef0b47aab35	188	189	23	61	57	0	37	5	20	92	17	0	35	0	5	2	51	9	0	6
a612b654-c622-11e3-bf01-24c6515278c0	0	146	122	153	204	29	102	69	30	119	61	0	64	88	0	11	0	21	17	10
a64000df-16e5-4b88-865f-5c680adf60eb	231	6	105	187	124	72	132	4	33	23	0	0	43	23	0	0	0	30	6	0
a65bcd07-c47d-4bda-a2bf-21f68cef2f3b	387	10	0	1	32	0	4	19	1	2	1	0	31	6	0	0	0	0	0	0
a67f4531-99ef-43df-82f5-f6abc4b11826	15	66	123	44	308	81	4	0	21	32	82	14	20	0	18	22	28	5	2	8
a68389d4-431f-4582-b4df-e8ad200aa3be	359	84	0	7	4	9	3	3	7	11	8	0	35	0	0	0	0	1	0	0
a6957d15-453c-4f3b-ab8c-c38054dfe548	248	43	32	0	132	33	82	102	0	0	8	66	34	0	5	7	21	0	6	1
a6c14ebc-81a2-44f7-af87-2b7ec85e5696	287	16	0	328	0	245	189	313	128	77	0	88	25	0	0	164	0	15	170	45
a6d8467e-88e3-4ea5-8583-61c5ab9747ae	0	402	20	0	19	0	99	3	0	430	17	104	94	46	0	5	23	8	15	6
a6e24c2a-26b9-409c-bbcd-a8fcdd1e437c	284	45	0	124	89	107	85	62	0	0	45	71	14	108	0	0	0	2	5	2
a6ebe0c0-8aab-4b9f-8328-4b795895a77d	151	100	77	31	151	104	10	48	0	18	92	36	6	0	72	10	0	9	3	3
a7314730-c622-11e3-bf01-24c6515278c0	179	76	75	63	156	134	24	79	0	0	33	39	0	0	15	11	3	41	0	37
a742a46d-2594-4efe-a701-4a2737ffae81	421	0	0	1	0	0	0	4	0	0	16	0	8	0	8	1	4	2	0	2
a762dd44-a8ac-4269-8163-bbf6d0f8d4b3	34	167	247	66	163	366	16	64	12	22	13	40	38	0	0	53	91	11	69	2
a78544d7-65c6-4778-af62-ceec24c14056	185	58	52	65	187	0	68	16	6	5	13	9	38	0	0	2	6	0	4	10
a7a56d67-1bd7-4d69-9237-34c2d261261b	17	233	0	19	194	21	67	14	35	102	42	7	38	22	5	0	5	4	9	6
a7e1deb7-2e3d-4e36-90c7-9cae34cdcfb3	425	14	0	1	0	1	10	4	0	0	0	0	25	0	0	0	0	0	0	0
a7fb0931-28df-46f4-bc0f-2011fc91f0e1	426	0	0	0	0	2	0	1	0	3	0	0	28	0	0	0	1	0	0	0
a8041e86-071e-46cd-8fb5-7ecdc1ab0553	118	236	27	189	71	93	39	72	0	0	87	120	41	60	46	0	1	18	1	15
a83e247a-8f65-4be4-9c6e-a72c4abffae8	425	10	0	5	2	0	12	4	0	0	2	0	19	0	5	2	0	0	0	0
a846f5e8-c622-11e3-bf01-24c6515278c0	106	126	29	53	211	8	73	8	0	18	11	13	27	0	41	4	3	2	3	5
a84915de-6562-4836-86f9-f2a05598296e	64	250	0	0	143	199	0	36	72	81	57	41	8	10	0	19	28	10	0	24
a85cf239-ff51-46e7-9b88-4c2cb49c66b9	0	0	584	471	0	1234	7	312	485	270	285	386	170	326	40	61	63	74	73	65
a876398c-5b1d-444f-a360-5fe2db697480	0	187	329	197	114	40	200	33	0	95	65	81	75	3	51	36	11	29	9	11
a89a2341-263d-4e7f-87fa-18d9692d6b2b	413	5	0	6	9	0	1	2	0	0	0	0	30	1	0	0	0	0	0	0
a8f86b64-914c-4d89-897b-33bcdd1759f7	350	39	34	10	48	0	43	59	0	0	11	0	24	0	0	7	20	0	0	0
a92023de-5c97-4bf2-aa3c-0e768d7c5ece	0	136	0	1791	0	232	93	170	62	128	298	370	322	160	115	162	10	47	113	55
a94d63fa-c622-11e3-bf01-24c6515278c0	178	128	51	0	122	0	68	0	29	40	13	24	34	0	0	3	0	4	0	5
a96eddfc-3afb-4bf8-a440-c91778113fbd	129	94	179	34	151	129	23	109	4	26	49	0	45	0	11	15	31	7	6	22
a971ac23-0664-405d-9f5c-9ca892af003e	373	19	8	0	46	0	17	0	2	0	0	2	27	2	0	0	0	0	2	0
a9a240f3-d237-4bb8-b968-e4a3cc7c2633	407	9	0	0	11	0	3	2	0	0	0	4	29	0	0	0	0	0	0	2
a9c29edd-2ef1-46ef-93c6-796cf0332a2b	435	0	5	0	0	0	8	4	0	0	0	0	24	0	0	0	0	0	1	0
a9d055c6-6c53-4e85-8270-34883a1342a9	417	0	5	0	3	2	0	5	0	10	1	0	30	3	0	0	0	0	1	0
a9dbd55c-5dcc-48db-8785-6baef3fdd7db	372	29	2	17	38	0	3	1	0	0	8	2	25	0	2	0	5	0	6	0
a9ec7d9e-b179-4782-a589-43c7d1642be9	417	16	6	0	7	0	17	1	0	0	0	9	27	0	0	0	0	0	0	0
aa018d90-5250-4313-9f7c-a3f196765e07	359	62	0	30	19	0	8	0	0	0	13	12	28	1	7	1	2	2	7	0
aa06ae46-2336-4666-a3af-fc790daf8da4	130	57	40	537	173	41	52	32	74	4	91	34	104	0	33	60	22	5	8	0
aa20b9ab-dba9-4002-ad45-cafa2f85cef7	431	2	0	3	3	0	6	5	0	0	3	0	22	0	0	0	3	0	1	0
aa215f18-ae1f-4f0e-89dd-ac59ee8c8c44	378	1	5	0	48	27	0	0	0	0	33	4	4	0	0	2	2	6	2	0
aa2654f4-94f9-487a-b415-85df69261161	409	1	3	0	22	0	5	5	0	0	0	0	26	3	0	0	2	0	1	0
aa4a868a-df23-4eef-a618-e945aa2ce98a	165	133	101	107	97	18	115	14	32	36	1	12	25	2	59	3	14	2	22	0
aa4bf69c-a1a6-48dc-96fc-3fe7d2680517	435	0	0	0	0	4	0	5	0	0	41	0	0	1	0	0	0	1	3	2
aa58c09a-7799-4675-8310-d270224b163e	306	17	12	49	87	19	12	0	24	0	0	8	31	0	10	0	0	20	0	2
aa5907cb-3be3-4e23-982d-719417baeb37	390	0	5	9	32	0	6	2	2	0	5	0	22	0	4	0	2	0	1	0
aa847c3d-d3a7-46aa-a81b-db5099a458fb	375	29	0	0	39	0	13	4	0	13	4	2	23	0	5	0	0	0	1	0
aabddb20-c622-11e3-bf01-24c6515278c0	23	0	328	220	217	78	417	170	70	112	7	155	76	111	37	13	51	9	18	3
aacaba97-ecde-440b-aae0-0e9c608c4b24	103	0	0	136	161	417	0	410	0	305	0	154	26	422	0	0	0	55	192	1
aad8c8d6-d828-4aac-9cfb-cee893e36850	308	0	22	4	106	7	13	9	0	19	15	1	29	15	0	0	0	2	4	0
ab318624-db9d-41d8-b7b8-34712434f28f	394	16	20	0	23	0	21	0	0	0	0	1	27	0	0	0	0	0	4	0
ab8a55ed-ff47-4cad-ad91-52b9dc25aca7	154	77	0	19	128	3	24	8	73	262	8	53	92	61	0	10	0	1	0	4
ab923db7-54e8-4a50-b7fd-c2b4b300041e	223	93	19	25	108	58	6	12	38	0	66	29	9	11	0	7	17	10	3	7
abbbe65c-c622-11e3-bf01-24c6515278c0	129	119	67	87	191	76	63	42	2	6	25	0	25	0	0	15	6	6	6	2
abc94013-71f5-4ac6-88a4-01b4ef9f9d2f	160	70	70	103	178	28	53	42	3	8	25	15	35	35	0	0	22	18	6	0
abd2d959-d5ed-4eb3-9759-67eb1aa23325	208	126	61	166	81	6	130	3	0	33	2	16	38	27	0	14	0	18	1	0
abe290ed-67c8-42bb-84f7-0d32a5f8f3db	26	144	242	39	164	272	23	142	33	48	58	68	19	0	34	43	78	13	8	58
abedd46c-47b8-4242-adb6-12835400cb3f	396	6	3	1	35	1	12	5	0	0	0	0	25	1	0	0	0	0	1	0
ac02c38e-5fca-4995-b0cc-39b6189976a3	264	0	123	243	88	34	162	2	42	33	0	17	48	0	22	0	70	30	2	0
ac1bd179-8285-468c-ab9f-7f91151ca0f2	424	0	2	0	0	0	5	19	0	0	0	0	26	0	9	0	0	0	0	0
ac23a8d2-ac42-4031-9dd4-9b56baeb246e	403	28	0	18	12	1	24	2	0	0	0	0	24	1	0	0	0	0	0	0
ac2c8928-33a2-4aa0-8bc1-cdfa1ca0b56a	318	44	9	2	72	0	21	0	0	3	0	8	27	2	9	0	0	0	0	0
aca4d810-9540-4ce3-8ceb-72d396c9b704	386	0	3	7	47	0	3	2	1	0	24	0	6	0	4	6	8	0	6	0
acb5e263-111b-43d8-9bd1-adb9a54e0fc0	422	0	0	0	2	0	2	4	0	0	0	0	25	2	0	0	0	0	0	2
acb9750e-7e17-4cef-bee1-5d710f9bf3a7	121	224	25	0	98	11	65	0	0	158	13	27	55	0	0	4	12	6	5	11
acc629cb-ad03-4cec-9b21-922e4932ef3e	229	128	36	21	96	0	67	0	0	0	0	6	25	0	5	1	1	1	3	3
accfc45b-eae0-4991-a488-e217cdb46655	224	102	0	42	113	0	8	0	5	1	9	5	41	0	4	1	6	2	0	0
acd510de-b732-4a1a-8b72-6d22e763540b	0	261	465	390	0	682	61	0	0	0	57	175	0	54	48	87	119	26	1	31
ad007b59-46f6-48b9-958a-2b9d28cca3b7	155	38	43	9	227	0	37	0	13	39	0	6	39	6	1	0	3	6	0	3
ad0700e2-048a-4856-a77a-bc0b6f25f0e2	382	14	0	3	43	8	6	8	1	9	4	0	26	3	0	1	0	0	1	0
ad41f1f3-e38e-4418-9c16-52bca5719f39	181	93	74	56	137	106	29	54	29	10	56	49	14	57	7	3	2	14	4	7
ad4aa4dc-bea4-4f4a-8b1b-8f361112f84f	71	253	49	162	105	4	178	0	0	56	0	108	48	44	32	0	14	10	7	7
ad874249-9964-4e48-aa3f-7e828ea28f3f	408	0	7	0	18	0	3	3	0	0	0	0	28	0	0	0	0	0	0	0
ad92f17f-11e6-49bd-9835-6b2f47053485	395	0	10	1	26	0	7	2	0	0	0	0	28	0	0	0	0	0	5	0
ad9455e9-7147-489e-9b1f-3540c457c260	130	103	21	19	206	15	22	0	0	0	60	37	12	18	0	2	9	3	5	0
add0b0f6-b4a8-4b73-b634-c3600dc567d5	434	0	2	0	1	0	3	5	0	0	1	0	25	0	0	2	0	0	1	0
adfbba82-c622-11e3-bf01-24c6515278c0	291	85	0	110	64	9	68	4	0	5	0	19	34	0	10	0	0	4	5	1
ae464652-2f8c-4d94-8b08-cd8f1d29256e	437	0	0	0	0	0	1	4	0	1	0	0	23	0	0	0	0	0	6	0
ae82fead-2671-4335-a342-67bb69935ad9	111	161	231	106	67	96	30	87	3	17	133	77	50	58	5	22	3	26	37	10
aed4363b-19b8-4cb5-aa34-a442410d0796	118	223	7	96	126	83	6	0	0	0	84	47	0	0	15	7	4	13	18	1
aeeb01b4-790e-4929-bd59-6aad837603b1	435	2	0	0	0	0	6	5	0	0	1	0	24	0	1	0	0	0	1	0
af2cbdb6-c622-11e3-bf01-24c6515278c0	353	29	1	0	56	1	10	2	0	11	6	7	31	0	0	1	1	0	3	0
af96db5a-684f-41d1-a910-5a5193393d9c	167	131	18	40	134	22	11	0	1	56	49	0	26	18	0	3	11	3	0	1
af9cfac8-7fbe-49cb-aeca-8d68aea57994	1	219	175	237	8	538	17	455	93	158	92	182	15	43	165	88	30	16	188	33
afd1f2e0-343c-416d-8e8f-2177f312c2f0	409	5	5	2	9	0	0	3	0	0	0	0	28	0	2	0	0	0	1	0
afee5b10-3dff-4e50-9575-bc9fe20c5dea	116	152	218	189	58	0	323	22	12	92	77	248	63	35	51	24	20	1	9	2
aff5793b-3197-4d1d-bf0a-9b0ded5f2937	423	1	0	0	0	0	0	4	0	0	0	0	27	0	0	0	0	0	0	0
affa4ef4-02ec-40f1-b6a2-739f8bf2afa9	267	89	37	163	52	58	69	0	20	1	6	40	32	0	4	44	0	58	1	0
b02b4bba-6e66-44fb-a48f-38c309aaaac5	188	186	85	162	35	0	214	0	0	27	0	49	27	52	0	0	0	0	0	2
b04624d2-d8f8-4b51-be1b-72c73d8055f9	344	0	207	161	0	18	230	15	15	43	0	0	30	0	47	0	0	0	0	7
b061cb06-e927-4f24-82bb-9e651f7ae0e3	414	0	0	0	20	20	0	2	0	0	23	0	0	2	5	3	1	1	2	2
b070af2a-c622-11e3-bf01-24c6515278c0	35	45	93	35	284	346	11	107	106	27	32	48	36	0	0	2	13	47	9	62
b07bad52-d44c-4b27-900a-960985bfadec	289	61	32	5	84	6	41	2	3	9	6	5	23	0	0	4	2	2	19	1
b0a83df8-dd2c-4c1b-b238-9081d2c22258	426	0	3	0	0	0	1	2	0	0	0	0	29	0	0	0	0	0	0	0
b0c61486-b061-4b6b-ac02-130a3ea0b080	383	0	12	0	38	1	11	3	0	0	0	0	26	0	0	0	0	0	0	0
b0d1fde4-928f-4f4c-bff6-33b885582bb5	434	0	0	0	0	1	3	5	0	1	0	0	23	0	4	0	0	0	1	0
b0f3087b-6f9c-47e9-b487-6726af1cb90b	405	15	0	0	22	0	8	4	0	5	0	0	27	1	0	0	1	0	0	0
b16780b0-75ba-4304-87e0-33f1e321b622	151	9	62	22	241	80	1	4	0	0	42	8	6	0	6	1	13	25	16	0
b1753e9c-29d0-4955-89d2-949cdabd1211	435	0	0	0	0	0	2	5	0	0	0	0	25	0	0	0	0	0	1	0
b19ec4cd-2876-4a2b-bcb9-b3c8db54fc15	435	0	2	1	0	0	4	4	0	0	3	0	21	0	0	0	2	2	3	0
b1d2457d-3267-46ba-9fdf-663985e60538	414	1	4	0	9	1	0	0	0	4	1	0	30	0	0	0	1	0	0	2
b1e62d8e-24d2-4118-8cd0-3142acebdd5b	225	151	0	77	71	0	10	23	2	0	20	0	34	0	9	2	20	0	0	1
b1f19de6-c622-11e3-bf01-24c6515278c0	232	100	38	54	110	0	105	0	0	15	0	10	15	0	4	5	8	11	0	0
b1f2442f-a973-47b4-9891-f028f0d44adc	271	10	18	0	144	0	37	1	5	3	0	1	21	5	3	0	0	0	2	1
b2190e26-1809-4aba-9f45-07c2edb3b4a4	333	0	3	12	87	0	0	2	3	0	36	0	6	2	14	2	1	2	0	2
b243adb4-b3e7-4e0e-bc0d-625aa8dbb1be	41	0	799	1266	0	240	153	7	23	25	245	0	245	91	31	40	60	68	15	52
b24feafa-f2e9-4498-8471-a9e42c80cc9f	440	0	0	0	0	0	26	5	0	0	0	0	0	3	2	1	0	2	0	2
b27b569a-2c79-4453-8a2d-41fd0b4dd28d	340	54	4	62	43	1	46	0	1	1	0	3	25	0	0	0	11	20	0	0
b27d75ba-5989-4200-bfe9-f1b7d7cf8008	19	90	598	386	0	0	242	0	239	63	245	326	213	48	0	43	34	52	23	9
b28f7607-f162-425f-b44d-64e9633c8824	427	0	0	3	0	0	1	3	0	0	1	0	25	3	0	0	0	0	0	0
b2afbcba-d67d-43f1-be3b-05f3a5836ec0	375	41	0	27	23	0	11	6	0	6	11	17	27	0	5	2	4	1	1	1
b2d17671-d2e1-4c97-8b01-a976d5abe1d6	238	0	0	95	177	59	67	60	88	0	0	0	19	69	0	0	0	2	0	7
b2d9aaff-5a48-48f0-bf55-bfd4ddaeccaf	159	61	62	20	199	23	84	7	0	4	0	8	24	0	6	18	0	7	3	0
b2ec0fd0-fbcf-4abc-ad80-4ae444e30b55	228	109	0	0	114	0	25	0	0	96	4	8	42	0	0	0	3	4	2	1
b30dfb8b-8288-4e5a-afc2-3d5bd7bfa26c	374	0	0	0	50	0	10	10	0	0	0	0	23	3	0	1	0	0	0	0
b32449c0-c622-11e3-bf01-24c6515278c0	0	16	172	92	331	122	34	47	5	19	136	39	47	42	0	12	0	28	9	17
b330c50b-c45f-413d-918f-33275d0d8f91	411	8	0	0	19	1	13	4	0	0	0	0	25	2	0	0	0	0	0	0
b33978c6-a855-4f9d-a0b0-d79453b9de41	280	115	0	1	60	0	25	0	3	33	0	5	32	0	0	0	4	0	0	1
b33b7c8f-0b0d-4009-88a7-48e9d9cae6cb	191	122	0	7	141	0	37	0	0	94	0	3	44	0	0	0	5	0	0	6
b35d9a68-29f4-49ab-b83e-b5151679e3af	9	0	614	630	0	1131	204	344	57	165	119	649	219	90	0	21	465	69	38	195
b37d6283-6f95-4975-a794-f3d5c4bbc7b3	267	21	26	0	137	7	46	6	22	7	0	0	19	1	7	12	0	0	1	1
b38d0777-4901-48b8-9cdc-33b7f13a424f	0	243	313	128	91	0	134	0	0	17	98	94	81	16	0	24	18	21	1	8
b3b3a27c-ee9a-42af-a6d1-9af5970a98b9	259	76	0	52	95	15	0	0	19	0	40	8	14	0	0	14	5	5	7	3
b3befa40-8f44-4eb6-ada0-ec395f460656	78	117	72	132	160	293	4	64	126	69	35	45	31	32	11	31	39	41	24	24
b3f1d232-4392-4258-9256-d38ff4b59f94	257	5	112	32	144	4	92	6	0	15	0	1	33	0	0	0	0	7	0	7
b41c63e8-bb85-4f83-9bc6-e611fd9ef075	166	197	1	6	94	0	62	1	0	57	0	34	35	7	0	0	10	1	0	9
b421b9ca-c622-11e3-bf01-24c6515278c0	0	135	60	0	253	244	40	161	66	21	77	158	1	0	123	19	0	12	6	133
b42d183c-bc9c-4652-9e56-10c54c5ee96e	195	121	17	48	134	57	14	0	0	0	45	18	0	11	1	3	6	16	1	10
b47aa163-eec9-4225-940b-4373e78152e2	244	56	20	32	128	0	54	4	0	3	0	8	18	0	25	3	0	1	2	0
b4860b5f-0a80-4fb2-81e1-4bafeb525b1c	416	14	0	0	6	2	6	3	0	4	3	0	24	3	2	0	0	0	1	0
b499032c-6cb8-4646-a95b-10af2a21a289	426	0	0	0	0	0	0	5	0	0	8	0	14	2	3	0	3	1	1	0
b49d5310-3cc5-4386-9444-cf0d61b52376	98	105	166	105	146	6	114	0	57	103	73	34	36	1	2	29	6	44	0	0
b4aea804-fc6e-4d58-906f-f3a932ca9dc5	257	81	36	8	101	0	53	0	4	0	0	2	29	0	0	0	2	0	0	0
b4e5626b-44fe-4cdb-a7d5-42028e0dbc4d	401	19	0	0	21	0	33	2	4	0	0	0	3	6	2	4	0	2	0	2
b4f515ce-5bee-4e40-a66a-01f41e92181e	60	179	23	67	188	16	28	8	14	73	71	0	19	27	20	8	14	3	5	21
b51fa117-2c0a-4e1d-8ec4-9f039073a486	384	0	21	8	43	0	9	1	0	0	4	0	27	3	0	5	3	0	0	0
b537bc07-9998-49f4-bbbe-5b617152bfd9	252	125	1	12	83	3	53	0	1	14	4	15	15	2	12	0	2	1	1	6
b53dcb4d-f894-47b8-8a4e-17c7998d8120	15	151	81	331	136	103	156	117	95	110	165	128	25	120	103	19	13	11	11	18
b54b9433-ec10-4cb5-a860-4555da64917b	31	171	159	241	136	87	68	39	19	199	182	6	31	0	54	16	15	9	28	18
b55751c4-c622-11e3-bf01-24c6515278c0	279	66	16	29	89	2	38	19	10	10	0	6	28	2	10	0	0	0	1	18
b5cabba2-30a4-458e-897c-00ec3fefa6d2	369	27	30	11	8	22	10	0	0	18	4	5	27	0	38	2	0	0	0	1
b5cc4a6d-93a9-497c-a7bb-a5db82edc176	435	0	0	0	0	0	4	5	0	0	4	0	16	0	3	0	3	0	1	2
b5dd0bc9-6c1c-4272-b920-744de37d0aee	199	147	61	61	89	0	123	0	0	3	9	89	44	6	0	5	2	3	1	4
b5f90cb8-7304-48fb-a1d3-ff459c7d79d1	289	50	0	157	73	11	143	11	0	19	0	20	29	0	28	0	0	0	4	0
b60392fb-43d9-4c9c-b91b-ded40492e61c	289	39	0	47	91	66	7	9	0	89	84	8	0	0	0	1	38	7	0	3
b61f7f76-f365-4071-a28d-bf354d5a670d	408	0	3	0	16	2	0	3	0	0	4	0	24	1	2	0	3	0	1	0
b6365bdb-e6d5-4615-95b3-db12a0c2f3d9	409	0	0	0	15	0	5	5	0	0	0	0	24	2	0	0	0	2	0	0
b64173fc-abac-4695-902b-f0acf9444e9f	347	9	3	11	67	5	11	5	1	0	14	0	11	0	0	13	4	2	8	0
b67208c4-c622-11e3-bf01-24c6515278c0	292	54	24	0	80	5	44	9	0	8	6	3	17	0	8	4	0	11	4	0
b68c5ec2-0875-4d77-b4b7-738d2b2f313c	434	2	0	0	0	2	1	3	0	4	1	0	26	0	0	0	0	0	1	0
b68f18e1-0117-420c-9405-e8d3a1e8caff	323	27	0	11	91	0	12	4	0	2	8	0	27	0	0	4	0	0	3	2
b6b6e1d3-c592-4836-bdad-d53af2dbcc9a	85	203	107	78	139	26	81	8	0	19	38	52	43	25	6	12	18	11	4	1
b7008a98-5aa0-4cc9-9bee-af2a422266db	58	178	90	121	179	58	129	12	0	19	44	91	47	11	28	7	26	4	35	1
b710b214-5666-4054-97ef-3b9ac2bd90ac	0	341	202	626	0	0	47	0	7	19	146	0	136	34	0	68	29	20	0	14
b73523d7-f5a5-4140-8537-4df4d1ecf465	0	237	149	155	137	258	18	144	30	25	82	52	15	0	78	30	50	36	13	21
b752b444-f033-4be4-9d24-e5e80b4181af	37	0	769	0	0	720	1	0	288	163	200	247	124	47	79	96	0	68	4	27
b757a040-3c9e-45e7-a045-9cd08db11d62	5	115	293	744	0	379	114	198	243	212	211	167	159	153	71	75	16	30	69	53
b75b2663-dcc6-411c-bfcc-574aa33cf388	9	122	103	16	290	0	86	0	0	21	37	39	40	0	0	1	10	17	1	1
b77084ab-8148-49e0-b3f9-90f7d9ea1862	0	319	134	777	0	63	39	105	32	24	151	10	139	1	11	30	38	21	121	52
b7722577-f200-4dec-97f6-4fab3a9ba52d	352	36	0	12	46	1	13	1	0	0	0	0	29	0	2	0	0	0	0	0
b77543e4-c622-11e3-bf01-24c6515278c0	22	173	56	64	234	32	37	24	0	78	55	0	62	18	0	19	11	2	12	0
b7a7d93b-38a7-4fc3-a433-3bb0a8cb7c42	220	77	89	11	111	33	74	22	1	38	22	28	21	38	0	5	0	17	0	9
b7f11036-7ac4-41bc-a9a4-64162725fdfc	123	73	144	286	144	89	55	307	5	43	65	33	60	0	26	31	129	7	8	0
b7f2e85a-3c6a-48b7-8a4f-2dec1d85359d	415	0	0	6	6	0	0	2	7	0	20	0	7	0	6	2	3	2	2	6
b7fbd99c-dea0-4448-a430-7f94c611e702	259	5	20	11	153	16	17	0	2	8	25	4	14	18	0	2	11	0	2	1
b8068cbb-4523-4ac9-ab17-edd4eb0e2975	437	0	0	0	0	0	2	5	0	0	0	0	23	0	0	0	0	0	0	2
b80ca528-2c5f-400c-8df3-9c47869a64c2	319	26	27	13	75	0	32	0	0	0	0	2	26	0	9	1	0	0	6	0
b8151614-b08f-49a3-ab6f-2e780f765a17	301	111	30	108	14	0	113	27	2	22	0	8	22	18	8	0	2	0	0	41
b8270565-9e02-4d46-9534-08206bfd027a	348	11	33	23	47	7	57	17	13	46	6	0	12	0	31	4	7	0	4	0
b86655a4-c622-11e3-bf01-24c6515278c0	263	0	0	11	157	57	15	20	8	24	50	0	0	17	6	3	0	8	3	2
b86678f3-c9cf-4ba4-8248-3efb2a7c4884	122	133	34	432	136	260	11	137	66	0	140	48	12	15	0	0	86	0	48	0
b86e88e7-0d5f-4b32-a35f-dc97251ab990	257	106	0	39	88	2	36	12	4	8	15	5	25	0	10	0	0	2	3	6
b88f014e-bc0f-4775-8228-39e0b471c3b0	113	113	58	135	145	245	30	147	51	11	27	41	26	212	36	4	0	8	0	7
b8cd6882-be27-4742-bc63-3227d31bf704	393	18	0	2	18	0	1	2	0	6	0	0	31	0	0	2	0	0	0	0
b8f3137e-5e92-4a56-90d4-884a4ed2ef9c	67	75	130	78	238	106	65	53	29	12	23	47	47	29	80	8	0	12	10	5
b9098b7c-eab0-4ef5-b968-8d3024bf32f7	244	95	18	31	100	0	47	0	0	0	7	16	21	0	23	1	3	7	0	0
b97941dd-9844-4db2-9e25-42c725f47d70	71	234	1	246	142	0	62	0	0	2	30	0	54	11	16	13	1	7	15	3
b994762c-c622-11e3-bf01-24c6515278c0	50	162	24	65	218	48	47	4	38	9	45	25	26	27	6	14	5	7	16	7
b9bcba3a-c9be-4305-b5f4-c861282921e0	9	297	12	187	107	157	5	0	121	115	78	25	21	17	6	25	77	5	0	7
b9d1a64e-d445-4174-a5b4-76dd6ea69419	274	33	5	18	116	19	1	9	0	41	78	0	3	0	0	22	0	8	0	0
b9d2e29e-8546-4310-aeea-e029f17c0516	388	14	0	0	34	0	9	6	0	0	1	0	23	4	1	0	3	0	1	0
b9dbc78e-44ce-427c-bbeb-de8d097bde2c	239	90	28	50	95	0	68	0	0	12	1	21	32	0	13	3	7	1	0	3
b9f03936-1de5-4330-8b0f-6d0ab533876e	358	31	10	2	47	0	23	4	4	0	10	0	17	4	1	7	0	0	4	0
ba096d4f-5a6c-4c31-ae03-e7483cf58c38	165	106	3	68	176	0	40	0	0	23	37	22	23	10	21	6	5	2	2	2
ba5667da-7688-4931-bdb7-d65f391caf60	416	0	0	0	8	0	0	5	0	0	0	0	26	1	2	0	0	0	1	0
ba67c02a-180b-43f3-b53c-2b77d84fbe3c	420	2	0	0	16	0	5	3	0	4	3	0	22	6	0	0	1	0	0	0
ba686386-8113-4885-b20f-6ad09a295604	428	0	0	0	0	0	12	4	0	0	0	0	11	3	0	1	0	0	3	0
ba940092-c622-11e3-bf01-24c6515278c0	0	144	28	117	10	941	0	0	0	911	443	489	20	89	45	118	47	32	58	114
ba94c29b-b76e-4d67-bf5a-ce6bc45d85f8	347	0	15	1	84	2	17	3	0	9	2	0	26	0	0	5	1	0	0	4
baa02e74-9cae-4996-858e-17d9f52d924b	356	25	0	4	60	0	5	5	4	10	8	0	28	2	0	0	1	0	0	2
bb02202f-d140-4bec-95ce-5c2b117a2167	191	90	70	110	124	1	169	0	0	10	0	39	44	30	0	1	0	16	0	2
bb45c6f5-49cb-418d-85bb-3ded165e2d07	432	0	15	0	0	0	8	2	0	0	0	0	26	0	1	0	0	0	0	0
bb567851-d4ff-4a93-8576-04a37aea68af	397	0	1	0	26	0	6	6	0	0	0	0	24	2	0	0	0	2	1	0
bb5bedd3-d8fc-4739-8e6b-9e37223f8be2	190	42	37	41	139	18	96	15	31	78	6	0	10	72	35	3	0	6	2	4
bb6150f7-23e4-40f2-b466-6b6edd19c502	222	60	19	58	124	41	22	1	38	46	35	0	1	0	19	5	34	14	4	2
bb659e7c-0b97-41b5-ac10-a66bb1f6f283	248	104	24	34	81	0	40	0	0	0	2	16	35	0	0	3	2	5	3	1
bb65d670-0411-4fc5-a6cb-019caec1ab36	45	162	102	247	152	165	77	83	84	101	79	0	46	38	71	10	9	15	7	11
