MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S
CNCP[4]	1.1178565189950973e-07	1.3790290509518854e-09	0.0002897955404938557	1.1461381323130127e-07	0.0	0.01668262901774142	1.401298464324817e-47	0.03249006077647209	0.045522354494896715	0.000654295367950013	0.00010308405304385814	2.6147582684643566e-05	0.0002512160098963268	0.0004963937861077738	0.00010743001874175207	1.37500866521248e-05	0.0006409105079015376	3.0168315430501024e-05	9.413128916063237e-05
CNCP[>4 & <=8]	1.1848684112081286e-07	5.738122670351231e-09	2.1718833204769083e-05	4.5122258853780294e-08	0.0	0.002460732136781303	0.0	0.09098089441657066	0.05014363422575116	0.00019624654015667264	2.802596928649634e-47	7.622451110300687e-09	0.00021858313630438887	0.00012138940059888803	4.489696848963831e-08	2.7367742525543817e-08	0.00012694067825123057	1.433907584669214e-08	2.9008493491744503e-08
CNCP[>8]	2.719510827375871e-07	2.6345322840626295e-07	5.022945659405309e-10	8.697187751982582e-08	5.321364782151505e-10	6.245067652344005e-08	1.138309545467564e-07	0.08578192241489888	1.6244667946058716e-07	3.97479101410525e-09	5.565728088186006e-08	1.4949668095010082e-05	1.344034825928597e-07	1.963043144481702e-08	5.686343698130258e-08	0.0	8.035290683494622e-08	4.128498844124806e-08	3.826208534150055e-05
OsCN[0]	0.044177184593863786	8.407790785948902e-47	0.05109778896934719	0.0010599809849233344	0.01458430887103951	0.1072009420953691	0.001786307135956129	0.1867777018994093	0.005256221740028195	0.008572644065716305	0.0035188780167023075	0.0022727131249848753	0.04889333320781856	0.06579948953352868	0.007070504476014046	0.035654926382776245	0.056558518863051604	0.05996843387372792	0.009629191603061152
OsCN[1]	6.551107485130104e-05	0.05287175019737333	0.027412242144346236	0.005391781407236499	0.013472151176538319	0.0360472354106605	0.00014375279657542707	0.02299414938315749	0.10813419051468372	0.04469827357679605	0.02567972610297147	0.017636396707966923	0.0206216475442855	0.012326195103964462	0.025384798978184336	0.0053724888743636266	0.02056427371018799	0.01807412985217525	0.029798463411750617
OsCN[2]	2.664497775750618e-09	0.00013423570548184215	0.011503351065330207	0.0026848343177698552	0.007129714461043477	0.008272924394113944	0.0010025988264995079	0.004183065291144885	7.814688142389059e-05	0.00301488651028194	0.001261576511108018	0.00906843287346419	0.001510953929627679	0.011065455745748772	0.0032302996573545556	0.0042249257917910425	0.003996191576191564	0.005203755027796433	0.0034010179653073936
OsCN[3]	2.3514427116566593e-09	0.009144697263836902	0.005498941950500011	5.221738247200847e-05	0.008487115686293692	0.0022985373675874143	0.0013107365767243812	1.7011239542625844e-05	0.003980313043120987	0.013516446285648272	0.0014524951819112175	0.012701391596347094	0.002466056290793256	0.0008141206609377871	0.0010519785392708416	0.0003437664192460943	0.0009124067115340082	0.0008474271474398166	0.0025169584366047104
OsCN[4]	2.247730299664852e-08	4.089376132469624e-05	0.0028582255862784223	0.00021906659807427787	0.004566483241505921	0.0009653252581281875	0.001854001877028395	2.4637900060042737e-06	3.538186805264663e-08	0.00044236348214326426	0.00041556251612746565	0.0029864956168694336	0.00035617153235870444	0.0014871571757751668	0.00028352621655254123	0.0006437008364457597	0.0003833842650283259	0.000410040942804244	0.00038264335393439097
OsCN[>4 & <=10]	1.35419649704982e-08	0.0005371976133028511	0.002036106463347096	3.088177322752017e-09	0.013388514034450055	0.00015292687657535	0.007135305373824536	0.0	5.6025048543233425e-05	0.005181440034939442	0.0005921985826761082	0.008027580338530243	0.0006589209606085334	0.00012568794307298958	0.0002886877441808456	9.240149383913376e-06	0.00011838811186865478	4.133622592917163e-05	0.0005951249175814155
OsCN[>10]	4.147497337569916e-08	1.9053039140999316e-05	3.190487007775467e-05	3.459266650907011e-10	0.0027991623152047395	4.999093583535341e-11	0.002488106965083148	1.0778846144487985e-06	0.0	1.8761923075567567e-05	2.5481732657346435e-05	0.000879668520766117	3.1340590363981843e-05	3.662874803467275e-10	7.436762824156062e-05	1.9346200080150313e-06	4.9991928972303865e-06	1.7544397269375621e-06	8.997254371411855e-05
SS[<=2]	8.126171373135094e-08	3.174265827965428e-09	1.373696723021567e-06	1.0617519064128195e-05	9.911754764686975e-05	0.0012950926288976916	4.9056768557420795e-06	0.0013385455938987433	0.002116860911628464	2.6538153470028192e-05	8.080524041474746e-05	0.0044364182384015296	0.00024340982680655542	0.00019325442814988492	5.904081123979027e-05	5.01003960591645e-05	0.00023681681801008381	0.0006614203783651179	0.0004100526544609027
SS[>2 & <=3]	1.1311303879324442e-07	2.9385432753770147e-08	0.0	3.7830375276826087e-10	0.00024076694912011476	0.00024192397025203167	2.6826241228405932e-11	0.002372263172143221	0.02918668291381266	6.930773537305868e-09	0.00010505094247946545	0.02314767261108969	0.0022202866064055015	2.5649927165716237e-05	0.00010271745394959453	1.6964485212156433e-06	0.0006770590559335688	0.0009404225610563799	8.833385172067665e-05
SS[>3 & <=4]	8.388688810923028e-08	1.401298464324817e-47	7.445787908011426e-08	1.401298464324817e-47	0.001423905424808254	8.097088543394192e-05	9.272515178428975e-06	0.0005339448559404048	0.10929245648457708	5.051333565404548e-06	0.0007805320354037804	0.12275082808542492	0.009234971593664057	2.0246479550678488e-08	0.0007737838051548352	0.0008241976020863717	0.0035194745915862313	0.002132558388083865	0.00031781444797388756
SS[>4 & <=5]	1.2831196993801086e-10	0.005676495008888145	9.625504724681378e-05	0.0	0.04306707913056016	0.003017988717494379	0.006572659667451699	0.05024900587275624	0.011495783012097811	0.051684778858616484	0.008930961673437992	0.2626997246593237	0.015522958673536778	0.005783449045020461	0.016514888665511217	0.008267523751586623	0.02512126771148928	0.008418040629170492	0.0452933933338511
SS[>5 & <=6]	4.6690968869000925e-11	0.0019060017194719278	0.0033591521927155556	0.0015037023743661847	0.18555473148822785	0.10092043109005316	0.08216520544439135	0.10726792592555284	0.00012308419914916157	0.05399387622252107	0.003801581597654371	0.011029695878215269	0.004765298487618566	0.009603384631543511	0.00577646842384	0.015268502983556243	0.008865682825092236	0.017155689856509282	0.010444540612825222
SS[>6 & <=7]	0.0	0.0005809631384909153	0.2271352641284466	0.002335950530152786	0.07280750704929272	0.051312442640773955	0.03181844194419682	0.029363909058861725	0.05801814084406942	0.06585567880421879	0.013894041729216995	3.757024690900415e-31	0.0150426285497349	0.03801868083942453	0.022839038589633834	0.01807970136919525	0.025709807901136097	0.03596987248340451	0.011468240149801905
SS[>7 & <=8]	0.01607506605796516	0.13415913596749307	0.06856539447791875	0.08721716934815049	0.002957953174234767	0.0034400288162374027	0.008746189288549432	0.0002578555965110765	0.04474732157808809	0.03453694761818042	0.026542947904381435	0.0047945175073705396	0.0360041686432556	0.06181744103360714	0.032566398117342035	0.018570267755046277	0.027254692996637013	0.012144255470241143	0.021187910398430203
SS[>8]	0.036351990699768064	0.0008256146992808234	0.0	0.013282746042447969	4.968917037828647e-09	1.826721218733951e-10	9.35826083292568e-10	0.0	0.0	3.0499148095941564e-10	1.121496410405598e-08	2.336383698953296e-08	1.220534873169754e-08	1.513880123482636e-07	7.568973590110773e-09	0.0	2.6758527837955625e-09	2.8365339019842394e-08	5.0244961968815e-09
NC50[<=2]	0.0013289467408321798	1.6888075333554298e-06	1.990904774373803e-11	0.0	8.334280623412127e-09	5.233647322322454e-07	2.31112722848259e-09	8.770972834479807e-05	0.0	0.0	1.8409370781569123e-06	2.9427075603205568e-06	3.4369466334549513e-06	3.3319262001896275e-07	1.0223878558122124e-05	5.8150140391851443e-08	3.3208107626059304e-06	1.6161695707026524e-05	3.5837389595627654e-06
NC50[3]	0.0005235420222743414	1.4516627356186973e-06	1.401298464324817e-47	0.0005287999106076313	8.349997400292076e-07	5.34595858425746e-07	2.944196753075001e-05	8.635513271052276e-05	0.0	0.0	4.623148925020359e-07	7.053198580280195e-06	2.998260675894926e-06	7.1002914103246436e-06	1.7425365058443275e-06	8.309816025953154e-06	6.414129470186936e-06	4.73700711154379e-06	1.0301417766171995e-05
NC50[4]	0.00010601240014530333	0.00019145174084769678	0.0	0.0012710130598861725	8.998670821256383e-06	1.5764724594191648e-06	0.00012778728017714513	1.970541644595869e-05	0.0	0.0	0.0	1.6507583550264825e-05	6.089546218390751e-09	5.1332915609236805e-06	5.453191533888457e-08	0.00044046518431358096	6.118293605027247e-05	9.075952402781695e-07	1.2698851378445398e-06
NC50[5]	1.7639646616647296e-05	0.0006074953750066925	1.419721315900624e-06	0.000892904672291479	1.258200694209677e-06	2.149830005533815e-05	1.6414995229752093e-09	3.697099964483641e-07	8.813977183308453e-07	1.3484214016785678e-05	1.2592018575663388e-05	8.433701829879681e-06	1.0180982634437896e-05	5.416416274835356e-05	2.6336982774406438e-05	0.0	9.167578324991155e-06	2.3442961612900605e-05	9.882778067549225e-06
NC50[6]	5.5917144840123e-06	0.0006580888590542599	0.00011882282325981208	0.0002690151461501955	0.0	6.912124909033146e-06	0.0	0.0	0.0001363740878921188	4.441550281683248e-05	0.0006056492385486934	0.0	3.735437492499827e-05	0.00023150293803681166	1.5081404708325863e-05	6.588496859194493e-11	1.2582590005082416e-05	1.567054947372526e-05	7.576739960782675e-05
NC50[7]	5.638939310443902e-06	1.8635940016489273e-05	0.000283157382873469	3.7243486156537386e-05	8.408530966335093e-06	1.8486398039385676e-06	2.2520673629600195e-06	0.0	0.0002783596253710266	0.00016359318916326423	0.0006279906111740274	0.0	5.394141810199926e-05	0.00017442762913301823	1.5583237400278448e-05	0.0	9.319687761717432e-06	1.483467823689466e-05	5.177242670868054e-05
NC50[>7]	2.1137171152076918e-05	0.0	4.277466943751307e-05	1.1738437772175203e-05	6.540613209214674e-07	2.5173472195660908e-11	1.0845256063980458e-05	1.9665824524395248e-11	0.00010019996022075261	5.180689925462722e-05	0.00014139928548182024	0.0	4.03925374415337e-05	8.877277803077011e-05	9.284320357982878e-06	2.0726291793948803e-11	1.6206281679678192e-05	1.501435098951731e-06	1.808051178404435e-05
BoChr[1]	3.979321913779033e-06	0.00133946613735894	0.004784516035148396	0.0009229761445065604	0.0038446958089588933	0.005434230757715897	0.00048055393569360836	0.0008359506447367491	0.00835019870966404	0.0009801890980819712	0.0021708307613150855	0.008314472171986675	0.0002632395726659995	0.0007730232084872668	0.5091819193586707	0.0036697752470480215	0.0005662422424881797	0.00024291506924896565	0.0004124467107373936
BoChr[2]	1.946699175664701e-05	0.003492357482992645	0.02084415881987553	7.487472612410784e-05	0.0024105481005595665	0.013713305650788498	0.004591607648009592	0.0	0.003368908713177348	0.0033157907926010923	0.02911945388972839	0.005816446216716073	0.03981258647604136	0.004155456421949566	0.007753944639460286	5.772532443472755e-05	0.0028241321521272765	0.013625544171495675	0.032235303884786216
BoChr[3]	6.087929365151678e-05	0.0028425144936772995	0.010712823299142613	0.0004300331098663435	0.0026734690444382547	0.01379470581295152	0.0037307174189712107	0.0001417923014710709	0.0029717435019998104	0.00343607790546681	0.009936173947016584	0.01986248323989365	0.0437770000477974	0.027683942874006107	0.012309168203537411	1.1376667036984146e-05	0.008376273457345177	0.008201098387726407	0.07278402332208088
BoChr[4]	1.328248216303507e-08	0.004831568320751671	0.0046081887761271955	0.00036978875983663785	0.0005324625942373018	0.003344342224818675	0.005794778475737687	0.002270018369635238	0.004971753996978805	0.005383615609240451	0.029446141124051337	0.014098693460063974	0.005988444665295561	0.0053120074241904324	0.02270654707455833	0.024086620834822412	0.008868658994963852	0.014593867503572255	0.029615415997708547
BoChr[5]	2.83377287520592e-06	0.006419370618407072	0.005377074601638867	0.000708087390427039	0.0009651154246908788	0.0012772274541363294	0.0018444328939247702	0.0045491440708714855	0.002238677455461584	0.0026315409726911554	0.026484289648104918	0.03498282923167047	0.006732745812986707	0.002486905030907052	0.018438053322988424	0.0032593590997385038	0.009277806578802483	0.00023296004923414464	0.11273712488800804
BoChr[6]	9.307625270258412e-06	0.0010041027009253867	0.005799320883775411	0.0003924917292219199	0.003083747585340567	0.0029142286896075447	0.003092664314003872	0.0009177214655756838	0.003419969038113031	0.00439469832502656	0.031699381980805276	0.0009626814083800861	0.0208489108904612	0.01715368896704742	0.04799830073034542	0.002921035317263261	0.05953420598763625	0.10918448018944321	0.014362100376571662
BoChr[7]	1.3330784328905442e-05	0.0007603308010446597	0.002736230785145245	0.0003926902474151461	0.001911194255478108	0.004759121489832978	0.0004377827193066075	0.0001383585431085521	0.0018411615057213162	0.002266329645521239	0.009954530047459187	0.010333680722999068	0.002143752805573575	0.0012684824013742002	0.019467432078245396	0.006895324320295799	0.04160478795383327	0.004094804811351196	0.2021165619457881
BoChr[8]	2.204135764817816e-06	2.9873723270368303e-06	0.002167125382545066	7.248069521992307e-06	0.00035486598732189823	0.0011617213176205387	0.000336587778748787	0.0003015902540433979	0.0009599510082243157	0.0002889297174793093	0.00047454908200403887	5.580670926062514e-05	1.507696228462104e-05	0.0005372016038890731	8.887805146855498e-06	0.551855508685112	3.7820828306962936e-05	0.00022579419435640348	9.28929914254813e-06
BoChr[9]	3.1528713591022495e-08	0.0004656683812335416	0.0012290158704979604	0.0032932262128863954	0.003932001114529982	0.005168181359399164	0.003688671982742191	0.00024920326286704153	0.0058860441645674656	0.006374637346010559	0.00933765675069921	0.0010239439092529778	0.017501521250763118	0.05373397596116973	0.005528920885146249	0.0030379932347935185	0.010646598525710545	0.02765694554369305	0.017084082302753812
BoChr[10]	1.2102118707988386e-05	0.0011014851307268713	0.016736054055978684	0.000902737709366761	0.001111192103340386	0.005527736788862967	0.006581853711365966	0.0	0.005663947881439242	0.0051079946976642174	0.023292406617165397	0.0034113673147103353	0.009676410292740911	0.002978576252753555	0.002557757403701544	0.017075369723461336	0.005420462340116501	0.00965426019858569	0.004124847293023776
BoChr[11]	1.7171795353232433e-06	0.00017889873824462145	0.0016684668494707643	0.0001971471924780488	0.0018640265988501125	0.001397063154990814	0.0001691076091418492	0.0020418599065375907	0.002368454723523202	0.0018091707072391849	0.0002670319074892458	0.001797901840860927	0.0007302984673310178	0.00023706757894585096	0.024128709723756706	0.009177400863499158	0.4040415625428341	0.0006949535669151396	3.889246086565734e-06
BoChr[12]	1.5727440851143193e-06	0.005872257831265309	0.002184493309249689	0.0006622281953642783	0.003081104487898656	0.00024390078470804772	0.003288859891108791	0.03315118333982582	0.00017102540907525386	0.0059502876181840615	0.052530078602798035	0.022955780422242354	0.040593349698709674	0.00019165246863515507	0.0359974378438153	3.942305580864058e-06	0.0045469010625540825	0.0008891076310201152	0.11105538938660174
BoChr[13]	1.6227577320149382e-06	0.0003489316065605408	0.0020838106381415853	0.002636852238991025	0.0022467599215451627	0.0024136450575315393	0.006982478137745715	4.695502476797841e-05	0.00553702747677562	0.001194280627451292	0.022577790685415558	4.5765168839082546e-05	0.013446954313564845	0.01317262001421225	0.0025575853506416024	0.000158421597443521	0.004202384278178215	0.008675521291163477	0.005279787906167712
