MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S
BoChr[14]	0.00011132578050560227	0.0008880459731881274	0.007630993176135235	0.003929319523940648	0.00441446159405757	0.006089949161274433	0.0010205914517428028	0.001149910381209338	0.0058413807448232545	0.002319379418520384	0.008669640840765058	2.5317343317965425e-05	0.0032257844577543437	0.02247838530514855	0.0005335158199704892	0.00020150153897702694	0.0034768877120222898	0.007420502421121669	0.0010631915593339158
BoChr[15]	6.615964490896964e-07	0.00033998233992292624	0.005145974658589693	0.001980873207223226	0.0028710752384279205	0.004712417339553742	0.0007162571959815978	0.0003351132014540781	0.00923123782267794	0.0009307363134024627	0.006606151125061241	0.0007258488526474593	0.0035376115831478217	0.018712251066463067	0.0033605810035568008	0.0012093620536073146	0.004380844209590578	0.008606436521769184	0.0005854650859093624
BoChr[16]	5.765507706811945e-08	0.0036481846788956316	0.004410970647877548	0.004059818812544335	0.004851931426510418	0.0054801750660408285	0.000320248870791886	0.0005002068652720481	0.005517152140018942	0.00627990476321429	0.012122916895924095	7.16795475455001e-05	0.002320874766455745	0.01072707491917615	0.00014284491800935938	7.561290753073991e-05	0.006464568011417909	0.00727848736893975	0.003818881691986462
BoChr[17]	2.2530460686764897e-06	1.9027441493832953e-05	3.2931113946155222e-06	0.0005791263268388213	0.0006366927518269413	0.0008350334653861191	3.6785982768048345e-05	0.0003384040544562371	0.0017064825090503445	0.00012436201346242043	6.66686293090157e-05	5.5426029967307476e-06	2.889334898005913e-05	0.0004486076153406994	0.010711319538190087	0.04513168836759341	0.03590248432712961	0.3124257313977523	1.040458201724788e-05
BoChr[18]	3.3502862172318793e-06	8.341735208887257e-05	0.0012045796692319755	0.0017450127505866386	0.002202582624787084	0.0044111143674715695	0.0009568256405164632	0.0003429763531057617	0.0019482157497382956	0.0005482773343136671	0.006641912409944694	0.0017513945463374459	0.012771856747991776	0.0657309757195056	0.0041622122118966055	0.0039395904541015625	0.011748357237095313	0.015509608357987759	0.01593676243147229
BoChr[19]	8.695462502927853e-08	0.00025210636149321176	0.00031386771246616263	0.000617022944520329	0.0023207177863025672	0.008287578535794395	0.00016924528125550787	0.0008864431132621681	0.0007797477395371999	2.3345725843313403e-05	0.017295474061485835	0.0007719713175705322	0.010902018309723474	0.049502351536792236	0.013111447728441875	1.4083380911245058e-07	0.0192329551498392	0.03695308453604369	0.0116296620443174
BoChr[20]	4.125265979038062e-08	0.0005560600650587765	0.00257153602206472	0.0006204925691359619	0.002643144590752371	0.006285644535346222	0.0001625214194386615	0.0023592741793198985	0.0008582979923784962	0.00026512401290531786	0.018959571441971548	0.0002665972402697481	0.006348451134205	0.02925703785443261	0.00012378943887597415	2.0073171924650526e-09	0.021939520646729115	0.01608682896507533	0.02804842818092503
BoChr[21]	2.2337920403510124e-05	6.903794565005228e-06	0.0024742789203526174	0.003015734135216235	1.610780454939231e-05	0.0024966438178671523	0.0032302273280993177	0.0014301095997323898	0.001694153054268105	6.161233159218682e-05	0.008667528528461688	0.006767227269592375	0.005527956417840869	0.019452432137168216	0.0003847765456885099	0.0004572067858549644	0.0026759805501205846	0.005847606793176965	0.000398046146510751
BoChr[22]	7.14506452345054e-05	0.00035393734531226074	0.0007868938743873157	0.0025042866506690587	0.0021185498248996737	0.0028031810153009928	0.0007322816939656107	5.285286605229089e-05	0.0011873683075555163	0.0008093966047177048	0.005285022981697693	0.00010929668335847964	0.006745006702048357	0.03711972687044181	0.00023812261060811578	0.0008226833213120699	0.005396438268494421	0.011802801007579546	0.0030356259268592123
BoChr[23]	0.0010798000764648207	0.00027950793933996466	0.007319002349799248	0.00042897878659161394	0.0006277092233943904	0.0013295170565834269	0.00855287786293573	0.003263008948009798	0.017040765706885282	0.00021928164827360154	0.017631753267367357	0.013135274309897796	0.017185779127155455	0.005748480820138866	0.0010734516993275633	0.0006672685518290677	0.006767741139046848	0.008150686015437678	0.002127549407247216
