MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K
NC50[6]	3.557830005060936e-06	0.000197942307171729	0.0004949884332017973	2.048253892918295e-05	0.0004676091694273055	1.744533406622395e-10	1.2544038030526394e-11	0.0	0.00018956388954769921	6.532864758331592e-05	5.820872731991944e-06
NC50[7]	1.0170104881979115e-05	0.00037689524646339123	0.00012028379590148575	7.503047504542337e-06	7.850321346326794e-05	2.570170576365882e-09	1.4292842024588027e-06	0.0	0.0002262787425621582	9.771150211690838e-05	9.828613001445773e-06
NC50[>7]	2.954639750896604e-05	7.086863547641543e-05	1.2825771707412059e-05	7.815412789669018e-07	1.0659725448407542e-05	1.9195009537575913e-06	2.825467304568008e-11	9.458748229107528e-12	8.395388808150272e-05	2.0451413702538557e-05	4.591484412230784e-06
BoChr[1]	8.74228953345657e-06	0.01604890462765083	0.00534621663130282	0.01704158534121234	0.005892558452500794	0.0026123190673843057	0.025096206419540294	0.010209725369350053	0.0270864721480757	0.018380211466778748	0.009468937921192265
BoChr[2]	6.700592439498109e-05	0.02143487857654691	0.00023310938442591578	0.02146509018028155	0.007743680677667726	0.0041757361285343795	0.005834536501788534	0.0	0.004648044444329571	0.005577004331862554	0.0004815818346358848
BoChr[3]	0.00011829978022223742	0.007739101230384895	0.000961801672305711	0.028767114800866692	0.0036675240966724232	0.01242667123558931	0.006695073611626867	1.8723220273386686e-05	0.006688431683724048	0.007337178637390025	0.000799042674480006
BoChr[4]	9.284340865001184e-09	0.009020596212358213	0.0031761308495924824	0.007311101293889805	0.0016703978236600392	0.00412758522707044	0.016435245302677686	0.002791616056128987	0.010027857531094924	0.019548472492315342	0.0044154920382425186
BoChr[5]	3.470530691007667e-06	0.007051859873604372	0.0052132931091182395	0.003916181939895272	0.0013479660899430711	0.002144685157704771	0.03741176407958847	0.009669954895798583	0.006323647201934363	0.010007666202145628	0.0013301525451242923
BoChr[6]	3.237753629498741e-05	0.010665414725081064	0.0011629866201838012	0.01979984125238843	0.004769002300745342	0.008340612348145706	0.0013520797115065544	0.004348422167353868	0.006539712726371363	0.018046354733523912	0.008361839998979121
BoChr[7]	0.000147169642608711	0.007907000991981477	0.005608900372171774	0.011595238637854964	0.0024964278035213283	0.0007682403986109421	0.03272882197285071	0.0014575910747332444	0.008213954193029166	0.010799048444059735	0.004000120995915495
BoChr[8]	7.9090006043947e-07	0.017318484277242828	0.00222927877053552	0.006072817865319848	0.0012432915047260456	0.0036243851404572603	0.004596283286404806	0.007594996658027913	0.0043398936029983145	0.05324409390213759	0.0820636292418962
BoChr[9]	6.958993708154892e-06	0.000870813424814969	0.007373459527734667	0.012329892369452864	0.0010586272916407325	0.007851814305753919	0.003104920381719296	0.00033727506244781965	0.008552476634795312	0.004356655503361253	0.009534717552596703
BoChr[10]	2.5611394038005386e-05	0.014862738011870533	0.0010090052581608689	0.010789079003734514	0.0028765774805287947	0.006433059399714693	0.00011458962166216224	0.0	0.005018291394881089	0.008543974149506538	0.002741960638522869
BoChr[11]	2.778796980740239e-06	0.007040119350422174	0.0019081954599302264	0.004082883805126606	0.005576938357733922	0.0013115476168617502	0.005856145928629708	0.019220271594967926	0.006671345880043304	0.013754118538344927	0.05014237124257562
BoChr[12]	4.611159321168956e-08	0.006739939035037423	0.004352763699134812	0.00018528562446590513	0.002826367115593484	0.0015571607308440605	0.016027891036937945	0.04534504226054082	0.001331694679080897	0.018789539808431073	0.002843830457675267
BoChr[13]	2.297444755587463e-05	0.0039440754751376515	0.003869663710687572	0.006435572693007998	0.002046607367228717	0.0049934826159733344	0.0012273527339857538	4.5017805059615055e-05	0.0056853706970287025	0.0033263082861211624	0.0019242425131960773
BoChr[14]	0.00035428877614322117	0.007576116273849038	0.00266813686950627	0.007709940179483965	0.0026028808384944567	0.0017518719874351518	0.0004482828534673934	0.0023348150200672535	0.002881196997186635	0.0029589242068323073	0.0037058312556473537
BoChr[15]	2.569408358565894e-07	0.005112374101299793	0.0023893866153230194	0.0061585851199924945	0.0008078242193550977	0.001277378311600046	0.0006705409110071514	0.0010233638209466653	0.007251165289781056	0.002123502125226837	0.0049689565906737695
BoChr[16]	9.64859125134332e-07	0.005758419110206887	0.0052408453612588345	0.0054933910923136865	0.00530242188833654	0.00020144722802797332	0.0016178098153510235	0.0011495803352956696	0.0033733679860597477	0.004600137450615875	0.007852726032142527
BoChr[17]	3.790077620320798e-05	0.0006324576191584441	0.004174070154359128	0.0006229785249342435	0.0011062015042463712	0.0003750980360732692	0.00100395733573464	0.0062232468173649535	0.0075533952234455625	0.006589497828381923	0.10789507517894663
BoChr[18]	1.1896337757888454e-06	0.0010108191801350586	0.004448710671839535	0.01337311148934532	6.633973825955763e-05	0.006018876590533182	0.0010335251846481696	0.001458394052690899	0.003299641511457594	0.0017008002961665626	0.0027414474077522757
BoChr[19]	2.603752888075128e-08	0.0002883668253940394	0.005529991761456472	0.012722120609832927	0.0010375206760302902	3.928425391904966e-05	0.004789928566737155	0.003176670776681476	0.003708357043286412	0.0019849378099223713	0.020909318039921344
BoChr[20]	1.734247525864152e-08	0.005085261355852708	0.0031307574017216664	0.007631580221932381	0.0020298644090938466	3.109768237606742e-05	0.0015243713085393473	0.004599450623788926	0.002001217446307919	0.002794921593247981	0.019599950319732214
BoChr[21]	0.00013095258265522603	0.0010389394769299543	0.0030444232485024258	0.005742226227885112	0.00013888312860217412	0.003839097949094139	0.0019852500665729165	0.001982212229486322	0.0028795366949634625	0.001077647334932408	0.0009952392873560435
BoChr[22]	0.00023350740542809944	0.00038762468124332373	0.003047158975969069	0.005535968006588518	0.0004426983109444362	0.0023347633222147125	0.0006978635276755085	0.00018562254146672785	0.001955483952486109	0.0013980355147813334	0.009711092892539455
BoChr[23]	0.0012344285799190402	0.0077544912789016965	0.0001259140991169261	0.003686003085458651	0.0007269094363437034	0.006194534457754344	0.007060817932651844	0.004279070477350615	0.015798031995072962	0.0017986037505761487	0.000814867503604546
