MutationType	SBS80A	SBS80B	SBS80C	SBS80D	SBS80E	SBS80F	SBS80G	SBS80H	SBS80I	SBS80J	SBS80K	SBS80L	SBS80M	SBS80N	SBS80O	SBS80P	SBS80Q	SBS80R	SBS80S	SBS80T	SBS80U	SBS80V	SBS80W
SS[>4 & <=5]	2.830139274045962e-09	0.0028641998289081995	1.401298464324817e-47	1.401298464324817e-47	0.05964655610231148	0.003436350158345082	0.0540752493776381	0.005986725994399933	0.043888395837416286	0.0022803322062827647	0.00433524078456685	0.2504602435976267	0.005497703664004803	0.011092388711672391	0.006754502116939136	0.0005290978321500006	0.008252377836620327	0.002223023909750768	0.006558500182219405	0.045325801357115836	0.0929971631630724	0.018198307604097883	0.00018988760203399126
SS[>5 & <=6]	8.183090871582977e-11	0.003046495912130922	0.0034124293005424987	0.0071731039974848665	0.21973184771835805	0.08085813804631471	0.11093954753130675	0.07088599256905087	0.05057552055164706	0.007232569445787932	0.006187021990141108	0.005166318696000244	0.0031254657777026297	0.04047226852907272	0.0033424099162220953	0.000503965149638077	0.0020645695552229883	0.00946235298302903	0.016834654412016547	0.00499615637789188	0.006893610566540931	0.004532381459476316	0.01444485845615864
SS[>6 & <=7]	1.557179718503221e-11	0.0015989538980647922	0.0009769669388447256	0.2570563843101263	0.0663332342170179	0.0380174921033904	0.026465530898422004	0.018759297208472425	0.06591237508691847	0.04461497444276301	0.10139584405624986	0.00011561186984181404	0.0039044392667710783	0.0257406288334768	0.012212938379961997	0.05040146431719214	0.013402630184045576	0.0138860933907563	0.019501665436497298	0.011992542800656479	0.011461799661801705	0.018543068085825905	0.020140117370673467
SS[>7 & <=8]	0.01622454651631415	0.15044606529176235	0.07432381398975849	0.06706017763353884	0.0017130819008149554	0.003637683655705729	0.0005168128025093621	0.010117016119766049	0.03948310531151947	0.06591521841719503	0.041023462608114375	0.0031603024580245244	0.029277891399166728	0.022524239147361253	0.043221406455200936	0.027069434901366093	0.031100778655475222	0.021516276758780376	0.01006835753530408	0.01437270717847048	0.00796239300398156	0.02808413473656401	0.018977341737723256
SS[>8]	0.036866919411868364	0.0002892235878369398	0.01686365781177301	0.0	7.749574133519843e-09	3.4062305864779316e-10	0.0	2.198522288665572e-09	2.802596928649634e-47	7.116187106248617e-09	0.0	9.326836227785406e-09	2.8298841243667993e-08	4.0602018414048754e-11	7.489682539324953e-10	2.345796303870884e-09	0.0	0.0	2.9027435921591403e-08	0.0	5.0036358416605254e-08	1.1009354636826174e-08	6.820185131317658e-08
NC50[<=2]	0.0014063709205947817	0.0	4.033651634927082e-11	0.0	5.218689578256886e-09	1.6798241624371714e-07	0.00010261937517650033	1.9321051947240874e-09	0.0	2.473751781195688e-10	0.0	1.2971513378579046e-06	5.444882678062868e-10	6.193508816920713e-11	0.0	6.347097284162828e-06	4.858452110632072e-06	4.003169919997162e-09	1.8300075145845083e-05	4.161587034978709e-09	3.9875855665627566e-05	2.931116386051258e-08	0.0
NC50[3]	0.00048482472775503995	0.0	0.0007043404117575846	0.0	1.4089238006900762e-06	2.777721164193281e-11	7.361803089697027e-05	9.250038551149587e-06	0.0	6.74774928484112e-06	0.0	9.237758850739239e-08	2.105408348143101e-05	1.4617605792466292e-10	2.35073550888254e-06	0.0	0.0	1.5842643747987495e-06	0.0	4.468987674579594e-06	1.8177723799635003e-05	2.7095835723400795e-06	2.5426770089861383e-05
NC50[4]	8.938915171452066e-05	0.00012890283417618775	0.0014460618339944631	0.0	1.753996845536676e-05	8.286095612675126e-07	2.0479820625789457e-05	9.498330949054084e-05	7.04849444446154e-07	3.6715075839310883e-06	0.0	1.2779490280081518e-05	1.4953235131685006e-05	0.0	9.229831121047028e-06	2.105911473222477e-06	0.0	0.0005159510538553569	1.4225287103286632e-05	6.4779102558532035e-06	9.898251591948793e-06	0.00010878207800757878	1.6479578625876457e-05
NC50[5]	1.848551293985423e-05	0.0005692970066502312	0.0009172509325435385	1.5054219693411141e-06	1.5022709629874953e-06	1.881092922104699e-05	0.0	5.7430340483222155e-11	8.302586713218041e-06	4.800311573475824e-05	0.0	3.469641087576747e-06	2.6225927202858658e-05	3.199444795272566e-05	3.2340489225362036e-05	8.790710959067915e-05	3.806297056144103e-05	1.6168590809684248e-06	1.4386898722023033e-05	2.2386317654365938e-05	2.7365261748428792e-05	3.768853134900496e-05	7.143028893551673e-05
NC50[6]	1.2336699746988699e-05	0.000799856168741826	0.0001275061318593629	7.837680477607023e-05	2.33608534472296e-07	1.649871048357454e-05	0.0	0.0	5.151076419679157e-05	0.00047398505203688046	8.684091939358041e-05	0.0	3.250154261024818e-05	0.00036758753394813934	0.00010855551618368154	2.0965911995034505e-05	1.8739934199274445e-05	0.0	4.331243521846773e-06	1.9145573605783284e-05	4.369695408968255e-05	1.9559793581720442e-05	0.0002856843053945113
NC50[7]	5.9794956447944965e-06	3.96321740643657e-05	1.291232835860967e-05	0.00022776262384695655	1.0915311395365279e-06	1.957647764356807e-06	0.0	1.1327275188932617e-08	0.00028938582964293857	0.00039900044326998343	0.0002434284615674187	1.8886851194110932e-08	8.744547320844731e-05	0.0005101331553851196	0.00029214204225795013	5.3596520758105725e-05	1.6241175762843342e-05	0.0	3.917772168904321e-08	1.881125965155661e-05	7.157464295797666e-05	4.444567689365187e-05	0.0001203308691805205
NC50[>7]	2.380328991080205e-05	7.075265875755576e-07	3.1461756198325476e-06	2.7033855677341957e-05	8.468481915713256e-11	1.4942479475976713e-11	0.0	4.533685877987637e-06	0.0001301248778167441	6.581260483003337e-05	7.860073840339602e-05	1.461590137807889e-10	9.403811701531594e-06	0.0001088789366778431	7.427137617551871e-05	1.3741370857913716e-05	3.196035985965295e-05	1.277680805600312e-10	1.89400261284689e-05	5.760194078954229e-06	6.307178541884007e-05	4.158945673846226e-05	0.00010957969229682618
BoChr[1]	3.397963812504951e-06	0.000373492631189416	0.00021878421238433532	0.002872898762214281	0.0009844643869568875	0.0030287690983115388	0.0002490579973745252	0.00020483612228698058	0.0007037125447659007	0.001139970536842351	0.00461654160980219	0.0024536457889355835	9.354560321890928e-08	0.0016749421178177252	0.0006356291877366429	8.665591315025978e-05	0.6859148715436458	0.003826939402989879	0.0008959680086320133	0.0002313289772944274	0.003945055401055869	9.532655138331314e-05	0.0002002275340699081
